Model,Equation,R2_score_13,Ea_13,R2_score_14,Ea_14
A5/2,(5/2)*(1 - a)*(-np.log(1 - a))**(3/5),0.9780569651899929,-8.79808771510872,0.9901985749159846,184610.96048087225
A3,3*(1 - a)*(-np.log(1 - a))**(2/3),0.978049560057047,-8.761028412791129,0.960498510938327,165074.50566304766
A2,2*(1 - a)*(-np.log(1 - a))**(1/2),0.9780057703782987,-8.853703194812134,0.9779363656286103,223732.5364622137
A4,4*(1 - a)*(-np.log(1 - a))**(3/4),0.97799503424117,-8.714736854888855,0.9362076838644052,137631.87964882283
A3/2,(3/2)*(1 - a)*(-np.log(1 - a))**(1/3),0.9777472081830205,-8.946402974588809,0.9923710964991354,313698.6727328937
G4,(1/2)*(1 - a)*(-np.log(1 - a)),0.9775447024837812,-8.57620591334453,0.7276877791263566,73707.20953484542
R3,3*(1 - a)**(2/3),0.9765305050630091,-13.697046122251232,0.9309383826279538,527854.4092530226
G2,1 / (3*(1 - a)**2),0.9765305050630091,4.565682040750412,0.9309383826223602,527854.4092420058
F1/3,(3/2)*(1 - a)**(1/3),0.9765305050630091,-27.39409224450247,0.9309383826222282,527854.4092464078
G3,1 / (4*(1 - a)**3),0.9765305050630091,3.0437880271669404,0.9309383826204443,527854.4092381726
F3/2,2*(1 - a)**(3/2),0.9765305050630091,-6.087576054333881,0.9309383826203618,527854.4092378623
F3/4,4*(1 - a)**(3/4),0.9765305050630086,-12.17515210866776,0.9309383826212598,527854.4092378401
F2,(1 - a)**2,0.9765305050630086,-4.56568204075041,0.9309383826211092,527854.409239406
F1/A1,(1 - a),0.9765305050630086,-9.131364081500822,0.9309383826206943,527854.4092381046
G1,1 / (2*(1 - a)),0.9765305050630086,9.13136408150082,0.9309383826205961,527854.4092354878
R2,2*(1 - a)**(1/2),0.9765305050630082,-18.26272816300164,0.9309383826211377,527854.4092423787
A3/4,(3/4)*(1 - a)*(-np.log(1 - a))**(-1/3),0.9742833374031882,-9.314773784026382,0.9674077815407183,930738.8109675433
A2/3,(2/3)*(1 - a)*(-np.log(1 - a))**(-1/2),0.972734648003834,-9.405489838012459,0.9623153807680279,1054319.3174117624
D5,((3/2)*(1 - a)**(4/3)) / ((1 - a)**(-1/3) - 1),0.972363350780115,-6.083846268227614,0.9570140117972464,1162193.2722483599
D3,((3/2)*(1 - a)**(2/3)) / (1 - (1 - a)**(1/3)),0.9567497920496594,-18.091267861416494,0.9201829933458718,2073730.3082142435
G8,(1/3)*(1 - a)**(2/3) / (1 - (1 - a)**(1/3)),0.9567497920496594,-18.091267861416494,0.920182993345871,2073730.3082142414
G5,(1/3)*(1 - a)*(-np.log(1 - a))**2,0.948480861755152,-7.951028408151323,0.9659478045129087,423264.8284304418
G7,(1/4)*(1 - a)**(1/2) / (1 - (1 - a)**(1/2)),0.942146444990471,-28.77949691024172,0.8738686455938547,2823298.9751379956
P3/2,(2/3)/a**(1/2),0.8780892435116597,75.83474684693766,0.9646044904666301,-2194177.554148713
E2,a / 2,0.8780892435116593,-37.91737342346881,0.9646044904669521,-2194177.554143365
E1,a,0.8780892435116593,-37.9173734234688,0.9646044904669276,-2194177.554144197
D1,1 / (2*a),0.8780892435116588,37.917373423468796,0.9646044904670992,-2194177.5541400313
P4,4*a**(3/4),0.8780892435116588,-50.55649789795839,0.9646044904669089,-2194177.5541444384
P2,2*a**(1/2),0.8780892435116588,-75.8347468469376,0.9646044904668079,-2194177.5541466805
P3,3*a**(2/3),0.8780892435116586,-56.8760601352032,0.9646044904673714,-2194177.554134271
D4,(3/2) / ((1 - a)**(-1/3) - 1),0.8591177152810223,-49.8411036617923,0.7850544746417231,4351422.546937885
D7,(3/2) / (1 - (1 + a)**(-1/3)),0.8009500798654234,34.728832637264205,0.9646140589325486,-2194089.010771559
D6,((3/2)*(1 + a)**(2/3)) / ((1 + a)**(1/3) - 1),0.7603632338344138,33.04773692745079,0.964619131689061,-2194042.8019911945
D8,((3/2)*(1 + a)**(4/3)) / (1 - (1 + a)**(-1/3)),0.6357831399305658,27.832496854848987,0.9645997440570903,-2194108.6620747023
G6,(1/4)*(1 - a)*(-np.log(1 - a))**3,0.5668531932299264,-5.7088940858148085,0.9797777710003404,650523.1518803285
D2,1 / (-np.log(1 - a)),0.5030214413637942,71.44281455392587,0.711835983515275,-5683708.262381608
F3,(1 - a)**3,0.4905680418183052,-2.851090987192328,0.9608040762443677,-2745358.119754583
B1,1 / (a - (1 - a)),0.0004332623638086021,-0.025200952690076533,0.8655091101600274,628693.4535953626
F0/R1/P1,"np.full_like(a, 1)",0.0,0.0,0.0,0.0
