Model,Equation,R2_score_13,Ea_13,R2_score_14,Ea_14
G4,(1/2)*(1 - a)*(-np.log(1 - a)),0.9732369911425451,-8.383027191803835,0.8778209461223024,97541.11332087083
A4,4*(1 - a)*(-np.log(1 - a))**(3/4),0.9731482266788581,-8.366427632502107,0.9683696121241024,133486.25736981808
A3,3*(1 - a)*(-np.log(1 - a))**(2/3),0.9730122449775097,-8.35999425485901,0.9747657411833399,152120.35737806399
A5/2,(5/2)*(1 - a)*(-np.log(1 - a))**(3/5),0.9728654294712273,-8.35452679411129,0.9758403237705829,171631.28868830073
A2,2*(1 - a)*(-np.log(1 - a))**(1/2),0.9725821347511336,-8.345794691552742,0.9999087732135947,197936.0336905189
A3/2,(3/2)*(1 - a)*(-np.log(1 - a))**(1/3),0.9719429805790901,-8.329839213433733,0.9964796709970548,271689.0364978495
R2,2*(1 - a)**(1/2),0.9700473810481943,-16.585542052278484,0.9321479917980907,411662.5868305513
G1,1 / (2*(1 - a)),0.9700473810481943,8.292771026139242,0.9321479917940175,411662.58682355855
F1/A1,(1 - a),0.9700473810481943,-8.292771026139242,0.9321479917928138,411662.58682064875
F2,(1 - a)**2,0.9700473810481943,-4.146385513069621,0.9321479917918476,411662.5868194117
G2,1 / (3*(1 - a)**2),0.9700473810481943,4.146385513069622,0.9321479917909178,411662.58681839885
F3/2,2*(1 - a)**(3/2),0.9700473810481941,-5.5285140174261596,0.9321479917929818,411662.58682182326
F3/4,4*(1 - a)**(3/4),0.9700473810481941,-11.057028034852319,0.9321479917914424,411662.58681735425
G3,1 / (4*(1 - a)**3),0.9700473810481941,2.7642570087130798,0.9321479917907969,411662.58681813657
F1/3,(3/2)*(1 - a)**(1/3),0.9700473810481937,-24.87831307841772,0.9321479917878734,411662.58681108494
R3,3*(1 - a)**(2/3),0.9700473810481934,-12.43915653920886,0.9321479917880073,411662.58681358397
A3/4,(3/4)*(1 - a)*(-np.log(1 - a))**(-1/3),0.9673474745814729,-8.249029352324396,0.9636728461349486,690118.1510023639
D5,((3/2)*(1 - a)**(4/3)) / ((1 - a)**(-1/3) - 1),0.9658799799612072,-5.262269064687064,0.9536356452211765,836850.1160097476
A2/3,(2/3)*(1 - a)*(-np.log(1 - a))**(-1/2),0.9657037630398857,-8.224738484167469,0.9584220092103386,768812.9639046413
G8,(1/3)*(1 - a)**(2/3) / (1 - (1 - a)**(1/3)),0.9547395464114916,-14.341213717207008,0.9250630525772334,1364517.9805066814
D3,((3/2)*(1 - a)**(2/3)) / (1 - (1 - a)**(1/3)),0.9547395464114912,-14.34121371720701,0.9250630525772334,1364517.980506682
G7,(1/4)*(1 - a)**(1/2) / (1 - (1 - a)**(1/2)),0.9521694238826995,-21.325640142971984,0.9027353902996811,1765329.0075443536
G5,(1/3)*(1 - a)*(-np.log(1 - a))**2,0.9465857275905074,-8.30928372318867,0.9329641993909996,378918.38165217836
D4,(3/2) / ((1 - a)**(-1/3) - 1),0.9144021891333354,-33.152798667646614,0.8665615636446512,2462378.148099256
E2,a / 2,0.835395953099138,-51.3721829107967,0.976563946648297,-2628381.347084249
E1,a,0.835395953099138,-51.3721829107967,0.9765639466482418,-2628381.3470852873
P2,2*a**(1/2),0.835395953099138,-102.7443658215934,0.9765639466479583,-2628381.3470903775
P4,4*a**(3/4),0.8353959530991377,-68.49624388106227,0.9765639466480887,-2628381.3470881423
P3,3*a**(2/3),0.8353959530991373,-77.05827436619501,0.976563946648407,-2628381.3470828813
D1,1 / (2*a),0.8353959530991373,51.37218291079668,0.976563946648315,-2628381.34708413
P3/2,(2/3)/a**(1/2),0.8353959530991373,102.74436582159336,0.9765639466481851,-2628381.347086414
D7,(3/2) / (1 - (1 + a)**(-1/3)),0.7325448841878134,45.18358592851638,0.9765768378598938,-2628220.355973138
D6,((3/2)*(1 + a)**(2/3)) / ((1 + a)**(1/3) - 1),0.6809936263251716,42.084354859139246,0.9765835627934355,-2628137.615276439
G6,(1/4)*(1 - a)*(-np.log(1 - a))**3,0.6138725597465422,-6.492972439511624,0.9810845637713734,502623.69923418
D8,((3/2)*(1 + a)**(4/3)) / (1 - (1 + a)**(-1/3)),0.5342552207359758,33.2069893575833,0.9764931593846082,-2627976.5107637187
F3,(1 - a)**3,0.48189877276998755,-2.674123086714951,0.9632145796881065,-3151495.59667022
D2,1 / (-np.log(1 - a)),0.013876924465199227,-15.78839507745446,0.06482603843056416,-2609047.4202151624
B1,1 / (a - (1 - a)),0.00031360139964534383,-0.02316504578968639,0.8679734584020343,496897.86539038323
F0/R1/P1,"np.full_like(a, 1)",0.0,0.0,0.0,0.0
