Model,Equation,R2_score,Ea,A
R2,1 - (1 - a)**(1/2),0.9983443600374571,178060.57978449148,2436534.9644623143
D4,1 - (2*a/3) - (1 - a)**(2/3),0.9983102522567028,363397.00944718585,12678999.135002803
G7,(1 - (1 - a)**(1/2))**(1/2),0.9982715224305512,84570.63220694834,199936.80921002882
D3,(1 - (1 - a)**(1/3))**2,0.998135321141701,369522.2884089795,13219068.141940437
R3,1 - (1 - a)**(1/3),0.99811583253312,180301.48651919217,2480114.335037289
F1/3,1 - (1 - a)**(2/3),0.9981140409726375,176114.79313990538,2391744.1336657633
G8,(1 - (1 - a)**(1/3))**(1/2),0.99807182300866,85691.08557429863,205941.49402910756
D2,a + (1 - a)*np.log(1 - a),0.9980676507206577,360630.2279134246,12773036.37071383
F3/4,1 - (1 - a)**(1/4),0.9977112222472926,181561.94397098248,2497905.938464345
D1,a**2,0.9971671582157966,354595.95044694707,12401678.157836188
P3/2,a**(3/2),0.9971181069426619,263717.13399256166,6381867.404161567
F0/R1/P1,a,0.997015474960968,172838.31753817623,2308499.646816333
P2,a**(1/2),0.9966670283577641,81959.50108379056,179251.4427584688
D7,1 + (2*a/3) - (1 + a)**(2/3),0.9965850620174316,350544.53011343145,11578390.720697308
P3,a**(1/3),0.9962457661803121,51666.56226566209,-101726.27870038686
D6,((1 + a)**(1/3) - 1)**2,0.9962381905776915,348603.76997882035,11415968.94280062
P4,a**(1/4),0.9957320982290869,36520.09285659785,-165455.4270652483
D8,((1 + a)**(-1/3) - 1)**2,0.9949509756936873,342944.8645854522,10948519.519290335
G6,(-np.log(1 - a))**4,0.9944930910541162,770959.9074836951,65911891.51334238
G5,(-np.log(1 - a))**3,0.9944711292600846,575990.1017701222,35798801.952915944
G4,(-np.log(1 - a))**2,0.9944265348368455,381020.29605655017,14776716.041442158
A2/3,(-np.log(1 - a))**(3/2),0.9943810242889166,283535.3931997638,7674629.351603022
A3/4,(-np.log(1 - a))**(4/3),0.9943579171104864,251040.42558083497,5812244.786570389
F1/A1,-np.log(1 - a),0.9942871463168594,186050.4903429776,2844789.688248845
A3/2,(-np.log(1 - a))**(2/3),0.9941387524853927,121060.55510512009,886524.1248388664
A2,(-np.log(1 - a))**(1/2),0.993980508145381,88565.58748619129,285109.3804819566
A5/2,(-np.log(1 - a))**(2/5),0.9938114635664403,69068.60691483408,44454.14881435894
A3,(-np.log(1 - a))**(1/3),0.9936305483282412,56070.61986726259,-66491.01059861129
A4,(-np.log(1 - a))**(1/4),0.9932281020135508,39823.136057798205,-151302.48791000294
G1,1 - (1 - a)**2,0.9923607942215372,165687.52662094025,2111371.196871922
G2,1 - (1 - a)**3,0.9876059023453556,160565.85740855947,1965928.9098337134
G3,1 - (1 - a)**4,0.9831745247620474,156525.02127761667,1851353.764067384
D5,((1 - a)**(-1/3) - 1)**2,0.9807176361982236,396577.1914749478,15729794.078789355
F3/2,(1 - a)**(-1/2) - 1,0.9673284020154379,198351.7570839016,3301300.614323375
F2,(1 - a)**(-1) - 1,0.9108396530604951,213420.67213698803,4111782.1561976527
B1,np.log(a / (1 - a)),0.7796809408824694,615191.9510074974,40652614.08977353
F3,(1 - a)**(-2) - 1,0.7723820098041776,246852.23581857295,6055428.995517208
