Model,Equation,R2_score,Ea,A
G6,(-np.log(1 - a))**4,0.9923188660594654,349622.29731091176,8141749.856255143
G5,(-np.log(1 - a))**3,0.9922952070841347,260297.28049145197,4236877.007737049
G4,(-np.log(1 - a))**2,0.9922460301781207,170972.2636719919,1578186.1989338913
A2/3,(-np.log(1 - a))**(3/2),0.992194239821656,126309.75526226175,715951.209911209
A3/4,(-np.log(1 - a))**(4/3),0.9921673110109647,111422.25245901837,497673.2342278931
F3/4,1 - (1 - a)**(1/4),0.9921285591565568,77215.99324582766,72711.86456759284
F1/A1,-np.log(1 - a),0.9920821117981581,81647.24685253171,164608.3963562001
A3/2,(-np.log(1 - a))**(2/3),0.9918894986355271,51872.241246045036,-31334.12774288052
D3,(1 - (1 - a)**(1/3))**2,0.9918841820314445,159788.5312944245,1145625.4792632293
A2,(-np.log(1 - a))**(1/2),0.9916616905038931,36984.73844280168,-79213.38500315452
A5/2,(-np.log(1 - a))**(2/5),0.9913903006469375,28052.23676085566,-93497.14877433864
R3,1 - (1 - a)**(1/3),0.9911579024111684,76055.38066374802,70010.72800476722
A3,(-np.log(1 - a))**(1/3),0.9910643701296924,22097.23563955831,-98930.30884370989
A4,(-np.log(1 - a))**(1/4),0.9901857685729497,14653.48423793667,-111995.16441338879
G8,(1 - (1 - a)**(1/3))**(1/2),0.9892176430576796,34188.805348409835,-97204.20098281262
D4,1 - (2*a/3) - (1 - a)**(2/3),0.9887839102049272,154406.5107273009,1015075.2924132567
R2,1 - (1 - a)**(1/2),0.9887414148464239,74094.23200987242,63098.44475815048
D2,a + (1 - a)*np.log(1 - a),0.9869904208990354,152113.0417566703,1048430.3591108992
F1/3,1 - (1 - a)**(2/3),0.9861451825241347,72496.47140266688,56359.072294494385
G7,(1 - (1 - a)**(1/2))**(1/2),0.985699098064765,33208.23102147202,-96695.48888934977
D1,a**2,0.9834502421111264,147691.29356216392,984124.0347922894
P3/2,a**(3/2),0.9827249576173698,108849.02767989083,403740.6688924682
D7,1 + (2*a/3) - (1 + a)**(2/3),0.9819412642184372,145236.94137719195,805584.3809638452
F0/R1/P1,a,0.9811353799618868,70006.76179761779,44994.45696947917
D6,((1 + a)**(1/3) - 1)**2,0.981128538874047,144070.26629545898,780053.7400103186
D8,((1 + a)**(-1/3) - 1)**2,0.9783642013351648,140686.1206633217,707654.1037667172
D5,((1 - a)**(-1/3) - 1)**2,0.9763550991921968,187679.2194000753,1917995.1752908956
P2,a**(1/2),0.9749611946480201,31164.49591534474,-96710.43778503731
G1,1 - (1 - a)**2,0.968684205602417,65245.931368889025,22496.474744984283
P3,a**(1/3),0.9656875471480113,18217.07395458704,-106676.4524142466
G2,1 - (1 - a)**3,0.9589676277391221,62222.2693780093,8450.707520810252
F3/2,(1 - a)**(-1/2) - 1,0.9578555985662068,95012.24808911538,310329.2950043307
P4,a**(1/4),0.9511635452156209,11743.362974208185,-141234.4749988876
G3,1 - (1 - a)**4,0.9509091609743751,59987.46736150728,-1607.9578985512505
F2,(1 - a)**(-1) - 1,0.8855956417578764,111842.79395610176,606112.277494766
B1,np.log(a / (1 - a)),0.8338413365466046,104796.3715830806,402074.5735117397
F3,(1 - a)**(-2) - 1,0.7529282592606182,148917.9956858513,1451831.786925101
