Model,Equation,R2_score,Ea,A
G6,(-np.log(1 - a))**4,0.9955325769965292,2220079.8717270363,323471013.41431725
G5,(-np.log(1 - a))**3,0.9955157339611864,1662482.4197852083,179713653.7257523
G4,(-np.log(1 - a))**2,0.9954817952402111,1104884.9678433805,77883736.09210521
A2/3,(-np.log(1 - a))**(3/2),0.9954475160505354,826086.2418724679,42691525.77164395
A3/4,(-np.log(1 - a))**(4/3),0.995430247413325,733153.3332154964,33290072.30750818
F1/A1,-np.log(1 - a),0.9953779186684178,547287.5159015538,17981054.996664993
A3/2,(-np.log(1 - a))**(2/3),0.9952708572483571,361421.69858761155,7330434.735241045
A2,(-np.log(1 - a))**(1/2),0.9951604849103646,268488.78993064014,3751878.409299136
A5/2,(-np.log(1 - a))**(2/5),0.9950466693942451,212729.0447364575,2163586.447487976
A3,(-np.log(1 - a))**(1/3),0.9949292718844898,175555.88127366902,1337486.092644651
A4,(-np.log(1 - a))**(1/4),0.9946831404788686,129089.42694518337,566492.6922109233
D5,((1 - a)**(-1/3) - 1)**2,0.9945241403948266,1184665.7934601977,89353596.94788712
F3/4,1 - (1 - a)**(1/4),0.9884898464224912,525433.9751425142,16167096.228363637
F3/2,(1 - a)**(-1/2) - 1,0.986581791374427,610825.8228876914,22707723.087674227
D3,(1 - (1 - a)**(1/3))**2,0.9861656418679182,1049402.2599368289,68943298.65583263
R3,1 - (1 - a)**(1/3),0.9858577747975824,519546.16194827756,15820172.727564983
G8,(1 - (1 - a)**(1/3))**(1/2),0.9852131023686672,254618.11295400214,3248662.617805751
R2,1 - (1 - a)**(1/2),0.9807084347098637,509378.17274519615,15212597.332934527
G7,(1 - (1 - a)**(1/2))**(1/2),0.9798311908130045,249534.11835246123,3110378.1927307416
D4,1 - (2*a/3) - (1 - a)**(2/3),0.9789691515950854,1021544.334226379,65063251.16564282
F1/3,1 - (1 - a)**(2/3),0.9759144966804012,500855.3421397827,14702674.421239678
D2,a + (1 - a)*np.log(1 - a),0.9754167187139775,1009355.815335524,63953716.25897503
D1,a**2,0.9681930889238266,984492.1210991215,60860679.57525629
P3/2,a**(3/2),0.9679584911174733,735791.6068142726,33236995.23465285
F0/R1/P1,a,0.9674819585230134,487091.0925294237,13886494.519806292
P2,a**(1/2),0.9659912295501482,238390.57824457515,2808666.7760595977
D7,1 + (2*a/3) - (1 + a)**(2/3),0.9645319012388847,969527.5157246969,58108685.48963151
P3,a**(1/3),0.9644027528666166,155490.40681629226,953836.971610882
P4,a**(1/4),0.9627080619601144,114040.32110215082,370506.27564382035
D6,((1 + a)**(1/3) - 1)**2,0.9627030550270851,962394.488138478,57184213.40072305
D8,((1 + a)**(-1/3) - 1)**2,0.9570195835964196,941665.6669853269,54539257.92013195
G1,1 - (1 - a)**2,0.9485432393185105,459108.76919709233,12275282.83406386
F2,(1 - a)**(-1) - 1,0.9384856080526902,689986.3928145206,29755522.212483667
G2,1 - (1 - a)**3,0.9349206575122522,440369.747387507,11241024.787720706
G3,1 - (1 - a)**4,0.9241977500425835,426168.9106771188,10483755.042714939
B1,np.log(a / (1 - a)),0.9010298326866834,787056.4476609147,38265102.2860201
F3,(1 - a)**(-2) - 1,0.8145556885601648,864899.3697671918,48394028.24300165
