Model,Equation,R2_score,Ea,A
F3,(1 - a)**(-2) - 1,0.9905377041788682,1007576.5919976688,67531535.67117363
F2,(1 - a)**(-1) - 1,0.9510435250081343,611310.468101376,23554854.801695574
F3/2,(1 - a)**(-1/2) - 1,0.8538994015334497,428941.5047327422,10838180.688497681
B1,np.log(a / (1 - a)),0.801953422994338,129367.19479393736,622559.306766112
D5,((1 - a)**(-1/3) - 1)**2,0.7998122679023789,760033.763679393,35962624.408854805
G6,(-np.log(1 - a))**4,0.6629005416513436,1178406.528290632,89408165.16363102
G5,(-np.log(1 - a))**3,0.6615184252736369,881141.0561187036,49094812.462900415
G4,(-np.log(1 - a))**2,0.6587335774783731,583875.5839467747,20756637.681854673
A2/3,(-np.log(1 - a))**(3/2),0.6559210359704231,435242.84786081046,11078152.350152837
A3/4,(-np.log(1 - a))**(4/3),0.6545043025081517,385698.6024988228,8517237.377632128
F1/A1,-np.log(1 - a),0.6502118795118823,286610.11177484633,4393199.349005669
A3/2,(-np.log(1 - a))**(2/3),0.6414342528818803,187521.6210508703,1599268.571551461
A2,(-np.log(1 - a))**(1/2),0.6323940651068594,137977.37568888217,700740.7198735968
A5/2,(-np.log(1 - a))**(2/5),0.6230847768590957,108250.82847168928,320811.67602868273
A3,(-np.log(1 - a))**(1/3),0.6134999862364606,88433.13032689405,133597.23079078345
A4,(-np.log(1 - a))**(1/4),0.5934792844344838,63661.00764590006,-26813.087575769823
F3/4,1 - (1 - a)**(1/4),0.5575717359239615,243838.1463300097,2854980.6724584517
D3,(1 - (1 - a)**(1/3))**2,0.5453548317496982,477723.7303163462,12950341.355891034
R3,1 - (1 - a)**(1/3),0.5339446144941148,233534.18495963194,2583907.1096006776
G8,(1 - (1 - a)**(1/3))**(1/2),0.5102365633028645,111439.41228127493,318749.2105995099
R2,1 - (1 - a)**(1/2),0.49622687048730996,217208.97971039524,2176057.591079379
D4,1 - (2*a/3) - (1 - a)**(2/3),0.4940151223085265,432849.4438256717,10323612.50611854
D2,a + (1 - a)*np.log(1 - a),0.4739036473261296,415258.9337552993,9601525.60639349
G7,(1 - (1 - a)**(1/2))**(1/2),0.4707061962028761,103276.80965665657,238416.9690779264
F1/3,1 - (1 - a)**(2/3),0.4681493151067046,204985.85625426797,1890422.7873323532
D1,a**2,0.44354954529843993,386346.19651056203,8206083.402080128
P3/2,a**(3/2),0.4389301226587022,287095.80728365085,4217397.723282622
D7,1 + (2*a/3) - (1 + a)**(2/3),0.4333947985110216,374082.3722610844,7292830.131213668
F0/R1/P1,a,0.42959635336984303,187845.4180567399,1520392.5020302376
D6,((1 + a)**(1/3) - 1)**2,0.42853304989580976,368320.97906602983,7019405.643929356
D8,((1 + a)**(-1/3) - 1)**2,0.41408154898299554,351743.0788448089,6260161.940853455
P2,a**(1/2),0.4008605585031046,88595.02882982898,113202.8479479143
G1,1 - (1 - a)**2,0.3715332098249773,160646.49190838297,1009057.410956918
P3,a**(1/3),0.37109821842858304,55511.56575419192,-71936.19599007885
G2,1 - (1 - a)**3,0.34291475793128345,146357.2646498731,778366.2981339337
P4,a**(1/4),0.3404387050806008,38969.83421637345,-114452.68467619472
G3,1 - (1 - a)**4,0.32482675125573873,136941.10419035665,640748.67433942
