temperature,rate_3_diff_reaction_0_conversion,rate_3_diff_reaction_1_conversion,rate_3_diff_reaction_2_conversion,rate_3_diff_reaction_3_conversion,rate_5_diff_reaction_0_conversion,rate_5_diff_reaction_1_conversion,rate_5_diff_reaction_2_conversion,rate_5_diff_reaction_3_conversion,rate_10_diff_reaction_0_conversion,rate_10_diff_reaction_1_conversion,rate_10_diff_reaction_2_conversion,rate_10_diff_reaction_3_conversion
148.68746,0.0013627620645119537,1.5209580723048608e-07,1.185254137159598e-58,7.721735562550572e-20,0.000316009549263728,3.904598352618754e-07,1.1975834645690106e-75,6.776852447902302e-24,0.0002410668045881404,5.08917933719826e-07,2.941359207703819e-103,4.208111046100386e-18
149.64237,0.0014369560457979972,1.673257445815736e-07,2.3433107796311158e-58,9.383484779355851e-20,0.0003342727212121039,4.2279049514477994e-07,2.653974476238711e-75,8.379113582659538e-24,0.00025350998679615164,5.4486083144955e-07,7.647414960110708e-103,4.822284924815309e-18
150.59729,0.0015151753485077362,1.8402455913911118e-07,4.633302486172539e-58,1.1402666846568305e-19,0.00035358981319428634,4.578286487124598e-07,5.887379893938232e-75,1.035873344814675e-23,0.0002665939284684377,5.832323033502012e-07,1.9863134147209443e-102,5.527142195018343e-18
151.5522,0.0015976373799069595,2.0242417888306464e-07,9.161042742452158e-58,1.3848260033564753e-19,0.00037402152348000407,4.957335602993134e-07,1.3033477581795158e-74,1.2800466411693669e-23,0.00028035158700985725,6.243561593112366e-07,5.1654042687404916e-102,6.335048773730591e-18
152.50712,0.0016845712343960845,2.2267922246674447e-07,1.812945132700602e-57,1.683731837322708e-19,0.0003956321006739007,5.36823758574138e-07,2.8901618455211292e-74,1.582740810204109e-23,0.0002948176076708008,6.683943042773848e-07,1.342603404690152e-101,7.260431564143344e-18
153.46203,0.001776218158339378,2.4494430854346124e-07,3.5863100664101194e-57,2.0453451889042342e-19,0.00041848943714540074,5.81258507871332e-07,6.395282004203804e-74,1.956063618680291e-23,0.0003100284419924914,7.155086431933742e-07,3.487863925867122e-101,8.321839441788263e-18
154.41695,0.0018728323801171305,2.69528674419836e-07,7.098211162627005e-57,2.486388062798466e-19,0.00044266534931830846,6.293563368596926e-07,1.4193495070420298e-73,2.4181767167399972e-23,0.00032602240702963437,7.660229859486619e-07,9.07004707898806e-101,9.537821282197004e-18
155.37186,0.0019746815749548735,2.965869387491793e-07,1.4034941427055397e-56,3.021492213115638e-19,0.00046823576453054,6.814357742080167e-07,3.144738112285052e-73,2.98925971565221e-23,0.000342839744573068,8.200992374879762e-07,2.353866529649435e-100,1.0933108919411781e-17
156.32678,0.002082047827783905,3.2627372018480164e-07,2.7763282075903213e-56,3.671560145727514e-19,0.0004952810324670107,7.379746129195001e-07,6.97591596014751e-73,3.697564071193507e-23,0.00036052279881771423,8.780612077007742e-07,6.108698246995356e-100,1.2532434187474803e-17
157.28169,0.002195228131272593,3.5905287468663463e-07,5.490069963757914e-56,4.461674867680212e-19,0.0005238859874462126,7.991321173285412e-07,1.5453415878821886e-72,4.5713412391404626e-23,0.00037911607558522854,9.400708015317844e-07,1.5896292923543728e-99,1.436465089276865e-17
158.23661,0.0023145353154848127,3.950790209079889e-07,1.0859505524089514e-55,5.421099887194204e-19,0.0005541404467128341,8.65386080438336e-07,3.425607595485608e-72,5.652968403157941e-23,0.0003986663607693007,1.0064518288704638e-06,4.117882648700627e-99,1.6466856786356644e-17
159.19152,0.0024402987451237743,4.346613961554853e-07,2.148228074074554e-55,6.587459714838665e-19,0.000586139303867626,9.370550309176811e-07,7.582843132527849e-72,6.988858669164603e-23,0.0004192228387809554,1.0775280996062692e-06,1.0726386471229452e-98,1.8878210605472284e-17
160.14644,0.0025728653487967204,4.782638563890557e-07,4.2495639366043254e-55,8.004649612944299e-19,0.000619982933730155,1.0146167617697727e-06,1.6821144325955053e-71,8.641568832094295e-23,0.0004408372109938523,1.1536234236286577e-06,2.787345131377583e-98,2.1639932073519255e-17
161.10135,0.002712600283056664,5.26195638915321e-07,8.399992504860644e-55,9.727016096777696e-19,0.0006557774414851136,1.0987083303322043e-06,3.7281264321986475e-71,1.0679709570261558e-22,0.000463563843800912,1.235061610827086e-06,7.243078769294745e-98,2.4793240913901245e-17
162.05627,0.002859888194081699,5.789205996942128e-07,1.66137777133679e-54,1.1817266683954148e-18,0.0006936349741152075,1.1898075296081721e-06,8.265762606617303e-71,1.320216097888441e-22,0.00048745985744829133,1.3221664710910118e-06,1.883299267016916e-97,2.842057657342563e-17
163.01118,0.003015133748908391,6.369025946856628e-07,3.286720427437166e-54,1.436737240030942e-18,0.0007336741252639084,1.2883921526008711e-06,1.8319208022993962e-70,1.6330000725576744e-22,0.0005125853037033339,1.4154237192546198e-06,4.887164640893654e-97,3.258376863719793e-17
163.9661,0.003178763195929866,7.00760098502913e-07,6.508381763636126e-54,1.746094326933057e-18,0.0007760203089549198,1.3950992566478962e-06,4.0572645309514194e-70,2.0184306477952458e-22,0.0005390033435225209,1.5153190701520956e-06,1.2697214612973173e-96,3.7344646690323676e-17
164.92101,0.0033512249957354627,7.709569671058951e-07,1.2864632508028667e-53,2.1223394326248182e-18,0.0008208060087384856,1.5107251634212398e-06,9.002472816844804e-70,2.4966874348701385e-22,0.0005667803358854468,1.622338238617625e-06,3.30233703095391e-96,4.280626004131209e-17
165.87593,0.0035329912488004786,8.482662937611616e-07,2.543201411680479e-53,2.5780140606292848e-18,0.0008681713694138769,1.6359069302584958e-06,1.9925405404367553e-69,3.0879500450513347e-22,0.0005959860450740943,1.7368050345406646e-06,8.584133646687173e-96,4.9051048136970545e-17
166.83084,0.0037245586251446034,9.333065530819549e-07,5.030556155034091e-53,3.131930466231045e-18,0.00091826447731899,1.7714408788316575e-06,4.4162360300064805e-69,3.8184519729885124e-22,0.0006266937887294611,1.8593670777001285e-06,2.2301785520724272e-95,5.622328000921194e-17
167.78576,0.003926449958032096,1.0268508383348273e-06,9.964632075338804e-53,3.804991155301862e-18,0.0009712418586229664,1.918123330812717e-06,9.79618790147291e-69,4.720480596712044e-22,0.0006589806155195097,1.990671987874931e-06,5.784752577826567e-95,6.444661482824733e-17
168.74067,0.004139215040821871,1.1296722427863319e-06,1.968766403593927e-52,4.624369385475032e-18,0.0010272689776188119,2.077069136542465e-06,2.169729355653501e-68,5.836413099886793e-22,0.000692927542029769,2.131205479899257e-06,1.504667081394651e-94,7.38653216259896e-17
