rate,slope,intercept,std_err
3,0.0002253600159612,-3.715963812107749,2.1155877570154584e-06
5,0.0002172908728019,-3.3037608843725934,1.827261861673883e-06
10,0.00020868300286376078,-2.6936410245282794,2.195700007208362e-06
