rate,slope,intercept,std_err
3,0.000186329492145,-3.665630860359073,7.955650628276658e-07
5,0.0001789539968433,-2.455107158795073,7.267043564753074e-07
10,0.00017290254864935772,-1.8826184061044415,5.827267543190794e-07
