rate,slope,intercept,std_err
3,0.000194495591579,-3.300214702853946,8.033610574325994e-07
5,0.0001867437148125,-2.492887916458656,6.134004522333917e-07
10,0.0001782665469921899,-2.4805989999770297,6.751866724740235e-07
