rate,slope,intercept,std_err
3,0.0002163743650296,-3.6632621679727,1.935342356322217e-06
5,0.0002059401225356,-2.384365640267156,1.64833542321345e-06
10,0.00019906978752426408,-2.1827105175711132,2.160411414673797e-06
