rate,slope,intercept,std_err
3,0.0001906575194412,-5.086832580705307,1.3013742725548455e-06
5,0.0001829051196237,-4.561708189879536,1.2040047610427318e-06
10,0.00017571169524497961,-3.735415831633329,9.975339304315385e-07
