rate,slope,intercept,std_err
3,0.0002494755725975,-4.365829645023679,5.194642987913281e-06
5,0.0002464055627162,-4.699365629861085,5.429523390348531e-06
10,0.0002385662890568931,-3.4674561053413573,4.980638393982064e-06
