Model,Equation,R2_score,Ea,A
G6,(1/4)*(1 - a)*(-np.log(1 - a))**3,0.9996243152538491,-1309383.534038469,5.84926451709053e-103
G5,(1/3)*(1 - a)*(-np.log(1 - a))**2,0.9996047074277026,-668999.7213066611,7.392064933793688e-53
A2/3,(2/3)*(1 - a)*(-np.log(1 - a))**(-1/2),0.9956747682908934,931959.8105228591,1.3622094789788472e+73
A3/4,(3/4)*(1 - a)*(-np.log(1 - a))**(-1/3),0.9951462956880259,825229.1750675582,5.152177707734135e+64
D5,((3/2)*(1 - a)**(4/3)) / ((1 - a)**(-1/3) - 1),0.994843434338691,1406724.651476744,1.8739587258925124e+110
F1/A1,(1 - a),0.9933399830611358,611767.9041569553,6.996019557002665e+47
A3/2,(3/2)*(1 - a)*(-np.log(1 - a))**(1/3),0.9886700756818179,398306.63324635255,8.444203151609652e+30
A2,2*(1 - a)*(-np.log(1 - a))**(1/2),0.9824597369317618,291575.99779105134,2.6947556743614724e+22
F3/2,2*(1 - a)**(3/2),0.9801021138671682,756823.4452265189,4.056814054336563e+59
A5/2,(5/2)*(1 - a)*(-np.log(1 - a))**(3/5),0.9745468081195006,227537.61651787048,2.0462046028874675e+17
G8,(1/3)*(1 - a)**(2/3) / (1 - (1 - a)**(1/3)),0.9657501603262929,1116613.569337478,6.269665475619042e+86
D3,((3/2)*(1 - a)**(2/3)) / (1 - (1 - a)**(1/3)),0.9657501603262927,1116613.569337478,1.3932589945820183e+86
A3,3*(1 - a)*(-np.log(1 - a))**(2/3),0.9647655290287458,184845.36233574996,76441217342956.62
F3/4,4*(1 - a)**(3/4),0.9487113622688436,539240.1336221735,1.6240858482576907e+41
A4,4*(1 - a)*(-np.log(1 - a))**(3/4),0.9389391524241864,131480.04460809927,3739715698.1294413
G7,(1/4)*(1 - a)**(1/2) / (1 - (1 - a)**(1/2)),0.9373942274751488,1054598.6716925544,8.689511748062384e+81
F2,(1 - a)**2,0.9227072096240146,901878.986296082,9.409773736260042e+71
R3,3*(1 - a)**(2/3),0.9209985481519558,515064.2101105797,2.1126150607276775e+39
D4,(3/2) / ((1 - a)**(-1/3) - 1),0.9141730032013845,1019909.8752912406,1.2621834079536544e+78
D2,1 / (-np.log(1 - a)),0.8668679291525114,962040.6347496366,8.764478847583707e+73
R2,2*(1 - a)**(1/2),0.8423131416606809,466712.3630873922,3.016177780544875e+35
B1,1 / (a - (1 - a)),0.8156336476917176,-1484366.2592429523,1.0638952503023295e-117
F3,(1 - a)**3,0.8146313793235851,1191990.0684352093,1.2656317073754652e+96
D1,1 / (2*a),0.7962039169500358,880941.3822941494,3.093767015086593e+67
D7,(3/2) / (1 - (1 + a)**(-1/3)),0.7798284989877466,856076.4993835951,2.867193721711738e+64
D6,((3/2)*(1 + a)**(2/3)) / ((1 + a)**(1/3) - 1),0.7715179844481576,844060.3690937674,2.836482767187461e+63
D8,((3/2)*(1 + a)**(4/3)) / (1 - (1 + a)**(-1/3)),0.7447365098196511,808011.9782242598,2.7463095462609847e+60
F1/3,(3/2)*(1 - a)**(1/3),0.7320498329659323,418360.5160642039,3.8277272026885287e+31
P3/2,(2/3)/a**(1/2),0.6926130807366682,601299.1021559887,4.254822901413372e+45
G4,(1/2)*(1 - a)*(-np.log(1 - a)),0.5062552100083909,-28615.908574852747,0.008303816860814226
F0/R1/P1,"np.full_like(a, 1)",0.4500426149733241,321656.82201782835,5.201431087908024e+23
E2,a / 2,0.4436520007808089,-237627.73825849264,3.4979861418554423e-20
E1,a,0.4436520007808089,-237627.73825849264,1.7489930709277305e-20
G3,1 / (4*(1 - a)**3),0.15545477683975054,-548676.4243995525,8.550634502784664e-49
P4,4*a**(3/4),0.10316373974935986,-97806.59818941237,3.228953476273588e-10
G2,1 / (3*(1 - a)**2),0.06620810986204476,-258565.3422604255,8.625569366668725e-25
P3,3*a**(2/3),0.029084523212375344,-51199.55149971895,1.8062523324007345e-06
P2,2*a**(1/2),0.017954914735566874,42014.54187966787,47.68979694772051
G1,1 / (2*(1 - a)),0.002257041070204231,31545.73987870159,0.7734365274944494
