Model,Equation,R2_score,Ea,A
G5,(1/3)*(1 - a)*(-np.log(1 - a))**2,0.9990474990555758,-358641.893762023,4.81819054419238e-34
G6,(1/4)*(1 - a)*(-np.log(1 - a))**3,0.9984103423470055,-695900.811404682,1.9609815030324506e-65
D5,((3/2)*(1 - a)**(4/3)) / ((1 - a)**(-1/3) - 1),0.9964878535095582,737714.690383676,5.450091656681207e+68
A2/3,(2/3)*(1 - a)*(-np.log(1 - a))**(-1/2),0.9926169606811929,484505.40034462424,1.4798817050066053e+45
A3/4,(3/4)*(1 - a)*(-np.log(1 - a))**(-1/3),0.9919234555242462,428295.5807375142,7.353875568234911e+39
F1/A1,(1 - a),0.9895807835086328,315875.9415232946,1.7236978384611145e+29
A3/2,(3/2)*(1 - a)*(-np.log(1 - a))**(1/3),0.9836067609188817,203456.302309075,3.5913147935815127e+18
F3/2,2*(1 - a)**(3/2),0.9826465663509821,395249.72131400555,1.1044101985327953e+37
A2,2*(1 - a)*(-np.log(1 - a))**(1/2),0.9756784662269347,147246.4827019652,15057627046796.945
A5/2,(5/2)*(1 - a)*(-np.log(1 - a))**(3/5),0.9654841004380803,113520.59093769934,8497899724.922169
D3,((3/2)*(1 - a)**(2/3)) / (1 - (1 - a)**(1/3)),0.9556430366836918,578967.1308022742,3.3189848646611654e+52
G8,(1/3)*(1 - a)**(2/3) / (1 - (1 - a)**(1/3)),0.9556430366836918,578967.1308022742,1.4935431890975142e+53
A3,3*(1 - a)*(-np.log(1 - a))**(2/3),0.9526805621120646,91036.66309485536,56118631.9557268
F3/4,4*(1 - a)**(3/4),0.9354965859585507,276189.05162793904,3.8067250691488984e+24
F2,(1 - a)**2,0.9261249932538856,474623.50110471674,2.8304772667400923e+45
G7,(1/4)*(1 - a)**(1/2) / (1 - (1 - a)**(1/2)),0.9225591163482941,545025.6566112018,1.0151729662375785e+50
A4,4*(1 - a)*(-np.log(1 - a))**(3/4),0.9177453377456356,62931.75329130047,99515.15823666786
R3,3*(1 - a)**(2/3),0.9031783930542742,262960.08832948713,2.2605131489630452e+23
D4,(3/2) / ((1 - a)**(-1/3) - 1),0.8960381565858122,526051.2776084465,1.3057872604472076e+47
D2,1 / (-np.log(1 - a)),0.8426961960663196,494387.2995845311,3.4388387609828588e+44
F3,(1 - a)**3,0.8186010655225607,633371.0606861394,4.647915300912526e+61
R2,2*(1 - a)**(1/2),0.813250549656521,236502.1617325834,6.725613006522669e+20
D1,1 / (2*a),0.764087293156967,449952.50250801846,1.944826006302618e+40
D7,(3/2) / (1 - (1 + a)**(-1/3)),0.7459276622340733,436285.82303857984,8.428305435121408e+37
D6,((3/2)*(1 + a)**(2/3)) / ((1 + a)**(1/3) - 1),0.7367425625710926,429682.483763474,1.7575092845856344e+37
D8,((3/2)*(1 + a)**(4/3)) / (1 - (1 + a)**(-1/3)),0.7072705408165969,409872.4659382361,1.5935647512917272e+35
B1,1 / (a - (1 - a)),0.6999196886281038,-661762.5492058547,1.874762382983581e-63
F1/3,(3/2)*(1 - a)**(1/3),0.6904926859385061,210044.2351356799,1.778706075722814e+18
G4,(1/2)*(1 - a)*(-np.log(1 - a)),0.6793671981307536,-21382.976119364255,0.010523056986964704
P3/2,(2/3)/a**(1/2),0.6503080820872993,303540.4422249454,4.792343499479546e+26
E2,a / 2,0.4792876467785601,-135695.73862427374,2.2662323973990593e-14
E1,a,0.4792876467785601,-135695.7386242737,1.1331161986995437e-14
F0/R1/P1,"np.full_like(a, 1)",0.3929608238424313,157128.38194187227,10496937294738.734
G3,1 / (4*(1 - a)**3),0.1770141935662419,-319114.2968023942,9.482590403320049e-36
P4,4*a**(3/4),0.1401688373219913,-62489.70848273719,1.5628291225648137e-08
G2,1 / (3*(1 - a)**2),0.08570830727933756,-160366.73722097196,1.1678492584742055e-19
P3,3*a**(2/3),0.0541140088027376,-38087.69843555835,3.6819897767962036e-06
P2,2*a**(1/2),0.004042540508839696,10716.321658799357,0.1724402047479225
G1,1 / (2*(1 - a)),2.028594732274696e-05,-1619.1776395497486,0.0012784803706438032
