Model,Equation,R2_score,Ea,A
F3/2,2*(1 - a)**(3/2),0.9981095386047742,268657.15625884774,1.6649089214404743e+25
D5,((3/2)*(1 - a)**(4/3)) / ((1 - a)**(-1/3) - 1),0.9898353755883305,501869.66669169464,6.521611982369751e+46
G5,(1/3)*(1 - a)*(-np.log(1 - a))**2,0.988296927082654,-266211.8649734317,7.452899009964966e-26
F2,(1 - a)**2,0.9872953774443988,348558.9491155888,9.138548520459254e+33
G6,(1/4)*(1 - a)*(-np.log(1 - a))**3,0.9787844943371563,-493695.47916120035,4.496598369877539e-47
B1,1 / (a - (1 - a)),0.9311568267443017,-369883.0877574062,5.201386386927217e-37
F3,(1 - a)**3,0.9290969692793746,508362.5348290704,6.883205152481655e+50
A2/3,(2/3)*(1 - a)*(-np.log(1 - a))**(-1/2),0.9286940876739911,302497.1704959914,8.555490757681555e+27
A3/4,(3/4)*(1 - a)*(-np.log(1 - a))**(-1/3),0.922943723309591,264583.2347980299,2.1071514838310886e+24
F1/A1,(1 - a),0.9033536121651483,188755.36340210686,1.2132875195602074e+17
A3/2,(3/2)*(1 - a)*(-np.log(1 - a))**(1/3),0.8518335270358339,112927.49200618369,6209822402.597147
D3,((3/2)*(1 - a)**(2/3)) / (1 - (1 - a)**(1/3)),0.836126413788524,342066.0809782154,8.658476133177595e+29
G8,(1/3)*(1 - a)**(2/3) / (1 - (1 - a)**(1/3)),0.8361264137885236,342066.0809782153,3.896314259929837e+30
G4,(1/2)*(1 - a)*(-np.log(1 - a)),0.811334856035795,-38728.25078566233,0.00010980291042489678
A2,2*(1 - a)*(-np.log(1 - a))**(1/2),0.780109986878451,75013.55630822224,1290457.7716352898
G7,(1/4)*(1 - a)**(1/2) / (1 - (1 - a)**(1/2)),0.7639799621274971,308405.2720819295,2.1501963338176764e+27
F3/4,4*(1 - a)**(3/4),0.7454167016462657,148804.46697373636,1830945283850.076
E2,a / 2,0.7149777693215159,-156628.59163016558,4.095411819937619e-17
E1,a,0.7149777693215155,-156628.59163016555,2.0477059099688347e-17
D4,(3/2) / ((1 - a)**(-1/3) - 1),0.7088944796318714,288798.2190737191,2.050234954668062e+24
A5/2,(5/2)*(1 - a)*(-np.log(1 - a))**(3/5),0.6844160556013431,52265.194889445345,7575.229538508978
R3,3*(1 - a)**(2/3),0.6686656955433724,135487.5014976129,95764521932.2306
D2,1 / (-np.log(1 - a)),0.6059355548058211,256435.39187639437,3.559837000903135e+21
A3,3*(1 - a)*(-np.log(1 - a))**(2/3),0.5640400296476036,37099.620610260725,238.372358056834
R2,2*(1 - a)**(1/2),0.48487016251773996,108853.57054536602,221043113.25434968
G3,1 / (4*(1 - a)**3),0.4833704018094961,-450458.97945182014,1.5078903244619126e-50
P4,4*a**(3/4),0.47960284334147046,-110233.49930046796,8.573403345616313e-14
D1,1 / (2*a),0.4727417103974686,214532.14700741592,2.5343283916369533e+17
D7,(3/2) / (1 - (1 + a)**(-1/3)),0.4454328876758674,203911.86292503573,2016992184129501.0
D6,((3/2)*(1 + a)**(2/3)) / ((1 + a)**(1/3) - 1),0.4319140330239931,198795.21342903716,566182034147236.5
D8,((3/2)*(1 + a)**(4/3)) / (1 - (1 + a)**(-1/3)),0.38986211804641635,183445.26494114508,12523095475499.717
G2,1 / (3*(1 - a)**2),0.38845321649251274,-290655.3937383382,8.518134822623245e-34
P3,3*a**(2/3),0.3835647959975401,-94768.46852390203,2.9246498663173295e-12
F1/3,(3/2)*(1 - a)**(1/3),0.2887934920769238,82219.63959311902,453520.3822536516
P3/2,(2/3)/a**(1/2),0.281244424747546,121741.9623480205,677692727.1950788
A4,4*(1 - a)*(-np.log(1 - a))**(3/4),0.28059896155688535,18142.652761279947,2.975903424865095
G1,1 / (2*(1 - a)),0.19759798545976678,-130851.80802485658,4.277270755441218e-17
P2,2*a**(1/2),0.192445007805572,-63838.40697077025,2.871632867543762e-09
F0/R1/P1,"np.full_like(a, 1)",0.03069749631202026,28951.77768862511,1.6108319628931884
