conversion,Friedman
1e-05,7504.633247034135
0.01001,35740.270874276626
0.02001,43349.47220379734
0.03001,48769.759594371266
0.040010000000000004,53154.97704554871
0.050010000000000006,56912.48047301255
0.06001,60232.02574600363
0.07001,63220.50182251143
0.08001,65976.73278163502
0.09000999999999999,68511.54611144039
0.10001,70879.07267693631
0.11001,73118.84558070019
0.12000999999999999,75215.52680746859
0.13001000000000001,77218.09519563752
0.14001000000000002,79108.0324675845
0.15001,80905.36856554127
0.16001,82617.1216109633
0.17001000000000002,84264.97352199709
0.18001,85851.26079233698
0.19001,87362.93979411873
0.20001000000000002,88829.0350821778
0.21001,90223.06480723823
0.22001,91567.1236078579
0.23001000000000002,92865.2945774385
0.24001,94114.2034234701
0.25001,95327.59754345498
0.26001,96493.2982211611
0.27001000000000003,97630.49289202777
0.28001000000000004,98725.40716613944
0.29001,99775.65409462106
0.30001,100785.05658043713
0.31001,101754.62673374395
0.32001,102705.61224882772
0.33001,103626.79064044877
0.34001000000000003,104507.60099620691
0.35001000000000004,105363.08301373916
0.36001,106191.23060238847
0.37001,106985.3665205993
0.38001,107742.69352127655
0.39001,108491.07934394086
0.40001000000000003,109207.26350924016
0.41001000000000004,109891.46175450482
0.42001,110566.87097093837
0.43001,111204.17648337065
0.44001,111816.7318867174
0.45001,112419.57739189915
0.46001000000000003,112991.52935735135
0.47001000000000004,113548.80356685897
0.48001,114079.85479548627
0.49001,114589.45378836303
0.50001,115089.14160056578
0.51001,115544.0200938457
0.52001,115998.36899793544
0.53001,116429.95815325082
0.54001,116833.10682894906
0.55001,117227.63707025505
0.56001,117601.84719128511
0.57001,117959.78308024784
0.5800099999999999,118290.45140760206
0.5900099999999999,118621.12846011184
0.6000099999999999,118916.98910130524
0.6100099999999999,119214.47235678874
0.62001,119479.72476575479
0.63001,119735.31575484172
0.64001,119972.75170541974
0.65001,120189.57454088748
0.66001,120394.49329485992
0.67001,120572.65393071386
0.68001,120737.35440582353
0.69001,120880.07922571209
0.70001,121005.30540820211
0.7100099999999999,121113.94111605592
0.7200099999999999,121195.84756080912
0.7300099999999999,121264.99010365787
0.74001,121302.83877910937
0.75001,121327.68533650709
0.76001,121315.46140508165
0.77001,121286.13895887202
0.78001,121221.48084092088
0.79001,121130.71730146902
0.80001,121012.13280075602
0.81001,120843.92650432498
0.82001,120650.20720619404
0.83001,120411.48826611816
0.8400099999999999,120128.3391028705
0.8500099999999999,119803.6542871297
0.8600099999999999,119402.13845797257
0.87001,118967.21314369224
0.88001,118449.7123139457
0.89001,117851.64761495923
0.90001,117185.5421839283
0.91001,116424.59561174946
0.92001,115490.0019509114
0.93001,114467.18472195421
0.94001,113209.67145788172
0.95001,111788.30366880554
0.9600099999999999,110044.34924613989
0.9700099999999999,107768.0517363167
0.9800099999999999,104719.02597322194
0.99001,99918.69835579986
