conversion,Friedman
1e-05,22116.67427568875
0.01001,116030.72627462422
0.02001,119586.91040975922
0.03001,120881.00450096081
0.040010000000000004,121450.75390982402
0.050010000000000006,121720.02489416477
0.06001,121791.10016590904
0.07001,121793.62531562212
0.08001,121719.32856576235
0.09000999999999999,121602.01399126407
0.10001,121446.60408726822
0.11001,121227.22794419994
0.12000999999999999,121079.24313939612
0.13001000000000001,120926.22432420161
0.14001000000000002,120699.1124673408
0.15001,120487.6023388724
0.16001,120337.25893142264
0.17001000000000002,120040.57982107766
0.18001,119915.35819191592
0.19001,119640.67228037545
0.20001000000000002,119474.75829729208
0.21001,119227.0529882873
0.22001,119042.03101094556
0.23001000000000002,118798.64527223364
0.24001,118623.20505303652
0.25001,118349.04871821623
0.26001,118181.38283805737
0.27001000000000003,117939.77467699278
0.28001000000000004,117726.24404462989
0.29001,117531.81811291317
0.30001,117297.96156584074
0.31001,117083.35220744317
0.32001,116860.96779435207
0.33001,116658.19663387029
0.34001000000000003,116431.87332831147
0.35001000000000004,116211.0464954848
0.36001,115996.6169457271
0.37001,115776.85395946448
0.38001,115561.43917936436
0.39001,115332.23660897443
0.40001000000000003,115103.89613099952
0.41001000000000004,114905.36892712286
0.42001,114664.79548918664
0.43001,114424.3657918651
0.44001,114220.07302850184
0.45001,113991.18126454086
0.46001000000000003,113741.40146373547
0.47001000000000004,113520.01224442346
0.48001,113294.36280317872
0.49001,113047.28176398002
0.50001,112808.91590411181
0.51001,112571.72393962821
0.52001,112322.7807134867
0.53001,112079.77184000716
0.54001,111827.15765859092
0.55001,111575.60654191308
0.56001,111314.13755577937
0.57001,111053.75669511982
0.5800099999999999,110790.14370626282
0.5900099999999999,110520.23889126725
0.6000099999999999,110241.51262820323
0.6100099999999999,109964.60697784706
0.62001,109679.36283188914
0.63001,109388.6495390718
0.64001,109094.15557418627
0.65001,108785.07816187342
0.66001,108476.1164987978
0.67001,108167.64516215415
0.68001,107833.77463852802
0.69001,107499.7626052754
0.70001,107168.36196775634
0.7100099999999999,106804.52435037593
0.7200099999999999,106447.29251299075
0.7300099999999999,106086.53290511073
0.74001,105684.85868317037
0.75001,105291.75131236228
0.76001,104894.75215380051
0.77001,104461.89183687088
0.78001,104033.30780842282
0.79001,103562.3033735933
0.80001,103099.46750917168
0.81001,102622.60794675787
0.82001,102078.26319636912
0.83001,101571.53338308557
0.8400099999999999,100990.2903900988
0.8500099999999999,100418.24910027579
0.8600099999999999,99768.57928163605
0.87001,99121.88484059341
0.88001,98412.86819694024
0.89001,97692.5956333621
0.90001,96844.27472297057
0.91001,95994.03051419139
0.92001,95065.0196124935
0.93001,93966.07896325587
0.94001,92768.9970838338
0.95001,91423.71817261349
0.9600099999999999,89862.45617070979
0.9700099999999999,87882.65005825489
0.9800099999999999,85278.73876742307
0.99001,81259.29728892389
