Model,Equation,R2_score_13,Ea_13,R2_score_14,Ea_14
F3/4,4*(1 - a)**(3/4),0.9916857633535304,-17.806693162966567,0.935592894134414,370328.4832362279
F1/3,(3/2)*(1 - a)**(1/3),0.9916857633535302,-40.06505961667477,0.9355928941436992,370328.48325531516
R3,3*(1 - a)**(2/3),0.9916857633535291,-20.032529808337376,0.9355928941441576,370328.4832541389
F1/A1,(1 - a),0.9916857633535291,-13.355019872224913,0.9355928941389349,370328.48324486264
G2,1 / (3*(1 - a)**2),0.9916857633535291,6.6775099361124575,0.9355928941371335,370328.48324208404
R2,2*(1 - a)**(1/2),0.9916857633535289,-26.710039744449823,0.9355928941400785,370328.4832464665
G3,1 / (4*(1 - a)**3),0.9916857633535286,4.4516732907416365,0.9355928941385754,370328.48324427503
F3/2,2*(1 - a)**(3/2),0.9916857633535286,-8.903346581483273,0.935592894138329,370328.4832438943
F2,(1 - a)**2,0.9916857633535284,-6.677509936112454,0.9355928941404705,370328.4832467764
G1,1 / (2*(1 - a)),0.9916857633535284,13.355019872224908,0.9355928941366364,370328.48324253
A3/2,(3/2)*(1 - a)*(-np.log(1 - a))**(1/3),0.9912953300056255,-11.46932830725995,0.9990539032505437,216316.18725880666
A2,2*(1 - a)*(-np.log(1 - a))**(1/2),0.990856047177744,-10.709949595793494,0.9960933950530024,118184.45824514194
A3/4,(3/4)*(1 - a)*(-np.log(1 - a))**(-1/3),0.9905543418751284,-15.955785926203712,0.9824886262549545,778036.2184750971
A5/2,(5/2)*(1 - a)*(-np.log(1 - a))**(3/5),0.9905521938294425,-10.30004704374223,0.9815469942047799,68617.49001031535
A3,3*(1 - a)*(-np.log(1 - a))**(2/3),0.9903383215263497,-10.043533918114221,0.9231041088427946,37498.988499021034
A4,4*(1 - a)*(-np.log(1 - a))**(3/4),0.9900617794206517,-9.740083510821005,0.003184626205102618,-463.34536065996116
G4,(1/2)*(1 - a)*(-np.log(1 - a)),0.9891982756148845,-8.929472771399148,0.9820883448522068,-102215.72522915818
A2/3,(2/3)*(1 - a)*(-np.log(1 - a))**(-1/2),0.9887348803826727,-17.657880636032342,0.9803671226046079,978218.4472614743
P3/2,(2/3)/a**(1/2),0.9886115082034647,41.01786239260995,0.936526237620989,-644445.8080453554
P4,4*a**(3/4),0.9886115082034644,-27.3452415950733,0.9365262376243219,-644445.8080547303
D1,1 / (2*a),0.9886115082034642,20.50893119630497,0.9365262376221285,-644445.8080480497
P2,2*a**(1/2),0.9886115082034642,-41.01786239260995,0.9365262376184901,-644445.8080398377
E1,a,0.9886115082034641,-20.508931196304967,0.9365262376188466,-644445.8080409407
P3,3*a**(2/3),0.9886115082034641,-30.763396794457446,0.9365262376188387,-644445.8080414229
E2,a / 2,0.9886115082034641,-20.508931196304967,0.9365262376186453,-644445.8080405577
D5,((3/2)*(1 - a)**(4/3)) / ((1 - a)**(-1/3) - 1),0.9864764927039222,-12.45318306129214,0.9776680063028172,1186547.9604128255
D7,(3/2) / (1 - (1 + a)**(-1/3)),0.9725757954052306,20.35845939158052,0.9365279934861396,-644437.306085123
D2,1 / (-np.log(1 - a)),0.9677100726655884,26.49564204335369,0.9695942768302888,-1009388.5786027175
D6,((3/2)*(1 + a)**(2/3)) / ((1 + a)**(1/3) - 1),0.9595696357733386,20.180602534591586,0.9365289116225712,-644432.8377509216
D4,(3/2) / ((1 - a)**(-1/3) - 1),0.9541315165225068,48.2061493593455,0.9645995285950282,-2368089.709044474
G5,(1/3)*(1 - a)*(-np.log(1 - a))**2,0.9483048252184446,-6.619127728446091,0.9349641746475115,338406.1777905753
D8,((3/2)*(1 + a)**(4/3)) / (1 - (1 + a)**(-1/3)),0.9019418152436031,19.239890882148238,0.9365722556343176,-644449.4822712204
G7,(1/4)*(1 - a)**(1/2) / (1 - (1 - a)**(1/2)),0.8783745436166661,96.07993000957687,0.8946447398904643,-5394994.333226198
G8,(1/3)*(1 - a)**(2/3) / (1 - (1 - a)**(1/3)),0.5487803810789921,-110.6601506375794,0.5458398417012639,6486889.032014359
D3,((3/2)*(1 - a)**(2/3)) / (1 - (1 - a)**(1/3)),0.5487803810789899,-110.6601506375789,0.5458398417012608,6486889.032014315
G6,(1/4)*(1 - a)*(-np.log(1 - a))**3,0.5338469289473492,-4.23461871699396,0.9829659250117254,450585.3075443109
F3,(1 - a)**3,0.41653460251727986,-3.3618433186050662,0.9846743041141336,-756605.7811773065
B1,1 / (a - (1 - a)),0.00027703261985188274,-0.013900644783380255,0.8992865250151586,436087.2929522458
F0/R1/P1,"np.full_like(a, 1)",0.0,0.0,0.0,0.0
