Model,Equation,R2_score_13,Ea_13,R2_score_14,Ea_14
F1/3,(3/2)*(1 - a)**(1/3),0.9899597829310626,-43.69889311522967,0.932741898971154,518345.01458420826
G3,1 / (4*(1 - a)**3),0.9899597829310623,4.855432568358852,0.932741898961874,518345.01456370857
F3/4,4*(1 - a)**(3/4),0.9899597829310619,-19.421730273435404,0.9327418989630459,518345.014563351
F3/2,2*(1 - a)**(3/2),0.9899597829310619,-9.7108651367177,0.9327418989600988,518345.0145590686
R3,3*(1 - a)**(2/3),0.9899597829310619,-21.84944655761483,0.9327418989553764,518345.0145464608
G1,1 / (2*(1 - a)),0.9899597829310606,14.566297705076538,0.9327418989592037,518345.01455968135
G2,1 / (3*(1 - a)**2),0.9899597829310604,7.283148852538269,0.93274189896354,518345.01456571545
F2,(1 - a)**2,0.9899597829310604,-7.283148852538268,0.9327418989606995,518345.01455987076
R2,2*(1 - a)**(1/2),0.9899597829310604,-29.13259541015308,0.9327418989599573,518345.014559993
F1/A1,(1 - a),0.9899597829310601,-14.566297705076533,0.9327418989604136,518345.01455945947
A3/2,(3/2)*(1 - a)*(-np.log(1 - a))**(1/3),0.9896574106772176,-11.975816982660966,0.999987197562235,246689.62947174883
E2,a / 2,0.9895050458446794,-18.060430889249908,0.9383499831154664,-727758.8935508345
P2,2*a**(1/2),0.9895050458446791,-36.12086177849982,0.9383499831155941,-727758.8935485566
E1,a,0.9895050458446785,-18.0604308892499,0.9383499831149712,-727758.8935488489
P3/2,(2/3)/a**(1/2),0.989505045844678,36.1208617784998,0.9383499831167825,-727758.8935492263
D1,1 / (2*a),0.9895050458446778,18.060430889249897,0.9383499831175756,-727758.8935583695
P4,4*a**(3/4),0.9895050458446771,-24.080574518999857,0.9383499831132263,-727758.8935442179
P3,3*a**(2/3),0.9895050458446762,-27.09064633387482,0.9383499831073708,-727758.8935273442
A2,2*(1 - a)*(-np.log(1 - a))**(1/2),0.9894044841529365,-10.996339072268798,0.9999024393764215,116253.8295574598
A3/4,(3/4)*(1 - a)*(-np.log(1 - a))**(-1/3),0.9893730419430745,-18.56697649238603,0.984397354853298,1172742.525612918
A5/2,(5/2)*(1 - a)*(-np.log(1 - a))**(3/5),0.9892411843998796,-10.481637163637505,0.864937683499006,57721.841902826694
A3,3*(1 - a)*(-np.log(1 - a))**(2/3),0.9891300989327854,-10.164353418372885,0.44027536409385837,17696.823038185194
A4,4*(1 - a)*(-np.log(1 - a))**(3/4),0.9889902585938577,-9.793676079760493,0.6574411631661078,-27075.706098500115
G4,(1/2)*(1 - a)*(-np.log(1 - a)),0.9885747927061604,-8.827406573396358,0.9999340815005311,-147814.14630597102
A2/3,(2/3)*(1 - a)*(-np.log(1 - a))**(-1/2),0.98811590376595,-21.50467532832774,0.9827694880553426,1542731.712208327
D4,(3/2) / ((1 - a)**(-1/3) - 1),0.9857720846500119,34.306787587830335,0.9858843878959508,-2145974.4233066626
D5,((3/2)*(1 - a)**(4/3)) / ((1 - a)**(-1/3) - 1),0.9840052252513457,-15.901203206028939,0.978685400648635,1962847.8124115032
D2,1 / (-np.log(1 - a)),0.9813696787618374,22.290218846542253,0.9737787144946821,-1092066.0605014917
G7,(1/4)*(1 - a)**(1/2) / (1 - (1 - a)**(1/2)),0.9800236678547107,51.57434688022109,0.9841638475230312,-3630074.298873901
D7,(3/2) / (1 - (1 + a)**(-1/3)),0.975900483653236,17.956354660638965,0.9383514498917301,-727750.7544357696
D6,((3/2)*(1 + a)**(2/3)) / ((1 + a)**(1/3) - 1),0.9651740492191192,17.83380872040894,0.938352242445437,-727746.4331892383
G5,(1/3)*(1 - a)*(-np.log(1 - a))**2,0.9535019422138302,-6.292498361936121,0.9656302476713313,411966.3433067455
D8,((3/2)*(1 + a)**(4/3)) / (1 - (1 + a)**(-1/3)),0.9178916706717134,17.17725996631353,0.9383699998812076,-727767.04081314
D3,((3/2)*(1 - a)**(2/3)) / (1 - (1 - a)**(1/3)),0.8062305097591658,132.60568642372715,0.8139664447924007,-10596828.975319514
G8,(1/3)*(1 - a)**(2/3) / (1 - (1 - a)**(1/3)),0.8062305097591655,132.6056864237271,0.8139664447924007,-10596828.975319512
G6,(1/4)*(1 - a)*(-np.log(1 - a))**3,0.524534706203019,-3.9710347775298804,0.9819459750043307,638396.0381873843
F3,(1 - a)**3,0.4024792439643806,-3.516818358430268,0.9849843884716912,-851610.1611308726
B1,1 / (a - (1 - a)),0.00026928795937589177,-0.013856305448846458,0.8858086583529714,598715.2126895535
F0/R1/P1,"np.full_like(a, 1)",0.0,0.0,0.0,0.0
