temperature,rate_3_diff_reaction_0_conversion,rate_3_diff_reaction_1_conversion,rate_3_diff_reaction_2_conversion,rate_3_diff_reaction_3_conversion,rate_3_diff_reaction_4_conversion,rate_3_diff_reaction_5_conversion,rate_3_diff_reaction_6_conversion,rate_3_diff_reaction_7_conversion,rate_5_diff_reaction_0_conversion,rate_5_diff_reaction_1_conversion,rate_5_diff_reaction_2_conversion,rate_5_diff_reaction_3_conversion,rate_5_diff_reaction_4_conversion,rate_5_diff_reaction_5_conversion,rate_5_diff_reaction_6_conversion,rate_5_diff_reaction_7_conversion,rate_10_diff_reaction_0_conversion,rate_10_diff_reaction_1_conversion,rate_10_diff_reaction_2_conversion,rate_10_diff_reaction_3_conversion,rate_10_diff_reaction_4_conversion,rate_10_diff_reaction_5_conversion,rate_10_diff_reaction_6_conversion,rate_10_diff_reaction_7_conversion
220.459,0.778166153519889,0.11384375930349158,0.008022045838746534,0.0005803907524972493,0.0005791824812746471,5.225901487614961e-52,2.6414946099212253e-15,3.898600537942054e-17,0.5270406999527701,0.018042177645760864,0.0002781331901601817,0.00018571287826277404,0.00022264399429363027,4.5823549734807214e-79,3.532892441542169e-18,3.822412658789286e-16,0.3010543866404212,0.0022662051446661682,0.000203085474687068,0.00019991358965171243,2.8027594945487224e-08,5.0113461199832095e-64,2.69869598253901e-21,1.2051294625730717e-22
221.41391,0.7991369847490973,0.12569513637263596,0.009025204236361781,0.0006538709979905107,0.0006271088286542053,1.3590078349501687e-51,3.3548622504878508e-15,4.950725043728733e-17,0.5475753121782415,0.020013824577566012,0.0003187345356244919,0.0002042397469678432,0.00023834882603692198,1.5102627460555305e-78,4.487143878999462e-18,4.625621126395363e-16,0.31521193118379276,0.0025187289864649232,0.00022577009507609823,0.00021643305378236783,3.158255715914211e-08,1.110802867193792e-63,3.4240189475583925e-21,1.5302220520774575e-22
222.36883,0.8192460591572964,0.1385253996565356,0.010151875089350261,0.0007366656407998195,0.0006789766754010929,3.533007292896103e-51,4.260725921048645e-15,6.286113839534901e-17,0.5682034510644276,0.022195150713070468,0.00036525691063568063,0.00022463629967067164,0.0002551916890659595,4.987193628782487e-78,5.6935903392133244e-18,5.601562597787693e-16,0.32977305436402066,0.0027992516668705215,0.0002509834928199711,0.00023434701813184478,3.5583956488000174e-08,2.4603040286154783e-63,4.348324318910526e-21,1.9425478197655201e-22
223.32374,0.8383604378985283,0.15236954765755756,0.011416758612195772,0.0008299389805896814,0.0007351858837699669,9.173963781145291e-51,5.4100404530726524e-15,7.981203321080105e-17,0.5888650636270812,0.024607152231893366,0.00041861124281634455,0.00024724247891630646,0.0002732294849450301,1.6440613007177174e-77,7.227208720841117e-18,6.780465348628869e-16,0.34473058983239513,0.003110844647570714,0.0002790231711369035,0.000253762751947745,4.009242019461986e-08,5.456005188367165e-63,5.5229623950038625e-21,2.4659468888675813e-22
224.27866,0.8563625017192856,0.167256493201013,0.012836177048697285,0.000934984683653992,0.000795736453760827,2.3819854866254746e-50,6.865083973910929e-15,1.0134911176942579e-16,0.609496873051617,0.027272644020770318,0.0004797084597890805,0.0002720582847047478,0.00029251911523842095,5.427780202508818e-77,9.176608085932444e-18,8.205512629865455e-16,0.36007609334357993,0.0034569093820048277,0.00031018663324511216,0.00027478752447767003,4.5174087110883134e-08,1.208865983280141e-62,7.012121048848968e-21,3.132386697351572e-22
225.23357,0.8731557589422793,0.18320807374693207,0.014428213072713091,0.0010533551495454255,0.0008614281098829865,6.1922055892359815e-50,8.716442850619552e-15,1.2868636388559248e-16,0.6300328100098872,0.03021634173284977,0.0005499800192465404,0.000299253688308519,0.00031317438307470677,1.789104347698964e-76,1.1650845741625282e-17,9.932842667727985e-16,0.3757997991605623,0.0038412094684062282,0.00034484575816736817,0.0002975286049692216,5.0906119207318925e-08,2.682789237598862e-62,8.905663302660632e-21,3.977627430062975e-22
226.18849,0.8886695125198729,0.20023825319425936,0.01621286559177078,0.0011866027778166567,0.0009328320839288121,1.6101066276505346e-49,1.1066026746136612e-14,1.633974800594094e-16,0.6504045642096761,0.033464955605871545,0.0006300115175175363,0.00032916863227266734,0.0003352521900181749,5.905176936809554e-76,1.4793059403538223e-17,1.2022912013541646e-15,0.3918906023135179,0.00426790880269481,0.0003834468007309966,0.0003222005319176031,5.7354655315809186e-08,5.9369055133674665e-62,1.1306289753255755e-20,5.050432975427448e-22
227.1434,0.9028619832300139,0.21835237295639515,0.01821219273833111,0.001336668067908529,0.0010099483758983037,4.184579669954931e-49,1.4049715211046227e-14,2.0746081406244123e-16,0.6705422757328395,0.037047246095588106,0.0007217549423647755,0.00036214305914224,0.000358923240761687,1.945498111214255e-75,1.8780467195770482e-17,1.4553450519010254e-15,0.4083359999381688,0.004741609731369482,0.00042628726415421426,0.000348910574570416,6.462992682282385e-08,1.315338690139549e-61,1.4355213721257585e-20,6.410403641520796e-22
228.09832,0.9157212990592878,0.23754665285577733,0.020450469317763256,0.0015061383524088328,0.001093348217583828,1.087820957994636e-48,1.783735768357855e-14,2.6321442035199174e-16,0.6903753462440172,0.04099408519896752,0.0008271622815509654,0.000398516911462284,0.0003842444368695305,6.419490055899679e-75,2.384481589599026e-17,1.7615143011121587e-15,0.4251220510684875,0.005267397665777619,0.00047396215487345475,0.00037776600217526217,7.284216511483281e-08,2.913684037355305e-61,1.8225742463794643e-20,8.138812575719114e-22
229.05323,0.927264477532335,0.2578077728501039,0.022954320687084452,0.0016963072976114639,0.0011836028407777516,2.8270205243513834e-48,2.2644096785491762e-14,3.342553057854512e-16,0.7098333973214607,0.04533846543140462,0.000948185522838813,0.00043846016050532295,0.0004113864830345673,2.124757764399994e-74,3.027919701713086e-17,2.132458426743137e-15,0.4422332916753819,0.005850886004069115,0.0005269177277160433,0.0004089813532273448,8.204648588507106e-08,6.454928219809375e-61,2.3136114749102855e-20,1.0333187554873716e-21
230.00815,0.9375344036122432,0.27911271483136263,0.025752865677708618,0.0019110559023981085,0.001281283477272441,7.346650976396879e-48,2.875867656177712e-14,4.246301030773838e-16,0.7288473157936172,0.05011550716021741,0.0010867766539910256,0.00048231274881640405,0.00044040628082108455,6.99501756704327e-74,3.8458495052479095e-17,2.581564236587395e-15,0.459652660403553,0.006498267976054328,0.0005858233649229675,0.0004427711662218671,9.246335190647841e-08,1.431266193276827e-60,2.9375176005729754e-20,1.311814740496129e-21
230.96306,0.9465954923766587,0.30142866767861587,0.028877819436791404,0.0021529714993565575,0.0013875325906526296,1.9132016458945892e-47,3.651513424095392e-14,5.392846966567013e-16,0.747350416592333,0.05536239348825635,0.0012448876627703103,0.000530584590213098,0.00047147453492194424,2.3101388567910797e-73,4.881893923058685e-17,3.1256731985140913e-15,0.4773613763448814,0.00721636833421971,0.0006512740729306612,0.00047945724890163436,1.0420299456552479e-07,3.173175493835315e-60,3.727028438602924e-20,1.665623842073402e-21
231.91798,0.9545284279262448,0.32471314524289896,0.032363596405605634,0.002424641421074602,0.0015023501809183172,4.968242989429139e-47,4.636640165830256e-14,6.845138485238368e-16,0.7652796175568992,0.06111829578098357,0.0014264225247020816,0.0005837855985129755,0.0005047619500300082,7.615015019775226e-73,6.197397690410524e-17,3.7820586129018525e-15,0.49533881939720537,0.008012702890701169,0.0007240879855892205,0.0005191468705142479,1.1743076094191507e-07,7.030260373643397e-60,4.7347780448687916e-20,2.114251615589454e-21
232.87289,0.9614247970168717,0.3489141043321193,0.03624735101758192,0.002729946666433928,0.0016263074798618705,1.2886177857316437e-46,5.887864360792352e-14,8.693100758222663e-16,0.7825766595969774,0.06742420486961526,0.0016339838901366158,0.0006422557162610836,0.000540382329273851,2.512749777468674e-72,7.867337705960786e-17,4.576630430318616e-15,0.5135623613223574,0.008895536515834343,0.0008051576125532956,0.0005620545695549114,1.3231199811535413e-07,1.5586671992870258e-59,6.012116717779032e-20,2.6831636472221293e-21
233.82781,0.9673819432567677,0.3739701850753249,0.0405690051043966,0.003074061900610117,0.0017605469510680227,3.3481962195751605e-46,7.473125784273742e-14,1.103565147409813e-15,0.7991892268124867,0.07432274227680817,0.0018721263971868964,0.0007065048572749932,0.0005785063773463345,8.290590803176707e-72,9.987139113455202e-17,5.5396169264269764e-15,0.532007193148992,0.009873950367243388,0.0008951523360638743,0.0006085021537664294,1.4906716885878182e-07,3.453711383411096e-59,7.636069904946322e-20,3.409203763781924e-21
234.78272,0.9724985855529884,0.3998108677920171,0.04537118554712168,0.0034608681224848566,0.001906211058121507,8.703100147568302e-46,9.488672451271509e-14,1.4012174648588649e-15,0.8150720102996725,0.0818578558765575,0.002144754021378338,0.0007772129066447984,0.0006193047989403207,2.733701365340894e-71,1.2679491383423993e-16,6.705564701984184e-15,0.5506461062166684,0.010957905272872047,0.0009948159141664986,0.0006588114308916073,1.6797185163837295e-07,7.655349751241736e-59,9.696500628585453e-20,4.330299434044351e-21
235.73764,0.9768712324970156,0.4263566514343217,0.05069913164364755,0.003896833663527623,0.00206387103281469,2.2548044063960832e-45,1.2047737320605753e-13,1.778903184884852e-15,0.8301875493274611,0.09007448710518609,0.0024564214008239243,0.0008550597494605935,0.0006630052003129584,9.01007292202816e-71,1.6101164394878e-16,8.117657007936802e-15,0.5694492674250905,0.012158314959922457,0.0011056358629522526,0.0007133042086732497,1.8924650922706734e-07,1.6967864858073657e-58,1.2308947060115442e-19,5.4952145464350665e-21
236.69255,0.9805915921603076,0.4535190831497976,0.0566004824374405,0.004387133188913998,0.0022346693387323047,5.870508768032479e-45,1.5291861590801598e-13,2.2600028520608115e-15,0.8445069181487648,0.09901810224977048,0.0028136351613993454,0.0009407252708124729,0.0007097782861571098,2.971826420885784e-70,2.0443008435308683e-16,9.827713745420707e-15,0.5883839585553201,0.013487112668574714,0.0012290996985122203,0.0007723022948541618,2.1322183578427473e-07,3.7641074139427145e-58,1.5627460094761644e-19,6.974385828680023e-21
237.64747,0.9837447854112034,0.4812007442990267,0.063125016907829,0.0049382350301134595,0.002419177207666718,1.5253032744430722e-44,1.9413541291853213e-13,2.866997759245434e-15,0.8580100958428472,0.10873419351750388,0.003222251266392723,0.0010348893557905307,0.000759851662729924,9.810642679190645e-70,2.5957218527472613e-16,1.1896191465761087e-14,0.6074143171957148,0.01495732822698337,0.0013659511788919436,0.0008361274971771486,2.402285254694049e-07,8.33901206046446e-58,1.9838184564254698e-19,8.854504637980386e-21
238.60238,0.986408358767651,0.5092950859958518,0.07032424486562587,0.005559194851183275,0.0026191083349950297,3.962471087824567e-44,2.46449039893418e-13,3.64035423358436e-15,0.8706861276516983,0.11926763040058032,0.0036900776668548864,0.0011384018607573851,0.00081345293628855,3.230843074389449e-69,3.2977782674479836e-16,1.4400820020661754e-14,0.6265010650975155,0.01658315343425854,0.001518421578228048,0.0009053161618802182,2.7070750382833746e-07,1.8484198096684227e-57,2.518503438603475e-19,1.1243935170837622e-20
239.5573,0.9886518439477462,0.537686238280785,0.07825094132369398,0.006256480983592922,0.002835033952509606,1.0301395823098502e-43,3.1269032080317606e-13,4.620538602223231e-15,0.8825329389271439,0.13066198790263303,0.004224922313836664,0.0012522826133481771,0.0008709235162187118,1.0670452536694924e-68,4.183868887944042e-16,1.7432284237110494e-14,0.6456012603338647,0.018380017904723933,0.001687998412611618,0.000980190096706176,3.0504458071371724e-07,4.0975884120379e-57,3.198894892515462e-19,1.4272714463053484e-20
240.51221,0.9905368028770372,0.5662487792115106,0.08695851177194952,0.007040442757693565,0.003069238987379914,2.677802329384664e-43,3.9704887512415e-13,5.866002226594641e-15,0.8935569541524678,0.14295872417561667,0.0048371958087391614,0.0013775514411980484,0.0009323772056489838,3.5213494061826385e-68,5.315338449500546e-16,2.1098542242473713e-14,0.6646680808401304,0.020364647527994082,0.0018761691981337373,0.001061178378645428,3.437357973646589e-07,9.074472127919295e-57,4.059012390857031e-19,1.8119643438855382e-20
241.46713,0.9921171447810311,0.5948476230036135,0.0965003075732849,0.007921429503836366,0.0033222946713983197,6.957148630815083e-43,5.040540212091438e-13,7.448685243846397e-15,0.9037724127566712,0.156196354616381,0.005539911403313761,0.0015153981432146637,0.0009983830202222389,1.1625666243127091e-67,6.746715605686486e-16,2.554641708996973e-14,0.683650674550348,0.022555131082693858,0.0020851652089310317,0.0011489246231835845,3.8733231071351184e-07,2.0081041884195457e-56,5.1566250193376895e-19,2.3006868701071316e-20
242.42204,0.993439669966763,0.6233381286938714,0.10692877315462718,0.008911084218666385,0.00359648593173429,1.8078872173570076e-42,6.39933571793263e-13,9.458512825413256e-15,0.9132005645149383,0.170409488270527,0.006340226386023721,0.0016668425470331646,0.001068940959938477,3.8341789569962903e-67,8.566609418551466e-16,3.090114020734357e-14,0.7024941111662963,0.02497096238925102,0.0023172177191401275,0.0012438579073110524,4.364403933858608e-07,4.448691395246e-56,6.54308307636589e-19,2.9183627901654644e-20
243.37696,0.9945446951618797,0.6515666226828544,0.11829457497294779,0.010022343565122575,0.003892955231972558,4.702739127148173e-42,8.126138339939144e-13,1.2007891435588668e-14,0.9218686606983372,0.18562789647835906,0.007251154008620422,0.0018334143941062635,0.0011440510247976983,1.265433450509041e-66,1.087726111353734e-15,3.7421811100274623e-14,0.7211394656923891,0.027633086770273322,0.002575301760943192,0.001346621846513441,4.915560866208203e-07,9.865837901378441e-56,8.308249584156423e-19,3.704003214801063e-20
244.33187,0.9954667453439973,0.679371542895477,0.13064559249161953,0.011269437872437787,0.004213416267490224,1.2208758308266768e-41,1.0317196093108065e-12,1.5245197607239987e-14,0.9298089296512106,0.2018754708861932,0.008292214148730938,0.002016983368431719,0.0012248512460856483,4.1799196316184026e-66,1.3808176242870453e-15,4.528116277254913e-14,0.7395240967664455,0.030563913204090902,0.002861648608476852,0.001458181864019166,5.538368199763246e-07,2.182950067993949e-55,1.0548406352225135e-18,4.7063720324395854e-20
245.28679,0.9962352248647546,0.7065853790067033,0.1440259535546361,0.012666597469844873,0.004560153965456753,3.166033240567776e-41,1.3102726880082506e-12,1.9359274200380203e-14,0.937057462194027,0.2191692587122566,0.009482926683982342,0.002219249182734768,0.0013113416238023274,1.3779828061500556e-65,1.7529756848953895e-15,5.4824661231739604e-14,0.7575821342288721,0.03378732617061402,0.0031799770519688165,0.0015783234213330231,6.238337503847232e-07,4.8436686699459254e-55,1.339192912659316e-18,5.974233131506689e-20
246.2417,0.9968750741870815,0.7330376392424033,0.15847499179051125,0.014231933685458368,0.004935453253041612,8.234884608304876e-41,1.6635595195269602e-12,2.4574934143596216e-14,0.9436531785092486,0.2375184272064148,0.010842811492001704,0.0024402118370154087,0.0014035221579477353,4.5481256698128705e-65,2.2260117546063617e-15,6.6354589234472e-14,0.7752452553641811,0.037328650882971375,0.0035332621236012535,0.0017091919034070463,7.032003486430649e-07,1.0739361687220808e-54,1.7005706377087958e-18,7.583441449553399e-20
247.19662,0.9974073649925945,0.758558851345811,0.17402633611352203,0.015991319845156178,0.0053415990574142685,2.13933023800829e-40,2.1119620364545533e-12,3.118443424405099e-14,0.9496367991918877,0.2569233524000197,0.012391388450416096,0.002683270756724114,0.0015025308798076178,1.4991701152121415e-64,2.826508552034844e-15,8.030277929021191e-14,0.7924437264571705,0.04121461221161371,0.003925222613601874,0.0018507873102412353,7.924877716836993e-07,2.3755826790295226e-54,2.1588720510042285e-18,9.631524763431029e-20
248.15153,0.9978498502816849,0.7829856717497701,0.19070700221189324,0.01795769261187726,0.005780876305744188,5.560518858670576e-40,2.6837884784960548e-12,3.959243777320094e-14,0.95504996206413,0.27737467902752966,0.014154684062728285,0.0029518253673113553,0.001608367789381975,4.950535329683755e-64,3.589909702000678e-15,9.718743041031815e-14,0.8091077791127312,0.045473232071494125,0.004360321070243928,0.00200310964183559,8.927983333713256e-07,5.266003606329872e-54,2.7410560592100517e-18,1.2232265479466115e-19
249.10645,0.998217444581055,0.8061667368819811,0.20853670924550977,0.020156925311499527,0.006256141156993203,1.4451032431428423e-39,3.40847941494469e-12,5.029353317393724e-14,0.9599343987441676,0.2988525463368776,0.01616523145831672,0.003245875668777132,0.0017216019023136796,1.6314474869184732e-63,4.557793302850219e-15,1.1765629135898913e-13,0.8251692286217921,0.05013371557875986,0.004843020041800669,0.0021683042831421445,1.0057855045029926e-06,1.167852685563859e-53,3.4792165988315476e-18,1.5531955262935632e-19
250.06136,0.9985226535058828,0.8279690025229076,0.22752727348622062,0.022614891269900878,0.0067696785383307805,3.756407930011678e-39,4.325666381387495e-12,6.387223406058582e-14,0.9643312815145431,0.32132582161265294,0.018449057140684167,0.003568821086571915,0.0018428022342456048,5.376817886326556e-63,5.784688008152452e-15,1.4244347740231643e-13,0.8405633628127102,0.055226259670920555,0.00537852583459089,0.002347443926636914,1.1331027558757492e-06,2.593921288768336e-53,4.416359544785794e-18,1.9720231457717135e-19
251.01628,0.99877594091445,0.8482837696913867,0.24768229657358873,0.025370400475898187,0.007325487072303487,9.763511695388601e-39,5.491965857234518e-12,8.109290439034214e-14,0.9682806490479454,0.34475152980709495,0.021038694239209076,0.003924061046146177,0.0019725378008206233,1.7750601321913668e-62,7.345570716564739e-15,1.724126535592313e-13,0.8552309141700971,0.06078184557357423,0.005972788512978926,0.002540528572319899,1.2769547152189936e-06,5.742757332085604e-53,5.6102539827823e-18,2.5035495296113846e-19
251.97119,0.9989860505694244,0.867031909804287,0.2689969714112728,0.0284363895924304,0.007925280454288423,2.53247709733174e-38,6.969655969836813e-12,1.0294472104898854e-13,0.971820993922066,0.36907432211447966,0.023979689135021284,0.004314994972950388,0.0021113776176816075,5.852784218918939e-62,9.329050490136685e-15,2.0868658435434446e-13,0.8691200937355898,0.06683194142322507,0.006631758141329114,0.002749703605143133,1.4389948533297745e-06,1.2729536394765255e-52,7.12508778583163e-18,3.180825757745521e-19
252.92611,0.9991602775426037,0.8841673688013668,0.2914581995335992,0.03186460527125334,0.008576484697586352,6.582981350557322e-38,8.84932308625046e-12,1.3073159902232902e-13,0.9749889228354133,0.39422616113653175,0.02731108158337494,0.00474502229243502,0.0022598907004714314,1.927476005297521e-61,1.1844184636006263e-14,2.5273350031983897e-13,0.8821884188905086,0.0734081876597627,0.007362128542051332,0.0029760417175826327,1.6214277979374905e-06,2.823444335578037e-52,9.044305188847518e-18,4.0369029101070703e-19
253.88102,0.9993047026806199,0.8996786944238337,0.31504480918950656,0.035680920838244916,0.009279099802197276,1.7121157670389984e-37,1.123287686941355e-11,1.659822662247545e-13,0.9778189508174245,0.42012608241735044,0.03107841796539987,0.005217542430050546,0.00241921508047584,6.363119447599926e-61,1.5034110869792072e-14,3.058488989841117e-13,0.8944043018560727,0.08054198411370637,0.008172824811692082,0.003220615602114414,1.8270093337038898e-06,6.24983735535792e-52,1.1483444363248983e-17,5.125963084946762e-19
254.83594,0.9994243885762722,0.9135881021894239,0.33972803186590017,0.03992414628222199,0.01003883808604486,4.446778243086779e-37,1.4261858517851207e-11,2.10720039013547e-13,0.9803433499416621,0.4466801974779602,0.03533375128810161,0.005735954811247435,0.0025893507576948333,2.106337869442346e-60,1.9089679478985564e-14,3.7019194289449095e-13,0.9057481213827647,0.08826406632448752,0.00907277204679787,0.00348557064369051,2.0584952452907198e-06,1.3849155952299897e-51,1.457729984235821e-17,6.507606590340402e-19
255.79085,0.9995235474467496,0.9259484715714532,0.36547199552871973,0.04463309159200142,0.010861411867052771,1.1563765942257155e-36,1.8106117469793578e-11,2.6737289701744506e-13,0.9825920981725856,0.4737818354286551,0.04012913455848567,0.006305358574201395,0.002771435763414158,6.938249169702604e-60,2.4235821159558822e-14,4.4792179459830477e-13,0.9162128092776014,0.09660398478423582,0.010061970247368695,0.0037719795347869378,2.319743631224428e-06,3.069399314451386e-51,1.8505597670604774e-17,8.263106573664085e-19
256.74577,0.9996056807243224,0.9368384424345677,0.3922343495502597,0.04984656675640008,0.01174682114522101,3.009997184684881e-36,2.2986457994939855e-11,3.3931303416525214e-13,0.9845928612582148,0.5013119779212021,0.04552312740943328,0.006930852857088134,0.0029666081289195585,2.2916791829293404e-59,3.076562742444516e-14,5.420612816618127e-13,0.9258037552795556,0.10558958987373046,0.011162732154770816,0.004081987660355731,2.614061433099112e-06,6.802062101362431e-51,2.3492995403525665e-17,1.0489990811769128e-18
257.70068,0.9996736977473143,0.9463565151239782,0.4199667534282328,0.05561631842717378,0.012706490556396907,7.81568019698642e-36,2.9214270730045315e-11,4.3103670902870614e-13,0.986371043611747,0.5291399359799857,0.051574289473825655,0.007619236510808593,0.0031754368698539083,7.558206843530468e-59,3.9081247093715854e-14,6.560650641607397e-13,0.9345381866547415,0.11524643264660892,0.012375057769004234,0.004417740405348921,2.9453067494412184e-06,1.507134581390383e-50,2.9828338469668416e-17,1.3318296340457285e-18
258.6556,0.9997300141346013,0.9546146146955158,0.44861529219354795,0.061994093256078346,0.01374042010058046,2.028757182414994e-35,3.708396136804222e-11,5.474898060367188e-13,0.9879498530452885,0.5571244090600455,0.058341180384544014,0.008373908960813244,0.0033984910018600807,2.494286125716526e-58,4.957801290574608e-14,7.94251467189742e-13,0.9424439473567042,0.12559720007425262,0.013721259831435205,0.004780310462242527,3.318991149574244e-06,3.3447531841773594e-50,3.785182259598902e-17,1.6910569454480746e-18
259.61051,0.9997766349956627,0.9617319989797839,0.4781205169028052,0.06901870123193064,0.01485432209569534,5.266872164513412e-35,4.7105078223621004e-11,6.949670871897233e-13,0.9893504099570982,0.5851149283550388,0.06589412050073988,0.009203368770728268,0.003637477571866694,8.22099581491387e-58,6.293753303014818e-14,9.613706483529418e-13,0.9495579409966604,0.13666109090754175,0.015208775922519152,0.005172915908464596,3.740075045889335e-06,7.402827598665266e-50,4.8057694404668825e-17,2.1467283917367215e-18
260.56543,0.9998152236566391,0.9678297752140151,0.5084170958958267,0.07675482566942542,0.016059621177588877,1.368825953845135e-34,5.978716961147213e-11,8.824610696311956e-13,0.9905918563377588,0.6129537831044511,0.07429642931238757,0.010112715078729368,0.00389296559551662,2.713959032386938e-57,7.990957645349576e-14,1.1639000952923235e-12,0.9559242455581651,0.14845326461370648,0.016845043622711494,0.005597702128967164,4.2140700077099874e-06,1.6409072938366024e-49,6.102364475280293e-17,2.7264768430195427e-18
261.52034,0.9998471595963015,0.9730265176887621,0.5394327084118862,0.08524127655737956,0.017362029664184736,3.554267514201311e-34,7.592286624333628e-11,1.1203131480761327e-12,0.9916914905793032,0.6404784612570751,0.08361280337176173,0.01111214616116796,0.004166662119738479,8.951982086691185e-57,1.0144839461324608e-13,1.408749128159337e-12,0.9615921895983615,0.160984265852251,0.018652375673378487,0.0060568145087022615,4.7481410751567455e-06,3.63166078018916e-49,7.745574024350753e-17,3.463353379229484e-18
262.47526,0.9998735863695984,0.9774349101054184,0.5710860322291862,0.09451686388460993,0.01876725987340658,9.240992412091466e-34,9.63614153103642e-11,1.4224617240969223e-12,0.9926648939549648,0.6675246087897012,0.09390617886350636,0.012208460868944988,0.004459705175818017,2.9532345032244134e-56,1.287808822147014e-13,1.7054180621622265e-12,0.9666144025953136,0.17425956479413607,0.020645647235430976,0.006552398432621924,5.348902131417804e-06,8.053430543145323e-49,9.838098684495166e-17,4.3952854691420565e-18
263.43017,0.9998954518517676,0.9811595344912764,0.6032833335938499,0.1046462709658113,0.020281024123178087,2.4001304521303337e-33,1.2234837935957699e-10,1.8059925802661688e-12,0.9935260699551396,0.6939295152673991,0.10523619473960293,0.013410157765686628,0.004772663779398105,9.740919425018584e-56,1.6354289886493135e-13,2.064270877528167e-12,0.9710450746229029,0.1882791088252922,0.0228397334697798,0.0070887446706302155,6.0268251582078064e-06,1.7815779370451135e-48,1.2489057839831493e-16,5.581873420833064e-18
264.38509,0.9999135414834738,0.9842955311520833,0.6359133194659069,0.11566830778980053,0.021914747049346577,6.244676861971566e-33,1.5529917037622586e-10,2.2915885060138667e-12,0.9942875708576732,0.719535970251127,0.11765765247089312,0.014727435127744298,0.005107813993050237,3.2110879148445696e-55,2.0764294743885053e-13,2.500421712088456e-12,0.9749383915648935,0.20303702870781054,0.025256947117791213,0.007667998607679171,6.792933294173745e-06,3.9541790976317994e-48,1.5858921172886147e-16,7.088135752203385e-18
265.34,0.9999285057806735,0.9869280763957737,0.6688396489427917,0.12762178434539448,0.02367414096983572,1.622219016370238e-32,1.9713874866025257e-10,2.9120721889137027e-12,0.9949606296398134,0.7441964239190035,0.1312188783293459,0.016172190944194646,0.0054662938480601565,1.0599566040639354e-54,2.636711389809859e-13,3.0272573736365275e-12,0.9783472927897269,0.21852138566318796,0.027912163340376057,0.008294451013672856,7.652738108639114e-06,8.768356999724765e-48,2.0133833515389763e-16,8.995345610629114e-18
266.29492,0.9999408836645357,0.989132381733475,0.7018907379890819,0.140558447284349,0.025570630520492847,4.2195762634951183e-32,2.503016228262892e-10,3.698917438967842e-12,0.9955552768610731,0.7677771073533491,0.14596025308580834,0.017754623491389083,0.005849810391356482,3.501477922449409e-54,3.345583886206705e-13,3.662051162551007e-12,0.9813224700690932,0.23471409445117267,0.030835132459356013,0.008970247273563305,8.622774309574402e-06,1.9392089547086975e-47,2.5564127572083547e-16,1.141728540243679e-17
267.24983,0.9999511213197942,0.9909741345251384,0.7348466987912253,0.15453004325841985,0.027615640337165293,1.0958974583127516e-31,3.176752333242482e-10,4.6970868418936655e-12,0.9960804586325325,0.7901619794790443,0.161912814972364,0.0194883304711295,0.006260070669867834,1.1541880588755497e-53,4.24530667009501e-13,4.430713029399832e-12,0.9839116809336005,0.2515909039856334,0.03404072963564191,0.009700750849730598,9.714065035626599e-06,4.303228719752361e-47,3.2432229984213985e-16,1.4494828583078307e-17
268.20475,0.9999595881465819,0.9925101559517577,0.7674242677109584,0.16953657226760707,0.02981488273777672,2.8465391270797406e-31,4.031661172334232e-10,5.965031759123765e-12,0.9965441396475885,0.8112560352290613,0.17909721972831907,0.021392008723393485,0.006698781730522831,3.800234723303786e-53,5.390408395043761e-13,5.363471249845599e-12,0.9861592719800686,0.2691215534845025,0.03755126761060003,0.010489179819602788,1.0948656564089693e-05,9.538527551650674e-47,4.1161780713650805e-16,1.8401357866956008e-17
269.15966,0.9999665899807179,0.9937892294398094,0.7992624364104257,0.18557803431191064,0.03218549467609813,7.4004958863559625e-31,5.118697577007185e-10,7.57019606923421e-12,0.9969534045830437,0.8309878806132294,0.19752293501485274,0.02346565824818104,0.007168219635892963,1.2543693266631872e-52,6.842233796318072e-13,6.490554099550899e-12,0.9881059433334457,0.2872699838491077,0.041389059125596615,0.011340897645559955,1.2337572033610673e-05,2.1119353121297764e-46,5.226628274447852e-16,2.3364438066722963e-17
270.11458,0.9999723799129587,0.9948529571836782,0.8299145597895486,0.20265442939133058,0.03473318847005318,1.9185861368904972e-30,6.500139674612396e-10,9.611497460803235e-12,0.9973145461913032,0.849311147703729,0.2171879271860476,0.02574327329999688,0.0076700914329068505,4.1432898395172035e-52,8.689391935967547e-13,7.855144829462297e-12,0.9897886535222306,0.30599470396270845,0.04558385450245334,0.012260195097506168,1.3902857721483524e-05,4.686515542076114e-46,6.638761480680279e-16,2.9649561463807754e-17
271.06949,0.9999771674265513,0.9957366357107914,0.8588566131662633,0.22089512413525642,0.03747510107341289,4.99651168524553e-30,8.255250536323934e-10,1.220134239812429e-11,0.9976331504048592,0.8662048438612496,0.2380786587513054,0.028224853878841005,0.008207242199778857,1.3666501264633316e-51,1.1034124039434038e-12,9.509063340715668e-12,0.9912406790316287,0.32524919391118634,0.05015796648253648,0.013252435637821507,1.566655990500223e-05,1.0390789954894021e-45,8.429603137675038e-16,3.766851200491594e-17
