temperature,rate_3,rate_5,rate_10,rate_3_diff,rate_5_diff,rate_10_diff,rate_3_diff_reaction_0,rate_3_diff_reaction_1,rate_3_diff_reaction_2,rate_3_diff_reaction_3,rate_3_diff_cumulative,rate_5_diff_reaction_0,rate_5_diff_reaction_1,rate_5_diff_reaction_2,rate_5_diff_reaction_3,rate_5_diff_cumulative,rate_10_diff_reaction_0,rate_10_diff_reaction_1,rate_10_diff_reaction_2,rate_10_diff_reaction_3,rate_10_diff_cumulative
215.53151,97.95205,99.57934,99.42303,0.076436114,0.04164242,0.013969855,0.075474957,0.000716141,1.09782E-37,5.50E-14,0.076191098,0.026766306,4.92E-04,3.76338E-51,1.81E-17,0.027258635,0.013111201,2.45E-04,7.75E-74,3.65E-14,0.013356579
216.48642,97.88069,99.54506,99.40501,0.079216451,0.039055816,0.021656363,0.079006825,0.00078787,2.17147E-37,6.68E-14,0.079794695,0.02822375,5.33E-04,8.34011E-51,2.24E-17,0.028756845,0.013767194,0.000262696,2.01E-73,4.19E-14,0.01402989
217.44134,97.80076,99.50475,99.38167,0.080462642,0.041244504,0.0195148,0.082675792,0.000866781,4.29517E-37,8.12E-14,0.083542573,0.029755471,5.77E-04,1.84829E-50,2.77E-17,0.030332709,0.014454977,0.000281236,5.23E-73,4.80E-14,0.014736213
218.39625,97.72702,99.46629,99.36774,0.085342632,0.041558666,0.015184594,0.086484449,0.00095359,8.49578E-37,9.86E-14,0.087438039,0.031364657,6.25E-04,4.09602E-50,3.43E-17,0.03198969,0.01517597,0.000301085,1.36E-72,5.50E-14,0.015477054
219.35117,97.63777,99.42538,99.35267,0.096940584,0.048397007,0.01941536,0.090435342,0.001049091,1.68046E-36,1.20E-13,0.091484433,0.033054635,6.77E-04,9.07736E-50,4.24E-17,0.03373142,0.015931675,0.000322334,3.53E-72,6.31E-14,0.016254009
220.30608,97.54188,99.37386,99.33066,0.09850616,0.049836918,0.025169768,0.094530626,0.001154149,3.32393E-36,1.46E-13,0.095684774,0.034828738,7.33E-04,2.01165E-49,5.24E-17,0.035561558,0.016723619,0.000345082,9.18E-72,7.23E-14,0.017068702
221.261,97.44964,99.3302,99.3046,0.098773201,0.051968009,0.025332087,0.098772369,0.001269722,6.57474E-36,1.77E-13,0.10004209,0.036690435,0.000793492,4.4581E-49,6.48E-17,0.037483927,0.017553417,0.000369436,2.39E-71,8.28E-14,0.017922853
222.21591,97.35324,99.27461,99.28228,0.099830881,0.059151857,0.024871316,0.103162182,0.001396859,1.30047E-35,2.15E-13,0.10455904,0.038643175,0.000859185,9.8797E-49,8.01E-17,0.03950236,0.018422706,0.000395508,6.20E-71,9.50E-14,0.018818213
223.17083,97.25898,99.21723,99.2571,0.106480722,0.061675655,0.025269259,0.107701545,0.001536718,2.57233E-35,2.61E-13,0.109238263,0.040690536,0.000930315,2.18948E-48,9.90E-17,0.041620851,0.019333214,0.000423419,1.61064E-70,1.09E-13,0.019756633
224.12574,97.14988,99.15682,99.23402,0.112852984,0.063513505,0.024588574,0.112391411,0.001690567,5.08804E-35,3.18E-13,0.114081978,0.042836051,0.001007329,4.85215E-48,1.22E-16,0.043843381,0.02028669,0.000453299,4.18514E-70,1.25E-13,0.02073999
225.08066,97.04345,99.09593,99.21014,0.126964261,0.062324911,0.027740703,0.117232559,0.001859806,1.00641E-34,3.86E-13,0.119092365,0.045083367,0.001090717,1.0753E-47,1.51E-16,0.046174084,0.02128498,0.000485288,1.08749E-69,1.43E-13,0.021770268
226.03557,96.9074,99.03779,99.18104,0.120173116,0.060879764,0.029955548,0.12222517,0.002045968,1.99067E-34,4.69E-13,0.124271138,0.047436051,0.001181002,2.383E-47,1.87E-16,0.048617053,0.022329945,0.000519533,2.82578E-69,1.64E-13,0.022849478
226.99049,96.81394,98.97966,99.15293,0.106313172,0.067409175,0.026504962,0.127369209,0.002250746,3.93754E-34,5.70E-13,0.129619956,0.049897767,0.001278756,5.28107E-47,2.31E-16,0.051176522,0.023423544,0.000556194,7.34269E-69,1.88E-13,0.023979738
227.9454,96.70436,98.90905,99.13042,0.126236306,0.07500667,0.02933766,0.13266398,0.002475993,7.7884E-34,6.93E-13,0.135139973,0.052472059,0.001384594,1.17035E-46,2.86E-16,0.053856653,0.024567751,0.000595441,1.90795E-68,2.15E-13,0.025163192
228.90032,96.57285,98.83641,99.0969,0.128550661,0.071666041,0.031756736,0.138108528,0.002723754,1.54055E-33,8.42E-13,0.140832282,0.055162544,0.001499187,2.59366E-46,3.54E-16,0.056661731,0.025764638,0.000637457,4.95774E-68,2.47E-13,0.026402095
229.85523,96.45885,98.77218,99.06977,0.127498217,0.076713585,0.027887302,0.143701177,0.002996267,3.04718E-33,1.02E-12,0.146697445,0.057972672,0.001623253,5.74785E-46,4.37E-16,0.059595926,0.027016285,0.000682436,1.28824E-67,2.83E-13,0.027698721
230.81015,96.32935,98.6899,99.04364,0.151956019,0.0876099,0.032505538,0.149439966,0.003296005,6.02731E-33,1.24E-12,0.15273597,0.060905935,0.001757579,1.2738E-45,5.41E-16,0.062663514,0.028324875,0.000730588,3.34744E-67,3.24E-13,0.029055463
231.76506,96.16864,98.60486,99.00769,0.155500818,0.09073058,0.038102865,0.155322156,0.003625669,1.19219E-32,1.51E-12,0.158947825,0.063965604,0.001903008,2.8229E-45,6.69E-16,0.065868613,0.029692585,0.000782135,8.69811E-67,3.72E-13,0.03047472
232.71998,96.03237,98.51662,98.97087,0.149395531,0.078074937,0.040474817,0.161344701,0.003988246,2.35816E-32,1.83E-12,0.165332947,0.067154956,0.002060459,6.25595E-45,8.27E-16,0.069215415,0.0311217,0.000837318,2.26017E-66,4.26E-13,0.031959017
233.67489,95.88332,98.45575,98.93039,0.156815001,0.074891424,0.041202626,0.167503742,0.004386998,4.6644E-32,2.23E-12,0.17189074,0.070476985,0.00223092,1.38639E-44,1.02E-15,0.072707905,0.032614487,0.000896391,5.87291E-66,4.88E-13,0.033510878
234.62981,95.73288,98.37359,98.89218,0.159485409,0.087871705,0.042375512,0.173795102,0.004825528,9.22617E-32,2.71E-12,0.17862063,0.073934649,0.002415466,3.07244E-44,1.26E-15,0.076350115,0.034173318,0.000959631,1.52605E-65,5.59E-13,0.035132949
235.58472,95.57873,98.28793,98.84946,0.173617483,0.095034609,0.046815674,0.180213766,0.005307773,1.82492E-31,3.29E-12,0.185521539,0.077530557,0.002615255,6.8089E-44,1.56E-15,0.080145812,0.035800539,0.001027329,3.96535E-65,6.41E-13,0.036827868
236.53964,95.4013,98.19209,98.80277,0.186927638,0.106705866,0.049150973,0.186754406,0.005838079,3.6097E-31,4.00E-12,0.192592485,0.081267233,0.002831547,1.50895E-43,1.93E-15,0.084098779,0.037498595,0.0010998,1.03038E-64,7.35E-13,0.038598395
237.49455,95.22173,98.08414,98.75559,0.185273049,0.114879325,0.04770059,0.193410851,0.006421193,7.13992E-31,4.86E-12,0.199832044,0.085146778,0.003065695,3.34401E-43,2.39E-15,0.088212472,0.039269888,0.00117738,2.67738E-64,8.42E-13,0.040447267
238.44947,95.04746,97.97269,98.71167,0.195273992,0.113512704,0.047622048,0.200176639,0.007062353,1.41228E-30,5.91E-12,0.207238992,0.089171157,0.003319174,7.4108E-43,2.95E-15,0.09249033,0.041116916,0.001260428,6.95708E-64,9.65E-13,0.042377344
239.40438,94.84879,97.86735,98.66464,0.204332342,0.111088417,0.052109335,0.207044475,0.007767279,2.79346E-30,7.18E-12,0.214811754,0.093341839,0.003593567,1.64232E-42,3.65E-15,0.096935406,0.043042115,0.001349329,1.80775E-63,1.11E-12,0.044391444
240.3593,94.65722,97.76053,98.61215,0.205044451,0.114193422,0.056266795,0.214006817,0.008542277,5.52546E-30,8.72E-12,0.222549094,0.097660099,0.003890602,3.63961E-42,4.52E-15,0.101550701,0.04504801,0.001444497,4.69738E-63,1.27E-12,0.046492507
241.31421,94.45719,97.64926,98.55718,0.216322883,0.121759501,0.057361127,0.221055318,0.009394234,1.09293E-29,1.06E-11,0.230449551,0.102126641,0.004212129,8.06583E-42,5.58E-15,0.10633877,0.047137044,0.001546369,1.22058E-62,1.45E-12,0.048683413
242.26913,94.24408,97.52799,98.5026,0.226543741,0.12827844,0.059900634,0.228181439,0.010330734,2.16181E-29,1.29E-11,0.238512173,0.106741921,0.004560167,1.7875E-41,6.90E-15,0.111302088,0.049311735,0.00165542,3.17164E-62,1.67E-12,0.050967154
243.22404,94.02453,97.40427,98.44278,0.231182874,0.128618783,0.064639251,0.23537589,0.011360055,4.27603E-29,1.57E-11,0.246735946,0.111505746,0.004936884,3.96131E-41,8.53E-15,0.11644263,0.051574495,0.001772152,8.24132E-62,1.91E-12,0.053346647
244.17896,93.80256,97.28235,98.37915,0.238372033,0.139274237,0.070142387,0.242629259,0.012491312,8.45798E-29,1.90E-11,0.25512057,0.11641763,0.005344636,8.77883E-41,1.06E-14,0.121762266,0.053927802,0.001897107,2.14148E-61,2.19E-12,0.055824909
245.13387,93.56928,97.13828,98.30882,0.252315609,0.15073593,0.073001265,0.249931445,0.013734438,1.67298E-28,2.31E-11,0.263665883,0.121476365,0.005785957,1.94549E-40,1.30E-14,0.127262322,0.056373995,0.002030862,5.56449E-61,2.51E-12,0.058404856
246.08879,93.32068,96.99447,98.23973,0.262154233,0.143620076,0.066639409,0.257272309,0.015100367,3.30914E-28,2.81E-11,0.272372676,0.126680406,0.006263603,4.31149E-40,1.61E-14,0.132944009,0.058915463,0.002174036,1.44591E-60,2.88E-12,0.061089499
247.0437,93.06861,96.86399,98.18155,0.266908558,0.151406069,0.064016153,0.264641102,0.016601004,6.54544E-28,3.41E-11,0.281242106,0.132027426,0.006780532,9.55477E-40,1.99E-14,0.138807958,0.061554428,0.002327289,3.75711E-60,3.30E-12,0.063881717
247.99862,92.81093,96.70531,98.11747,0.271453489,0.156390832,0.063503015,0.272027125,0.018249434,1.29469E-27,4.15E-11,0.290276559,0.137514733,0.007339961,2.11747E-39,2.47E-14,0.144854693,0.06429314,0.002491331,9.76271E-60,3.78E-12,0.066784472
248.95353,92.55018,96.56531,98.06027,0.282967542,0.156490317,0.07074446,0.27941915,0.020059893,2.56087E-27,5.04E-11,0.299479044,0.1431388,0.007945343,4.69257E-39,3.05E-14,0.151084144,0.067133646,0.002666916,2.53678E-59,4.33E-12,0.069800563
249.90845,92.27051,96.40644,97.98236,0.305074338,0.166417954,0.07963535,0.286806088,0.02204801,5.0654E-27,6.12E-11,0.308854098,0.148895722,0.008600434,1.03994E-38,3.77E-14,0.157496156,0.070078002,0.002854858,6.59172E-59,4.96E-12,0.07293286
250.86336,91.96754,96.24748,97.90818,0.310032868,0.167266192,0.08144702,0.294176405,0.024230763,1.00193E-26,7.44E-11,0.318407167,0.15478073,0.009309261,2.30463E-38,4.66E-14,0.16408999,0.073128019,0.003056018,1.71282E-58,5.69E-12,0.076184037
251.81828,91.6784,96.08699,97.82681,0.315761157,0.170973348,0.082986432,0.301518783,0.026626761,1.98181E-26,9.04E-11,0.328145543,0.160788675,0.010076201,5.10738E-38,5.76E-14,0.170864876,0.076285494,0.003271327,4.45069E-58,6.52E-12,0.079556822
252.77319,91.36449,95.92095,97.74969,0.326955812,0.177911102,0.083939392,0.308821536,0.029256188,3.92E-26,1.10E-10,0.338077724,0.16691354,0.010905948,1.13186E-37,7.12E-14,0.177819488,0.079551939,0.003501773,1.15648E-57,7.47E-12,0.083053712
253.72811,91.05397,95.74721,97.6665,0.335710563,0.187545518,0.086536495,0.316073258,0.03214113,7.75375E-26,1.34E-10,0.348214388,0.173148951,0.0118036,2.50836E-37,8.81E-14,0.184952551,0.082928824,0.00374842,3.00508E-57,8.56E-12,0.086677243
254.68302,90.72334,95.56277,97.58442,0.359131374,0.201614759,0.088541899,0.32326223,0.035305487,1.53368E-25,1.62E-10,0.358567718,0.179487681,0.012774622,5.55882E-37,1.09E-13,0.192262302,0.08641729,0.004012395,7.80851E-57,9.81E-12,0.090429685
255.63794,90.36809,95.36216,97.4974,0.384248924,0.207055062,0.097019137,0.330377051,0.038775358,3.03362E-25,1.97E-10,0.36915241,0.185922192,0.013824944,1.23191E-36,1.35E-13,0.199747136,0.090018412,0.004294917,2.02901E-56,1.12E-11,0.094313329
256.59285,89.98949,95.16733,97.39913,0.382709528,0.20988776,0.098453812,0.337406041,0.042578914,6.00045E-25,2.40E-10,0.379984955,0.192444136,0.01496092,2.73007E-36,1.66E-13,0.207405056,0.093732887,0.004597276,5.27226E-56,1.29E-11,0.098330163
257.54777,89.63718,94.96131,97.30937,0.372630044,0.219715912,0.095856709,0.344337839,0.046746832,1.18689E-24,2.91E-10,0.391084671,0.199044925,0.01618944,6.05021E-36,2.06E-13,0.215234365,0.097561323,0.004920862,1.36998E-55,1.48E-11,0.102482185
258.50268,89.27783,94.74771,97.21606,0.40405676,0.228810914,0.115638471,0.351160801,0.051312126,2.34765E-24,3.54E-10,0.402472927,0.205715226,0.017517879,1.3408E-35,2.54E-13,0.223233105,0.101503901,0.005267152,3.5598E-55,1.69E-11,0.106771053
259.4576,88.8655,94.52432,97.08852,0.41643489,0.240461227,0.13936322,0.357863564,0.056310629,4.64364E-24,4.30E-10,0.414174193,0.212445558,0.018954231,2.9714E-35,3.15E-13,0.231399789,0.10556069,0.005637734,9.25001E-55,1.94E-11,0.111198424
260.41251,88.48251,94.28847,96.9499,0.425100538,0.237193938,0.122492697,0.364434434,0.061780753,9.18505E-24,5.22E-10,0.426215187,0.219225785,0.020507041,6.58497E-35,3.89E-13,0.239732826,0.109731289,0.006034293,2.40356E-54,2.22E-11,0.115765582
261.36743,88.05363,94.07132,96.85458,0.456271014,0.265531687,0.099830875,0.3708619,0.067764031,1.8168E-23,6.35E-10,0.438625932,0.226045736,0.022185565,1.45932E-34,4.81E-13,0.248231301,0.114015158,0.006458645,6.24555E-54,2.55E-11,0.120473804
262.32234,87.61111,93.78135,96.75924,0.472141454,0.270490217,0.113512649,0.377134023,0.074304768,3.59361E-23,7.71E-10,0.451438791,0.232894692,0.023999686,3.23403E-34,5.95E-13,0.256894378,0.118411253,0.006912715,1.62287E-53,2.92E-11,0.125323968
263.27726,87.15192,93.55473,96.63779,0.487378492,0.275506397,0.142635813,0.38323889,0.081450636,7.10815E-23,9.37E-10,0.464689527,0.23976202,0.025960096,7.16707E-34,7.35E-13,0.265722117,0.122918367,0.007398575,4.21696E-53,3.35E-11,0.130316942
264.23217,86.6803,93.25518,96.48683,0.489043553,0.291188339,0.146232973,0.389163994,0.089252193,1.40598E-22,1.14E-09,0.478416189,0.246636668,0.028078197,1.58831E-33,9.09E-13,0.274714865,0.127534757,0.00791842,1.09575E-52,3.84E-11,0.135453176
265.18709,86.21793,92.99861,96.35851,0.50611846,0.28564855,0.132451569,0.394896631,0.097763509,2.78103E-22,1.38E-09,0.492660142,0.253507797,0.030366309,3.51992E-33,1.12E-12,0.283874106,0.132258503,0.008474616,2.84727E-52,4.40E-11,0.140733119
266.142,85.7137,92.70964,96.23387,0.529376953,0.292774801,0.143750945,0.400423267,0.107041501,5.50083E-22,1.68E-09,0.50746477,0.260364277,0.032837547,7.80056E-33,1.39E-12,0.293201825,0.137087122,0.009069666,7.39844E-52,5.04E-11,0.146156788
267.09692,85.20691,92.43946,96.08397,0.53576499,0.299979669,0.148065488,0.405729865,0.117146586,1.08806E-21,2.04E-09,0.522876453,0.267195324,0.035506066,1.72871E-32,1.72E-12,0.30270139,0.14201795,0.009706268,1.92246E-51,5.78E-11,0.151724218
268.05183,84.69048,92.13673,95.95109,0.568228442,0.323039192,0.155432597,0.41080125,0.128141771,2.15217E-21,2.48E-09,0.538943023,0.27398999,0.038386902,3.83104E-32,2.12E-12,0.312376892,0.147047738,0.010387274,4.99538E-51,6.63E-11,0.157435013
269.00675,84.12169,91.82251,95.78712,0.597854271,0.336019473,0.160302166,0.415621354,0.140093297,4.25699E-21,3.02E-09,0.555714653,0.280737794,0.041496255,8.49011E-32,2.63E-12,0.322234049,0.152173064,0.011115759,1.29803E-50,7.59E-11,0.163288822
269.96166,83.54868,91.49499,95.64494,0.601231517,0.337935864,0.156437968,0.420172583,0.153069424,8.42027E-21,3.67E-09,0.573242011,0.287428213,0.044851295,1.88151E-31,3.25E-12,0.332279508,0.15738991,0.01189497,3.37285E-50,8.70E-11,0.169284879
270.91658,82.97344,91.17711,95.48835,0.61474588,0.345601508,0.174549623,0.424435984,0.16714104,1.66553E-20,4.46E-09,0.591577028,0.294051296,0.048470484,4.16969E-31,4.02E-12,0.34252178,0.1626941,0.012728405,8.76423E-50,9.98E-11,0.175422505
271.87149,82.37462,90.83495,95.31158,0.633852192,0.358078993,0.183225742,0.428390614,0.182380054,3.29439E-20,5.42E-09,0.610770674,0.300597154,0.052373339,9.24054E-31,4.96E-12,0.352970493,0.16808087,0.013619761,2.27733E-49,1.14E-10,0.181700631
272.82641,81.76289,90.49324,95.13842,0.653759828,0.365100597,0.185780957,0.432013634,0.198859941,6.51629E-20,6.58E-09,0.630873582,0.307056553,0.056580791,2.04783E-30,6.14E-12,0.363637344,0.173545319,0.014573015,5.91756E-49,1.31E-10,0.188118334
273.78132,81.12605,90.13767,94.95677,0.667342117,0.383699013,0.185294005,0.435279709,0.216653668,1.28891E-19,8.00E-09,0.651933385,0.313420404,0.061114899,4.53824E-30,7.59E-12,0.374535303,0.179081977,0.015592367,1.53764E-48,1.50E-10,0.194674344
274.73624,80.48838,89.76044,94.78454,0.683212723,0.387688918,0.181654918,0.438161034,0.235834146,2.54946E-19,9.72E-09,0.67399519,0.319680329,0.06599925,1.00574E-29,9.38E-12,0.385679578,0.184685275,0.016682334,3.9955E-48,1.72E-10,0.201367609
275.69115,79.82123,89.39725,94.60984,0.712246569,0.402580218,0.197729563,0.440626799,0.256471629,5.0428E-19,1.18E-08,0.69709844,0.325828149,0.071258612,2.22884E-29,1.16E-11,0.397086761,0.190349102,0.017847685,1.03821E-47,1.97E-10,0.208196787
276.64607,79.12811,88.99158,94.40691,0.743642197,0.429797443,0.212285909,0.44264319,0.278634059,9.97464E-19,1.44E-08,0.721277263,0.331856423,0.076919373,4.93941E-29,1.43E-11,0.408775796,0.1960673,0.019093542,2.69774E-47,2.26E-10,0.215160842
277.60098,78.401,88.57641,94.20441,0.761072977,0.433127564,0.216417145,0.444172976,0.3023839,1.97297E-18,1.74E-08,0.746556893,0.337757932,0.08300912,1.09463E-28,1.77E-11,0.420767051,0.20183321,0.020425309,7.0099E-47,2.59E-10,0.222258519
278.5559,77.67459,88.16438,93.99359,0.778708147,0.44230644,0.228957594,0.445175538,0.327778419,3.90252E-18,2.12E-08,0.772953979,0.343526184,0.089557119,2.42586E-28,2.19E-11,0.433083303,0.207640182,0.021848787,1.8215E-46,2.97E-10,0.22948897
279.51081,76.9138,87.73168,93.76714,0.804474703,0.461632666,0.233554838,0.445606691,3.55E-01,7.71911E-18,2.57E-08,0.800472684,0.349154905,0.096593802,5.376E-28,2.71E-11,0.445748707,0.213481124,0.02337009,4.73304E-46,3.41E-10,0.236851215
280.46573,76.13818,87.28274,93.54754,0.829456115,0.479472044,0.226742677,0.445418827,3.84E-01,1.52684E-17,3.13E-08,0.829105141,0.354638501,0.104151291,1.1914E-27,3.35E-11,0.458789792,0.219349014,0.024995778,1.22986E-45,3.90E-10,0.244344793
281.42064,75.32968,86.81597,93.3341,0.871946585,0.497803422,0.231125244,0.444561116,4.14E-01,3.02E-17,3.80E-08,0.858827475,0.359971554,0.112262769,2.64028E-27,4.14E-11,0.472234323,0.225236454,0.026732753,3.19572E-45,4.47E-10,0.251969207
282.37556,74.47291,86.33202,93.10613,0.894231408,0.509872623,0.243969386,0.442979915,4.47E-01,5.97E-17,4.62E-08,0.889600714,0.365149244,0.120963045,5.85123E-27,5.12E-11,0.486112289,0.231136186,0.028588415,8.30397E-45,5.13E-10,0.259724602
283.33047,73.62185,85.8422,92.86816,0.945371818,0.518800072,0.265280072,0.440619522,4.81E-01,1.18E-16,5.61E-08,0.921367103,0.370166855,0.130287789,1.2967E-26,6.34E-11,0.500454644,0.237040647,0.030570542,2.15773E-44,5.88E-10,0.26761119
284.28539,72.66741,85.3412,92.59949,0.965316106,0.52841878,0.275893637,0.43742302,5.17E-01,2.34E-16,6.82E-08,0.954051905,0.375020148,0.140274141,2.87367E-26,7.83E-11,0.51529429,0.24294249,0.032687463,5.60679E-44,6.74E-10,0.275629954
285.2403,71.77826,84.83301,92.34125,0.98106088,0.550671953,0.280506589,0.433333797,5.54E-01,4.62E-16,8.29E-08,0.987560494,0.379704879,0.150959776,6.36841E-26,9.69E-11,0.530664655,0.248834132,0.034947918,1.45689E-43,7.72E-10,0.283782051
286.19522,70.79375,84.28951,92.06377,1.000277351,0.578486092,0.28550706,0.428296966,5.93E-01,9.14E-16,1.01E-07,1.021781506,0.384217126,0.162383554,1.41133E-25,1.20E-10,0.54660068,0.254708284,0.037361256,3.78567E-43,8.85E-10,0.292069541
287.15013,69.8679,83.7282,91.79598,0.996538818,0.582496899,0.292743269,0.422261802,6.34E-01,1.81E-15,1.22E-07,1.056585216,0.388552814,0.174584398,3.12767E-25,1.48E-10,0.563137212,0.260557492,0.03993727,9.83683E-43,1.01E-09,0.300494764
288.10505,68.89053,83.17704,91.50468,1.061487347,0.598362269,0.303451084,0.415183781,6.77E-01,3.58E-15,1.49E-07,1.09182841,0.392707998,0.187601979,6.93136E-25,1.83E-10,0.580309977,0.26637467,0.042686422,2.55606E-42,1.16E-09,0.309061092
289.05996,67.84064,82.58543,91.21644,1.092379987,0.629595252,0.308205409,0.407027894,7.20E-01,7.08E-15,1.81E-07,1.127354349,0.396678396,2.01E-01,1.53607E-24,2.26E-10,0.598153769,0.272152634,0.045619645,6.64177E-42,1.33E-09,0.31777228
290.01488,66.80427,81.97462,90.91606,1.103396732,0.654021637,0.326128564,0.397771088,7.65E-01,1.40E-14,2.20E-07,1.162999404,0.400459619,2.16E-01,3.40415E-24,2.80E-10,0.616703411,0.277884631,0.048748603,1.72584E-41,1.53E-09,0.326633235
290.96979,65.73334,81.33636,90.59359,1.145180337,0.667823841,0.341412567,0.387406089,8.11E-01,2.77E-14,2.67E-07,1.198594482,0.404046715,2.32E-01,7.54401E-24,3.46E-10,0.635991711,0.283563879,0.052085457,4.48448E-41,1.75E-09,0.335649338
291.92471,64.61717,80.69919,90.26402,1.174204015,0.67314895,0.346292608,0.375943647,8.58E-01,5.48E-14,3.24E-07,1.233972914,0.407434348,2.49E-01,1.67186E-23,4.28E-10,0.656050415,0.289184076,0.055643154,1.16528E-40,2.01E-09,0.344827231
292.87962,63.49081,80.05076,89.93223,1.204012795,0.699674732,0.354246154,0.363416064,9.06E-01,1.08E-13,3.94E-07,1.268972605,0.410616344,2.66E-01,3.70504E-23,5.29E-10,0.676907918,0.294738948,0.059435159,3.0279E-40,2.30E-09,0.354174109
293.83454,62.31771,79.36293,89.58747,1.249875755,0.719242021,0.374415594,0.349878255,9.54E-01,2.14E-13,4.79E-07,1.303444015,0.413585819,2.85E-01,8.21E-23,6.54E-10,0.698590213,0.300222744,0.063475771,7.86787E-40,2.64E-09,0.363698518
294.78945,61.10376,78.67713,89.21716,1.283470193,0.733395039,0.384955744,0.33540988,1.00E+00,4.24E-13,5.82E-07,1.337251762,0.41633473,3.05E-01,1.82E-22,8.09E-10,0.721118353,0.305629786,0.06777982,2.04442E-39,3.02E-09,0.373409609
295.74437,59.8665,77.96227,88.85227,1.298906202,0.772943269,0.38856865,0.320114126,1.05E+00,8.38E-13,7.07E-07,1.370281174,0.418853941,3.26E-01,4.03E-22,1.00E-09,0.744509429,0.310954942,0.072363011,5.31234E-39,3.46E-09,0.383317956
296.69928,58.62307,77.20094,88.47506,1.317755949,0.791525977,0.399920386,0.304117467,1.10E+00,1.66E-12,8.59E-07,1.402437968,0.421132789,3.48E-01,8.94E-22,1.24E-09,0.768773786,0.316193188,0.077241571,1.38038E-38,3.97E-09,0.393434763
297.6542,57.34981,76.45059,88.08849,1.382762075,0.802254737,0.404025485,0.287565515,1.15E+00,3.28E-12,1.04E-06,1.43365212,0.423159085,3.71E-01,1.98E-21,1.53E-09,0.793916072,0.321340061,0.082432633,3.58686E-38,4.55E-09,0.403772699
298.60911,55.98223,75.66877,87.70344,1.456050937,0.831592273,0.409188221,0.270620152,1.19E+00,6.49E-12,1.27E-06,1.463874832,0.424918697,3.95E-01,4.39E-21,1.89E-09,0.819932256,0.32639122,0.087953826,9.32023E-38,5.21E-09,0.414345051
299.56403,54.569,74.86239,87.30701,1.464041219,0.85812357,0.437882025,0.253452829,1.24E+00,1.28E-11,1.54E-06,1.493079428,0.426395489,4.20E-01,9.73E-21,2.34E-09,0.846810799,0.331342881,0.093823694,2.42183E-37,5.98E-09,0.425166581
300.51894,53.18616,74.0299,86.86716,1.464549115,0.880874166,0.453925254,0.236239911,1.29E+00,2.54E-11,1.87E-06,1.521255961,0.427570942,4.47E-01,2.16E-20,2.89E-09,0.874529549,0.336191389,0.100061221,6.29297E-37,6.85E-09,0.436252616
301.47386,51.77196,73.18007,86.44009,1.456763041,0.893938225,0.470136205,0.219154883,1.33E+00,5.02E-11,2.28E-06,1.548410013,0.428424041,4.75E-01,4.78E-20,3.57E-09,0.903057122,0.340933622,0.106686293,1.6352E-36,7.85E-09,0.447619923
302.42877,50.40399,72.32263,85.96928,1.521820847,0.91051553,0.474911474,0.202363627,1.37E+00,9.93E-11,2.77E-06,1.574556323,0.428930957,5.03E-01,1.06E-19,4.42E-09,0.93234978,0.345566578,0.113719144,4.24897E-36,9.00E-09,0.459285731
303.38369,48.86554,71.44114,85.53309,1.641329491,0.94595866,0.480728777,0.186017491,1.41E+00,1.96E-10,3.36E-06,1.599717088,0.429064913,5.33E-01,2.35E-19,5.46E-09,0.962353134,0.350087751,0.121180863,1.10408E-35,1.03E-08,0.471268624
304.3386,47.26933,70.51601,85.05117,1.654183971,0.980830692,0.500280153,0.170250227,1.45E+00,3.88E-10,4.09E-06,1.623916234,0.428795979,5.64E-01,5.20E-19,6.75E-09,0.992999142,0.354494725,0.129092752,2.86888E-35,1.18E-08,0.483587489
305.29352,45.70633,69.56792,84.57764,1.635046042,1.00945119,0.515726635,0.155173449,1.49E+00,7.68E-10,4.96E-06,1.647178664,0.428090965,5.96E-01,1.15E-18,8.35E-09,1.024208273,0.358785528,0.137476881,7.45468E-35,1.35E-08,0.496262422
306.24843,44.14667,68.58813,84.06622,1.648031423,1.034788391,0.537147277,0.140876153,1.53E+00,1.52E-09,6.03E-06,1.669526201,0.426913408,6.29E-01,2.55E-18,1.03E-08,1.055886807,0.362958235,0.146355341,1.93705E-34,1.55E-08,0.509313591
307.20335,42.55887,67.59165,83.55178,1.685202465,1.057172699,0.552452384,0.127423015,1.56E+00,3.00E-09,7.33E-06,1.690978378,0.425223578,6.63E-01,5.66E-18,1.28E-08,1.0879296,0.36701129,1.56E-01,5.03336E-34,1.78E-08,0.522762161
308.15826,40.92822,66.56911,83.01113,1.731792756,1.085546804,0.566196991,0.114856329,1.60E+00,5.94E-09,8.91E-06,1.711550173,0.42297878,6.97E-01,1.25E-17,1.58E-08,1.120217898,0.370943122,1.66E-01,1.30789E-33,2.04E-08,0.536629056
309.11318,39.25144,65.51844,82.47044,1.753292164,1.105229287,0.575396811,0.103196588,1.63E+00,1.18E-08,1.08E-05,1.731254051,0.420133585,7.32E-01,2.78E-17,1.95E-08,1.152622845,0.37475244,1.76E-01,3.39849E-33,2.34E-08,0.550935911
