temperature;rate_3;rate_5;rate_10;rate_3_diff;rate_5_diff;rate_10_diff;rate_3_diff_reaction_0;rate_3_diff_reaction_1;rate_3_diff_reaction_2;rate_3_diff_reaction_3;rate_3_diff_reaction_4;rate_3_diff_reaction_5;rate_3_diff_reaction_6;rate_3_diff_cumulative;rate_5_diff_reaction_0;rate_5_diff_reaction_1;rate_5_diff_reaction_2;rate_5_diff_reaction_3;rate_5_diff_reaction_4;rate_5_diff_reaction_5;rate_5_diff_reaction_6;rate_5_diff_cumulative;rate_10_diff_reaction_0;rate_10_diff_reaction_1;rate_10_diff_reaction_2;rate_10_diff_reaction_3;rate_10_diff_reaction_4;rate_10_diff_reaction_5;rate_10_diff_reaction_6;rate_10_diff_cumulative
444.13919;38.24908;40.14729;39.64395;0.007968785;0.015714154;0.006608806;3.29E-16;1.05649E-14;0;0.00E+00;4.68E-09;8.98649E-08;0;9.45E-08;1.17E-13;1.42997E-14;0;0.00E+00;5.09E-08;9.71E-09;0.00E+00;6.06E-08;2.58E-08;4.63E-11;3.04E-12;9.13E-08;5.08E-07;6.83E-08;7.57E-12;6.94E-07
445.09411;38.2423;40.13018;39.63905;0.008178587;0.018117313;0.006174456;3.29E-16;8.83293E-15;0;0.00E+00;3.79E-09;7.42415E-08;0;7.80E-08;1.00E-13;1.18128E-14;0;0.00E+00;4.20E-08;7.64856E-09;0;4.97E-08;2.32E-08;3.95E-11;2.46E-12;7.19E-08;4.00E-07;4.96E-08;4.00E-12;5.45E-07
446.04902;38.23823;40.11914;39.63242;0.00903556;0.018407027;0.00683626;1.64E-16;7.27418E-15;0;0.00E+00;3.08E-09;6.13344E-08;0;6.44E-08;8.54E-14;9.79217E-15;0;0.00E+00;3.47E-08;6.02423E-09;0;4.07E-08;2.09E-08;3.37E-11;1.99E-12;5.67E-08;3.15E-07;3.61E-08;2.12E-12;4.29E-07
447.00394;38.23248;40.10698;39.62477;0.009148408;0.016174691;0.006612236;1.64E-16;6.06182E-15;0;0.00E+00;2.49E-09;5.06712E-08;0;5.32E-08;7.28E-14;8.08242E-15;0;0.00E+00;2.87E-08;4.74485E-09;0;3.34E-08;1.88E-08;2.87E-11;1.61E-12;4.46E-08;2.48E-07;2.63E-08;1.12E-12;3.38E-07
447.95885;38.22292;40.08138;39.61713;0.007999195;0.014595109;0.006318879;1.64E-16;5.02265E-15;0;0.00E+00;2.02E-09;4.18619E-08;0;4.39E-08;6.22E-14;6.68354E-15;0;0.00E+00;2.37E-08;3.73718E-09;0;2.74E-08;1.69E-08;2.45E-11;1.30E-12;3.52E-08;1.96E-07;1.91E-08;5.93E-13;2.67E-07
448.91377;38.21194;40.07236;39.61387;0.008125798;0.014002195;0.006441017;1.64E-16;4.15668E-15;0;0.00E+00;1.64E-09;3.4584E-08;0;3.62E-08;5.30E-14;5.51781E-15;0;0.00E+00;1.96E-08;2.94351E-09;0;2.25E-08;1.52E-08;2.09E-11;1.05E-12;2.77E-08;1.54E-07;1.39E-08;3.14E-13;2.11E-07
449.86868;38.1945;40.0538;39.60917;0.008452274;0.014782872;0.006891256;1.64E-16;3.2907E-15;0;0.00E+00;1.33E-09;2.85715E-08;0;2.99E-08;4.52E-14;4.58522E-15;0;0.00E+00;1.62E-08;2.31839E-09;0;1.85E-08;1.36E-08;1.78E-11;8.52E-13;2.18E-08;1.21E-07;1.01E-08;1.66E-13;1.67E-07
450.8236;38.19391;40.03447;39.59985;0.008944745;0.016931103;0.007433601;1.64E-16;2.77112E-15;0;0.00E+00;1.08E-09;2.36042E-08;0;2.47E-08;3.85E-14;3.73035E-15;0;0.00E+00;1.34E-08;1.82603E-09;0;1.52E-08;1.23E-08;1.52E-11;6.89E-13;1.72E-08;9.56E-08;7.35E-09;8.78E-14;1.32E-07
451.77851;38.18709;40.02758;39.59252;0.009001134;0.016799154;0.008595939;0.00E+00;2.25153E-15;0;0.00E+00;8.72E-10;1.95006E-08;0;2.04E-08;3.29E-14;3.10862E-15;0;0.00E+00;1.10E-08;1.43824E-09;0;1.25E-08;1.10E-08;1.30E-11;5.57E-13;1.35E-08;7.53E-08;5.35E-09;4.65E-14;1.05E-07
452.73343;38.18025;40.02008;39.58673;0.008194255;0.018086762;0.008615265;0.00E+00;1.90514E-15;0;0.00E+00;7.07E-10;1.61103E-08;0;1.68E-08;2.81E-14;2.56462E-15;0;0.00E+00;9.12E-09;1.13279E-09;0;1.03E-08;9.92E-09;1.11E-11;4.51E-13;1.07E-08;5.93E-08;3.89E-09;2.46E-14;8.38E-08
