temperature;rate_3;rate_5;rate_10;rate_3_diff;rate_5_diff;rate_10_diff;rate_3_diff_reaction_0;rate_3_diff_reaction_1;rate_3_diff_reaction_2;rate_3_diff_reaction_3;rate_3_diff_reaction_4;rate_3_diff_reaction_5;rate_3_diff_reaction_6;rate_3_diff_reaction_7;rate_3_diff_cumulative;rate_5_diff_reaction_0;rate_5_diff_reaction_1;rate_5_diff_reaction_2;rate_5_diff_reaction_3;rate_5_diff_reaction_4;rate_5_diff_reaction_5;rate_5_diff_reaction_6;rate_5_diff_reaction_7;rate_5_diff_cumulative;rate_10_diff_reaction_0;rate_10_diff_reaction_1;rate_10_diff_reaction_2;rate_10_diff_reaction_3;rate_10_diff_reaction_4;rate_10_diff_reaction_5;rate_10_diff_reaction_6;rate_10_diff_reaction_7;rate_10_diff_cumulative
438.17962;38.26268;39.59644;38.61154;0;0.008550299;0.009051741;0.00E+00;0.00E+00;0;0.00E+00;0.00E+00;1.91E-08;4.15E-08;3.66E-16;6.06E-08;7.55E-13;1.99E-13;0;0.00E+00;0.00E+00;1.95E-07;8.28E-06;2.46E-11;8.48E-06;1.42E-14;1.04E-07;0.00E+00;9.33E-17;4.06E-14;1.05E-04;7.97E-04;1.44E-04;1.05E-03
439.13453;38.26268;39.5904;38.60146;0;0.010796322;0.00790318;0.00E+00;0.00E+00;0;0.00E+00;0.00E+00;1.63E-08;3.42E-08;2.00E-16;5.06E-08;6.65E-13;1.70E-13;0;0.00E+00;0.00E+00;1.61E-07;6.84E-06;1.24E-11;7.01E-06;1.21E-14;9.46E-08;0.00E+00;4.66E-17;2.39E-14;8.66E-05;6.29E-04;6.95E-05;7.85E-04
440.08945;38.26268;39.57944;38.59556;0;0.010425329;0.007190627;0.00E+00;0.00E+00;0;0.00E+00;0.00E+00;1.39E-08;2.83E-08;1.33E-16;4.22E-08;5.85E-13;1.45E-13;0;0.00E+00;0.00E+00;1.33E-07;5.65E-06;6.28E-12;5.79E-06;1.03E-14;8.59E-08;0.00E+00;4.66E-17;1.41E-14;7.16E-05;4.96E-04;3.34E-05;6.01E-04
441.04436;38.26268;39.57415;38.58995;0;0.009111712;0.006318882;0.00E+00;0.00E+00;0;0.00E+00;0.00E+00;1.19E-08;2.34E-08;6.66E-17;3.52E-08;5.15E-13;1.23E-13;0;0.00E+00;0.00E+00;1.10E-07;4.67E-06;3.17E-12;4.78E-06;8.83E-15;7.81E-08;0.00E+00;4.66E-17;8.31E-15;5.92E-05;3.91E-04;1.60E-05;4.66E-04
441.99928;38.26268;39.56209;38.58686;0;0.008274664;0.00519557;0.00E+00;0.00E+00;0;0.00E+00;0.00E+00;1.01E-08;1.93E-08;3.33E-17;2.94E-08;4.54E-13;1.05E-13;0;0.00E+00;0.00E+00;9.09E-08;3.86E-06;1.60E-12;3.95E-06;7.52E-15;7.10E-08;0.00E+00;0.00E+00;4.90E-15;4.89E-05;3.08E-04;7.70E-06;3.65E-04
442.95419;38.26268;39.5511;38.57603;0;0.007251197;0.004178025;0.00E+00;0.00E+00;0;0.00E+00;0.00E+00;8.63E-09;1.60E-08;3.33E-17;2.46E-08;3.99E-13;8.97E-14;0;0.00E+00;0.00E+00;7.51E-08;3.19E-06;8.11E-13;3.26E-06;6.40E-15;6.45E-08;0.00E+00;0.00E+00;2.88E-15;4.04E-05;2.43E-04;3.70E-06;2.87E-04
443.90911;38.26268;39.53905;38.57031;0;0.008157358;0.004086327;0.00E+00;0.00E+00;0;0.00E+00;0.00E+00;7.36E-09;1.31789E-08;0;2.05E-08;3.52E-13;7.65E-14;0;0.00E+00;0.00E+00;6.21E-08;2.63E-06;4.10E-13;2.70E-06;5.47E-15;5.87E-08;0.00E+00;0.00E+00;1.71E-15;3.34E-05;1.91E-04;1.77E-06;2.27E-04
444.86402;38.26268;39.52932;38.57014;0;0.008271312;0.004691153;0.00E+00;0.00E+00;0;0.00E+00;0.00E+00;6.28E-09;1.08878E-08;0;1.72E-08;3.10E-13;6.53E-14;0;0.00E+00;0.00E+00;5.13E-08;2.18E-06;2.07E-13;2.23E-06;4.66E-15;5.33E-08;0.00E+00;0.00E+00;9.59E-16;2.76E-05;1.51E-04;8.51E-07;1.79E-04
445.81894;38.26268;39.53447;38.5663;0;0.00796446;0.004861189;0.00E+00;0.00E+00;0;0.00E+00;0.00E+00;5.35E-09;8.99487E-09;0;1.43E-08;2.73E-13;5.56E-14;0;0.00E+00;0.00E+00;4.24E-08;1.80E-06;1.05E-13;1.84E-06;3.98E-15;4.85E-08;0.00E+00;0.00E+00;5.33E-16;2.28E-05;1.19E-04;4.08E-07;1.42E-04
446.77385;38.26268;39.53069;38.56318;0;0.00692824;0.005368174;0.00E+00;0.00E+00;0;0.00E+00;0.00E+00;4.56E-09;7.43109E-09;0;1.20E-08;2.40E-13;4.75E-14;0;0.00E+00;0.00E+00;3.50E-08;1.49E-06;5.30E-14;1.52E-06;3.36E-15;4.40E-08;0.00E+00;0.00E+00;3.20E-16;1.88E-05;9.36E-05;1.96E-07;1.13E-04
447.72877;38.26268;39.52123;38.56032;0;0.007305443;0.004489169;0.00E+00;0.00E+00;0;0.00E+00;0.00E+00;3.89E-09;6.13916E-09;0;1.00E-08;2.11E-13;4.05E-14;0;0.00E+00;0.00E+00;2.89E-08;1.23E-06;2.68E-14;1.26E-06;2.86E-15;4.00E-08;0.00E+00;0.00E+00;2.13E-16;1.55E-05;7.37E-05;9.40E-08;8.94E-05
448.68368;38.26268;39.51028;38.55414;0;0.006977741;4.38E-03;0.00E+00;0.00E+00;0;0.00E+00;0.00E+00;3.32E-09;5.07186E-09;0;8.39E-09;1.86E-13;3.45E-14;0;0.00E+00;0.00E+00;2.39E-08;1.01E-06;1.36E-14;1.04E-06;2.49E-15;3.64E-08;0.00E+00;0.00E+00;1.07E-16;1.28E-05;5.81E-05;4.51E-08;7.10E-05
449.6386;38.26268;39.49253;38.54424;0;0.00787049;0.005211463;0.00E+00;0.00E+00;0;0.00E+00;0.00E+00;2.83E-09;4.19009E-09;0;7.02E-09;1.64E-13;2.95E-14;0;0.00E+00;0.00E+00;1.97E-08;8.38E-07;6.85E-15;8.57E-07;2.11E-15;3.31E-08;0.00E+00;0.00E+00;1.07E-16;1.06E-05;4.57E-05;2.16E-08;5.64E-05
450.59351;38.26268;39.48988;38.53887;0;0.00909493;5.22E-03;0.00E+00;0.00E+00;0;0.00E+00;0.00E+00;2.42E-09;3.46163E-09;0;5.88E-09;1.44E-13;2.51E-14;0;0.00E+00;0.00E+00;1.63E-08;6.92E-07;3.44E-15;7.08E-07;1.80E-15;3.01E-08;0.00E+00;0.00E+00;0.00E+00;8.77E-06;3.60E-05;1.04E-08;4.48E-05
451.54843;38.26268;39.48838;38.53535;0;0.008297215;0.005749641;0.00E+00;0.00E+00;0;0.00E+00;0.00E+00;2.06E-09;2.85981E-09;0;4.92E-09;1.27E-13;2.14E-14;0;0.00E+00;0.00E+00;1.35E-08;5.72E-07;1.76E-15;5.85E-07;1.55E-15;2.73E-08;0.00E+00;0.00E+00;0.00E+00;7.24E-06;2.84E-05;4.98E-09;3.57E-05
452.50334;38.26268;39.48056;38.5315;0;0.006700118;0.005689227;0.00E+00;0.00E+00;0;0.00E+00;0.00E+00;1.76E-09;2.36263E-09;0;4.12E-09;1.12E-13;1.83E-14;0;0.00E+00;0.00E+00;1.11E-08;4.72E-07;8.79E-16;4.83E-07;1.31E-15;2.48E-08;0.00E+00;0.00E+00;0.00E+00;5.98E-06;2.24E-05;2.39E-09;2.84E-05
453.45826;38.26268;39.47184;38.53259;0;0.006838803;0.004577708;0.00E+00;0.00E+00;0;0.00E+00;0.00E+00;1.50E-09;1.95188E-09;0;3.45E-09;9.84E-14;1.55E-14;0;0.00E+00;0.00E+00;9.19E-09;3.90E-07;4.40E-16;3.99E-07;1.12E-15;2.26E-08;0.00E+00;0.00E+00;0.00E+00;4.94E-06;1.76E-05;1.15E-09;2.26E-05
454.41317;38.26268;39.46794;38.52706;0;0.007775451;0.004975584;0.00E+00;0.00E+00;0;0.00E+00;0.00E+00;1.28E-09;1.61254E-09;0;2.89E-09;8.67E-14;1.33E-14;0;0.00E+00;0.00E+00;7.59E-09;3.22E-07;2.20E-16;3.30E-07;9.33E-16;2.05E-08;0.00E+00;0.00E+00;0.00E+00;4.08E-06;1.39E-05;5.50E-10;1.80E-05
455.36809;38.26268;39.45588;38.51493;0;0.010068686;0.005456636;0.00E+00;0.00E+00;0;0.00E+00;0.00E+00;1.09E-09;1.33219E-09;0;2.42E-09;7.63E-14;1.13E-14;0;0.00E+00;0.00E+00;6.27E-09;2.66E-07;1.10E-16;2.73E-07;8.08E-16;1.86E-08;0.00E+00;0.00E+00;0.00E+00;3.37E-06;1.09E-05;2.64E-10;1.43E-05
456.323;38.26268;39.44673;38.50951;0;0.01130594;0.005738953;0.00E+00;0.00E+00;0;0.00E+00;0.00E+00;9.29E-10;1.10059E-09;0;2.03E-09;6.71E-14;9.64E-15;0;0.00E+00;0.00E+00;5.18E-09;2.20E-07;7.33E-17;2.25E-07;6.84E-16;1.70E-08;0.00E+00;0.00E+00;0.00E+00;2.79E-06;8.61E-06;1.27E-10;1.14E-05
457.27792;38.26268;39.43849;38.50393;0;0.011300228;0.005949197;0.00E+00;0.00E+00;0;0.00E+00;0.00E+00;7.93E-10;9.09244E-10;0;1.70E-09;5.92E-14;8.24E-15;0;0.00E+00;0.00E+00;4.28E-09;1.82E-07;3.66E-17;1.86E-07;5.60E-16;1.54E-08;0.00E+00;0.00E+00;0.00E+00;2.30E-06;6.78E-06;6.07E-11;9.10E-06
458.23283;38.26268;39.43289;38.50203;0;0.010392826;0.006234148;0.00E+00;0.00E+00;0;0.00E+00;0.00E+00;6.76E-10;7.5117E-10;0;1.43E-09;5.20E-14;6.99E-15;0;0.00E+00;0.00E+00;3.54E-09;1.50E-07;0.00E+00;1.54E-07;4.97E-16;1.40E-08;0.00E+00;0.00E+00;0.00E+00;1.90E-06;5.34E-06;2.91E-11;7.26E-06
459.18775;38.26268;39.41582;38.49929;0;0.009529927;0.004921907;0.00E+00;0.00E+00;0;0.00E+00;0.00E+00;5.77E-10;6.20576E-10;0;1.20E-09;4.59E-14;5.98E-15;0;0.00E+00;0.00E+00;2.92E-09;1.24E-07;0.00E+00;1.27E-07;4.35E-16;1.27E-08;0.00E+00;0.00E+00;0.00E+00;1.57E-06;4.20E-06;1.40E-11;5.79E-06
460.14266;38.26268;39.40415;38.48876;0;0.00869861;0.005194192;0.00E+00;0.00E+00;0;0.00E+00;0.00E+00;4.92E-10;5.12687E-10;0;1.00E-09;4.04E-14;5.13E-15;0;0.00E+00;0.00E+00;2.41E-09;1.02E-07;0.00E+00;1.05E-07;3.73E-16;1.16E-08;0.00E+00;0.00E+00;0.00E+00;1.30E-06;3.31E-06;6.71E-12;4.62E-06
461.09758;38.26268;39.39545;38.48691;0;0.008537861;0.00553757;0.00E+00;0.00E+00;0;0.00E+00;0.00E+00;4.19E-10;4.23554E-10;0;8.43E-10;3.56E-14;4.35E-15;0;0.00E+00;0.00E+00;1.99E-09;8.47E-08;0.00E+00;8.67E-08;3.11E-16;1.05E-08;0.00E+00;0.00E+00;0.00E+00;1.07E-06;2.61E-06;3.22E-12;3.69E-06
462.05249;38.26268;39.38641;38.48071;0;0.007276237;0.005721023;0.00E+00;0.00E+00;0;0.00E+00;0.00E+00;3.58E-10;3.49918E-10;0;7.08E-10;3.13E-14;3.73E-15;0;0.00E+00;0.00E+00;1.65E-09;6.99E-08;0.00E+00;7.16E-08;2.49E-16;9.56E-09;0.00E+00;0.00E+00;0.00E+00;8.86E-07;2.05E-06;1.54E-12;2.95E-06
463.00741;38.26268;39.38484;38.47445;0;0.006467094;0.005275842;0.00E+00;0.00E+00;0;0.00E+00;0.00E+00;3.05E-10;2.89084E-10;0;5.94E-10;2.76E-14;3.19E-15;0;0.00E+00;0.00E+00;1.36E-09;5.78E-08;0.00E+00;5.91E-08;2.49E-16;8.69E-09;0.00E+00;0.00E+00;0.00E+00;7.32E-07;1.62E-06;7.40E-13;2.36E-06
463.96232;38.26268;39.38446;38.4693;0;0.004704414;0.004687064;0.00E+00;0.00E+00;0;0.00E+00;0.00E+00;2.60E-10;2.38826E-10;0;4.99E-10;2.42E-14;2.72E-15;0;0.00E+00;0.00E+00;1.12E-09;4.77E-08;0.00E+00;4.89E-08;1.87E-16;7.90E-09;0.00E+00;0.00E+00;0.00E+00;6.05E-07;1.27E-06;3.55E-13;1.89E-06
464.91724;38.26268;39.37577;38.46612;0;0.004404805;0.003410773;0.00E+00;0.00E+00;0;0.00E+00;0.00E+00;2.22E-10;1.97305E-10;0;4.19E-10;2.13E-14;2.33E-15;0;0.00E+00;0.00E+00;9.29E-10;3.94E-08;0.00E+00;4.04E-08;1.87E-16;7.18E-09;0.00E+00;0.00E+00;0.00E+00;5.00E-07;1.00E-06;1.70E-13;1.51E-06
465.87215;38.26268;39.36521;38.45747;0;0.004960277;0.004067308;0.00E+00;0.00E+00;0;0.00E+00;0.00E+00;1.89E-10;1.63003E-10;0;3.52E-10;1.88E-14;1.94E-15;0;0.00E+00;0.00E+00;7.68E-10;3.26E-08;0.00E+00;3.33E-08;1.24E-16;6.52E-09;0.00E+00;0.00E+00;0.00E+00;4.13E-07;7.91E-07;8.18E-14;1.21E-06
466.82707;38.26268;39.36216;38.45877;0;0.005199223;0.004353786;0.00E+00;0.00E+00;0;0.00E+00;0.00E+00;1.61E-10;1.34664E-10;0;2.96E-10;1.65E-14;1.71E-15;0;0.00E+00;0.00E+00;6.34E-10;2.69E-08;0.00E+00;2.76E-08;1.24E-16;5.93E-09;0.00E+00;0.00E+00;0.00E+00;3.41E-07;6.23E-07;3.92E-14;9.70E-07
467.78198;38.26268;39.36065;38.45397;0;0.006008078;0.004526108;0.00E+00;0.00E+00;0;0.00E+00;0.00E+00;1.38E-10;1.11252E-10;0;2.49E-10;1.45E-14;1.40E-15;0;0.00E+00;0.00E+00;5.24E-10;2.22372E-08;0;2.28E-08;1.24E-16;5.39E-09;0.00E+00;0.00E+00;0.00E+00;2.82E-07;4.91E-07;1.88E-14;7.78E-07
468.7369;38.26268;39.3531;38.4529;0;0.005951613;0.005465587;0.00E+00;0.00E+00;0;0.00E+00;0.00E+00;1.17E-10;9.19107E-11;0;2.09E-10;1.29E-14;1.24E-15;0;0.00E+00;0.00E+00;4.33E-10;1.83712E-08;0;1.88E-08;6.22E-17;4.90E-09;0.00E+00;0.00E+00;0.00E+00;2.33E-07;3.86E-07;9.02E-15;6.24E-07
469.69181;38.26268;39.35044;38.4463;0;0.005171118;0.005783414;0.00E+00;0.00E+00;0;0.00E+00;0.00E+00;1.00E-10;7.59318E-11;0;1.76E-10;1.13E-14;1.01E-15;0;0.00E+00;0.00E+00;3.58E-10;1.51773E-08;0;1.55E-08;6.22E-17;4.45E-09;0.00E+00;0.00E+00;0.00E+00;1.92E-07;3.04E-07;4.34E-15;5.01E-07
470.64673;38.26268;39.34483;38.44203;0;0.006383241;0.006266804;0.00E+00;0.00E+00;0;0.00E+00;0.00E+00;8.54E-11;6.27308E-11;0;1.48E-10;9.91E-15;8.55E-16;0;0.00E+00;0.00E+00;2.95E-10;1.25386E-08;0;1.28E-08;6.22E-17;4.05E-09;0.00E+00;0.00E+00;0.00E+00;1.59E-07;2.40E-07;2.08E-15;4.03E-07
471.60164;38.26268;39.33512;38.43101;0;0.007049585;0.007346826;0.00E+00;0.00E+00;0;0.00E+00;0.00E+00;7.28E-11;5.18248E-11;0;1.25E-10;8.79E-15;7.77E-16;0;0.00E+00;0.00E+00;2.44E-10;1.03588E-08;0;1.06E-08;6.22E-17;3.68E-09;0.00E+00;0.00E+00;0.00E+00;1.31E-07;1.89E-07;9.81E-16;3.24E-07
472.55656;38.26268;39.33083;38.42314;0;0.00755063;0.006893733;0.00E+00;0.00E+00;0;0.00E+00;0.00E+00;6.21E-11;4.28149E-11;0;1.05E-10;7.67E-15;6.22E-16;0;0.00E+00;0.00E+00;2.02E-10;8.55786E-09;0;8.76E-09;6.22E-17;3.34E-09;0.00E+00;0.00E+00;0.00E+00;1.08E-07;1.49E-07;4.91E-16;2.60E-07
473.51147;38.26268;39.32356;38.4198;0;0.007563885;0.007258575;0.00E+00;0.00E+00;0;0.00E+00;0.00E+00;5.30E-11;3.53714E-11;0;8.83E-11;6.79E-15;5.44E-16;0;0.00E+00;0.00E+00;1.67E-10;7.07005E-09;0;7.24E-09;6.22E-17;3.04E-09;0.00E+00;0.00E+00;0.00E+00;8.96E-08;1.17E-07;2.26E-16;2.10E-07
474.46639;38.26268;39.31682;38.41162;0;0.007149164;0.006271993;0.00E+00;0.00E+00;0;0.00E+00;0.00E+00;4.52E-11;2.92219E-11;0;7.44E-11;6.00E-15;4.66E-16;0;0.00E+00;0.00E+00;1.38E-10;5.84089E-09;0;5.98E-09;6.22E-17;2.76E-09;0.00E+00;0.00E+00;0.00E+00;7.40E-08;9.22E-08;1.13E-16;1.69E-07
475.4213;38.26268;39.30964;38.4084;0;0.006931081;0.005169059;0.00E+00;0.00E+00;0;0.00E+00;0.00E+00;3.85E-11;2.41416E-11;0;6.27E-11;5.28E-15;3.89E-16;0;0.00E+00;0.00E+00;1.14E-10;4.82544E-09;0;4.94E-09;0.00E+00;2.51E-09;0.00E+00;0.00E+00;0.00E+00;6.11E-08;7.27E-08;3.77E-17;1.36E-07
476.37622;38.26268;39.2994;38.40069;0;0.00531961;0.00444911;0.00E+00;0.00E+00;0;0.00E+00;0.00E+00;3.29E-11;1.99445E-11;0;5.28E-11;4.64E-15;3.11E-16;0;0.00E+00;0.00E+00;9.39E-11;3.98652E-09;0;4.08E-09;0.00E+00;2.28E-09;0.00E+00;0.00E+00;0.00E+00;5.05E-08;5.72E-08;3.77E-17;1.10E-07
477.33113;38.26268;39.29868;38.39661;0;0.004510636;0.004618873;0.00E+00;0.00E+00;0;0.00E+00;0.00E+00;2.80E-11;1.64771E-11;0;4.45E-11;4.08E-15;3.11E-16;0;0.00E+00;0.00E+00;7.76E-11;3.29345E-09;0;3.37E-09;0.00E+00;2.07E-09;0.00E+00;0.00E+00;0.00E+00;4.17E-08;4.51E-08;0.00E+00;8.89E-08
478.28605;38.26268;39.29;38.39206;0;0.004131657;0.00458386;0.00E+00;0.00E+00;0;0.00E+00;0.00E+00;2.39E-11;1.36125E-11;0;3.75E-11;3.60E-15;2.33E-16;0;0.00E+00;0.00E+00;6.41E-11;2.72087E-09;0;2.78E-09;0.00E+00;1.89E-09;0.00E+00;0.00E+00;0.00E+00;3.45E-08;3.55E-08;0.00E+00;7.19E-08
479.24096;38.26268;39.28659;38.38648;0;0.003143266;0.004509247;0.00E+00;0.00E+00;0;0.00E+00;0.00E+00;2.04E-11;1.12459E-11;0;3.16E-11;3.20E-15;2.33E-16;0;0.00E+00;0.00E+00;5.30E-11;2.24784E-09;0;2.30E-09;0.00E+00;1.71E-09;0.00E+00;0.00E+00;0.00E+00;2.85E-08;2.80E-08;0.00E+00;5.82E-08
480.19588;38.26268;39.28659;38.38583;0;0.004088382;0.00514284;0.00E+00;0.00E+00;0;0.00E+00;0.00E+00;1.74E-11;9.29078E-12;0;2.67E-11;2.80E-15;1.55E-16;0;0.00E+00;0.00E+00;4.37E-11;1.85704E-09;0;1.90E-09;0.00E+00;1.56E-09;0.00E+00;0.00E+00;0.00E+00;2.35E-08;2.20E-08;0.00E+00;4.71E-08
481.15079;38.26268;39.27978;38.38249;0;0.005455482;0.00598069;0.00E+00;0.00E+00;0;0.00E+00;0.00E+00;1.48E-11;7.67555E-12;0;2.25E-11;2.48E-15;1.55E-16;0;0.00E+00;0.00E+00;3.61E-11;1.53419E-09;0;1.57E-09;0.00E+00;1.42E-09;0.00E+00;0.00E+00;0.00E+00;1.94E-08;1.73E-08;0.00E+00;3.82E-08
482.10571;38.26268;39.28244;38.37323;0;0.00766531;0.006367347;0.00E+00;0.00E+00;0;0.00E+00;0.00E+00;1.26E-11;6.34111E-12;0;1.90E-11;2.16E-15;1.55E-16;0;0.00E+00;0.00E+00;2.99E-11;1.26747E-09;0;1.30E-09;0.00E+00;1.29E-09;0.00E+00;0.00E+00;0.00E+00;1.61E-08;1.37E-08;0.00E+00;3.10E-08
483.06062;38.26268;39.27373;38.36835;0;0.008613153;0.006888839;0.00E+00;0.00E+00;0;0.00E+00;0.00E+00;1.08E-11;5.23871E-12;0;1.60E-11;1.92E-15;7.77E-17;0;0.00E+00;0.00E+00;2.47E-11;1.04711E-09;0;1.07E-09;0.00E+00;1.17E-09;0.00E+00;0.00E+00;0.00E+00;1.33E-08;1.08E-08;0.00E+00;2.52E-08
484.01554;38.26268;39.26204;38.36237;0;0.01039589;0.007093957;0.00E+00;0.00E+00;0;0.00E+00;0.00E+00;9.20E-12;4.32792E-12;0;1.35E-11;1.68E-15;7.77E-17;0;0.00E+00;0.00E+00;2.04E-11;8.65069E-10;0;8.85E-10;0.00E+00;1.06E-09;0.00E+00;0.00E+00;0.00E+00;1.10E-08;8.47E-09;0.00E+00;2.05E-08
484.97045;38.26268;39.25551;38.35311;0;0.011932148;0.007070754;0.00E+00;0.00E+00;0;0.00E+00;0.00E+00;7.85E-12;3.57551E-12;0;1.14E-11;1.44E-15;7.77E-17;0;0.00E+00;0.00E+00;1.68E-11;7.14674E-10;0;7.32E-10;0.00E+00;9.66E-10;0.00E+00;0.00E+00;0.00E+00;9.06E-09;6.68E-09;0.00E+00;1.67E-08
485.92537;38.26268;39.23582;38.34573;0;0.012782949;0.006711694;0.00E+00;0.00E+00;0;0.00E+00;0.00E+00;6.69E-12;2.9539E-12;0;9.65E-12;1.28E-15;7.77E-17;0;0.00E+00;0.00E+00;1.39E-11;5.90425E-10;0;6.04E-10;0.00E+00;8.78E-10;0.00E+00;0.00E+00;0.00E+00;7.48E-09;5.26E-09;0.00E+00;1.36E-08
486.88028;38.26268;39.22538;38.33738;0;0.012929489;0.006822135;0.00E+00;0.00E+00;0;0.00E+00;0.00E+00;5.71E-12;2.44034E-12;0;8.15E-12;1.12E-15;7.77E-17;0;0.00E+00;0.00E+00;1.15E-11;4.87778E-10;0;4.99E-10;0.00E+00;7.98E-10;0.00E+00;0.00E+00;0.00E+00;6.18E-09;4.14E-09;0.00E+00;1.11E-08
487.8352;38.26268;39.21554;38.33635;0;0.010258651;0.007275138;0.00E+00;0.00E+00;0;0.00E+00;0.00E+00;4.87E-12;2.01608E-12;0;6.88E-12;1.04E-15;7.77E-17;0;0.00E+00;0.00E+00;9.49E-12;4.02976E-10;0;4.12E-10;0.00E+00;7.25E-10;0.00E+00;0.00E+00;0.00E+00;5.11E-09;3.26E-09;0.00E+00;9.09E-09
488.79011;38.26268;39.20648;38.328;0;0.00875903;0.006808878;0.00E+00;0.00E+00;0;0.00E+00;0.00E+00;4.15E-12;1.66558E-12;0;5.82E-12;8.79E-16;7.77E-17;0;0.00E+00;0.00E+00;7.84E-12;3.32918E-10;0;3.41E-10;0.00E+00;6.59E-10;0.00E+00;0.00E+00;0.00E+00;4.22E-09;2.57E-09;0.00E+00;7.45E-09
489.74503;38.26268;39.19661;38.32348;0;0.008587223;0.006819559;0.00E+00;0.00E+00;0;0.00E+00;0.00E+00;3.54E-12;1.37601E-12;0;4.92E-12;7.99E-16;0.00E+00;0;0.00E+00;0.00E+00;6.48E-12;2.75038E-10;0;2.82E-10;0.00E+00;5.99E-10;0.00E+00;0.00E+00;0.00E+00;3.49E-09;2.02E-09;0.00E+00;6.11E-09
490.69994;38.26268;39.18578;38.31714;0;0.00682418;0.007461951;0.00E+00;0.00E+00;0;0.00E+00;0.00E+00;3.02E-12;1.1368E-12;0;4.16E-12;7.19E-16;0.00E+00;0;0.00E+00;0.00E+00;5.35E-12;2.27222E-10;0;2.33E-10;0.00E+00;5.45E-10;0.00E+00;0.00E+00;0.00E+00;2.88E-09;1.59E-09;0.00E+00;5.02E-09
491.65486;38.26268;39.17928;38.30647;0.005917522;0.013455631;0.013453225;0.00E+00;0.00E+00;0;0.00E+00;0.00E+00;2.58E-12;9.39157E-13;0;3.51E-12;6.39E-16;0.00E+00;0;0.00E+00;0.00E+00;4.42E-12;1.87719E-10;0;1.92E-10;0.00E+00;4.95E-10;0.00E+00;0.00E+00;0.00E+00;2.38E-09;1.26E-09;0.00E+00;4.13E-09
492.60977;38.26268;39.17951;38.29773;0;0.003801366;0.004042223;0.00E+00;0.00E+00;0;0.00E+00;0.00E+00;2.20E-12;7.75885E-13;0;2.97E-12;5.60E-16;0.00E+00;0;0.00E+00;0.00E+00;3.65E-12;1.55083E-10;0;1.59E-10;0.00E+00;4.50E-10;0.00E+00;0.00E+00;0.00E+00;1.97E-09;9.89E-10;0.00E+00;3.40E-09
493.56469;38.26268;39.17588;38.29387;0;0.011927826;0.005152318;0.00E+00;0.00E+00;0;0.00E+00;0.00E+00;1.87E-12;6.40983E-13;0;2.51E-12;4.80E-16;0.00E+00;0;0.00E+00;0.00E+00;3.02E-12;1.28122E-10;0;1.31E-10;0.00E+00;4.09E-10;0.00E+00;0.00E+00;0.00E+00;1.62E-09;7.79E-10;0.00E+00;2.81E-09
494.5196;38.26268;39.16449;38.28895;0;0.011027102;0.008597579;0.00E+00;0.00E+00;0;0.00E+00;0.00E+00;1.60E-12;5.29548E-13;0;2.13E-12;4.00E-16;0.00E+00;0;0.00E+00;0.00E+00;2.49E-12;1.05847E-10;0;1.08E-10;0.00E+00;3.72E-10;0.00E+00;0.00E+00;0.00E+00;1.34E-09;6.13E-10;0.00E+00;2.33E-09
495.47452;38.26268;39.15396;38.28074;0;0.001581301;0.004429737;0.00E+00;0.00E+00;0;0.00E+00;0.00E+00;1.36E-12;4.37493E-13;0;1.80E-12;4.00E-16;0.00E+00;0;0.00E+00;0.00E+00;2.06E-12;8.74453E-11;0;8.95E-11;0.00E+00;3.38E-10;0.00E+00;0.00E+00;0.00E+00;1.11E-09;4.83E-10;0.00E+00;1.93E-09
496.42943;38.26268;39.15245;38.27651;0;0.005948142;0;0.00E+00;0.00E+00;0;0.00E+00;0.00E+00;1.16E-12;3.61424E-13;0;1.52E-12;3.20E-16;0.00E+00;0;0.00E+00;0.00E+00;1.70E-12;7.22427E-11;0;7.39E-11;0.00E+00;3.07E-10;0.00E+00;0.00E+00;0.00E+00;9.15E-10;3.80E-10;0.00E+00;1.60E-09
497.38435;38.26268;39.14677;38.27651;-0.076927792;-0.078705271;-0.076955598;0;0;0;0;0;9.91076E-13;2.98582E-13;0;1.28966E-12;3.19744E-16;0;0;0;0;1.40598E-12;5.9683E-11;0;6.10893E-11;0;2.79203E-10;0;0;0;7.56288E-10;2.99663E-10;0;1.33515E-09
