temperature;rate_3;rate_5;rate_10;rate_3_diff;rate_5_diff;rate_10_diff;rate_3_diff_reaction_0;rate_3_diff_reaction_1;rate_3_diff_reaction_2;rate_3_diff_reaction_3;rate_3_diff_reaction_4;rate_3_diff_reaction_5;rate_3_diff_reaction_6;rate_3_diff_reaction_7;rate_3_diff_cumulative;rate_5_diff_reaction_0;rate_5_diff_reaction_1;rate_5_diff_reaction_2;rate_5_diff_reaction_3;rate_5_diff_reaction_4;rate_5_diff_reaction_5;rate_5_diff_reaction_6;rate_5_diff_reaction_7;rate_5_diff_cumulative;rate_10_diff_reaction_0;rate_10_diff_reaction_1;rate_10_diff_reaction_2;rate_10_diff_reaction_3;rate_10_diff_reaction_4;rate_10_diff_reaction_5;rate_10_diff_reaction_6;rate_10_diff_reaction_7;rate_10_diff_cumulative
85.81598;99.40396;100.37975;99.37865;0.001556848;0.002757387;0.000369676;1.36E-04;5.70E-09;6.54E-10;2.48E-11;1.04E-08;9.43E-111;2.38E-30;4.44E-32;7.46E-02;2.66E-05;4.67E-09;2.42E-12;1.41E-10;1.72E-08;2.01E-152;2.65E-33;3.11E-28;3.06E-02;2.30E-05;4.74E-10;8.75E-11;1.91E-09;2.81E-15;5.36E-113;2.15E-36;1.14E-37;1.38E-02
86.7709;99.40396;100.37975;99.37796;0.001386287;0.001615198;-0.000434628;1.45E-04;6.42E-09;7.37E-10;2.79E-11;1.13E-08;2.45E-110;3.03E-30;5.63E-32;8.73E-02;2.86E-05;5.20E-09;2.77E-12;1.56E-10;1.84E-08;6.64E-152;3.36E-33;3.76E-28;3.24E-02;2.46E-05;5.27E-10;9.72E-11;2.07E-09;3.16E-15;1.19E-112;2.73E-36;1.44E-37;1.50E-02
87.72581;99.40396;100.37747;99.37583;0.000632805;2.34357E-05;-0.001001883;1.54E-04;7.23E-09;8.31E-10;3.15E-11;1.22E-08;6.37E-110;3.84E-30;7.15E-32;1.01E-01;3.08E-05;5.78E-09;3.17E-12;1.71E-10;1.97E-08;2.19E-151;4.27E-33;4.55E-28;3.41E-02;2.64E-05;5.86E-10;1.08E-10;2.24E-09;3.56E-15;2.63E-112;3.46E-36;1.83E-37;1.61E-02
88.68073;99.40396;100.37257;99.37659;0.001156693;-0.001407586;-0.001332455;1.64E-04;8.15E-09;9.36E-10;3.55E-11;1.32E-08;1.65E-109;4.88E-30;9.08E-32;1.15E-01;3.31E-05;6.42E-09;3.64E-12;1.88E-10;2.11E-08;7.23E-151;5.42E-33;5.51E-28;3.58E-02;2.82E-05;6.52E-10;1.20E-10;2.43E-09;4.01E-15;5.84E-112;4.40E-36;2.33E-37;1.73E-02
89.63564;99.40396;100.37333;99.3811;0.001174122;-0.002549854;-0.001077242;1.75E-04;9.18E-09;1.05E-09;3.99E-11;1.43E-08;4.30E-109;6.19E-30;1.15E-31;1.29E-01;3.56E-05;7.14E-09;4.17E-12;2.07E-10;2.26E-08;2.38E-150;6.88E-33;6.67E-28;3.74E-02;3.02E-05;7.24E-10;1.34E-10;2.63E-09;4.52E-15;1.29E-111;5.58E-36;2.95E-37;1.85E-02
90.59056;99.40007;100.37319;99.38284;-0.000219046;-0.003400807;-0.001618131;1.87E-04;1.03E-08;1.19E-09;4.50E-11;1.55E-08;1.12E-108;7.86E-30;1.46E-31;1.43E-01;3.84E-05;7.94E-09;4.78E-12;2.28E-10;2.42E-08;7.87E-150;8.74E-33;8.07E-28;3.90E-02;3.24E-05;8.06E-10;1.49E-10;2.84E-09;5.10E-15;2.87E-111;7.09E-36;3.75E-37;1.96E-02
91.54547;99.39845;100.37628;99.38282;0.001062153;-0.003579564;-0.002615324;1.99E-04;1.17E-08;1.34E-09;5.07E-11;1.68E-08;2.90E-108;9.99E-30;1.86E-31;1.56E-01;4.13E-05;8.83E-09;5.48E-12;2.51E-10;2.59E-08;2.60E-149;1.11E-32;9.77E-28;4.05E-02;3.47E-05;8.96E-10;1.65E-10;3.08E-09;5.74E-15;6.35E-111;9.00E-36;4.76E-37;2.07E-02
92.50039;99.3978;100.39071;99.38246;0.002544068;-0.003713577;-0.002151991;2.12E-04;1.31E-08;1.51E-09;5.71E-11;1.82E-08;7.54E-108;1.27E-29;2.36E-31;0.167960625;4.44E-05;9.82E-09;6.28E-12;2.76E-10;2.77E-08;8.56E-149;1.41E-32;1.18E-27;4.20E-02;3.71E-05;9.96E-10;1.84E-10;3.33E-09;6.47E-15;1.41E-110;1.14E-35;6.04E-37;2.18E-02
93.4553;99.39715;100.39674;99.38565;0.003787689;-0.003216113;-0.001019902;2.26E-04;1.48E-08;1.70E-09;6.44E-11;1.97E-08;1.96E-107;1.61E-29;2.99E-31;0.178686446;4.78E-05;1.09E-08;7.20E-12;3.04E-10;2.97E-08;2.82E-148;1.79E-32;1.43E-27;4.32E-02;3.97E-05;1.11E-09;2.04E-10;3.61E-09;7.29E-15;3.12E-110;1.45E-35;7.67E-37;2.27E-02
94.41022;99.39651;100.39562;99.38735;0.004254687;-0.002249383;-0.000158038;2.41E-04;1.67E-08;1.92E-09;7.26E-11;2.13E-08;5.09E-107;2.04E-29;3.80E-31;0.1879652;5.15E-05;1.21E-08;8.25E-12;3.34E-10;3.17E-08;9.32E-148;2.27E-32;1.73E-27;4.44E-02;4.25E-05;1.23E-09;2.27E-10;3.91E-09;8.22E-15;6.92E-110;1.84E-35;9.74E-37;2.36E-02
95.36513;99.39553;100.39449;99.38902;0.004574492;-0.000811483;5.19152E-05;2.57E-04;1.88E-08;2.16E-09;8.18E-11;2.30E-08;1.32E-106;2.59E-29;4.83E-31;0.195725503;5.54E-05;1.35E-08;9.45E-12;3.68E-10;3.40E-08;3.07E-147;2.88E-32;2.10E-27;4.54E-02;4.55E-05;1.37E-09;2.53E-10;4.23E-09;9.26E-15;1.53E-109;2.34E-35;1.24E-36;2.44E-02
96.32005;99.38883;100.39336;99.39111;0.004536407;2.33E-04;0.000494308;2.73E-04;2.12E-08;2.43E-09;9.21E-11;2.50E-08;3.44E-106;3.29E-29;6.13E-31;0.201958423;5.96E-05;1.50E-08;1.08E-11;4.04E-10;3.64E-08;1.01E-146;3.66E-32;2.54E-27;4.62E-02;4.87E-05;1.52E-09;2.81E-10;4.58E-09;1.04E-14;3.40E-109;2.97E-35;1.57E-36;2.50E-02
97.27496;99.37867;100.39298;99.39155;0.004835198;0.000504784;0.001094956;2.91E-04;2.39E-08;2.74E-09;1.04E-10;2.70E-08;8.93E-106;4.18E-29;7.78E-31;0.206693791;6.41E-05;1.67E-08;1.24E-11;4.45E-10;3.90E-08;3.35E-146;4.65E-32;3.07E-27;4.67E-02;5.22E-05;1.69E-09;3.12E-10;4.96E-09;1.18E-14;7.53E-109;3.77E-35;1.99E-36;2.55E-02
98.22988;99.36987;100.39336;99.38376;0.004995578;-0.001044716;0.001650052;3.11E-04;2.69E-08;3.09E-09;1.17E-10;2.93E-08;2.32E-105;5.31E-29;9.88E-31;0.209978559;6.90E-05;1.86E-08;1.42E-11;4.89E-10;4.17E-08;1.10E-145;5.90E-32;3.72E-27;4.71E-02;5.59E-05;1.88E-09;3.47E-10;5.38E-09;1.32E-14;1.67E-108;4.79E-35;2.53E-36;2.58E-02
99.18479;99.36848;100.39449;99.38212;0.004063854;-0.002299104;1.61E-03;3.31E-04;3.03E-08;3.48E-09;1.32E-10;3.17E-08;6.03E-105;6.74E-29;1.25E-30;0.211858049;7.43E-05;2.06E-08;1.63E-11;5.39E-10;4.47E-08;3.64E-145;7.49E-32;4.50E-27;4.73E-02;5.98E-05;2.09E-09;3.86E-10;5.82E-09;1.49E-14;3.70E-108;6.08E-35;3.21E-36;2.60E-02
100.13971;99.36894;100.39714;99.38213;0.00247743;-0.00267083;0.001852393;3.53E-04;3.41E-08;3.92E-09;1.48E-10;3.43E-08;1.57E-104;8.56E-29;1.59E-30;0.212363098;7.99E-05;2.30E-08;1.87E-11;5.92E-10;4.78E-08;1.20E-144;9.51E-32;5.45E-27;4.72E-02;6.40E-05;2.33E-09;4.30E-10;6.30E-09;1.68E-14;8.19E-108;7.71E-35;4.08E-36;2.61E-02
101.09462;99.36667;100.39676;99.38144;0.001433299;-0.002642781;0.002061469;3.76E-04;3.85E-08;4.42E-09;1.67E-10;3.72E-08;4.07E-104;1.09E-28;2.02E-30;0.211502366;8.60E-05;2.55E-08;2.14E-11;6.52E-10;5.12E-08;3.96E-144;1.21E-31;6.60E-27;4.69E-02;6.86E-05;2.59E-09;4.78E-10;6.82E-09;1.89E-14;1.82E-107;9.79E-35;5.18E-36;2.60E-02
102.04954;99.36667;100.40394;99.38004;0.001353323;-0.00285362;1.96E-03;4.01E-04;4.33E-08;4.98E-09;1.89E-10;4.02E-08;1.06E-103;1.38E-28;2.57E-30;0.20926042;9.26E-05;2.84E-08;2.46E-11;7.17E-10;5.48E-08;1.31E-143;1.53E-31;7.99E-27;4.64E-02;7.34E-05;2.88E-09;5.31E-10;7.39E-09;2.13E-14;4.02E-107;1.24E-34;6.58E-36;2.58E-02
103.00445;99.36052;100.40809;99.37935;0.002008244;-0.002213203;0.000888377;4.27E-04;4.88E-08;5.61E-09;2.12E-10;4.36E-08;2.75E-103;1.75E-28;3.26E-30;0.205601389;9.96E-05;3.16E-08;2.82E-11;7.89E-10;5.87E-08;4.31E-143;1.95E-31;9.67E-27;4.56E-02;7.86E-05;3.20E-09;5.91E-10;8.00E-09;2.41E-14;8.92E-107;1.58E-34;8.35E-36;2.54E-02
103.95937;99.35883;100.40809;99.37866;0.003388581;-0.000808622;0.000920593;4.55E-04;5.50E-08;6.32E-09;2.39E-10;4.72E-08;7.14E-103;2.22E-28;4.14E-30;0.200477954;1.07E-04;3.51E-08;3.23E-11;8.68E-10;6.28E-08;1.42E-142;2.47E-31;1.17E-26;4.46E-02;8.41E-05;3.56E-09;6.57E-10;8.66E-09;2.71E-14;1.98E-106;2.00E-34;1.06E-35;2.48E-02
104.91428;99.36083;100.40809;99.37658;0.004231917;0.000865308;0.000745643;4.85E-04;6.20E-08;7.12E-09;2.70E-10;5.11E-08;1.86E-102;2.82E-28;5.25E-30;0.19384639;1.15E-04;3.90E-08;3.70E-11;9.55E-10;6.72E-08;4.70E-142;3.14E-31;1.42E-26;0.043436395;9.01E-05;3.96E-09;7.30E-10;9.38E-09;3.05E-14;4.38E-106;2.55E-34;1.35E-35;2.42E-02
105.8692;99.35759;100.40732;99.37309;4.48E-03;0.002922828;0.000495703;5.17E-04;6.99E-08;8.02E-09;3.04E-10;5.53E-08;4.82E-102;3.59E-28;6.67E-30;0.185685805;1.24E-04;4.34E-08;4.24E-11;1.05E-09;7.20E-08;1.55E-141;3.98E-31;1.71E-26;0.042070125;9.64E-05;4.40E-09;8.12E-10;1.02E-08;3.44E-14;9.70E-106;3.23E-34;1.71E-35;2.34E-02
106.82411;99.34884;100.4062;99.37169;4.68E-03;0.004654753;0.000184614;5.51E-04;7.87E-08;9.04E-09;3.42E-10;5.99E-08;1.25E-101;4.55E-28;8.47E-30;0.176021509;1.34E-04;4.82E-08;4.86E-11;1.16E-09;7.71E-08;5.11E-141;5.06E-31;2.08E-26;0.040542055;1.03E-04;4.89E-09;9.03E-10;1.10E-08;3.88E-14;2.15E-105;4.10E-34;2.17E-35;2.25E-02
107.77903;99.34365;100.40545;99.37306;0.00444985;0.004048618;-0.00035569;5.87E-04;8.87E-08;1.02E-08;3.86E-10;6.48E-08;3.26E-101;5.78E-28;1.08E-29;0.164946798;1.44E-04;5.36E-08;5.57E-11;1.27E-09;8.25E-08;1.69E-140;6.42E-31;2.51E-26;0.038876054;1.10E-04;5.44E-09;1.00E-09;1.19E-08;4.37E-14;4.77E-105;5.21E-34;2.75E-35;2.16E-02
108.73394;99.34009;100.39752;99.37797;0.003437065;0.003216412;-0.00090976;6.25E-04;9.99E-08;1.15E-08;4.35E-10;7.02E-08;8.46E-101;7.34E-28;1.37E-29;0.152640683;1.55E-04;5.96E-08;6.38E-11;1.40E-09;8.83E-08;5.56E-140;8.15E-31;3.04E-26;0.037097776;1.18E-04;6.05E-09;1.12E-09;1.29E-08;4.92E-14;1.06E-104;6.61E-34;3.50E-35;2.05E-02
109.68886;99.33484;100.39033;99.37793;0.004792654;0.002774019;-0.001276871;6.66E-04;1.13E-07;1.29E-08;4.90E-10;7.60E-08;2.20E-100;9.32E-28;1.73E-29;0.139372512;1.67E-04;6.63E-08;7.31E-11;1.54E-09;9.46E-08;1.83E-139;1.04E-30;3.68E-26;0.035233694;1.27E-04;6.72E-09;1.24E-09;1.40E-08;5.55E-14;2.34E-104;8.40E-34;4.44E-35;1.94E-02
110.64377;99.33132;100.38582;99.37657;0.0038191;0.002116177;-0.001355591;7.10E-04;1.27E-07;1.46E-08;5.52E-10;8.23E-08;5.71E-100;1.18E-27;2.20E-29;0.12549257;1.79E-04;7.37E-08;8.38E-11;1.69E-09;1.01E-07;6.05E-139;1.31E-30;4.46E-26;0.033310428;1.36E-04;7.48E-09;1.38E-09;1.51E-08;6.25E-14;5.19E-104;1.07E-33;5.64E-35;1.83E-02
111.59869;99.32975;100.38278;99.37655;0.002240653;0.000985111;-0.000743376;7.56E-04;1.43E-07;1.64E-08;6.22E-10;8.91E-08;1.48E-99;1.50E-27;2.79E-29;0.111403753;1.93E-04;8.20E-08;9.61E-11;1.86E-09;1.08E-07;2.00E-138;1.67E-30;5.39E-26;0.031353812;1.45E-04;8.31E-09;1.53E-09;1.64E-08;7.04E-14;1.15E-103;1.35E-33;7.16E-35;1.71E-02
112.5536;99.32841;100.38769;99.37825;0.001417534;-0.000672997;-0.000163599;0.000806081;1.61E-07;1.85E-08;7.01E-10;9.65E-08;3.86E-99;1.91E-27;3.55E-29;0.097522924;2.08E-04;9.12E-08;1.10E-10;2.05E-09;1.16E-07;6.59E-138;2.12E-30;6.53E-26;0.029388367;1.55E-04;9.25E-09;1.71E-09;1.77E-08;7.94E-14;2.55E-103;1.72E-33;9.09E-35;1.59E-02
113.50852;99.32679;100.3926;99.38039;0.001165754;-0.000851247;0.000343312;0.000858955;1.82E-07;2.08E-08;7.90E-10;1.05E-07;1.00E-98;2.42E-27;4.50E-29;0.084236045;2.23E-04;1.01E-07;1.26E-10;2.26E-09;1.24E-07;2.17E-137;2.69E-30;7.90E-26;0.027436569;1.66E-04;1.03E-08;1.90E-09;1.92E-08;8.94E-14;5.65E-103;2.18E-33;1.15E-34;1.47E-02
114.46343;99.32743;100.39109;99.38004;0.001145327;-0.000233828;0.000163746;0.000915289;2.05E-07;2.35E-08;8.90E-10;1.13E-07;2.61E-98;3.07E-27;5.72E-29;0.071861736;2.40E-04;1.13E-07;1.45E-10;2.48E-09;1.33E-07;7.17E-137;3.42E-30;9.56E-26;0.025518576;1.78E-04;1.14E-08;2.11E-09;2.08E-08;1.01E-13;1.25E-102;2.77E-33;1.46E-34;1.36E-02
115.41835;99.31285;100.3892;99.379;0.00184051;0.000781744;0.000529756;0.000975309;2.30E-07;2.65E-08;1.00E-09;1.23E-07;6.77E-98;3.90E-27;7.26E-29;0.060626431;2.59E-04;1.25E-07;1.66E-10;2.73E-09;1.42E-07;2.37E-136;4.34E-30;1.16E-25;0.023651781;1.91E-04;1.27E-08;2.35E-09;2.25E-08;1.14E-13;2.77E-102;3.52E-33;1.86E-34;1.25E-02
116.37326;99.32157;100.3892;99.3783;0.002814643;0.002040817;0.001188183;0.001039254;2.60E-07;2.98E-08;1.13E-09;1.33E-07;1.76E-97;4.95E-27;9.22E-29;0.050658461;2.79E-04;1.39E-07;1.90E-10;3.00E-09;1.52E-07;7.80E-136;5.51E-30;1.40E-25;0.021850822;2.04E-04;1.41E-08;2.61E-09;2.44E-08;1.28E-13;6.15E-102;4.47E-33;2.36E-34;1.14E-02
117.32818;99.32451;100.38996;99.37657;0.002645989;0.00279027;0.001739545;0.001107381;2.93E-07;3.36E-08;1.27E-09;1.44E-07;4.57E-97;6.29E-27;1.17E-28;0.041994958;3.00E-04;1.55E-07;2.18E-10;3.30E-09;1.63E-07;2.57E-135;6.99E-30;1.70E-25;0.020127407;2.18E-04;1.57E-08;2.90E-09;2.64E-08;1.44E-13;1.36E-101;5.67E-33;3.00E-34;1.04E-02
118.28309;99.32095;100.38736;99.37584;0.003497686;0.002176511;0.001868504;0.001179961;3.30E-07;3.79E-08;1.43E-09;1.56E-07;1.19E-96;7.99E-27;1.49E-28;0.034600262;3.23E-04;1.72E-07;2.50E-10;3.64E-09;1.75E-07;8.49E-135;8.87E-30;2.05E-25;0.018490555;2.34E-04;1.75E-08;3.22E-09;2.86E-08;1.62E-13;3.02E-101;7.20E-33;3.81E-34;9.45E-03
119.23801;99.31337;100.3771;99.37378;0.004042245;0.00104955;0.00159125;0.001257283;3.72E-07;4.27E-08;1.62E-09;1.68E-07;3.09E-96;1.01E-26;1.89E-28;0.028386703;3.47E-04;1.92E-07;2.86E-10;4.00E-09;1.87E-07;2.80E-134;1.13E-29;2.49E-25;0.01694663;2.50E-04;1.94E-08;3.59E-09;3.10E-08;1.83E-13;6.69E-101;9.14E-33;4.83E-34;0.00855756
120.19292;99.3078;100.37786;99.37239;0.004027977;0.000566736;0.00137368;0.001339655;4.19E-07;4.81E-08;1.82E-09;1.82E-07;8.02E-96;1.29E-26;2.40E-28;0.023236037;3.74E-04;2.13E-07;3.28E-10;4.40E-09;2.00E-07;9.25E-134;1.43E-29;3.01E-25;0.015499715;2.68E-04;2.16E-08;3.99E-09;3.35E-08;2.06E-13;1.48E-100;1.16E-32;6.14E-34;0.007730554
121.14784;99.30246;100.37786;99.3703;0.005790732;0.00027769;0.001178224;0.001427406;4.72E-07;5.42E-08;2.05E-09;1.98E-07;2.08E-95;1.63E-26;3.04E-28;0.019016227;4.02E-04;2.37E-07;3.76E-10;4.84E-09;2.14E-07;3.05E-133;1.82E-29;3.64E-25;0.014151763;2.87E-04;2.40E-08;4.43E-09;3.63E-08;2.32E-13;3.28E-100;1.47E-32;7.79E-34;0.006969944
122.10275;99.29864;100.37862;99.36891;0.005001882;-0.00011439;0.000692773;0.001520883;5.31E-07;6.10E-08;2.31E-09;2.14E-07;5.41E-95;2.08E-26;3.86E-28;0.015594637;0.00043259;2.63E-07;4.31E-10;5.33E-09;2.29E-07;1.01E-132;2.31E-29;4.41E-25;0.012903019;3.07E-04;2.67E-08;4.93E-09;3.93E-08;2.62E-13;7.28E-100;1.87E-32;9.89E-34;0.006275204
123.05767;99.29792;100.38278;99.36822;0.004716279;-0.00067256;0.000441;0.001620457;5.99E-07;6.88E-08;2.61E-09;2.32E-07;1.41E-94;2.63E-26;4.90E-28;0.012846013;0.00046552;2.93E-07;4.94E-10;5.86E-09;2.46E-07;3.32E-132;2.93E-29;5.34E-25;0.011752205;3.29E-04;2.97E-08;5.48E-09;4.26E-08;2.95E-13;1.61E-99;2.37E-32;1.26E-33;0.0056447
124.01258;99.28833;100.38396;99.36822;0.004358253;-8.90E-04;0.000403727;0.001726522;6.75E-07;7.75E-08;2.94E-09;2.51E-07;3.66E-94;3.35E-26;6.22E-28;0.010657488;0.000500952;3.26E-07;5.66E-10;6.45E-09;2.63E-07;1.10E-131;3.72E-29;6.46E-25;0.010696914;3.52E-04;3.30E-08;6.09E-09;4.61E-08;3.32E-13;3.58E-99;3.01E-32;1.59E-33;0.005076002
124.9675;99.28625;100.38315;99.36822;0.00434089;0.000256678;0.00062115;0.0018395;7.60E-07;8.73E-08;3.31E-09;2.72E-07;9.50E-94;4.25E-26;7.90E-28;0.008930372;0.000539078;3.62E-07;6.49E-10;7.09E-09;2.82E-07;3.61E-131;4.72E-29;7.82E-25;0.009733786;3.77E-04;3.67E-08;6.78E-09;4.99E-08;3.75E-13;7.92E-99;3.83E-32;2.02E-33;0.004566051
125.92241;99.28337;100.38164;99.36797;0.004175901;0.0005291;0.000978962;0.001959834;8.57E-07;9.84E-08;3.73E-09;2.94E-07;2.47E-93;5.39E-26;1.00E-27;0.007580588;0.0005801;4.03E-07;7.44E-10;7.81E-09;3.01E-07;1.19E-130;5.99E-29;9.46E-25;0.008858836;4.03E-04;4.08E-08;7.54E-09;5.40E-08;4.22E-13;1.76E-98;4.86E-32;2.57E-33;0.00411141
126.87733;99.28106;100.38013;99.36752;0.003405639;0.000772081;0.00144574;0.002088;9.65E-07;1.11E-07;4.20E-09;3.18E-07;6.41E-93;6.85E-26;1.27E-27;0.006537687;0.000624239;4.48E-07;8.52E-10;8.59E-09;3.23E-07;3.93E-130;7.61E-29;1.15E-24;0.008067585;4.32E-04;4.54E-08;8.38E-09;5.85E-08;4.76E-13;3.89E-98;6.17E-32;3.26E-33;0.003708392
127.83224;99.27406;100.37862;99.36717;0.002772557;0.001092764;0.001807799;0.002224501;1.09E-06;1.25E-07;4.73E-09;3.45E-07;1.67E-92;8.69E-26;1.62E-27;0.00574357;0.00067173;4.98E-07;9.77E-10;9.45E-09;3.46E-07;1.30E-129;9.66E-29;1.39E-24;0.007355319;4.62E-04;5.05E-08;9.32E-09;6.33E-08;5.36E-13;8.62E-98;7.83E-32;4.14E-33;0.003353236
128.78716;99.26777;100.37786;99.36447;0.001916832;0.001053952;0.001826033;0.002369876;1.23E-06;1.41E-07;5.33E-09;3.73E-07;4.33E-92;1.10E-25;2.05E-27;0.005150793;0.000722826;5.54E-07;1.12E-09;1.04E-08;3.70E-07;4.28E-129;1.23E-28;1.68E-24;0.006717167;4.95E-04;5.61E-08;1.04E-08;6.86E-08;6.04E-13;1.91E-97;9.95E-32;5.26E-33;0.003042191
129.74207;99.26777;100.37786;99.36092;0.003812445;0.001389646;0.00156621;0.00252469;1.38E-06;1.59E-07;6.01E-09;4.04E-07;1.13E-91;1.40E-25;2.61E-27;0.004721017;0.000777801;6.16E-07;1.28E-09;1.14E-08;3.96E-07;1.41E-128;1.56E-28;2.03E-24;0.006148288;5.30E-04;6.24E-08;1.15E-08;7.43E-08;6.80E-13;4.24E-97;1.26E-31;6.68E-33;0.002771622
130.69699;99.26648;100.37786;99.35882;0.004644428;0.001619373;0.001371702;0.002689553;1.56E-06;1.79E-07;6.77E-09;4.38E-07;2.92E-91;1.78E-25;3.31E-27;0.00442346;0.000836947;6.84E-07;1.47E-09;1.26E-08;4.24E-07;4.66E-128;1.98E-28;2.46E-24;0.005643914;5.67E-04;6.94E-08;1.28E-08;8.04E-08;7.67E-13;9.39E-97;1.60E-31;8.48E-33;0.002538054
131.6519;99.26482;100.37673;99.35673;0.006497705;0.001863604;0.001793082;0.002865104;1.75E-06;2.01E-07;7.63E-09;4.74E-07;7.60E-91;2.26E-25;4.20E-27;0.004233602;0.000900579;7.61E-07;1.69E-09;1.38E-08;4.54E-07;1.54E-127;2.51E-28;2.98E-24;0.005199472;0.000606902;7.72E-08;1.42E-08;8.71E-08;8.64E-13;2.08E-96;2.04E-31;1.08E-32;0.002338234
132.60682;99.26362;100.3754;99.35604;0.005884977;0.002099774;0.002492956;0.003052029;1.98E-06;2.27E-07;8.59E-09;5.13E-07;1.97E-90;2.87E-25;5.34E-27;0.004132009;0.000969037;8.46E-07;1.93E-09;1.52E-08;4.86E-07;5.07E-127;3.19E-28;3.60E-24;0.004810596;0.000649643;8.58E-08;1.58E-08;9.43E-08;9.73E-13;4.61E-96;2.58E-31;1.37E-32;0.002169141
133.56173;99.25544;100.37182;99.35569;0.00591348;0.002310244;0.003174084;0.00325105;2.23E-06;2.56E-07;9.68E-09;5.56E-07;5.13E-90;3.64E-25;6.77E-27;0.004103389;0.001042683;9.41E-07;2.21E-09;1.68E-08;5.20E-07;1.67E-126;4.05E-28;4.36E-24;0.004473201;0.000695386;9.54E-08;1.76E-08;1.02E-07;1.10E-12;1.02E-95;3.28E-31;1.74E-32;0.002028013
134.51665;99.24485;100.36773;99.35534;0.006412843;0.002550003;0.003707431;0.003462942;2.51E-06;2.88E-07;1.09E-08;6.02E-07;1.33E-89;4.62E-25;8.60E-27;0.004135781;0.001121909;1.05E-06;2.54E-09;1.84E-08;5.57E-07;5.52E-126;5.14E-28;5.28E-24;0.004183484;0.000744342;1.06E-07;1.96E-08;1.11E-07;1.24E-12;2.26E-95;4.17E-31;2.20E-32;0.001912343
135.47156;99.23101;100.36464;99.35266;0.006610647;0.002767794;0.003787327;0.003688515;2.83E-06;3.25E-07;1.23E-08;6.52E-07;3.46E-89;5.87E-25;1.09E-26;0.004219907;0.001207133;1.16E-06;2.91E-09;2.03E-08;5.96E-07;1.82E-125;6.52E-28;6.39E-24;0.003937958;0.000796734;1.18E-07;2.18E-08;1.20E-07;1.39E-12;5.02E-95;5.29E-31;2.80E-32;0.001819884
136.42648;99.22693;100.36426;99.34688;0.005734862;0.002625871;0.003504066;0.003928644;3.18E-06;3.66E-07;1.39E-08;7.06E-07;9.00E-89;7.45E-25;1.39E-26;0.004348642;0.00129881;1.29E-06;3.33E-09;2.23E-08;6.38E-07;6.01E-125;8.28E-28;7.73E-24;0.003733439;0.000852803;1.31E-07;2.42E-08;1.30E-07;1.57E-12;1.11E-94;6.72E-31;3.55E-32;0.001748634
137.38139;99.22104;100.36275;99.33896;0.005220858;0.001927316;0.003075074;0.004184241;3.59E-06;4.12E-07;1.56E-08;7.64E-07;2.34E-88;9.46E-25;1.76E-26;0.004516582;0.00139742;1.44E-06;3.82E-09;2.46E-08;6.83E-07;1.98E-124;1.05E-27;9.36E-24;0.003567066;0.000912804;1.46E-07;2.69E-08;1.40E-07;1.77E-12;2.46E-94;8.53E-31;4.51E-32;0.001696835
138.33631;99.22852;100.36086;99.3341;0.00448604;0.000988844;0.00218919;0.004456287;4.04E-06;4.64E-07;1.76E-08;8.28E-07;6.08E-88;1.20E-24;2.23E-26;0.004719712;0.001503487;1.60E-06;4.38E-09;2.70E-08;7.32E-07;6.54E-124;1.33E-27;1.13E-23;0.003436279;0.000977013;1.62E-07;2.99E-08;1.52E-07;1.99E-12;5.46E-94;1.08E-30;5.73E-32;0.001662949
139.29122;99.22204;100.35863;99.33238;0.006465425;0.001663899;0.001029126;0.004745812;4.56E-06;5.23E-07;1.98E-08;8.96E-07;1.58E-87;1.53E-24;2.84E-26;0.004955118;0.001617567;1.78E-06;5.02E-09;2.97E-08;7.83E-07;2.16E-123;1.69E-27;1.37E-23;0.003338823;0.001045721;1.80E-07;3.33E-08;1.65E-07;2.24E-12;1.21E-93;1.37E-30;7.27E-32;0.001645652
140.24614;99.21363;100.35557;99.33447;0.006979504;0.003384481;-0.000605702;0.005053915;5.13E-06;5.90E-07;2.23E-08;9.70E-07;4.10E-87;1.94E-24;3.60E-26;0.005220793;0.001740262;1.98E-06;5.75E-09;3.27E-08;8.39E-07;7.12E-123;2.15E-27;1.66E-23;0.003272731;0.001119242;2.01E-07;3.70E-08;1.78E-07;2.53E-12;2.68E-93;1.75E-30;9.23E-32;0.001643816
141.20105;99.20539;100.3533;99.3376;0.007650834;0.002746268;-0.001443688;0.005381752;5.78E-06;6.64E-07;2.52E-08;1.05E-06;1.07E-86;2.46E-24;4.57E-26;0.005515443;0.001872214;2.20E-06;6.60E-09;3.60E-08;8.98E-07;2.35E-122;2.73E-27;2.01E-23;0.003236314;0.001197909;2.23E-07;4.12E-08;1.93E-07;2.85E-12;5.94E-93;2.22E-30;1.17E-31;0.001656494
142.15597;99.2013;100.3533;99.33864;0.008306831;0.00233726;-0.001481041;0.005730558;6.52E-06;7.49E-07;2.84E-08;1.14E-06;2.77E-86;3.12E-24;5.81E-26;0.005838374;0.002014115;2.45E-06;7.56E-09;3.96E-08;9.61E-07;7.74E-122;3.47E-27;2.43E-23;0.003228149;0.00128208;2.48E-07;4.58E-08;2.09E-07;3.21E-12;1.32E-92;2.81E-30;1.49E-31;0.001682909
