Model,Equation,R2_score_13,Ea_13,R2_score_14,Ea_14
E2,a / 2,0.992456518995724,-15.131418646922976,0.9316720674978256,-773880.0856657341
E1,a,0.992456518995724,-15.131418646922976,0.9316720674972441,-773880.0856643171
P4,4*a**(3/4),0.992456518995724,-20.17522486256397,0.9316720674967578,-773880.0856631027
D1,1 / (2*a),0.9924565189957237,15.131418646922976,0.9316720674984499,-773880.0856660333
P2,2*a**(1/2),0.9924565189957237,-30.262837293845948,0.931672067497792,-773880.0856654174
P3/2,(2/3)/a**(1/2),0.9924565189957235,30.262837293845948,0.9316720674940603,-773880.0856498479
P3,3*a**(2/3),0.9924565189957228,-22.69712797038445,0.9316720674962584,-773880.0856579993
G7,(1/4)*(1 - a)**(1/2) / (1 - (1 - a)**(1/2)),0.9904334450359202,28.018238514199812,0.9901906326551161,-2599447.401943243
A3/4,(3/4)*(1 - a)*(-np.log(1 - a))**(-1/3),0.9875563084498798,-25.65211630187285,0.9844606613170986,2158568.437305568
D7,(3/2) / (1 - (1 + a)**(-1/3)),0.9870823884172855,15.162531776066993,0.9316732505315787,-773874.5453593126
R3,3*(1 - a)**(2/3),0.9866458286923607,-25.829184220894376,0.9311147329939947,777675.2553863167
F3/2,2*(1 - a)**(3/2),0.9866458286923607,-11.479637431508612,0.9311147329923588,777675.2553839255
G3,1 / (4*(1 - a)**3),0.9866458286923607,5.739818715754306,0.9311147329920473,777675.2553804824
F3/4,4*(1 - a)**(3/4),0.9866458286923605,-22.95927486301722,0.9311147329919608,777675.2553746627
F1/3,(3/2)*(1 - a)**(1/3),0.9866458286923603,-51.658368441788724,0.9311147329928795,777675.2553942327
G2,1 / (3*(1 - a)**2),0.9866458286923603,8.609728073631459,0.9311147329919074,777675.2553803852
R2,2*(1 - a)**(1/2),0.9866458286923603,-34.43891229452583,0.931114732991505,777675.255379786
G1,1 / (2*(1 - a)),0.9866458286923601,17.219456147262907,0.9311147329923205,777675.2553807774
F1/A1,(1 - a),0.9866458286923601,-17.219456147262907,0.9311147329920115,777675.2553801895
F2,(1 - a)**2,0.9866458286923596,-8.609728073631452,0.9311147329919369,777675.2553800781
A2/3,(2/3)*(1 - a)*(-np.log(1 - a))**(-1/2),0.986445041486227,-33.90089136490593,0.9833368211182466,3242701.126110153
A3/2,(3/2)*(1 - a)*(-np.log(1 - a))**(1/3),0.9854050614898338,-12.949058676626647,0.9817362000942278,352378.79098558094
A2,2*(1 - a)*(-np.log(1 - a))**(1/2),0.9848728596955773,-11.519152991688951,0.9343998534523517,128250.807577628
D4,(3/2) / ((1 - a)**(-1/3) - 1),0.9848160539714222,22.623925251750325,0.9826341658447988,-1873963.1730722354
A5/2,(5/2)*(1 - a)*(-np.log(1 - a))**(3/5),0.9845843578989745,-10.803130187353936,0.5035225508119318,21438.264207117256
A3,3*(1 - a)*(-np.log(1 - a))**(2/3),0.9844040696270413,-10.373191992222367,0.2992134753021263,-29943.714377420718
A4,4*(1 - a)*(-np.log(1 - a))**(3/4),0.9841914148315407,-9.881546524592085,0.8174219516139061,-97341.54874805656
G4,(1/2)*(1 - a)*(-np.log(1 - a)),0.9836288641069927,-8.651155688840623,0.9976718074443024,-273362.9415287929
D6,((3/2)*(1 + a)**(2/3)) / ((1 + a)**(1/3) - 1),0.9811221781156908,15.12976067667267,0.9316739384779319,-773871.6007526675
D5,((3/2)*(1 - a)**(4/3)) / ((1 - a)**(-1/3) - 1),0.9796537234102302,-29.805785739062504,0.9773507656596467,4908758.609463503
D3,((3/2)*(1 - a)**(2/3)) / (1 - (1 - a)**(1/3)),0.9791517122815603,40.07921616385515,0.9789472427020408,-4160838.469168654
G8,(1/3)*(1 - a)**(2/3) / (1 - (1 - a)**(1/3)),0.9791517122815596,40.079216163855115,0.9789472427020413,-4160838.4691686532
D2,1 / (-np.log(1 - a)),0.9784444595451369,17.348055844694244,0.9685955416292746,-1131259.845766121
G5,(1/3)*(1 - a)*(-np.log(1 - a))**2,0.9612951264179515,-5.806634833844299,1.0,563838.710822415
D8,((3/2)*(1 + a)**(4/3)) / (1 - (1 + a)**(-1/3)),0.9504053052629013,14.829605643825994,0.9316680480761154,-773890.3480163589
G6,(1/4)*(1 - a)*(-np.log(1 - a))**3,0.5187107182928662,-3.62154864436373,0.9739560244478235,997215.4561455445
F3,(1 - a)**3,0.36347607376120467,-3.737338841526075,0.9814056855739585,-938226.9240237485
B1,1 / (a - (1 - a)),0.0002503548487697255,-0.01603519255346881,0.8907338739584262,929384.1370282202
F0/R1/P1,"np.full_like(a, 1)",0.0,0.0,0.0,0.0
