Model,Equation,R2_score_13,Ea_13,R2_score_14,Ea_14
A4,4*(1 - a)*(-np.log(1 - a))**(3/4),0.9787786866218764,-8.864273487661388,0.9997513555418354,295711.3965053663
A3,3*(1 - a)*(-np.log(1 - a))**(2/3),0.9787071316594926,-8.90181223782715,0.9733955471917825,320238.7387414069
A5/2,(5/2)*(1 - a)*(-np.log(1 - a))**(3/5),0.9785749923472852,-8.931393364584107,0.9982214078346335,366321.76594394667
G4,(1/2)*(1 - a)*(-np.log(1 - a)),0.9783941709634671,-8.748207569496376,0.7106281042699547,114477.2694958308
A2,2*(1 - a)*(-np.log(1 - a))**(1/2),0.9782488367453742,-8.974976856381822,0.9998779299116226,408851.05986355495
A3/2,(3/2)*(1 - a)*(-np.log(1 - a))**(1/3),0.9773529799953474,-9.045374809695318,0.9989163993183421,480634.82736531337
G3,1 / (4*(1 - a)**3),0.9741662191826196,3.058932859899263,0.928050913404136,479919.0691989987
F3/2,2*(1 - a)**(3/2),0.9741662191826191,-6.117865719798526,0.9280509134041314,479919.069198989
G2,1 / (3*(1 - a)**2),0.9741662191826189,4.588399289848894,0.9280509134066095,479919.0692043854
R2,2*(1 - a)**(1/2),0.9741662191826189,-18.353597159395576,0.9280509134039848,479919.06919988344
R3,3*(1 - a)**(2/3),0.9741662191826187,-13.765197869546679,0.9280509134124532,479919.06921505154
F1/3,(3/2)*(1 - a)**(1/3),0.9741662191826187,-27.530395739093358,0.9280509134058386,479919.0691994505
F3/4,4*(1 - a)**(3/4),0.9741662191826185,-12.235731439597044,0.9280509134058972,479919.06920203066
F2,(1 - a)**2,0.9741662191826185,-4.588399289848892,0.928050913405123,479919.0692006077
F1/A1,(1 - a),0.9741662191826185,-9.176798579697785,0.9280509134048075,479919.0692004383
G1,1 / (2*(1 - a)),0.9741662191826185,9.176798579697785,0.9280509134038576,479919.0691975237
E1,a,0.9728725323669167,-43.434429812846275,0.9669214401068363,-2073380.1380834857
E2,a / 2,0.9728725323669165,-43.43442981284628,0.9669214401068243,-2073380.1380832791
P3/2,(2/3)/a**(1/2),0.9728725323669165,86.86885962569258,0.96692144010638,-2073380.1380907353
P3,3*a**(2/3),0.9728725323669163,-65.1516447192694,0.9669214401069425,-2073380.1380805138
D1,1 / (2*a),0.9728725323669163,43.43442981284626,0.9669214401068232,-2073380.1380832873
P2,2*a**(1/2),0.9728725323669163,-86.86885962569252,0.9669214401067214,-2073380.1380854587
P4,4*a**(3/4),0.9728725323669158,-57.91257308379501,0.9669214401067234,-2073380.1380854468
A3/4,(3/4)*(1 - a)*(-np.log(1 - a))**(-1/3),0.9689856462803088,-9.293875616389252,0.9650370943518118,823142.0436878992
A2/3,(2/3)*(1 - a)*(-np.log(1 - a))**(-1/2),0.9655996654131125,-9.346322696612487,0.9608182896255952,933485.0604075618
D5,((3/2)*(1 - a)**(4/3)) / ((1 - a)**(-1/3) - 1),0.9647133089115498,-6.039106021807508,0.9580350932817602,1031947.2238631786
G5,(1/3)*(1 - a)*(-np.log(1 - a))**2,0.9459312148246807,-8.144069507073066,0.9653062632537227,383567.35009492346
D3,((3/2)*(1 - a)**(2/3)) / (1 - (1 - a)**(1/3)),0.9344922336038181,-17.43812060350942,0.9237771881659018,1854291.7030399754
G8,(1/3)*(1 - a)**(2/3) / (1 - (1 - a)**(1/3)),0.9344922336038176,-17.43812060350942,0.923777188165902,1854291.7030399756
G7,(1/4)*(1 - a)**(1/2) / (1 - (1 - a)**(1/2)),0.9206401295819896,-27.54310078355159,0.9056829279926792,2599065.5156796006
D7,(3/2) / (1 - (1 + a)**(-1/3)),0.9196699502064424,41.25478582248904,0.9669333900853577,-2073273.3672754564
D6,((3/2)*(1 + a)**(2/3)) / ((1 + a)**(1/3) - 1),0.8796018938432293,39.568798811539544,0.9669395506664742,-2073219.1279759088
D4,(3/2) / ((1 - a)**(-1/3) - 1),0.7862256590566646,-43.18988533871554,0.7918748407978846,3861307.794962249
D8,((3/2)*(1 + a)**(4/3)) / (1 - (1 + a)**(-1/3)),0.7294223946760732,33.093276108083614,0.9669124609934615,-2073320.5718809268
G6,(1/4)*(1 - a)*(-np.log(1 - a))**3,0.5434037460022987,-5.60001688450911,0.9784123957375498,594967.3816649517
F3,(1 - a)**3,0.5357756113933083,-2.9475567618058,0.961921643792469,-2601680.953219731
D2,1 / (-np.log(1 - a)),0.2568596612598322,45.189614363650904,0.6352379732309809,-4973632.013285068
B1,1 / (a - (1 - a)),0.0020056266727210286,-0.05828475718719099,0.9516666181577237,609176.42407504
F0/R1/P1,"np.full_like(a, 1)",0.0,0.0,0.0,0.0
