error_min,error_max,true
,,
45000.0,98000.0,71000.0
53000.0,95000.0,74000.0
56000.0,91000.0,73000.0
58000.0,88000.0,73000.0
60000.0,86000.0,73000.0
61000.0,85000.0,73000.0
62000.0,83000.0,72000.0
63000.0,82000.0,72000.0
63000.0,81000.0,72000.0
64000.0,80000.0,72000.0
65000.0,79000.0,72000.0
65000.0,78000.0,72000.0
65000.0,78000.0,72000.0
66000.0,77000.0,71000.0
66000.0,76000.0,71000.0
67000.0,76000.0,71000.0
67000.0,75000.0,71000.0
67000.0,75000.0,71000.0
67000.0,74000.0,71000.0
68000.0,74000.0,71000.0
68000.0,74000.0,71000.0
68000.0,74000.0,71000.0
68000.0,73000.0,71000.0
68000.0,73000.0,70000.0
68000.0,73000.0,70000.0
68000.0,72000.0,70000.0
69000.0,72000.0,70000.0
69000.0,72000.0,70000.0
69000.0,71000.0,70000.0
69000.0,71000.0,70000.0
69000.0,71000.0,70000.0
69000.0,70000.0,70000.0
69000.0,70000.0,70000.0
69000.0,70000.0,70000.0
69000.0,71000.0,70000.0
69000.0,71000.0,70000.0
68000.0,71000.0,70000.0
68000.0,71000.0,70000.0
68000.0,71000.0,70000.0
68000.0,71000.0,69000.0
68000.0,71000.0,69000.0
68000.0,70000.0,69000.0
69000.0,70000.0,69000.0
69000.0,70000.0,69000.0
69000.0,70000.0,69000.0
69000.0,69000.0,69000.0
69000.0,69000.0,69000.0
69000.0,69000.0,69000.0
69000.0,69000.0,69000.0
69000.0,69000.0,69000.0
68000.0,69000.0,69000.0
68000.0,69000.0,69000.0
68000.0,70000.0,69000.0
68000.0,70000.0,69000.0
68000.0,70000.0,69000.0
67000.0,70000.0,69000.0
67000.0,70000.0,69000.0
67000.0,70000.0,69000.0
67000.0,70000.0,68000.0
67000.0,70000.0,68000.0
67000.0,70000.0,68000.0
67000.0,70000.0,68000.0
67000.0,69000.0,68000.0
67000.0,69000.0,68000.0
67000.0,69000.0,68000.0
67000.0,69000.0,68000.0
67000.0,69000.0,68000.0
67000.0,69000.0,68000.0
67000.0,69000.0,68000.0
67000.0,69000.0,68000.0
67000.0,69000.0,68000.0
67000.0,69000.0,68000.0
67000.0,69000.0,68000.0
67000.0,69000.0,68000.0
67000.0,69000.0,68000.0
66000.0,69000.0,68000.0
66000.0,69000.0,68000.0
66000.0,69000.0,68000.0
66000.0,69000.0,67000.0
66000.0,69000.0,67000.0
66000.0,68000.0,67000.0
67000.0,68000.0,67000.0
67000.0,67000.0,67000.0
67000.0,67000.0,67000.0
67000.0,67000.0,67000.0
67000.0,67000.0,67000.0
66000.0,67000.0,67000.0
66000.0,68000.0,67000.0
65000.0,68000.0,67000.0
65000.0,68000.0,66000.0
65000.0,68000.0,66000.0
65000.0,67000.0,66000.0
64000.0,67000.0,66000.0
63000.0,68000.0,66000.0
62000.0,68000.0,65000.0
62000.0,68000.0,65000.0
60000.0,69000.0,65000.0
59000.0,69000.0,64000.0
56000.0,70000.0,63000.0
