temperature,rate_3,rate_5,rate_10,rate_3_diff,rate_5_diff,rate_10_diff,rate_3_diff_reaction_0,rate_3_diff_reaction_1,rate_3_diff_reaction_2,rate_3_diff_reaction_3,rate_3_diff_reaction_4,rate_3_diff_reaction_5,rate_3_diff_cumulative,rate_5_diff_reaction_0,rate_5_diff_reaction_1,rate_5_diff_reaction_2,rate_5_diff_reaction_3,rate_5_diff_reaction_4,rate_5_diff_reaction_5,rate_5_diff_cumulative,rate_10_diff_reaction_0,rate_10_diff_reaction_1,rate_10_diff_reaction_2,rate_10_diff_reaction_3,rate_10_diff_reaction_4,rate_10_diff_reaction_5,rate_10_diff_cumulative
394.48361,38.66972,40.8031,42.4371,0.007422332,0.009895682,0.163277621,6.84E-12,0,2.25315E-10,2.60E-04,0.001824939,0.000162053,0.002246524,2.24E-06,0,7.63E-11,1.04E-03,0.00234653,0.000732475,0.004119436,6.42E-06,1.08E-06,2.12E-02,0.058413312,0.049238805,0.029144808,0.157978912
395.43853,38.66235,40.7853,42.28694,0.007072344,0.012681462,0.164279892,5.65E-12,0,1.36696E-10,2.10E-04,0.001510913,8.60962E-05,0.001807453,2.04E-06,0,4.21E-11,8.59E-04,0.001855545,0.000335928,0.003052314,5.77E-06,8.90E-07,1.68E-02,0.05194751,0.055659209,0.035723072,0.160184389
396.39344,38.6579,40.76707,42.13375,0.00631719,0.015132683,0.164665871,4.67E-12,0,8.29238E-11,1.71E-04,0.001250458,4.56983E-05,0.001466783,1.85E-06,0,2.32E-11,7.10E-04,0.001466064,0.000153562,0.002331734,5.19E-06,7.35E-07,1.34E-02,0.045503507,0.060632372,0.043443375,0.162964769
397.34836,38.65196,40.75376,41.97726,0.005282198,0.013706335,0.166496742,3.86E-12,0,5.0299E-11,1.38E-04,0.001034579,2.42E-05,0.001197151,1.68E-06,0,1.28E-11,5.87E-04,0.001157564,7.00277E-05,0.001816568,4.67E-06,6.07E-07,1.06E-02,0.03929963,0.063541832,0.052347419,0.165802882
398.30327,38.64481,40.7459,41.80904,0.005181522,0.012345261,0.168169338,3.19E-12,0,3.05072E-11,1.12E-04,0.000855752,1.28E-05,0.000980747,1.53E-06,0,7.03E-12,4.86E-04,0.000913504,3.18745E-05,0.001432454,4.20E-06,5.02E-07,8.40E-03,0.033497232,0.064004888,0.062406203,0.168314256
399.25819,38.6389,40.73858,41.63599,0.006736515,0.009714182,0.169220812,2.63E-12,0,1.85014E-11,9.09E-05,0.000707684,6.81E-06,0.000805405,1.39E-06,0,3.88E-12,4.01E-04,0.000720602,1.44863E-05,0.001137852,3.78E-06,4.14E-07,6.65E-03,0.028208235,0.061959281,0.073493609,0.170311726
400.2131,38.63356,40.7245,41.4905,0.007771942,0.009295539,0.171065578,2.17E-12,0,1.12193E-11,7.37E-05,0.000585136,3.61E-06,0.000662438,1.27E-06,0,2.14E-12,3.32E-04,0.000568251,6.57566E-06,0.00090785,3.40E-06,3.42E-07,5.25E-03,0.023497488,0.057677332,0.085355735,0.171788218
401.16802,38.63093,40.70917,41.32813,0.007909463,0.008616588,0.171696419,1.80E-12,0,6.80291E-12,5.97E-05,0.000483738,1.91E-06,0.000545386,1.15E-06,0,1.17633E-12,2.74E-04,0.000447995,2.98179E-06,0.00072632,3.05E-06,2.83E-07,4.15E-03,0.019386813,0.051703992,0.097575031,0.172819667
402.12293,38.62255,40.70486,41.16547,0.007108684,0.010237157,0.172906332,1.48E-12,0,4.12475E-12,4.84E-05,0.000399864,1.01E-06,0.000449299,1.05E-06,0,6.4793E-13,2.27E-04,0.000353117,1.35099E-06,0.000582115,2.75E-06,2.34E-07,3.28E-03,0.015863391,0.044736027,0.109513047,0.173392565
403.07785,38.61401,40.7063,41.00362,0.007371355,0.011454478,0.174325247,1.23E-12,0,2.50062E-12,3.93E-05,0.0003305,5.35E-07,0.000370286,9.50E-07,0,3.57006E-13,1.87E-04,0.000278288,6.11677E-07,0.000467108,2.47E-06,1.93E-07,2.59E-03,0.012889202,0.037476834,0.120214427,0.173169569
404.03276,38.60387,40.68847,40.83592,0.007529469,0.0114739,0.178896231,1.01E-12,0,1.51592E-12,3.18E-05,0.000273147,2.83E-07,0.000305245,8.64E-07,0,1.96605E-13,1.55E-04,0.000219289,2.76785E-07,0.000375169,2.22E-06,1.59E-07,2.04E-03,0.010410988,0.030513312,0.12825564,0.171222974
404.98768,38.59129,40.67778,40.67013,0.007997044,0.011627088,0.177059547,8.37E-13,0,9.18878E-13,2.58E-05,2.26E-04,1.50E-07,2.52E-04,7.85E-07,0,1.08247E-13,1.28E-04,0.000172781,1.25185E-07,0.000301553,2.00E-06,1.32E-07,1.61E-03,0.008368182,0.024245968,0.131606299,0.165832173
405.94259,38.58779,40.66424,40.50453,0.007466924,0.0129244,0.163460379,6.91E-13,0,5.5701E-13,2.09E-05,1.87E-04,7.94E-08,2.08E-04,7.13E-07,0,5.96794E-14,1.06E-04,0.000136126,5.65966E-08,0.000242546,1.80E-06,1.09E-07,1.27E-03,0.00669926,0.018881209,0.127789858,0.154641548
406.89751,38.58784,40.65424,40.34528,0.006796624,0.013364795,0.144201944,5.71E-13,0,3.37549E-13,1.69E-05,1.54E-04,4.20E-08,1.71E-04,6.48E-07,0,3.27902E-14,8.73E-05,0.000107241,2.55789E-08,0.000195208,1.62E-06,8.99E-08,1.00E-03,0.005345662,0.014466246,0.114918731,0.135733136
407.85242,38.5819,40.63471,40.18893,0.006545155,0.013106002,0.119220808,4.72E-13,0,2.04584E-13,1.37E-05,1.27E-04,2.22E-08,1.41E-04,5.89E-07,0,1.80421E-14,7.21E-05,8.44812E-05,1.15574E-08,0.000157207,1.45E-06,7.43E-08,7.89E-04,0.004254308,0.010942555,0.093711229,0.109698579
408.80734,38.56958,40.62605,40.05237,0.006741771,0.011339566,0.091122271,3.90E-13,0,1.23904E-13,1.11E-05,1.05E-04,1.18E-08,1.16E-04,5.36E-07,0,9.98172E-15,5.96E-05,6.6549E-05,5.22075E-09,0.000126681,1.31E-06,6.14E-08,6.22E-04,0.00337856,0.008195556,0.068585562,0.080782936
409.76225,38.56345,40.61698,39.94721,0.0075444,0.012169151,0.063552179,3.22E-13,0,7.51897E-14,9.02E-06,8.70E-05,6.22E-09,9.60E-05,4.87E-07,0,5.47146E-15,4.92E-05,5.24217E-05,2.35792E-09,0.000102146,1.18E-06,5.07E-08,4.90E-04,0.002678525,0.006092042,0.045396195,0.054658139
410.71717,38.55521,40.60335,39.91546,0.008730745,0.011617992,0.038378581,2.66E-13,0,4.55327E-14,7.31E-06,7.18E-05,3.29E-09,7.92E-05,4.43E-07,0,3.01035E-15,4.07E-05,4.12924E-05,1.06477E-09,8.24135E-05,1.06E-06,4.19E-08,3.86E-04,0.002120647,0.004502766,0.027761517,0.034772314
411.67208,38.55162,40.59308,39.90159,0.007801371,0.012448307,0.018630511,2.20E-13,0,2.76143E-14,5.93E-06,5.94E-05,1.74E-09,6.53E-05,4.02E-07,0,1.64255E-15,3.36E-05,3.25253E-05,4.80759E-10,6.65353E-05,9.51E-07,3.46E-08,3.04E-04,0.00167715,0.003314031,0.01607553,0.021372106
412.627,38.54153,40.58793,39.89627,0.007408696,0.011263548,0.00492823,1.82E-13,0,1.67513E-14,4.80E-06,4.90E-05,9.22E-10,5.38E-05,3.66E-07,0,9.58456E-16,2.78E-05,2.56192E-05,2.17046E-10,5.37507E-05,8.55E-07,2.86E-08,2.40E-04,0.001325261,0.002431464,0.008992654,0.012990137
413.58191,38.53411,40.57152,39.8955,0.006616267,0.012380797,-0.000416419,1.50E-13,0,1.01285E-14,3.89E-06,4.05E-05,4.88E-10,4.44E-05,3.32E-07,0,5.47851E-16,2.29E-05,2.01793E-05,9.80E-11,4.34511E-05,7.69E-07,2.36E-08,1.89E-04,1.05E-03,0.001779813,0.004926556,0.007942665
414.53683,38.52507,40.55799,39.89073,0.007230592,0.013190146,-0.00019184,1.24E-13,0,6.18058E-15,3.16E-06,3.35E-05,2.58E-10,3.66E-05,3.02E-07,0,2.74002E-16,1.90E-05,1.58943E-05,4.42E-11,3.51482E-05,6.91E-07,1.95E-08,1.49E-04,8.26E-04,0.001300589,0.002665532,0.004941672
415.49174,38.51838,40.54391,39.88293,0.007262166,0.013166871,0.005009801,1.02E-13,0,3.64982E-15,2.56E-06,2.77E-05,1.37E-10,3.02E-05,2.75E-07,0,1.37037E-16,1.57E-05,1.25191E-05,2.00E-11,2.84511E-05,6.22E-07,1.61E-08,1.17E-04,6.52E-04,0.000949217,0.001431421,0.003150168
416.44666,38.51511,40.5346,39.87219,0.007913696,0.013774897,0.006932477,8.46E-14,0,2.22448E-15,2.07E-06,2.28E-05,7.23E-11,2.49E-05,2.50E-07,0,1.37072E-16,1.29E-05,9.86062E-06,9.01E-12,2.30457E-05,5.59E-07,1.33E-08,9.24E-05,5.14E-04,0.000692138,0.000765133,0.002064119
417.40157,38.51157,40.51963,39.85971,0.008030145,0.013341666,0.008318549,6.99E-14,0,1.43179E-15,1.68E-06,1.89E-05,3.82E-11,2.06E-05,2.27E-07,0,0,1.07E-05,7.76664E-06,4.07E-12,1.86803E-05,5.03E-07,1.10E-08,7.28E-05,4.05E-04,0.00050435,0.000407779,0.001390587
418.35649,38.49702,40.51402,39.85166,0.009920321,0.011738531,0.008792716,5.78E-14,0,7.96391E-16,1.36E-06,1.56E-05,2.02E-11,1.70E-05,2.06E-07,0,0,8.83E-06,6.1173E-06,1.84E-12,1.51524E-05,4.52E-07,9.09E-09,5.74E-05,3.19E-04,0.000367333,0.0002169,0.0009614
419.3114,38.49205,40.4958,39.846,0.010136508,0.011705374,0.00877771,4.77E-14,0,4.78384E-16,1.10E-06,1.29E-05,1.07E-11,1.40E-05,1.87E-07,0,0,7.29E-06,4.81821E-06,8.28E-13,1.22997E-05,4.07E-07,7.51E-09,4.52E-05,2.52E-04,0.000267445,0.000115216,0.000679945
420.26632,38.48065,40.48082,39.8463,0.010627588,0.012982371,0.008661557,3.95E-14,0,3.19276E-16,8.94E-07,1.06E-05,5.66E-12,1.15E-05,1.70E-07,0,0,6.03E-06,3.79E-06,3.74E-13,9.99E-06,3.66E-07,6.20E-09,3.56E-05,1.98E-04,0.000194668,6.1143E-05,0.00049011
421.22123,38.47071,40.47293,39.83679,0.010485967,0.012144756,0.008117091,3.25E-14,0,1.59808E-16,7.25E-07,8.79E-06,3.00E-12,9.52E-06,1.55E-07,0,0,4.98E-06,2.99E-06,1.69E-13,8.12E-06,3.29E-07,5.13E-09,2.81E-05,1.56E-04,0.000141669,3.24249E-05,0.000358742
422.17615,38.45871,40.46209,39.82414,0.009677703,0.01212452,0.008576092,2.68E-14,0,1.59973E-16,5.88E-07,7.27E-06,1.59E-12,7.85E-06,1.41E-07,0,0,4.11E-06,2.35E-06,7.61E-14,6.61E-06,2.96E-07,4.23E-09,2.21E-05,1.23E-04,0.000103085,1.71863E-05,0.000265783
423.13106,38.44742,40.45377,39.8141,0.008649028,0.012517341,0.009414239,2.22E-14,0,0,4.76E-07,6.00E-06,8.39E-13,6.48E-06,1.28E-07,0,0,3.40E-06,1.85E-06,3.43E-14,5.38E-06,2.66E-07,3.50E-09,1.74E-05,9.70E-05,7.50022E-05,9.10572E-06,0.000198776
424.08598,38.43615,40.44111,39.80545,0.008934476,0.010819296,0.010266205,1.83E-14,0,0,3.86E-07,4.96E-06,4.44E-13,5.34E-06,1.16E-07,0,0,2.81E-06,1.46E-06,1.55E-14,4.38E-06,2.39E-07,2.89E-09,1.37E-05,7.64E-05,5.45656E-05,4.82293E-06,0.000149751
425.04089,38.43615,40.42563,39.795,0.007399698,0.011763129,0.011043631,1.52E-14,0,0,3.13E-07,4.10E-06,2.35E-13,4.41E-06,1.06E-07,0,0,2.32E-06,1.15E-06,7.01E-15,3.58E-06,2.15E-07,2.39E-09,1.08E-05,6.02E-05,3.96956E-05,2.55393E-06,0.000113459
425.99581,38.42843,40.4102,39.78818,0.006788051,0.012803297,0.009204489,1.25E-14,0,0,2.54E-07,3.38E-06,1.24E-13,3.64E-06,9.61E-08,0,0,1.92E-06,9.06E-07,3.18E-15,2.92E-06,1.94E-07,1.97E-09,8.51E-06,4.74E-05,2.88768E-05,1.35214E-06,8.63461E-05
426.95072,38.42191,40.40902,39.78192,0.006816628,0.012625951,0.007523905,1.04E-14,0,0,2.06E-07,2.80E-06,6.57E-14,3.00E-06,8.73E-08,0,0,1.58E-06,7.14E-07,1.44E-15,2.38E-06,1.74E-07,1.63E-09,6.70E-06,3.73E-05,2.1006E-05,7.15777E-07,6.59473E-05
427.90564,38.41303,40.39009,39.77048,0.007897591,0.014478702,0.005817737,8.55E-15,0,0,1.67E-07,2.31E-06,3.47E-14,2.48E-06,7.94E-08,0,0,1.31E-06,5.62E-07,6.59E-16,1.95E-06,1.57E-07,1.35E-09,5.28E-06,2.94E-05,1.52802E-05,3.78862E-07,5.05145E-05
428.86055,38.40409,40.38067,39.76279,0.008493495,0.014045698,0.005217693,7.01E-15,0,0,1.35E-07,1.91E-06,1.84E-14,2.04E-06,7.21E-08,0,0,1.08E-06,4.43E-07,3.00E-16,1.60E-06,1.41E-07,1.1123E-09,4.16E-06,2.32E-05,1.1115E-05,2.00516E-07,3.8788E-05
429.81547,38.39758,40.36988,39.75412,0.009780603,0.014715457,0.005101024,5.81E-15,0,0,1.09E-07,1.58E-06,9.71443E-15,1.69E-06,6.56E-08,0,0,8.93E-07,3.49E-07,1.20E-16,1.31E-06,1.27E-07,9.18921E-10,3.28E-06,1.83E-05,8.08503E-06,1.06E-07,2.98462E-05
430.77038,38.39221,40.35034,39.74949,0.009730594,0.015884253,0.006045947,4.79E-15,0,0,8.87E-08,1.30E-06,5.16253E-15,1.39E-06,5.96E-08,0,0,7.37E-07,2.75E-07,5.99E-17,1.07E-06,1.14E-07,7.59164E-10,2.58E-06,1.44E-05,5.88103E-06,5.62E-08,2.30083E-05
431.7253,38.38066,40.33612,39.75274,0.010281064,0.01596999,0.006352269,3.93E-15,0,0,7.19E-08,1.08E-06,2.72004E-15,1.15E-06,5.42E-08,0,0,6.09E-07,2.16E-07,0.00E+00,8.80E-07,1.02E-07,6.2718E-10,2.03E-06,1.13E-05,4.2778E-06,2.97E-08,1.77664E-05
432.68021,38.36727,40.32086,39.75062,0.010907353,0.014897017,0.006835025,3.25E-15,0,0,5.83E-08,8.89E-07,1.44329E-15,9.47E-07,4.92E-08,0,0,5.03E-07,1.70E-07,0.00E+00,7.23E-07,9.21E-08,5.18143E-10,1.60E-06,8.92E-06,3.11163E-06,1.57E-08,1.37398E-05
433.63513,38.35633,40.2993,39.74431,0.011300008,0.016611502,0.007656087,2.74E-15,0,0,4.72E-08,7.34E-07,7.77155E-16,7.82E-07,4.47E-08,0,0,4.16E-07,1.34E-07,0.00E+00,5.95E-07,8.28E-08,4.28062E-10,1.26E-06,7.02E-06,2.26336E-06,8.32E-09,1.06408E-05
434.59004,38.35008,40.29327,39.72895,0.012548255,0.016675809,0.00921608,2.22E-15,0,0,3.83E-08,6.07E-07,3.88578E-16,6.45E-07,4.07E-08,0,0,3.43E-07,1.06E-07,0.00E+00,4.90E-07,7.45E-08,3.53642E-10,9.94E-07,5.53E-06,1.64633E-06,4.40E-09,8.25194E-06
435.54496,38.33754,40.27512,39.71722,0.01251288,0.015086519,0.010651486,1.88E-15,0,0,3.10E-08,5.01E-07,2.22044E-16,5.32E-07,3.70E-08,0,0,2.84E-07,8.32E-08,0.00E+00,4.04E-07,6.70E-08,2.9216E-10,7.83E-07,4.36E-06,1.19752E-06,2.33E-09,6.40757E-06
436.49987,38.32544,40.26239,39.70641,0.011416029,0.014137245,0.011358398,1.54E-15,0,0,2.51E-08,4.14E-07,1.11022E-16,4.39E-07,3.36E-08,0,0,2.34E-07,6.56E-08,0.00E+00,3.34E-07,6.02E-08,2.41367E-10,6.17E-07,3.43E-06,8.71054E-07,1.23E-09,4.9816E-06
437.45479,38.31384,40.25219,39.69986,0.010939352,0.013660417,0.010350873,1.20E-15,0,0,2.04E-08,3.42E-07,5.55111E-17,3.63E-07,3.05E-08,0,0,1.94E-07,5.16E-08,0.00E+00,2.76E-07,5.42E-08,1.99405E-10,4.86E-07,2.70E-06,6.34E-07,6.52E-10,3.88E-06
438.4097,38.30138,40.22984,39.69051,0.010955479,0.013535949,0.009357049,1.03E-15,0,0,1.65E-08,2.83E-07,5.55111E-17,2.99E-07,2.78E-08,0,0,1.60E-07,4.07E-08,0.00E+00,2.28E-07,4.87E-08,1.64738E-10,3.82E-07,2.13E-06,4.61E-07,3.45E-10,3.02E-06
439.36462,38.29173,40.21234,39.68322,0.010849138,0.015296568,0.007994489,8.55E-16,0,0,1.34E-08,2.34E-07,0,2.47E-07,2.52E-08,0,0,1.32E-07,3.20E-08,0.00E+00,1.89E-07,4.38E-08,1.36097E-10,3.01E-07,1.68E-06,3.35E-07,1.83E-10,2.36E-06
440.31953,38.27859,40.2044,39.67076,0.009482423,0.014702378,0.007733505,6.84E-16,0,0,1.08E-08,1.93E-07,0,2.04E-07,2.29E-08,0,0,1.09E-07,2.52E-08,0.00E+00,1.57E-07,3.94E-08,1.12436E-10,2.37E-07,1.32E-06,2.44E-07,9.66E-11,1.84E-06
441.27445,38.27436,40.19873,39.66554,0.008334281,0.014158897,0.007500028,5.13E-16,0,0,8.79E-09,1.59E-07,0,1.68E-07,2.08E-08,0,0,9.02E-08,1.99E-08,0.00E+00,1.31E-07,3.54E-08,9.28889E-11,1.87E-07,1.04E-06,1.77E-07,5.11E-11,1.44E-06
442.22936,38.26752,40.18479,39.65906,0.00741963,0.015325934,0.007835803,5.13E-16,0,0,7.13E-09,1.32E-07,0,1.39E-07,1.89E-08,0,0,7.45E-08,1.57E-08,0.00E+00,1.09E-07,3.19E-08,7.67399E-11,1.47E-07,8.19E-07,1.29E-07,2.70E-11,1.13E-06
443.18428,38.25786,40.16413,39.65173,0.006431567,0.014567166,0.00729095,3.42E-16,0,0,5.78E-09,1.09E-07,0,1.15E-07,1.72E-08,0,0,6.16E-08,1.23E-08,0.00E+00,9.11E-08,2.87E-08,6.33983E-11,1.16E-07,6.45E-07,9.38E-08,1.43E-11,8.84E-07
444.13919,38.24908,40.14729,39.64395,0.007968785,0.015714154,0.006608806,3.42E-16,0,0,4.68E-09,8.99E-08,0,9.45E-08,1.57E-08,0,0,5.09E-08,9.71E-09,0.00E+00,7.62E-08,2.58E-08,5.23764E-11,9.13E-08,5.08E-07,6.83E-08,7.57E-12,6.94E-07
445.09411,38.2423,40.13018,39.63905,0.008178587,0.018117313,0.006174456,3.42E-16,0,0,3.79E-09,7.42E-08,0,7.80E-08,1.42E-08,0,0,4.20E-08,7.65E-09,0,6.39E-08,2.32E-08,4.32705E-11,7.19E-08,4.00E-07,4.96E-08,4.00E-12,5.45E-07
446.04902,38.23823,40.11914,39.63242,0.00903556,0.018407027,0.00683626,1.71E-16,0,0,3.08E-09,6.13E-08,0,6.44E-08,1.29E-08,0,0,3.47E-08,6.02E-09,0,5.37E-08,2.09E-08,3.57479E-11,5.67E-08,3.15E-07,3.61E-08,2.12E-12,4.29E-07
447.00394,38.23248,40.10698,39.62477,0.009148408,0.016174691,0.006612236,1.71E-16,0,0,2.49E-09,5.07E-08,0,5.32E-08,1.18E-08,0,0,2.87E-08,4.74E-09,0,4.52E-08,1.88E-08,2.95329E-11,4.46351E-08,2.48E-07,2.63E-08,1.12E-12,3.38E-07
447.95885,38.22292,40.08138,39.61713,0.007999195,0.014595109,0.006318879,1.71E-16,0,0,2.02E-09,4.19E-08,0,4.39E-08,1.07E-08,0,0,2.37E-08,3.74E-09,0,3.81E-08,1.69E-08,2.43986E-11,3.51569E-08,1.96E-07,1.91E-08,5.93E-13,2.67E-07
448.91377,38.21194,40.07236,39.61387,0.008125798,0.014002195,0.006441017,1.71E-16,0,0,1.64E-09,3.46E-08,0,3.62E-08,9.71E-09,0,0,1.96E-08,2.94E-09,0,3.22E-08,1.52E-08,2.01568E-11,2.76912E-08,1.54E-07,1.39E-08,3.14E-13,2.11E-07
449.86868,38.1945,40.0538,39.60917,0.008452274,0.014782872,0.006891256,1.71E-16,0,0,1.33E-09,2.86E-08,0,2.99E-08,8.83E-09,0,0,1.62E-08,2.32E-09,0,2.73E-08,1.36E-08,1.66524E-11,2.1811E-08,1.21E-07,1.01E-08,1.66E-13,1.67E-07
450.8236,38.19391,40.03447,39.59985,0.008944745,0.016931103,0.007433601,1.71E-16,0,0,1.08E-09,2.36E-08,0,2.47E-08,8.02E-09,0,0,1.34E-08,1.83E-09,0,2.32E-08,1.23E-08,1.37574E-11,1.71793E-08,9.56E-08,7.35E-09,8.78E-14,1.32E-07
451.77851,38.18709,40.02758,39.59252,0.009001134,0.016799154,0.008595939,0.00E+00,0,0,8.72E-10,1.95E-08,0,2.04E-08,7.29E-09,0,0,1.10E-08,1.44E-09,0,1.98E-08,1.10E-08,1.13656E-11,1.35312E-08,7.53E-08,5.35E-09,4.65E-14,1.05E-07
452.73343,38.18025,40.02008,39.58673,0.008194255,0.018086762,0.008615265,0.00E+00,0,0,7.07E-10,1.61E-08,0,1.68E-08,6.63E-09,0,0,9.12E-09,1.13E-09,0,1.69E-08,9.92E-09,9.38965E-12,1.06578E-08,5.93E-08,3.89E-09,2.46E-14,8.38E-08
453.68834,38.17788,40.00149,39.57945,0.007069866,0.020858299,0.008814247,0.00E+00,0,0,5.73E-10,1.33E-08,0,1.39E-08,6.02E-09,0,0,7.53E-09,8.92E-10,0,1.45E-08,8.92E-09,7.75729E-12,8.39452E-09,4.67E-08,2.83E-09,1.30E-14,6.69E-08
454.64326,38.16389,39.98015,39.56944,0.007806852,0.019391305,0.008386203,0.00E+00,0,0,4.64E-10,1.10E-08,0,1.15E-08,5.48E-09,0,0,6.22E-09,7.03E-10,0,1.24E-08,8.02E-09,6.40864E-12,6.61186E-09,3.68E-08,2.06E-09,6.89E-15,5.35E-08
455.59817,38.15381,39.95191,39.55954,0.009313604,0.018799763,0.007401029,0.00E+00,0,0,3.76E-10,9.08E-09,0,9.46E-09,4.98E-09,0,0,5.14E-09,5.53E-10,0,1.07E-08,7.22E-09,5.29452E-12,5.20778E-09,2.90E-08,1.50E-09,3.66E-15,4.29E-08
456.55309,38.14372,39.92985,39.54913,0.008959375,0.019400172,0.00777633,0.00E+00,0,0,3.05E-10,7.50E-09,0,7.81E-09,4.52E-09,0,0,4.25E-09,4.36E-10,0,9.21E-09,6.49E-09,4.37395E-12,4.10185E-09,2.28E-08,1.09E-09,1.91E-15,3.45E-08
457.508,38.13691,39.91774,39.54189,0.009192408,0.016728689,0.007432516,0.00E+00,0,0,2.47E-10,6.20E-09,0,6.45E-09,4.11E-09,0,0,3.51E-09,3.43E-10,0,7.96E-09,5.84E-09,3.6136E-12,3.23078E-09,1.80E-08,7.92E-10,1.03E-15,2.78E-08
458.46292,38.1337,39.89466,39.54189,0.008675311,0.014147326,0.006806078,0.00E+00,0,0,2.00E-10,5.12E-09,0,5.32E-09,3.74E-09,0,0,2.90E-09,2.70E-10,0,6.91E-09,5.25E-09,2.98539E-12,2.54469E-09,1.42E-08,5.76E-10,5.37E-16,2.25E-08
459.41783,38.12651,39.88725,39.5341,0.007854833,0.01222999,0.006959729,0.00E+00,0,0,1.62E-10,4.23E-09,0,4.39E-09,3.40E-09,0,0,2.40E-09,2.13E-10,0,6.01E-09,4.72E-09,2.46638E-12,2.0043E-09,1.12E-08,4.19E-10,2.93E-16,1.83E-08
460.37275,38.11104,39.88576,39.5268,0.008486667,0.010265157,0.007781742,0.00E+00,0,0,1.32E-10,3.50E-09,0,3.63E-09,3.09E-09,0,0,1.98E-09,1.68E-10,0,5.23E-09,4.25E-09,2.03752E-12,1.57866E-09,8.78E-09,3.05E-10,1.47E-16,1.49E-08
461.32766,38.10634,39.87138,39.52004,0.008197269,0.010062192,0.009092232,0.00E+00,0,0,1.07E-10,2.89E-09,0,2.99E-09,2.81E-09,0,0,1.63E-09,1.32E-10,0,4.57E-09,3.82E-09,1.68336E-12,1.24341E-09,6.92E-09,2.22E-10,9.77E-17,1.22E-08
462.28258,38.09777,39.85594,39.50844,0.008471364,0.01233873,0.010437051,0.00E+00,0,0,8.64E-11,2.39E-09,0,2.47E-09,2.55E-09,0,0,1.35E-09,1.04E-10,0,4.01E-09,3.43E-09,1.39063E-12,9.79353E-10,5.45E-09,1.61E-10,4.88E-17,1.00E-08
463.23749,38.08971,39.84941,39.5027,0.008513775,0.011915979,0.010489344,0.00E+00,0,0,7.01E-11,1.97E-09,0,2.04E-09,2.32E-09,0,0,1.12E-09,8.20E-11,0,3.52E-09,3.09E-09,1.1489E-12,7.71374E-10,4.29E-09,1.17E-10,0.00E+00,8.27E-09
464.19241,38.08407,39.83249,39.49224,0.007634328,0.014034472,0.00909171,0.00E+00,0,0,5.68E-11,1.63E-09,0,1.69E-09,2.11E-09,0,0,9.22E-10,6.46E-11,0,3.09E-09,2.78E-09,9.49152E-13,6.07561E-10,3.38E-09,8.53E-11,0.00E+00,6.85E-09
465.14732,38.07308,39.82269,39.47884,0.00713864,0.014858919,0.00828156,0.00E+00,0,0,4.60E-11,1.35E-09,0,1.39E-09,1.92E-09,0,0,7.62E-10,5.09E-11,0,2.73E-09,2.50E-09,7.84177E-13,4.78537E-10,2.66E-09,6.21E-11,0.00E+00,5.70E-09
466.10224,38.06649,39.81238,39.46881,0.00870886,0.013250738,0.007604156,0.00E+00,0,0,3.73E-11,1.11E-09,0,1.15E-09,1.74E-09,0,0,6.29E-10,4.01E-11,0,2.41E-09,2.25E-09,6.47793E-13,3.76911E-10,2.10E-09,4.52E-11,0.00E+00,4.77E-09
467.05715,38.06224,39.79571,39.46078,0.009099631,0.013657342,0.006777531,0.00E+00,0,0,3.02E-11,9.18E-10,0,9.48E-10,1.58E-09,0,0,5.20E-10,3.15E-11,0,2.13E-09,2.02E-09,5.35234E-13,2.96869E-10,1.65E-09,3.28E-11,0.00E+00,4.00E-09
468.01207,38.05201,39.77447,39.45749,0.009850319,0.013982115,0.007624663,0.00E+00,0,0,2.45E-11,7.59E-10,0,7.83E-10,1.44E-09,0,0,4.29E-10,2.48E-11,0,1.89E-09,1.82E-09,4.42122E-13,2.33823E-10,1.30E-09,2.39E-11,0,3.38E-09
468.96698,38.04326,39.77128,39.45648,0.009851864,0.01210887,0.007034204,0.00E+00,0,0,1.99E-11,6.27E-10,0,6.47E-10,1.31E-09,0,0,3.55E-10,1.96E-11,0,1.68E-09,1.63E-09,3.65237E-13,1.84167E-10,1.02E-09,1.74E-11,0,2.86E-09
469.9219,38.03479,39.75528,39.44969,0.009869065,0.012449963,0.007669986,0.00E+00,0,0,1.61E-11,5.18E-10,0,5.34E-10,1.19E-09,0,0,2.93E-10,1.54E-11,0,1.50E-09,1.47E-09,3.01745E-13,1.45056E-10,8.07E-10,1.26E-11,0,2.43E-09
470.87681,38.02324,39.74321,39.44088,0.009552713,0.013644385,0.008838115,0.00E+00,0,0,1.30E-11,4.28E-10,0,4.41E-10,1.08E-09,0,0,2.42E-10,1.21E-11,0,1.33E-09,1.32E-09,2.49329E-13,1.14251E-10,6.36E-10,9.19E-12,0,2.08E-09
471.83173,38.01041,39.73526,39.43032,0.009003685,0.013182654,0.009192394,0.00E+00,0,0,1.06E-11,3.53E-10,0,3.64E-10,9.82E-10,0,0,2.00E-10,9.56E-12,0,1.19E-09,1.19E-09,2.05929E-13,8.99878E-11,5.01E-10,6.69E-12,0,1.79E-09
472.78664,38.00261,39.71951,39.41966,0.00829715,0.01223111,0.010223291,0.00E+00,0,0,8.57E-12,2.92E-10,0,3.01E-10,8.92E-10,0,0,1.65E-10,7.53E-12,0,1.06E-09,1.07E-09,1.70126E-13,7.08774E-11,3.94E-10,4.86E-12,0,1.54E-09
