temperature,rate_3,rate_5,rate_10,rate_3_diff,rate_5_diff,rate_10_diff,rate_3_diff_reaction_0,rate_3_diff_reaction_1,rate_3_diff_reaction_2,rate_3_diff_reaction_3,rate_3_diff_reaction_4,rate_3_diff_reaction_5,rate_3_diff_cumulative,rate_5_diff_reaction_0,rate_5_diff_reaction_1,rate_5_diff_reaction_2,rate_5_diff_reaction_3,rate_5_diff_reaction_4,rate_5_diff_reaction_5,rate_5_diff_cumulative,rate_10_diff_reaction_0,rate_10_diff_reaction_1,rate_10_diff_reaction_2,rate_10_diff_reaction_3,rate_10_diff_reaction_4,rate_10_diff_reaction_5,rate_10_diff_cumulative
473.74156,37.99588,39.7105,39.40658,0.006495488,0.013851859,0.010556488,0.00E+00,0,0,6.95E-12,2.41E-10,0,2.48E-10,8.11E-10,0,0,1.37E-10,5.93E-12,0,9.53E-10,9.61E-10,1.40634E-13,5.58251E-11,3.11E-10,3.54E-12,0,1.33E-09
474.69647,37.99175,39.69977,39.4009,0.006383387,0.01315199,0.010558255,0.00E+00,0,0,5.63E-12,1.99E-10,0,2.05E-10,7.37E-10,0,0,1.13E-10,4.67E-12,0,8.55E-10,8.64E-10,1.16165E-13,4.39697E-11,2.45E-10,2.57E-12,0,1.16E-09
475.65139,37.9837,39.67866,39.38929,0.006595461,0.01360308,0.010968935,0.00E+00,0,0,4.56E-12,1.65E-10,0,1.69E-10,6.70E-10,0,0,9.32E-11,3.68E-12,0,7.67E-10,7.77E-10,9.59455E-14,3.46318E-11,1.93E-10,1.87E-12,0,1.01E-09
476.6063,37.98136,39.66075,39.38272,0.007020442,0.012597106,0.010305833,0.00E+00,0,0,3.70E-12,1.36E-10,0,1.40E-10,6.09E-10,0,0,7.70E-11,2.90E-12,0,6.89E-10,6.99E-10,7.92033E-14,2.72772E-11,1.52E-10,1.36E-12,0,8.80E-10
477.56122,37.97245,39.65903,39.37613,0.008299206,0.010837694,0.009431802,0.00E+00,0,0,3.00E-12,1.12E-10,0,1.15E-10,5.53E-10,0,0,6.36E-11,2.28E-12,0,6.19E-10,6.29E-10,6.54232E-14,2.14843E-11,1.20E-10,9.90E-13,0,7.71E-10
478.51613,37.96503,39.65178,39.36184,0.007556873,0.010473238,0.008639011,0.00E+00,0,0,2.43E-12,9.28E-11,0,9.53E-11,5.03E-10,0,0,5.25E-11,1.80E-12,0,5.57E-10,5.65E-10,5.40901E-14,1.69218E-11,9.41E-11,7.20E-13,0,6.77E-10
479.47105,37.96265,39.63302,39.35102,0.00938641,0.009276026,0.008463094,0.00E+00,0,0,1.97E-12,7.67E-11,0,7.87E-11,4.57E-10,0,0,4.34E-11,1.42E-12,0,5.02E-10,5.09E-10,4.46887E-14,1.33281E-11,7.41E-11,5.24E-13,0,5.97E-10
480.42596,37.9439,39.62393,39.33956,0.009863003,0.009818326,0.008012658,0.00E+00,0,0,1.60E-12,6.34E-11,0,6.49E-11,4.16E-10,0,0,3.59E-11,1.12E-12,0,4.53E-10,4.57E-10,3.69615E-14,1.04977E-11,5.84E-11,3.81E-13,0,5.27E-10
481.38088,37.93476,39.61694,39.33297,0.010968425,0.011465213,0.008203997,0.00E+00,0,0,1.29E-12,5.23E-11,0,5.36E-11,3.78E-10,0,0,2.96E-11,8.79E-13,0,4.08E-10,4.11E-10,3.05223E-14,8.26824E-12,4.60E-11,2.77E-13,0,4.66E-10
482.33579,37.92884,39.61232,39.33232,0.009751895,0.014146174,0.008259883,0.00E+00,0,0,1.05E-12,4.32E-11,0,4.43E-11,3.43E-10,0,0,2.45E-11,6.92E-13,0,3.69E-10,3.70E-10,2.5242E-14,6.51237E-12,3.62E-11,2.02E-13,0,4.13E-10
483.29071,37.9211,39.59981,39.32648,0.00907573,0.013559948,0.008075767,0.00E+00,0,0,8.50E-13,3.57E-11,0,3.66E-11,3.12E-10,0,0,2.02E-11,5.45E-13,0,3.33E-10,3.33E-10,2.08633E-14,5.12928E-12,2.85E-11,1.47E-13,0,3.67E-10
484.24562,37.91694,39.58396,39.31769,0.007187745,0.013703435,0.00872674,0.00E+00,0,0,6.89E-13,2.95E-11,0,3.02E-11,2.84E-10,0,0,1.67E-11,4.29E-13,0,3.01E-10,2.99E-10,1.72573E-14,4.04004E-12,2.25E-11,1.07E-13,0,3.26E-10
485.20054,37.89558,39.56779,39.3073,0.005111098,0.016259355,0.009296468,0.00E+00,0,0,5.58E-13,2.44E-11,0,2.49E-11,2.58E-10,0,0,1.38E-11,3.38E-13,0,2.72E-10,2.69E-10,1.41664E-14,3.18203E-12,1.77E-11,7.76E-14,0,2.90E-10
486.15545,37.89348,39.54585,39.29484,0.005837205,0.017571898,0.010422789,0.00E+00,0,0,4.52E-13,2.01E-11,0,2.06E-11,2.34E-10,0,0,1.14E-11,2.66E-13,0,2.46E-10,2.42E-10,1.17195E-14,2.50622E-12,1.39E-11,5.65E-14,0,2.59E-10
487.11037,37.88844,39.53511,39.28525,0.005522815,0.016924082,0.011571712,0.00E+00,0,0,3.67E-13,1.66E-11,0,1.70E-11,2.13E-10,0,0,9.42E-12,2.10E-13,0,2.23E-10,2.18E-10,9.65894E-15,1.974E-12,1.10E-11,4.11E-14,0,2.31E-10
488.06528,37.8906,39.52,39.27367,0.004669243,0.014558344,0.011205267,0.00E+00,0,0,2.97E-13,1.37E-11,0,1.40E-11,1.94E-10,0,0,7.78E-12,1.65E-13,0,2.02E-10,1.96E-10,7.98472E-15,1.55479E-12,8.65E-12,2.99E-14,0,2.06E-10
489.0202,37.88636,39.51075,39.26502,0.005157698,0.013893676,0.011053957,0.00E+00,0,0,2.41E-13,1.14E-11,0,1.16E-11,1.76E-10,0,0,6.43E-12,1.30E-13,0,1.83E-10,1.76E-10,6.56808E-15,1.22458E-12,6.81E-12,2.17E-14,0,1.84E-10
489.97511,37.88399,39.49144,39.25676,0.00428611,0.01216527,0.011416536,0.00E+00,0,0,1.95E-13,9.38E-12,0,9.58E-12,1.60E-10,0,0,5.31E-12,1.03E-13,0,1.65E-10,1.58E-10,5.40901E-15,9.6447E-13,5.37E-12,1.58E-14,0,1.65E-10
490.93003,37.87258,39.47474,39.24622,0.006796771,0.011132311,0.011823549,0.00E+00,0,0,1.58E-13,7.75E-12,0,7.91E-12,1.45E-10,0,0,4.39E-12,8.07E-14,0,1.50E-10,1.42E-10,4.50751E-15,7.59732E-13,4.23E-12,1.15E-14,0,1.47E-10
491.88494,37.86438,39.46676,39.23392,0.013950689,0.017788581,0.017853051,0.00E+00,0,0,1.28E-13,6.40E-12,0,6.53E-12,1.32E-10,0,0,3.63E-12,6.36E-14,0,1.36E-10,1.28E-10,3.73479E-15,5.98365E-13,3.33E-12,8.37E-15,0,1.32E-10
492.83986,37.86062,39.46307,39.2211,0.007508561,0.009739138,0.009498277,0.00E+00,0,0,1.04E-13,5.29E-12,0,5.39E-12,1.20E-10,0,0,2.99E-12,5.01E-14,0,1.23E-10,1.15E-10,3.09086E-15,4.71309E-13,2.62E-12,6.08E-15,0,1.18E-10
493.79477,37.85345,39.45377,39.21203,0.011864868,0.01575001,0.011980061,0.00E+00,0,0,8.43E-14,4.37E-12,0,4.46E-12,1.09E-10,0,0,2.47E-12,3.94E-14,0,1.12E-10,1.04E-10,2.57572E-15,3.71204E-13,2.06E-12,4.42E-15,0,1.06E-10
494.74969,37.84212,39.43873,39.20059,0.003413934,0.002942686,0.010922495,0.00E+00,0,0,6.83E-14,3.61E-12,0,3.68E-12,9.92E-11,0,0,2.04E-12,3.11E-14,0,1.01E-10,9.31E-11,2.06057E-15,2.92389E-13,1.63E-12,3.22E-15,0,9.51E-11
495.7046,37.83886,39.43592,39.19016,0.010870021,0.012158087,0.005162736,0.00E+00,0,0,5.53E-14,2.98E-12,0,3.04E-12,9.02E-11,0,0,1.69E-12,2.45E-14,0,9.19E-11,8.38E-11,1.803E-15,2.3022E-13,1.28E-12,2.34E-15,0,8.53E-11
496.65952,37.82848,39.42431,39.18523,0.007351478,0.007435256,0,0.00E+00,0,0,4.49E-14,2.46E-12,0,2.51E-12,8.20E-11,0,0,1.40E-12,1.93E-14,0,8.34E-11,7.53E-11,1.41664E-15,1.81413E-13,1.01E-12,1.71E-15,0,7.65E-11
497.61443,37.82146,39.41721,39.18523,-0.076005553,-0.079212353,-0.078746169,0.00E+00,0,0,3.64E-14,2.04E-12,0,2.07E-12,7.45E-11,0,0,1.15E-12,1.52E-14,0,7.57E-11,6.77E-11,1.15907E-15,1.42798E-13,7.95E-13,1.23E-15,0,6.87E-11
