temperature,rate_3,rate_5,rate_10,rate_3_diff,rate_5_diff,rate_10_diff,rate_3_diff_reaction_0,rate_3_diff_reaction_1,rate_3_diff_reaction_2,rate_3_diff_reaction_3,rate_3_diff_reaction_4,rate_3_diff_reaction_5,rate_3_diff_cumulative,rate_5_diff_reaction_0,rate_5_diff_reaction_1,rate_5_diff_reaction_2,rate_5_diff_reaction_3,rate_5_diff_reaction_4,rate_5_diff_reaction_5,rate_5_diff_cumulative,rate_10_diff_reaction_0,rate_10_diff_reaction_1,rate_10_diff_reaction_2,rate_10_diff_reaction_3,rate_10_diff_reaction_4,rate_10_diff_reaction_5,rate_10_diff_cumulative
138.5824,99.94863,100.0104,99.92477,0.002785431,0.003287941,0.001689932,0.000783439,2.31E-07,0.001182824,4.89E-127,4.72E-25,2.95E-16,0.001966494,0.000363664,1.00E-10,0.001363941,7.26E-135,8.02E-27,9.30E-20,0.001727605,0.000160212,3.54E-09,0.000144638,1.96E-139,5.24E-38,7.11E-25,0.000304853
139.53731,99.94104,100.00831,99.92477,0.003105496,0.003181993,0.000889059,0.000848196,2.62E-07,0.001227874,1.91E-126,5.99E-25,3.38E-16,0.002076332,0.000395106,1.21E-10,0.001411137,2.84E-134,1.02E-26,1.09E-19,0.001806244,0.000173473,4.05E-09,0.000151052,6.96E-139,7.20E-38,8.60E-25,0.000324529
140.49223,99.93897,99.9968,99.92852,0.004437025,0.003059502,-0.000234483,0.000918294,2.98E-07,0.001274637,7.49E-126,7.60E-25,3.87E-16,0.002193229,0.000429262,1.47E-10,0.001459963,1.11E-133,1.29E-26,1.28E-19,0.001889226,0.000187832,4.65E-09,0.00015775,2.47E-138,9.90E-38,1.04E-24,0.000345587
141.44714,99.93483,99.9964,99.93187,0.004592769,0.003162567,-0.001174601,0.000994171,3.38E-07,0.001323178,2.93E-125,9.65E-25,4.44E-16,0.002317687,0.000466366,1.77E-10,0.001510474,4.35E-133,1.64E-26,1.50E-19,0.00197684,0.000203378,5.33E-09,0.000164746,8.79E-138,1.36E-37,1.26E-24,0.000368129
142.40206,99.93242,99.9964,99.93024,0.003565945,0.0029937,-0.000977325,0.001076302,3.84E-07,0.001373563,1.15E-124,1.23E-24,5.09E-16,0.002450248,0.000506671,2.15E-10,0.001562727,1.70E-132,2.08E-26,1.76E-19,0.002069398,0.00022021,6.10E-09,0.000172051,3.12E-137,1.87E-37,1.53E-24,0.000392267
143.35697,99.92583,99.9956,99.92726,0.002572345,0.002289656,0.000268318,0.001165197,4.36E-07,0.001425862,4.49E-124,1.56E-24,5.83E-16,0.002591495,0.000550452,2.60E-10,0.001616782,6.65E-132,2.65E-26,2.06E-19,0.002167234,0.000238434,7.00E-09,0.000179681,1.11E-136,2.57E-37,1.85E-24,0.000418121
144.31189,99.92242,99.99288,99.92811,0.001709746,0.00170784,0.001404997,0.001261413,4.95E-07,0.001480149,1.75E-123,1.98E-24,6.68E-16,0.002742057,0.000598009,3.15E-10,0.001672701,2.60E-131,3.36E-26,2.42E-19,0.002270711,0.000258164,8.02E-09,0.000187648,3.94E-136,3.54E-37,2.23E-24,0.00044582
145.2668,99.91932,99.98851,99.92769,0.00170608,0.002067863,0.00208005,0.001365546,5.62E-07,0.001536497,6.87E-123,2.51E-24,7.66E-16,0.002902605,0.000649664,3.81E-10,0.001730548,1.02E-130,4.27E-26,2.83E-19,0.002380213,0.000279525,9.19E-09,0.000195969,1.40E-135,4.86E-37,2.71E-24,0.000475503
146.22172,99.92484,99.9864,99.92728,0.002753285,0.002796105,0.002415096,0.001478245,6.39E-07,0.001594986,2.69E-122,3.18E-24,8.78E-16,0.00307387,0.000705771,4.61E-10,0.00179039,3.99E-130,5.42E-26,3.32E-19,0.002496161,0.000302652,1.05E-08,0.000204658,4.97E-135,6.68E-37,3.27E-24,0.000507321
147.17663,99.92484,99.9848,99.92142,0.004177535,0.00352987,0.002799483,0.001600209,7.26E-07,0.001655695,1.05E-121,4.04E-24,1.01E-15,0.003256629,0.000766709,5.58E-10,0.001852293,1.56E-129,6.88E-26,3.89E-19,0.002619003,0.00032769,1.21E-08,0.000213733,1.77E-134,9.19E-37,3.96E-24,0.000541435
148.13155,99.91587,99.9824,99.9185,0.004832575,0.004060512,0.003330667,0.001732193,8.24E-07,0.001718709,4.11E-121,5.13E-24,1.15E-15,0.003451727,0.000832893,6.76E-10,0.00191633,6.10E-129,8.73E-26,4.57E-19,0.002749224,0.000354797,1.38E-08,0.00022321,6.27E-134,1.26E-36,4.80E-24,0.000578021
149.08646,99.9048,99.97601,99.91684,0.005323641,0.004467713,0.003693895,0.001875012,9.36E-07,0.001784115,1.61E-120,6.52E-24,1.32E-15,0.003660063,0.000904771,8.18E-10,0.001982572,2.39E-128,1.11E-25,5.35E-19,0.002887344,0.000384143,1.59E-08,0.000233107,2.23E-133,1.74E-36,5.81E-24,0.000617265
150.04138,99.90277,99.97481,99.91203,0.005334671,0.005530532,0.003820886,0.002029549,1.06E-06,0.001852003,6.29E-120,8.27E-24,1.52E-15,0.003882615,0.000982832,9.90E-10,0.002051096,9.34E-128,1.41E-25,6.28E-19,0.003033928,0.000415912,1.82E-08,0.000243442,7.92E-133,2.39E-36,7.03E-24,0.000659372
150.99629,99.89707,99.96563,99.90807,0.004467175,0.006669687,0.003669096,0.002196752,1.21E-06,0.001922467,2.46E-119,1.05E-23,1.74E-15,0.004120426,0.0010676,1.20E-09,0.002121978,3.65E-127,1.79E-25,7.36E-19,0.003189579,0.000450304,2.08E-08,0.000254235,2.81E-132,3.28E-36,8.51E-24,0.00070456
151.95121,99.89381,99.95841,99.90554,0.003849784,0.007013093,0.003703186,0.002377651,1.37E-06,0.001995604,9.64E-119,1.33E-23,1.99E-15,0.004374627,0.001159649,1.45E-09,0.002195301,1.43E-126,2.27E-25,8.63E-19,0.003354952,0.000487536,2.39E-08,0.000265507,9.99E-132,4.51E-36,1.03E-23,0.000753067
152.90612,99.89528,99.95441,99.90303,0.00350986,0.007109021,0.003828378,0.002573351,1.56E-06,0.002071514,3.77E-118,1.69E-23,2.28E-15,0.004646423,0.001259598,1.76E-09,0.002271146,5.59E-126,2.88E-25,1.01E-18,0.003530746,0.000527839,2.74E-08,0.000277278,3.55E-131,6.21E-36,1.25E-23,0.000805144
153.86104,99.89277,99.94602,99.89764,0.004119395,0.007273114,0.003544144,0.00278505,1.77E-06,0.002150303,1.47E-117,2.15E-23,2.61E-15,0.004937122,0.00136812,2.13E-09,0.002349601,2.19E-125,3.66E-25,1.19E-18,0.003717724,0.000571468,3.14E-08,0.000289571,1.26E-130,8.53E-36,1.51E-23,0.00086107
154.81595,99.88041,99.93762,99.89425,0.005486743,0.006648868,0.003402721,0.003014033,2.01E-06,0.002232077,5.77E-117,2.73E-23,3.00E-15,0.00524812,0.001485941,2.57E-09,0.002430754,8.56E-125,4.64E-25,1.39E-18,0.003916697,0.000618694,3.60E-08,0.000302408,4.48E-130,1.17E-35,1.83E-23,0.000921137
155.77087,99.87971,99.93322,99.89092,0.006790495,0.006069093,0.003644251,0.003261693,2.28E-06,0.002316952,2.26E-116,3.47E-23,3.44E-15,0.005580927,0.001613851,3.11E-09,0.002514697,3.35E-124,5.89E-25,1.63E-18,0.004128551,0.000669813,4.12E-08,0.000315814,1.59E-129,1.61E-35,2.21E-23,0.000985668
156.72578,99.86537,99.92842,99.88801,0.008008356,0.005832337,0.003830117,0.003529522,2.59E-06,0.002405041,8.83E-116,4.40E-23,3.94E-15,0.005937156,0.001752699,3.77E-09,0.002601525,1.31E-123,7.48E-25,1.91E-18,0.004354228,0.000725145,4.72E-08,0.000329813,5.65E-129,2.22E-35,2.68E-23,0.001055006
157.6807,99.86415,99.92042,99.88548,0.009480428,0.005249745,0.003770534,0.003819139,2.94E-06,0.002496468,3.46E-115,5.59E-23,4.51E-15,0.006318551,0.001903413,4.56E-09,0.002691337,5.13E-123,9.50E-25,2.24E-18,0.004594754,0.000785035,5.41E-08,0.000344433,2.01E-128,3.05E-35,3.24E-23,0.001129523
158.63561,99.85762,99.91802,99.8813,0.009743742,0.005096034,0.003809139,0.004132274,3.34E-06,0.002591355,1.35E-114,7.09E-23,5.17E-15,0.006726973,0.002066988,5.52E-09,0.002784232,2.01E-122,1.21E-24,2.63E-18,0.004851226,0.000849855,6.21E-08,0.000359701,7.13E-128,4.19E-35,3.92E-23,0.001209618
159.59053,99.8454,99.91323,99.87672,0.009293143,0.005461829,0.004017568,0.004470801,3.80E-06,0.002689836,5.29E-114,9.01E-23,5.93E-15,0.007164435,0.002244509,6.68E-09,0.002880318,7.85E-122,1.53E-24,3.08E-18,0.005124834,0.00092001,7.11E-08,0.000375645,2.53E-127,5.76E-35,4.75E-23,0.001295726
160.54544,99.8314,99.90683,99.87211,0.010210236,0.005875072,0.004215636,0.004836724,4.31E-06,0.002792042,2.07E-113,1.14E-22,6.79E-15,0.00763308,0.002437138,8.09E-09,0.002979701,3.07E-121,1.94E-24,3.61E-18,0.005416848,0.000995935,8.15E-08,0.000392294,9.00E-127,7.92E-35,5.74E-23,0.00138831
161.50036,99.8235,99.90363,99.86874,0.010484499,0.005616814,0.004369898,0.00523221,4.90E-06,0.002898116,8.10E-113,1.45E-22,7.79E-15,0.008135226,0.002646144,9.79E-09,0.003082495,1.20E-120,2.47E-24,4.24E-18,0.005728649,0.001078101,9.34E-08,0.000409681,3.20E-126,1.09E-34,6.95E-23,0.001487875
162.45527,99.8138,99.8954,99.86505,0.010338864,0.005406489,0.004344156,0.005659573,5.56E-06,0.003008201,3.17E-112,1.84E-22,8.93E-15,0.008673339,0.002872884,1.19E-08,0.003188814,4.70E-120,3.13E-24,4.97E-18,0.006061709,0.001167015,1.07E-07,0.000427838,1.14E-125,1.50E-34,8.42E-23,0.001594961
163.41019,99.80556,99.88963,99.86123,0.010981238,0.005094612,0.004358633,0.006121314,6.32E-06,0.003122448,1.24E-111,2.34E-22,1.02E-14,0.009250082,0.003118835,1.43E-08,0.003298778,1.84E-119,3.98E-24,5.83E-18,0.006417627,0.00126323,1.23E-07,0.000446799,4.03E-125,2.06E-34,1.02E-22,0.001710152
164.3651,99.79899,99.88517,99.85623,0.011564341,0.0039839,0.004580646,0.006620096,7.18E-06,0.003241012,4.85E-111,2.97E-22,1.17E-14,0.009868286,0.003385581,1.74E-08,0.00341251,7.19E-119,5.05E-24,6.83E-18,0.006798108,0.001367336,1.41E-07,0.0004666,1.43E-124,2.83E-34,1.23E-22,0.001834077
165.32002,99.78141,99.88044,99.85162,0.012540096,0.004152288,0.005224046,0.007158796,8.15E-06,0.003364057,1.90E-110,3.77E-22,1.34E-14,0.010531005,0.003674838,2.10E-08,0.003530138,2.81E-118,6.42E-24,8.01E-18,0.007204998,0.001479977,1.61E-07,0.000487277,5.09E-124,3.89E-34,1.49E-22,0.001967414
166.27493,99.76863,99.88024,99.84684,0.013163949,0.005688927,0.005912355,0.007740472,9.26E-06,0.003491747,7.42E-110,4.79E-22,1.54E-14,0.011241479,0.003988448,2.54E-08,0.003651793,1.10E-117,8.15E-24,9.39E-18,0.007640266,0.00160184,1.85E-07,0.000508869,1.81E-123,5.35E-34,1.81E-22,0.002110894
167.22985,99.76111,99.87284,99.84192,0.01242052,0.00784242,0.005920047,0.008368422,1.05E-05,0.003624258,2.90E-109,6.08E-22,1.77E-14,0.012003197,0.004328401,3.08E-08,0.003777613,4.31E-117,1.03E-23,1.10E-17,0.008106045,0.001733675,2.12E-07,0.000531417,6.42E-123,7.35E-34,2.19E-22,0.002265304
168.18476,99.74148,99.86912,99.83576,0.011998489,0.009908356,0.005098567,0.009046144,1.19E-05,0.003761768,1.14E-108,7.72E-22,2.02E-14,0.012819857,0.00469683,3.73E-08,0.003907735,1.69E-116,1.31E-23,1.29E-17,0.008604602,0.001876284,2.43E-07,0.000554962,2.28E-122,1.01E-33,2.65E-22,0.002431489
169.13968,99.7321,99.85862,99.82992,0.012282923,0.010913855,0.004383902,0.0097774,1.36E-05,0.003904466,4.45E-108,9.80E-22,2.32E-14,0.013695433,0.005096039,4.51E-08,0.004042308,6.60E-116,1.67E-23,1.51E-17,0.009138392,0.002030538,2.78E-07,0.00057955,8.10E-122,1.39E-33,3.20E-22,0.002610366
170.09459,99.72669,99.83797,99.8228,0.012419744,0.012230745,0.004309064,0.010566174,1.54E-05,0.004052543,1.74E-107,1.24E-21,2.66E-14,0.014634126,0.005528487,5.46E-08,0.004181478,2.58E-115,2.12E-23,1.78E-17,0.00971002,0.002197368,3.19E-07,0.000605225,2.88E-121,1.91E-33,3.88E-22,0.002802913
171.04951,99.71313,99.8253,99.82153,0.013913715,0.013056272,0.004032975,0.01141674,1.75E-05,0.004206201,6.81E-107,1.58E-21,3.05E-14,0.015640443,0.005996831,6.61E-08,0.004325403,1.01E-114,2.69E-23,2.08E-17,0.0103223,0.002377787,3.66E-07,0.000632037,1.02E-120,2.63E-33,4.70E-22,0.00301019
172.00442,99.69831,99.81536,99.82066,0.015684855,0.012375496,0.004099417,0.01233361,1.99E-05,0.004365645,2.66E-106,2.01E-21,3.49E-14,0.016719133,0.006503897,8.00E-08,0.00447424,3.95E-114,3.41E-23,2.44E-17,0.010978217,0.002572877,4.19E-07,0.000660035,3.63E-120,3.61E-33,5.68E-22,0.00323333
172.95934,99.68022,99.81006,99.81817,0.016826091,0.01135072,0.005604064,0.013321611,2.26E-05,0.004531094,1.04E-105,2.55E-21,4.00E-14,0.017875281,0.007052732,9.69E-08,0.004628156,1.55E-113,4.33E-23,2.86E-17,0.011680985,0.00278381,4.80E-07,0.000689271,1.29E-119,4.96E-33,6.88E-22,0.003473561
173.91425,99.65814,99.79911,99.80775,0.018811139,0.010234374,0.00772993,0.014385818,2.56E-05,0.004702766,4.08E-105,3.23E-21,4.59E-14,0.019114226,0.007646568,1.17E-07,0.004787319,6.05E-113,5.50E-23,3.36E-17,0.012434004,0.003011842,5.50E-07,0.000719799,4.58E-119,6.82E-33,8.33E-22,0.003732191
174.86917,99.64749,99.78184,99.80106,0.021769367,0.010853661,0.009706025,0.015531646,2.91E-05,0.004880896,1.59E-104,4.11E-21,5.26E-14,0.020441665,0.00828888,1.42E-07,0.004951908,2.37E-112,6.98E-23,3.93E-17,0.01324093,0.003258329,6.31E-07,0.000751678,1.63E-118,9.38E-33,1.01E-21,0.004010638
175.82408,99.6228,99.77571,99.79377,0.024463979,0.012807653,0.011185824,0.016764761,3.31E-05,0.00506572,6.24E-104,5.21E-21,6.03E-14,0.021863558,0.008983342,1.72E-07,0.0051221,9.26E-112,8.86E-23,4.61E-17,0.014105615,0.003524722,7.23E-07,0.000784967,5.78E-118,1.29E-32,1.22E-21,0.004310412
176.779,99.60019,99.76603,99.77841,0.027323884,0.014580306,0.010842368,0.018091184,3.76E-05,0.005257489,2.44E-103,6.62E-21,6.91E-14,0.023386241,0.009733894,2.08E-07,0.005298087,3.62E-111,1.13E-22,5.41E-17,0.015032189,0.00381259,8.29E-07,0.000819727,2.05E-117,1.77E-32,1.48E-21,0.004633145
177.73391,99.57351,99.748,99.76426,0.030705849,0.015534622,0.009081854,0.019517184,4.27E-05,0.005456455,9.55E-103,8.40E-21,7.92E-14,0.025016308,0.010544681,2.52E-07,0.005480058,1.42E-110,1.43E-22,6.34E-17,0.016024991,0.004123604,9.50E-07,0.000856023,7.30E-117,2.44E-32,1.79E-21,0.004980577
178.68883,99.54008,99.73405,99.75882,0.033473649,0.016090327,0.007895985,0.021049387,4.85E-05,0.005662889,3.74E-102,1.07E-20,9.07E-14,0.026760737,0.011420132,3.05E-07,0.005668215,5.54E-110,1.81E-22,7.44E-17,0.017088652,0.004459573,1.09E-06,0.000893923,2.59E-116,3.35E-32,2.16E-21,0.005354584
179.64374,99.50292,99.71245,99.75257,0.03586746,0.018451973,0.006994235,0.022694649,5.50E-05,0.005877061,1.46E-101,1.35E-20,1.04E-13,0.028626751,0.012364887,3.69E-07,0.005862762,2.17E-109,2.30E-22,8.72E-17,0.018228017,0.004822418,1.25E-06,0.000933498,9.21E-116,4.61E-32,2.62E-21,0.005757164
180.59866,99.46696,99.69729,99.74796,0.03755887,0.021173526,0.005726817,0.024460174,6.25E-05,0.00609926,5.72E-101,1.72E-20,1.19E-13,0.030621948,0.013383875,4.46E-07,0.006063913,8.48E-109,2.92E-22,1.02E-16,0.019448235,0.005214216,1.43E-06,0.000974821,3.27E-115,6.33E-32,3.17E-21,0.006190468
181.55357,99.43896,99.67651,99.74785,0.039331437,0.023022835,0.005465997,0.026353355,7.10E-05,0.006329777,2.24E-100,2.18E-20,1.37E-13,0.032754133,0.014482235,5.40E-07,0.006271884,3.32E-108,3.71E-22,1.20E-16,0.020754659,0.005637171,1.64E-06,0.001017969,1.16E-114,8.71E-32,3.84E-21,0.00665678
182.50849,99.39767,99.65889,99.73877,0.041015092,0.025061151,0.006331937,0.028381901,8.06E-05,0.006568921,8.75E-100,2.77E-20,1.57E-13,0.035031463,0.015665392,6.54E-07,0.006486905,1.30E-107,4.71E-22,1.41E-16,0.022152951,0.006093657,1.88E-06,0.001063023,4.13E-114,1.20E-31,4.64E-21,0.007158559
183.4634,99.35734,99.6297,99.72923,0.042526697,0.027532702,0.007239806,0.030553648,9.16E-05,0.006817005,3.43E-99,3.52E-20,1.79E-13,0.037462241,0.016938961,7.92E-07,0.006709205,5.08E-107,5.99E-22,1.65E-16,0.023648957,0.00658619,2.15E-06,0.001110066,1.47E-113,1.65E-31,5.62E-21,0.00769841
184.41832,99.31524,99.59922,99.72296,0.045098824,0.029494098,0.008609813,0.032876685,1.04E-04,0.00707436,1.34E-98,4.47E-20,2.06E-13,0.040055067,0.01830883,9.58E-07,0.006939027,1.99E-106,7.60E-22,1.93E-16,0.025248816,0.007117475,2.47E-06,0.001159186,5.21E-113,2.26E-31,6.81E-21,0.00827913
185.37323,99.26532,99.57051,99.71365,0.048998943,0.030514538,0.010085572,0.035359132,0.000118142,0.00734132,5.24E-98,5.67E-20,2.36E-13,0.042818594,0.019781037,1.16E-06,0.007176616,7.78E-106,9.65E-22,2.27E-16,0.026958813,0.007690371,2.83E-06,0.001210473,1.85E-112,3.11E-31,8.24E-21,0.008903673
186.32815,99.22165,99.54109,99.70486,0.053291498,0.031726656,0.010813122,0.038009269,0.00013418,0.00761824,2.05E-97,7.20E-20,2.70E-13,0.045761688,0.021361859,1.40E-06,0.007422231,3.04E-105,1.23E-21,2.66E-16,0.028785494,0.008307942,3.24E-06,0.001264023,6.57E-112,4.28E-31,9.97E-21,0.009575208
187.28306,99.1715,99.51103,99.69651,0.056204339,0.033213447,0.012035765,0.040835264,0.000152394,0.007905476,8.03E-97,9.14E-20,3.10E-13,0.048893134,0.023057659,1.70E-06,0.00767613,1.19E-104,1.56E-21,3.11E-16,0.030735488,0.008973417,3.72E-06,0.001319936,2.34E-111,5.88E-31,1.21E-20,0.010297069
188.23798,99.1176,99.47681,99.68268,0.059630387,0.034911292,0.013393556,0.043845315,0.000173079,0.008203411,3.14E-96,1.16E-19,3.55E-13,0.052221805,0.024874981,2.06E-06,0.00793859,4.66E-104,1.97E-21,3.65E-16,0.032815628,0.009690248,4.26E-06,0.001378314,8.30E-111,8.08E-31,1.46E-20,0.011072822
189.19289,99.05285,99.45144,99.6668,0.064088785,0.036934433,0.013833273,0.047047314,0.000196571,0.008512425,1.23E-95,1.47E-19,4.07E-13,0.05575631,0.02682036,2.49E-06,0.008209886,1.82E-103,2.51E-21,4.28E-16,0.035032736,0.010462056,4.88E-06,0.001439266,2.95E-110,1.11E-30,1.77E-20,0.011906205
190.14781,98.99116,99.41052,99.65636,0.067328649,0.03970102,0.013855755,0.050449002,0.00022325,0.008832927,4.81E-95,1.87E-19,4.66E-13,0.059505178,0.028900421,3.01E-06,0.008490311,7.13E-103,3.18E-21,5.02E-16,0.037393746,0.011292701,5.60E-06,0.001502905,1.05E-109,1.53E-30,2.14E-20,0.012801202
191.10272,98.92224,99.36746,99.6392,0.069624488,0.042693693,0.013652947,0.054057573,0.000253548,0.009165323,1.88E-94,2.38E-19,5.35E-13,0.063476444,0.031121652,3.65E-06,0.008780156,2.79E-102,4.04E-21,5.89E-16,0.039905457,0.012186213,6.41E-06,0.001569348,3.72E-109,2.10E-30,2.59E-20,0.013761975
192.05764,98.86336,99.324,99.62543,0.070614299,0.045336697,0.013164112,0.057879832,0.000287956,0.009510051,7.36E-94,3.02E-19,6.13E-13,0.067677838,0.033490502,4.42E-06,0.009079733,1.09E-101,5.13E-21,6.90E-16,0.042574652,0.013146866,7.35E-06,0.001638718,1.32E-108,2.89E-30,3.14E-20,0.014792935
193.01255,98.79092,99.28342,99.61799,0.071950826,0.048105947,0.013036738,0.061921741,0.000327029,0.009867546,2.88E-93,3.83E-19,7.02E-13,0.072116315,0.036013114,5.35E-06,0.00938935,4.27E-101,6.51E-21,8.09E-16,0.04540781,0.014179101,8.43E-06,0.001711142,4.69E-108,3.97E-30,3.80E-20,0.01589867
193.96747,98.71736,99.23866,99.60457,0.074516724,0.050075283,0.014424289,0.066188582,0.000371401,0.010238273,1.13E-92,4.86E-19,8.05E-13,0.076798256,0.038695424,6.47E-06,0.00970934,1.67E-100,8.27E-21,9.49E-16,0.048411236,0.015287603,9.66E-06,0.001786756,1.67E-107,5.46E-30,4.59E-20,0.017084017
194.92238,98.64732,99.184,99.5912,0.078775718,0.051351475,0.015895661,0.070684445,0.000421788,0.010622699,4.41E-92,6.17E-19,9.23E-13,0.081728932,0.041542853,7.83E-06,0.010040029,6.54E-100,1.05E-20,1.11E-15,0.051590715,0.016477207,1.11E-05,0.001865696,5.92E-107,7.50E-30,5.56E-20,0.018353972
195.8773,98.57631,99.13828,99.57501,0.084297407,0.053323291,0.017351304,0.075412406,0.000479005,0.01102132,1.72E-91,7.84E-19,1.06E-12,0.086912731,0.044560409,9.48E-06,0.010381768,2.56E-99,1.33E-20,1.30E-15,0.054951658,0.017752978,1.27E-05,0.00194811,2.10E-106,1.03E-29,6.73E-20,0.019713775
196.83221,98.48776,99.08306,99.55629,0.090256978,0.055985279,0.019920361,0.080373954,0.000543975,0.011434635,6.74E-91,9.95E-19,1.21E-12,0.092352563,0.047752333,1.15E-05,0.010734904,1.00E-98,1.69E-20,1.53E-15,0.058498714,0.019120104,1.45E-05,0.002034148,7.47E-106,1.42E-29,8.15E-20,0.021168792
197.78713,98.40034,99.03024,99.53481,0.097114498,0.058612253,0.022029955,0.085569196,0.000617746,0.011863172,2.64E-90,1.26E-18,1.39E-12,0.098050114,0.05112222,1.39E-05,0.011099809,3.91E-98,2.15E-20,1.79E-15,0.06223592,0.020583976,1.67E-05,0.002123968,2.65E-105,1.95E-29,9.86E-20,0.02272461
198.74204,98.29847,98.97061,99.51016,0.10334702,0.061543251,0.023672122,0.090996241,0.000701507,0.012307462,1.03E-89,1.60E-18,1.59E-12,0.104005211,0.054672615,1.68E-05,0.011476849,1.53E-97,2.73E-20,2.10E-15,0.06616628,0.022150056,1.91E-05,0.002217735,9.43E-105,2.68E-29,1.19E-19,0.024386893
199.69696,98.20437,98.9156,99.4926,0.109998516,0.066652271,0.025883771,0.096651437,0.000796609,0.012768072,4.04E-89,2.04E-18,1.82E-12,0.110216117,0.058405163,2.04E-05,0.01186642,5.99E-97,3.46E-20,2.47E-15,0.070291936,0.023823967,2.19E-05,0.002315621,3.35E-104,3.68E-29,1.45E-19,0.026161482
200.65187,98.08709,98.84653,99.46486,0.116156315,0.072738936,0.028781134,0.102528726,0.000904578,0.013245565,1.58E-88,2.59E-18,2.09E-12,0.116678868,0.062320171,2.46E-05,0.012268908,2.34E-96,4.40E-20,2.89E-15,0.074613715,0.025611327,2.51E-05,0.002417804,1.19E-103,5.07E-29,1.75E-19,0.028054225
201.60679,97.98224,98.7773,99.43587,0.12319064,0.078381825,0.031617596,0.108619939,0.001027152,0.013740544,6.18E-88,3.28E-18,2.40E-12,0.123387635,0.066416787,2.98E-05,0.01268473,9.17E-96,5.58E-20,3.39E-15,0.079131338,0.02751785,2.88E-05,0.002524472,4.23E-103,6.96E-29,2.12E-19,0.030071083
202.5617,97.85366,98.69852,99.40589,0.132143717,0.084109503,0.034375207,0.114914142,0.001166296,0.01425361,2.42E-87,4.17E-18,2.75E-12,0.130334048,0.070692551,3.61E-05,0.013114298,3.59E-95,7.09E-20,3.97E-15,0.083842944,0.029549141,3.30E-05,0.002635818,1.50E-102,9.57E-29,2.56E-19,0.032217923
203.51662,97.73303,98.61413,99.37113,0.139783737,0.088461036,0.037736865,0.121398002,0.00132424,0.014785404,9.46E-87,5.29E-18,3.15E-12,0.137507647,0.075143622,4.37E-05,0.01355805,1.40E-94,9.00E-20,4.66E-15,0.088745362,0.031710806,3.78E-05,0.002752047,5.33E-102,1.32E-28,3.10E-19,0.034500634
204.47153,97.59609,98.52096,99.32964,0.145174435,0.092208761,0.040542389,0.128055152,0.001503507,0.015336566,3.70E-86,6.72E-18,3.61E-12,0.144895226,0.079764324,5.29E-05,0.014016421,5.49E-94,1.14E-19,5.46E-15,0.093833628,0.034008213,4.33E-05,0.002873367,1.89E-101,1.81E-28,3.76E-19,0.036924883
205.42645,97.44305,98.43417,99.28943,0.150101657,0.096474465,0.042900436,0.134866652,0.001706962,0.015907777,1.45E-85,8.53E-18,4.14E-12,0.152481391,0.084547444,6.40093E-05,0.014489875,2.15E-93,1.45E-19,6.41E-15,0.099101328,0.036446603,4.96E-05,0.003000002,6.73E-101,2.49E-28,4.55E-19,0.039496236
206.38136,97.29857,98.34164,99.25099,0.157322122,0.10082384,0.046454235,0.141810391,0.001937838,0.016499717,5.67E-85,1.08E-17,4.74E-12,0.160247946,0.089483794,7.74766E-05,0.01497887,8.41E-93,1.84E-19,7.51E-15,0.10454014,0.039030815,5.69E-05,0.003132178,2.39E-100,3.42E-28,5.50E-19,0.042219877
207.33628,97.14105,98.24559,99.20438,0.16482819,0.106004733,0.0505152,0.148861662,0.002199807,0.017113109,2.22E-84,1.38E-17,5.43E-12,0.168174578,0.094562593,9.37768E-05,0.015483895,3.29E-92,2.34E-19,8.81E-15,0.110140265,0.041765402,6.52E-05,0.003270138,8.49E-100,4.70E-28,6.66E-19,0.045100737
208.29119,96.99694,98.14864,99.15526,0.173313231,0.112427929,0.054671618,0.155992631,0.002497009,0.017748673,8.68E-84,1.75E-17,6.23E-12,0.176238312,0.099771068,0.000113505,0.016005432,1.29E-91,2.97E-19,1.03E-14,0.115890005,0.044654325,7.47E-05,0.003414127,3.02E-99,6.46E-28,8.06E-19,0.048143175
209.24611,96.82824,98.02772,99.10292,0.182479083,0.11975312,0.059232364,0.163173017,0.002834139,0.018407178,3.39E-83,2.22E-17,7.14E-12,0.184414335,0.105094922,0.000137383,0.016543998,5.04E-91,3.77E-19,1.21E-14,0.121776303,0.047701071,8.56E-05,0.003564408,1.07E-98,8.89E-28,9.76E-19,0.051351121
210.20102,96.64434,97.91364,99.04412,0.189903283,0.126835065,0.061840245,0.170369652,0.003216489,0.019089386,1.33E-82,2.81E-17,8.18E-12,0.192675528,0.110517988,0.000166281,0.0171001,1.97E-90,4.79E-19,1.42E-14,0.127784369,0.050908311,9.82E-05,0.003721249,3.81E-98,1.22E-27,1.18E-18,0.054727716
211.15594,96.44455,97.78671,98.9772,0.198463952,0.133718473,0.062498433,0.17754727,0.003650046,0.019796113,5.20E-82,3.57E-17,9.38E-12,0.200993429,0.116022793,0.000201255,0.017674281,7.71E-90,6.08E-19,1.66E-14,0.13389833,0.054278044,1.12E-04,0.003884934,1.35E-97,1.68E-27,1.43E-18,0.058275475
