temperature,rate_3,rate_5,rate_10,rate_3_diff,rate_5_diff,rate_10_diff,rate_3_diff_reaction_0,rate_3_diff_reaction_1,rate_3_diff_reaction_2,rate_3_diff_reaction_3,rate_3_diff_reaction_4,rate_3_diff_reaction_5,rate_3_diff_cumulative,rate_5_diff_reaction_0,rate_5_diff_reaction_1,rate_5_diff_reaction_2,rate_5_diff_reaction_3,rate_5_diff_reaction_4,rate_5_diff_reaction_5,rate_5_diff_cumulative,rate_10_diff_reaction_0,rate_10_diff_reaction_1,rate_10_diff_reaction_2,rate_10_diff_reaction_3,rate_10_diff_reaction_4,rate_10_diff_reaction_5,rate_10_diff_cumulative
212.11085,96.25683,97.65353,98.91548,0.206023535,0.140919354,0.064238535,0.184668148,0.004141552,0.020528164,2.03E-81,4.54E-17,1.07E-11,0.209337863,0.121590263,0.00024358,0.018267075,3.02E-89,7.72E-19,1.95E-14,0.140100919,0.057811211,1.29E-04,0.004055753,4.80E-97,2.31E-27,1.73E-18,0.061995898
213.06577,96.06238,97.51885,98.85125,0.212140305,0.145855496,0.066921415,0.191692995,0.004698621,0.021286401,7.95E-81,5.76E-17,1.23E-11,0.217678017,0.127200369,0.000294801,0.018879053,1.18E-88,9.80E-19,2.29E-14,0.146374222,0.061507872,1.48E-04,0.004234016,1.71E-96,3.18E-27,2.09E-18,0.065889659
214.02068,95.85526,97.38011,98.79322,0.217841824,0.15116147,0.069526593,0.198580679,0.005329808,0.022071677,3.11E-80,7.31E-17,1.41E-11,0.225982164,0.132831878,0.000356781,0.019510773,4.62E-88,1.24E-18,2.68E-14,0.152699432,0.065366797,1.69E-04,0.004420035,6.06E-96,4.37E-27,2.54E-18,0.06995619
214.9756,95.65537,97.23304,98.738,0.223664116,0.15638334,0.072865816,0.205289173,0.006044759,0.022884902,1.22E-79,9.29E-17,1.62E-11,0.234218834,0.138463062,0.000431779,0.020162837,1.81E-87,1.58E-18,3.15E-14,0.159057678,0.06938567,1.94E-04,0.004614146,2.15E-95,6.00E-27,3.07E-18,0.074193914
215.93051,95.43021,97.07531,98.65711,0.231501592,0.159901635,0.076315143,0.211775367,0.006854276,0.023726974,4.76E-79,1.18E-16,1.86E-11,0.242356618,0.144071479,0.00052252,0.02083583,7.07E-87,2.01E-18,3.69E-14,0.165429829,0.073560681,0.000222447,0.00481669,7.65E-95,8.25E-27,3.71E-18,0.078599819
216.88543,95.19536,96.91995,98.57245,0.241293877,0.165067303,0.083366297,0.217996031,0.007770509,0.024598854,1.86E-78,1.50E-16,2.13E-11,0.250365395,0.149634704,0.000632301,0.02153038,2.77E-86,2.55E-18,4.33E-14,0.171797385,0.077886772,0.000254936,0.005028029,2.72E-94,1.13E-26,4.50E-18,0.083169737
217.84034,94.96756,96.76612,98.49105,0.251839137,0.170023052,0.094261238,0.223907702,0.00880702,0.025501489,7.29E-78,1.90E-16,2.44E-11,0.258216211,0.155130118,0.0007651,0.022247102,1.08E-85,3.23E-18,5.07E-14,0.178142319,0.082357229,0.000292165,0.005248531,9.65E-94,1.56E-26,5.44E-18,0.087897926
218.79526,94.72143,96.59344,98.40384,0.262107546,0.175746232,0.101833941,0.229467629,0.009979,0.026435888,2.85E-77,2.41E-16,2.79E-11,0.265882517,0.160535628,0.000925725,0.022986653,4.23E-85,4.10E-18,5.95E-14,0.184448006,0.086963997,0.000334826,0.00547859,3.43E-93,2.14E-26,6.59E-18,0.092777412
219.75017,94.47364,96.43443,98.30921,0.269800014,0.183894541,0.105143785,0.23463372,0.011303337,0.027403046,1.12E-76,3.06E-16,3.20E-11,0.273340103,0.165829441,0.001119973,0.023749674,1.66E-84,5.21E-18,6.97E-14,0.190699088,0.091697281,0.000383708,0.005718603,1.22E-92,2.95E-26,7.97E-18,0.097799592
220.70509,94.21285,96.25151,98.21062,0.277635692,0.19180404,0.109406634,0.239365442,0.012798855,0.028404025,4.37E-76,3.89E-16,3.67E-11,0.280568322,0.17099073,0.001354842,0.024536852,6.48E-84,6.62E-18,8.18E-14,0.196882423,0.096545939,0.000439718,0.005968996,4.33E-92,4.05E-26,9.65E-18,0.102954652
221.66,93.93031,96.0614,98.06865,0.289731941,0.201986326,0.115800103,0.243623822,0.014486358,0.029439869,1.71E-75,4.94E-16,4.21E-11,0.287550049,0.17599937,0.001638754,0.025348855,2.53E-83,8.40E-18,9.59E-14,0.202986979,0.101497109,0.000503891,0.006230199,1.54E-91,5.57E-26,1.17E-17,0.108231199
222.61492,93.6486,95.87053,97.96896,0.300860062,0.211224323,0.121482051,0.247372276,0.016388891,0.030511689,6.68E-75,6.27E-16,4.82E-11,0.294272856,0.180836527,0.001981861,0.0261864,9.92E-83,1.07E-17,1.12E-13,0.209004788,0.106536682,0.000577415,0.006502671,5.46E-91,7.66E-26,1.41E-17,0.113616768
223.56983,93.366,95.65114,97.87083,0.305115299,0.220584651,0.126830169,0.250576674,0.018531729,0.031620577,2.62E-74,7.96E-16,5.53E-11,0.30072898,0.185484351,0.002396356,0.027050182,3.88E-82,1.35E-17,1.32E-13,0.214930889,0.111648966,0.000661645,0.006786879,1.94E-90,1.05E-25,1.71E-17,0.11909749
224.52475,93.08204,95.44175,97.74547,0.309053253,0.228193262,0.130844995,0.253206073,0.020942635,0.032767697,1.02E-73,1.01E-15,6.33E-11,0.306916405,0.189926457,0.0028969,0.027940946,1.52E-81,1.72E-17,1.55E-13,0.220764303,0.116817232,0.000758135,0.007083317,6.89E-90,1.45E-25,2.07E-17,0.124658684
225.47966,92.77594,95.23067,97.60825,0.31386814,0.232677733,0.133061416,0.255232861,0.023651752,0.033954187,4.00E-73,1.28E-15,7.26E-11,0.312838801,0.194147579,0.003501044,0.028859415,5.94E-81,2.18E-17,1.81E-13,0.226508038,0.122023421,0.00086866,0.007392489,2.45E-89,1.99E-25,2.51E-17,0.130284569
226.43458,92.44933,94.98345,97.47747,0.315051427,0.239859521,0.139318771,0.256633376,0.026691826,0.035181263,1.57E-72,1.63E-15,8.32E-11,0.318506464,0.198133946,0.004229813,0.029806361,2.32E-80,2.77E-17,2.12E-13,0.232170121,0.127248752,0.000995251,0.007714928,8.69E-89,2.74E-25,3.04E-17,0.135958932
227.38949,92.17373,94.77458,97.33843,0.316538869,0.244596873,0.148363464,0.25738813,0.030097928,0.036450108,6.13E-72,2.07E-15,9.54E-11,0.323936165,0.201872904,0.005108266,0.030782534,9.09E-80,3.52E-17,2.49E-13,0.237763704,0.132473465,0.001140227,0.008051179,3.09E-88,3.76E-25,3.68E-17,0.141664871
228.34441,91.87962,94.5176,97.19548,0.320088927,0.250125247,0.154242227,0.257482301,0.033907581,0.037761986,2.40E-71,2.63E-15,1.09E-10,0.329151868,0.20535319,0.006166254,0.031788734,3.56E-79,4.47E-17,2.92E-13,0.243308177,0.137677467,0.001306243,0.008401815,1.10E-87,5.17E-25,4.45E-17,0.147385526
229.29932,91.56279,94.30417,97.06054,0.323427056,0.255494717,0.1561194,0.256906029,0.038160235,0.039118127,9.38E-71,3.33E-15,1.25E-10,0.334184391,0.208564543,0.007439114,0.032825733,1.39E-78,5.67E-17,3.42E-13,0.248829391,0.142840107,0.001496321,0.008767423,3.90E-87,7.11E-25,5.38E-17,0.15310385
230.25424,91.23104,94.03721,96.90467,0.327544206,0.25790659,0.158650604,0.255654744,0.042897217,0.040519839,3.67E-70,4.23E-15,1.44E-10,0.339071801,0.211497899,0.008968602,0.03389436,5.44E-78,7.20E-17,4.02E-13,0.25436086,0.147940825,0.00171392,0.009148621,1.38E-86,9.77E-25,6.52E-17,0.158803367
231.20915,90.9467,93.78792,96.74122,0.336614957,0.26267233,0.163227493,0.253729507,0.048160841,0.041968396,1.44E-69,5.38E-15,1.65E-10,0.343858744,0.214145006,0.010803651,0.034995409,2.13E-77,9.14E-17,4.71E-13,0.259944067,0.152958944,0.001962978,0.009546039,4.92E-86,1.34E-24,7.89E-17,0.164467961
232.16407,90.60993,93.54285,96.57292,0.347977256,0.266806875,0.168282833,0.251137131,0.053994103,0.043465149,5.62E-69,6.82E-15,1.89E-10,0.348596383,0.216498559,0.01300138,0.036129734,8.33E-77,1.16E-16,5.52E-13,0.265629674,0.157874302,0.002247989,0.009960344,1.75E-85,1.85E-24,9.55E-17,0.170082635
233.11898,90.26717,93.27658,96.41941,0.354149677,0.271215553,0.174833198,0.247890516,0.060439314,0.045011408,2.20E-68,8.66E-15,2.16E-10,0.353341238,0.218551856,0.015627727,0.037298152,3.26E-76,1.47E-16,6.47E-13,0.271477734,0.162667029,0.002574064,0.01039221,6.21E-85,2.54E-24,1.16E-16,0.175633303
234.0739,89.92591,93.03237,96.27493,0.359182751,0.275629033,0.180147556,0.244008505,0.067537458,0.046608568,8.60E-68,1.10E-14,2.48E-10,0.358154532,0.220298879,0.018758247,0.038501537,1.28E-75,1.87E-16,7.59E-13,0.277558662,0.167318141,0.002947028,0.010842356,2.20E-84,3.49E-24,1.40E-16,0.181107525
235.02881,89.59024,92.75696,96.08171,0.368654201,0.279352057,0.185373299,0.239516147,0.075326285,0.048257971,3.36E-67,1.40E-14,2.84E-10,0.363100404,0.221734022,0.022478172,0.039740725,4.99E-75,2.38E-16,8.90E-13,0.28395292,0.171809295,0.003373487,0.011311504,7.83E-84,4.80E-24,1.69E-16,0.186494286
235.98373,89.21786,92.49071,95.90139,0.377859755,0.284276892,0.193158661,0.234444237,0.083839319,0.049961047,1.32E-66,1.77E-14,3.25E-10,0.368244604,0.222852146,0.026882424,0.041016612,1.95E-74,3.02E-16,1.04E-12,0.290751182,0.176123315,0.003860956,0.011800424,2.78E-83,6.60E-24,2.05E-16,0.191784695
236.93864,88.86256,92.2102,95.70546,0.383295941,0.288900337,0.201988788,0.228829438,0.09310343,0.051719167,5.15E-66,2.25E-14,3.73E-10,0.373652035,0.223648384,0.032074251,0.04233005,7.64E-74,3.83E-16,1.22E-12,0.298052686,0.180243919,0.004417934,0.012309891,9.88E-83,9.07E-24,2.48E-16,0.196971745
237.89356,88.50068,91.93111,95.51351,0.389169167,0.296959554,0.209255067,0.222713473,0.103137622,0.053533789,2.01E-65,2.86E-14,4.28E-10,0.379384884,0.224118192,0.038163466,0.043681952,2.99E-73,4.86E-16,1.43E-12,0.30596361,0.184156165,0.005054061,0.01284073,3.51E-82,1.25E-23,3.00E-16,0.202050955
238.84847,88.12333,91.64062,95.31517,0.395871952,0.307021021,0.212649972,0.216143075,0.113950276,0.055406308,7.88E-65,3.63E-14,4.90E-10,0.385499659,0.224257255,0.045262435,0.045073182,1.17E-72,6.17E-16,1.68E-12,0.314592872,0.187846154,0.005780195,0.013393769,1.25E-81,1.71E-23,3.64E-16,0.207020118
239.80339,87.73046,91.35722,95.10759,0.401013439,0.319577174,0.216808301,0.209168833,0.125538046,0.057338202,3.08E-64,4.61E-14,5.62E-10,0.392045082,0.224061541,0.053481284,0.046504666,4.58E-72,7.84E-16,1.97E-12,0.324047491,0.191301391,0.006608607,0.013969888,4.43E-81,2.36E-23,4.40E-16,0.211879886
240.7583,87.35135,91.04809,94.89466,0.404490342,0.336545772,0.222666219,0.201844978,0.137883186,0.05933088,1.21E-63,5.85E-14,6.44E-10,0.399059045,0.22352732,0.062920037,0.047977278,1.79E-71,9.95E-16,2.31E-12,0.334424635,0.194510472,0.007553052,0.014569975,1.57E-80,3.24E-23,5.33E-16,0.216633499
241.71322,86.96334,90.71112,94.68735,0.410475031,0.355626279,0.227152825,0.194227948,0.150953076,0.061385835,4.72E-63,7.43E-14,7.38E-10,0.40656686,0.222651227,0.073660099,0.049491954,7.00E-71,1.26E-15,2.71E-12,0.34580328,0.197463361,0.008628987,0.015194967,5.59E-80,4.46E-23,6.45E-16,0.221287315
242.66813,86.5711,90.35963,94.46575,0.415790601,0.376691172,0.230677802,0.186376066,0.164698235,0.06350448,1.85E-62,9.43E-14,8.46E-10,0.414578781,0.221430408,0.085752651,0.051049569,2.74E-70,1.60E-15,3.18E-12,0.358232628,0.200151081,0.009853634,0.015845808,1.99E-79,6.13E-23,7.80E-16,0.225850523
243.62305,86.17611,89.98974,94.2417,0.42058312,0.397820683,0.234547064,0.178347942,0.179053094,0.065688313,7.23E-62,1.20E-13,9.69E-10,0.423089349,0.219862583,0.099207967,0.052651067,1.07E-69,2.04E-15,3.73E-12,0.371721617,0.202565916,0.011246202,0.016523497,7.05E-79,8.42E-23,9.45E-16,0.230335616
244.57796,85.7643,89.59991,94.00994,0.430655484,0.416571671,0.239545298,0.170202149,0.19393529,0.067938738,2.83E-61,1.52E-13,1.11E-09,0.432076179,0.217946321,0.113983411,0.054297321,4.19E-69,2.59E-15,4.37E-12,0.386227053,0.204701123,0.012827911,0.017229039,2.51E-78,1.16E-22,1.14E-15,0.234758073
245.53288,85.34384,89.18958,93.78533,0.441713326,0.434903916,0.244560616,0.161995606,0.209248144,0.070257248,1.11E-60,1.93E-13,1.27E-09,0.441500999,0.215681104,0.129976003,0.055989271,1.64E-68,3.28E-15,5.12E-12,0.401646378,0.206551072,0.014622203,0.017963494,8.90E-78,1.59E-22,1.38E-15,0.239136768
246.48779,84.9307,88.77253,93.55554,0.451557731,0.451330601,0.247522942,0.153783361,0.224881539,0.072645227,4.33E-60,2.45E-13,1.46E-09,0.451310128,0.213067705,0.147017102,0.057727787,6.42E-68,4.17E-15,6.01E-12,0.417812594,0.208110996,0.016654671,0.018727925,3.16E-77,2.19E-22,1.68E-15,0.243493592
247.44271,84.47973,88.32955,93.31747,0.460347854,0.465088981,0.250663758,0.14561711,0.240716103,0.075104149,1.69E-59,3.11E-13,1.67E-09,0.461437363,0.210108242,0.164875947,0.0595138,2.51E-67,5.29E-15,7.05E-12,0.434497989,0.209377085,0.018953218,0.019523458,1.12E-76,3.01E-22,2.03E-15,0.247853761
248.39762,84.05533,87.88673,93.06174,0.469746639,0.478294884,0.256505587,0.137545188,0.256625444,0.077635366,6.63E-59,3.95E-13,1.92E-09,0.471806,0.206806636,0.183267736,0.061348164,9.83E-67,6.72E-15,8.26E-12,0.451422536,0.210346289,0.021547824,0.020351217,3.99E-76,4.14E-22,2.45E-15,0.25224533
249.35254,83.57012,87.41314,92.82278,0.479958045,0.490567727,0.260366656,0.129611331,0.272481429,0.080240315,2.59E-58,5.02E-13,2.20E-09,0.482333077,0.203168617,0.20187161,0.063231799,3.85E-66,8.53E-15,9.69E-12,0.468272026,0.211016377,0.024470578,0.021212391,1.42E-75,5.69E-22,2.97E-15,0.256699346
250.30745,83.13258,86.93277,92.57456,0.491674067,0.500304946,0.261799881,0.121854928,0.288156974,0.082920302,1.01E-57,6.37E-13,2.52E-09,0.492932206,0.199202231,0.220350858,0.065165536,1.50E-65,1.08E-14,1.14E-11,0.484718625,0.211385809,0.027755185,0.022108164,5.03E-75,7.82E-22,3.60E-15,0.261249157
251.26237,82.65211,86.47163,92.3306,0.504415597,0.508614258,0.262383115,0.114310089,0.303531376,0.085676713,3.97E-57,8.08E-13,2.89E-09,0.503518182,0.194917752,0.238378416,0.067150273,5.89E-65,1.37E-14,1.33E-11,0.500446441,0.211453761,0.031436788,0.023039787,1.79E-74,1.07E-21,4.35E-15,0.265930336
252.21728,82.16853,85.96906,92.05781,0.516896681,0.518401965,0.264384348,0.107006157,0.31849262,0.08851079,1.55E-56,1.03E-12,3.31E-09,0.51400957,0.190328188,0.255657977,0.06918681,2.30E-64,1.75E-14,1.56E-11,0.515172975,0.211220081,0.035551089,0.024008506,6.35E-74,1.48E-21,5.27E-15,0.270779677
253.1722,81.66274,85.46916,91.80715,0.529834864,0.52725279,0.269565812,0.099967078,0.332941665,0.091423851,6.07E-56,1.30E-12,3.79E-09,0.524332598,0.185449051,0.271943571,0.071276017,9.01E-64,2.22E-14,1.83E-11,0.528668639,0.210685288,0.040133864,0.025015634,2.26E-73,2.03E-21,6.38E-15,0.275834786
254.12711,81.15042,84.96314,91.56745,0.540490033,0.536526229,0.276478662,0.093212133,0.346793426,0.094417052,2.38E-55,1.65E-12,4.35E-09,0.534422615,0.18029881,0.287049543,0.073418655,3.53E-63,2.81E-14,2.15E-11,0.540767008,0.209850601,0.045219584,0.026062474,8.02E-73,2.79E-21,7.72E-15,0.281132658
255.08203,80.62377,84.4609,91.29736,0.553884394,0.547498656,0.283969302,0.08675556,0.359979316,0.097491626,9.30E-55,2.10E-12,4.98E-09,0.544226506,0.174898475,0.300855951,0.075615553,1.38E-62,3.57E-14,2.52E-11,0.551369979,0.208717925,0.050840552,0.027150398,2.85E-72,3.84E-21,9.35E-15,0.286708874
256.03694,80.09568,83.91765,91.02211,0.566072054,0.554180199,0.291094333,0.080607424,0.372446483,0.100648625,3.64E-54,2.67E-12,5.71E-09,0.553702538,0.169271947,0.313304685,0.077867424,5.40E-62,4.54E-14,2.95E-11,0.560444056,0.207289951,0.057024984,0.028280763,1.01E-71,5.28E-21,1.13E-14,0.292595699
256.99186,79.5483,83.38629,90.72832,0.574575793,0.558882933,0.299824438,0.074773435,0.384158298,0.103889175,1.42E-53,3.39E-12,6.55E-09,0.562820915,0.163445394,0.324392987,0.080175047,2.11E-61,5.76E-14,3.46E-11,0.568013428,0.205570118,0.063795797,0.029455,3.59E-71,7.26E-21,1.37E-14,0.298820914
257.94677,79.00217,82.84894,90.44063,0.585313614,0.565168543,0.310937416,0.069255866,0.395091513,0.107214204,5.57E-53,4.30E-12,7.50E-09,0.57156159,0.157447466,0.334161782,0.082539076,8.26E-61,7.31E-14,4.06E-11,0.574148325,0.203562781,0.071168244,0.030674514,1.28E-70,9.98E-21,1.66E-14,0.30540554
258.90169,78.43569,82.303,90.13495,0.593920647,0.570482574,0.31872683,0.064053487,0.405233753,0.110624707,2.18E-52,5.46E-12,8.60E-09,0.579911956,0.151308474,0.342684892,0.084960232,3.23E-60,9.28E-14,4.76E-11,0.578953598,0.20127314,0.079148583,0.031940788,4.54E-70,1.37E-20,2.01E-14,0.312362511
259.8566,77.85766,81.76299,89.83558,0.602718469,0.573885472,0.324386652,0.059162467,0.414576129,0.114121465,8.52E-52,6.93E-12,9.85E-09,0.58786007,0.145060475,0.350056892,0.087439097,1.26E-59,1.18E-13,5.58E-11,0.582556464,0.198707467,0.087731606,0.033255271,1.61E-69,1.89E-20,2.43E-14,0.319694344
260.81152,77.26695,81.22216,89.52465,0.610276984,0.577196452,0.33039301,0.054576362,0.423101512,0.117705323,3.33E-51,8.80E-12,1.13E-08,0.595383208,0.138736287,0.356383805,0.089976321,4.95E-59,1.50E-13,6.54E-11,0.585096414,0.195872988,0.096899655,0.03461949,5.72E-69,2.59E-20,2.94E-14,0.327392133
261.76643,76.71213,80.66301,89.20459,0.613657844,0.581553827,0.336606555,0.05028694,0.430758002,0.121376891,1.30E-50,1.12E-11,1.29E-08,0.602421846,0.132369495,0.361774149,0.092572406,1.94E-58,1.90E-13,7.67E-11,0.58671605,0.192778155,0.106620628,0.036034932,2.03E-68,3.56E-20,3.56E-14,0.335433714
262.72135,76.10454,80.10187,88.86766,0.614249058,0.58529674,0.344913705,0.046284183,0.437404913,0.12513684,5.10E-50,1.42E-11,1.48E-08,0.608825951,0.125993372,0.366332772,0.095227918,7.57E-58,2.41E-13,8.99E-11,0.587554063,0.189432465,0.116848007,0.037503158,7.22E-68,4.90E-20,4.31E-14,0.34378363
263.67626,75.52277,79.54016,88.54617,0.613230307,0.587347416,0.353397707,0.042557003,0.4426944,0.128985586,2.00E-49,1.80E-11,1.70E-08,0.614237006,0.119640866,0.370154975,0.097943267,2.96E-57,3.06E-13,1.05E-10,0.587739108,0.185846764,0.127520016,0.039025684,2.57E-67,6.74E-20,5.21E-14,0.352392464
264.63118,74.93186,78.97789,88.20359,0.613119675,0.5894023,0.361363174,0.039093232,0.445821607,0.132923601,7.81E-49,2.29E-11,1.95E-08,0.61783846,0.11334353,0.373322113,0.100718923,1.16E-56,3.89E-13,1.24E-10,0.587384566,0.182032989,0.138561258,0.040604097,9.11E-67,9.26E-20,6.31E-14,0.361198344
265.58609,74.34228,78.42227,87.86104,0.615830889,0.588655106,0.368420362,0.035880219,0.445016285,0.136951086,3.06E-48,2.90E-11,2.23E-08,0.617847613,0.107131558,0.375896279,0.103555191,4.54E-56,4.94E-13,1.45E-10,0.586583028,0.178004478,0.149883484,0.042239927,3.24E-66,1.27E-19,7.64E-14,0.37012789
266.54101,73.7818,77.85548,87.49985,0.610447749,0.58428564,0.37511679,0.032904793,0.436633252,0.14106829,1.20E-47,3.69E-11,2.56E-08,0.61060636,0.101032815,0.377914235,0.106452434,1.77E-55,6.27E-13,1.70E-10,0.585399484,0.173775635,0.161389003,0.043934774,1.15E-65,1.75E-19,9.25E-14,0.379099412
267.49592,73.20986,77.29933,87.12673,0.583663132,0.580418078,0.383223856,0.030153743,0.414034924,0.145275173,4.68E-47,4.68E-11,2.94E-08,0.58946387,0.095072982,0.37937795,0.10941084,6.94E-55,7.96E-13,1.99E-10,0.583861772,0.169362223,0.172972932,0.04569017,4.08E-65,2.41E-19,1.12E-13,0.388025325
268.45084,72.65753,76.75086,86.76936,0.536891335,0.578050615,0.391200234,0.027613756,0.3680725,0.149571743,1.83E-46,5.94E-11,3.36E-08,0.545258033,0.089274751,0.380240488,0.112430654,2.72E-54,1.01E-12,2.34E-10,0.581945894,0.164780946,0.18452785,0.047507712,1.45E-64,3.31E-19,1.35E-13,0.396816508
269.40575,72.1465,76.18371,86.38605,0.472139838,0.574274596,0.399279875,0.025271795,0.293744384,0.153957696,7.16E-46,7.54E-11,3.86E-08,0.472973914,0.083658119,0.380383576,0.115511933,1.06E-53,1.28E-12,2.74E-10,0.579553628,0.160049722,0.195946736,0.049388917,5.15E-64,4.55E-19,1.64E-13,0.405385375
270.36067,71.7069,75.66288,86.01038,0.394536588,0.568540652,0.407506614,0.023115005,0.20244249,0.158432775,2.80E-45,9.58E-11,4.42E-08,0.383990315,0.078239773,0.379583493,0.118654791,4.16E-53,1.63E-12,3.21E-10,0.576478057,0.155187176,0.207127756,0.051335363,1.83E-63,6.25E-19,1.98E-13,0.413650295
271.31558,71.37829,75.11787,85.61311,0.317838964,0.563098072,0.416440715,0.021131012,0.119862631,0.162996395,1.10E-44,1.22E-10,5.07E-08,0.303990089,0.073033526,0.377460848,0.121859144,1.63E-52,2.07E-12,3.77E-10,0.572353518,0.15021289,0.217976739,0.053348533,6.50E-63,8.60E-19,2.40E-13,0.421538161
272.2705,71.15643,74.57668,85.21274,0.251017352,0.556901866,0.427686557,0.019307808,0.063025504,0.167648014,4.29E-44,1.54E-10,5.81E-08,0.249981383,0.0680499,0.37341216,0.125124964,6.36E-52,2.63E-12,4.42E-10,0.566587024,0.145146826,0.228410905,0.055429964,2.31E-62,1.18E-18,2.91E-13,0.428987695
273.22541,70.94555,74.03804,84.79461,0.205419671,0.550111541,0.437363724,0.017633978,0.030781713,0.172386745,1.68E-43,1.96E-10,6.65E-08,0.220802503,0.063296668,0.366530288,0.128452014,2.49E-51,3.33E-12,5.18E-10,0.55827897,0.140009548,0.238359947,0.057581082,8.21E-62,1.62E-18,3.52E-13,0.435950578
274.18033,70.75891,73.53827,84.37368,0.186450986,0.543499162,0.445245373,0.016098582,0.014450674,0.177211747,6.57E-43,2.49E-10,7.63E-08,0.207761079,0.058778599,0.35554317,0.131840114,9.74E-51,4.23E-12,6.07E-10,0.546161883,0.1348216,0.247767984,0.059803365,2.92E-61,2.23E-18,4.26E-13,0.442392949
275.13524,70.57408,73.01438,83.94623,0.187764879,0.529919211,0.452292324,0.014691315,0.006652571,0.182121817,2.57E-42,3.16E-10,8.74E-08,0.20346579,0.054498066,0.338850512,0.135288863,3.81E-50,5.37E-12,7.12E-10,0.528637443,0.129603715,0.256592923,0.062098154,1.04E-60,3.07E-18,5.16E-13,0.448294793
276.09016,70.38744,72.52805,83.50635,0.199651415,0.505596364,0.457819554,0.013402394,0.003034029,0.187115798,1.01E-41,4.01E-10,1.00E-07,0.203552322,0.050454907,0.314797843,0.13879792,1.49E-49,6.82E-12,8.35E-10,0.50405067,0.124376168,0.264806612,0.06446684,3.68E-60,4.22E-18,6.24E-13,0.453649621
277.04507,70.18793,72.0419,83.06838,0.209763326,0.474950039,0.462261137,0.012222677,0.001377556,0.192192161,3.93E-41,5.09E-10,1.15E-07,0.20579251,0.046647046,0.282341231,0.142366709,5.83E-49,8.66E-12,9.79E-10,0.471354987,0.119158992,0.272392778,0.066910659,1.31E-59,5.80E-18,7.56E-13,0.458462429
277.99999,69.98979,71.58872,82.62812,0.214223782,0.436490398,0.46626148,0.011143545,0.000624083,0.197349426,1.54E-40,6.47E-10,1.32E-07,0.209117185,0.043070423,0.242026846,0.145994719,2.28E-48,1.10E-11,1.15E-09,0.43109199,0.113971336,0.279345838,0.069430883,4.64E-59,7.98E-18,9.15E-13,0.462748057
278.9549,69.77286,71.18583,82.18108,0.219553524,0.392626075,0.470885417,0.010156991,0.000282414,0.202585728,6.02E-40,8.21E-10,1.51E-07,0.213025284,0.039719593,0.196706527,0.149681196,8.93E-48,1.40E-11,1.35E-09,0.386107317,0.108831703,0.285667996,0.072028611,1.65E-58,1.10E-17,1.11E-12,0.466528309
279.90982,69.56409,70.84552,81.72671,0.225175959,0.346731426,0.475268463,0.009255512,0.000127718,0.207899256,2.36E-39,1.04E-09,1.73E-07,0.21728266,0.036587683,0.151083469,0.153425447,3.49E-47,1.77E-11,1.58E-09,0.3410966,0.103757343,0.291367276,0.07470497,5.86E-58,1.51E-17,1.34E-12,0.469829589
280.86473,69.35345,70.54273,81.27445,0.228259009,0.304511885,0.478865825,0.008432173,5.7736E-05,0.213287811,9.21E-39,1.32E-09,1.98E-07,0.22177792,0.033666933,0.109965885,0.157226535,1.37E-46,2.25E-11,1.85E-09,0.300859355,0.098764528,0.296454266,0.07746089,2.08E-57,2.07E-17,1.62E-12,0.472679684
281.81965,69.13675,70.27428,80.81532,0.231018066,0.27079691,0.482055596,0.007680503,2.61E-05,0.218749252,3.61E-38,1.68E-09,2.27E-07,0.226456077,0.030948666,0.07643425,0.161083583,5.35E-46,2.86E-11,2.17E-09,0.268466501,0.093867998,0.300939736,0.08029732,7.39E-57,2.85E-17,1.96E-12,0.475105054
282.77456,68.91301,70.04272,80.35089,0.234571419,0.249586747,0.485503628,0.006994544,1.18E-05,0.224281045,1.41E-37,2.13E-09,2.60E-07,0.231287642,0.028423745,0.051246706,0.164995463,2.09E-45,3.63E-11,2.54E-09,0.244665916,0.089081279,0.304831224,0.083214989,2.63E-56,3.92E-17,2.38E-12,0.477127492
283.72948,68.6741,69.79405,79.88261,0.239819764,0.237439044,0.488826433,0.006368761,5.33E-06,0.229880724,5.52E-37,2.71E-09,2.98E-07,0.236255112,0.026082537,0.033469278,0.168961112,8.19E-45,4.61E-11,2.98E-09,0.22851293,0.084416201,0.308130262,0.086214634,9.33E-56,5.39E-17,2.88E-12,0.478761097
284.68439,68.44954,69.59908,79.4199,0.245716558,0.231403185,0.489089704,0.005798071,2.41E-06,0.23554543,2.16E-36,3.44E-09,3.42E-07,0.241346252,0.023915297,0.021466536,0.172979209,3.20E-44,5.85E-11,3.50E-09,0.218361046,0.079883258,0.310828675,0.089296748,3.31E-55,7.41E-17,3.48E-12,0.48000868
285.63931,68.22167,69.35035,78.95883,0.250235228,0.230525702,0.487737517,0.005277765,1.09E-06,0.241272384,8.45E-36,4.37E-09,3.92E-07,0.246551632,0.021912112,0.013603244,0.177048504,1.25E-43,7.43E-11,4.10E-09,0.212563864,0.0754912,0.312905177,0.092461823,1.18E-54,1.02E-16,4.21E-12,0.4808582
