Model,Equation,R2_score,Ea,A
G6,(-np.log(1 - a))**4,0.9996011108709923,2168830.423059013,492423235.59082043
G5,(-np.log(1 - a))**3,0.9996003412838957,1623953.2848292673,273324926.913339
G4,(-np.log(1 - a))**2,0.9995987881761655,1079076.1465995216,118223375.05545214
A2/3,(-np.log(1 - a))**(3/2),0.9995972162668169,806637.5774846488,64671304.56718869
A3/4,(-np.log(1 - a))**(4/3),0.9995964231766017,715824.7211130245,50375954.484229006
F1/A1,-np.log(1 - a),0.9995940149489829,534199.0083697761,27118198.73541295
A3/2,(-np.log(1 - a))**(2/3),0.9995890649936676,352573.2956265275,10970807.401614653
A2,(-np.log(1 - a))**(1/2),0.9995839304222145,261760.43925490312,5563227.157766553
A5/2,(-np.log(1 - a))**(2/5),0.9995786029183646,207272.72543192853,3171611.777871264
A3,(-np.log(1 - a))**(1/3),0.9995730737099047,170947.58288327884,1932420.6552645138
A4,(-np.log(1 - a))**(1/4),0.9995613726294112,125541.15469746673,782627.4590791133
F3/4,1 - (1 - a)**(1/4),0.998273890201663,514045.4485793913,24454232.665832438
D3,(1 - (1 - a)**(1/3))**2,0.9972258901710173,1028031.3056137722,105178099.26790693
R3,1 - (1 - a)**(1/3),0.997153404247606,508676.5878769012,23971198.361121535
G8,(1 - (1 - a)**(1/3))**(1/2),0.9970007309190643,248999.22900846583,4833441.969170334
R2,1 - (1 - a)**(1/2),0.994615205583872,499466.89518036623,23126588.373655155
G7,(1 - (1 - a)**(1/2))**(1/2),0.9943352144442746,244394.3826601983,4642929.994043956
D4,1 - (2*a/3) - (1 - a)**(2/3),0.9935729074625664,1002803.7260222596,99662894.45352946
F1/3,1 - (1 - a)**(2/3),0.9919982168669305,491800.5811081832,22419780.82967542
D2,a + (1 - a)*np.log(1 - a),0.9915783746481813,991847.5562526635,98219922.65162858
D5,((1 - a)**(-1/3) - 1)**2,0.989042335173493,1153721.6075102545,134832507.79673764
D1,a**2,0.9873404715341892,969669.730262588,93934245.42614968
P3/2,a**(3/2),0.9872366053874629,724582.7652319488,51192687.08626659
F0/R1/P1,a,0.9870253046864003,479495.80020130944,21291190.674046446
P2,a**(1/2),0.9863615505787583,234408.83517066977,4228812.369538624
P3,a**(1/3),0.9856497546826023,152713.1801604566,1393388.6961904028
D7,1 + (2*a/3) - (1 + a)**(2/3),0.985127397031609,956285.0282588642,89869357.41258846
P4,a**(1/4),0.9848853077452525,111865.35265535006,509496.53652738576
D6,((1 + a)**(1/3) - 1)**2,0.9839908521333441,949900.2733275389,88562911.595183
D8,((1 + a)**(-1/3) - 1)**2,0.9803448230018484,931336.2877552485,84818021.44000882
F3/2,(1 - a)**(-1/2) - 1,0.9757087421592502,593734.6216025833,33988913.98240816
G1,1 - (1 - a)**2,0.9747611877879061,454608.6825977559,19060276.332487583
G2,1 - (1 - a)**3,0.9652536891418674,437907.3300450864,17614773.650291394
G3,1 - (1 - a)**4,0.9574288718818802,425175.787786178,16544670.135982016
F2,(1 - a)**(-1) - 1,0.913778467012525,668031.2530458451,44278086.38131175
B1,np.log(a / (1 - a)),0.90960416495344,913176.8229002828,83121735.65665734
F3,(1 - a)**(-2) - 1,0.775490176541846,831679.588286757,71238964.97450334
