Model,Equation,R2_score,Ea,A
G6,(-np.log(1 - a))**4,0.998782828747034,2676801.0280999774,1470394007.7131145
G5,(-np.log(1 - a))**3,0.9987782924975878,2004834.3922440982,818016111.7975949
G4,(-np.log(1 - a))**2,0.9987691559593533,1332867.756388221,355494935.875072
A2/3,(-np.log(1 - a))**(3/2),0.9987599331998995,996884.4384602825,195430482.74904722
A3/4,(-np.log(1 - a))**(4/3),0.9987552891705644,884889.9991509694,152623199.84663513
F1/A1,-np.log(1 - a),0.9987412249423354,660901.1205323432,82829823.79508898
A3/2,(-np.log(1 - a))**(2/3),0.9987124900394498,436912.2419137177,34130979.56065442
A2,(-np.log(1 - a))**(1/2),0.998682922217489,324917.8026044046,17691550.006552357
A5/2,(-np.log(1 - a))**(2/5),0.998652491154334,257721.13901881693,10358716.95932262
A3,(-np.log(1 - a))**(1/3),0.9986211651705269,212923.3632950917,6524393.948226869
A4,(-np.log(1 - a))**(1/4),0.9985556944960713,156926.1436404352,2916816.8699449487
D5,((1 - a)**(-1/3) - 1)**2,0.9952190879060293,1447586.1534413733,419220537.9522301
F3/4,1 - (1 - a)**(1/4),0.9926529286501579,630342.5534869379,73629646.9000556
D3,(1 - (1 - a)**(1/3))**2,0.990406086342777,1255667.4809759166,309949750.9556003
R3,1 - (1 - a)**(1/3),0.9902139089800077,622300.9828261913,71791247.67640229
G8,(1 - (1 - a)**(1/3))**(1/2),0.9898132871811894,305617.73375132866,15105384.03868849
R2,1 - (1 - a)**(1/2),0.9854282884817731,608644.0773824772,68659656.26290238
F3/2,(1 - a)**(-1/2) - 1,0.9852572354131219,752583.0817314797,109070477.32461694
G7,(1 - (1 - a)**(1/2))**(1/2),0.9848333898628522,298789.2810294717,14384003.91237072
D4,1 - (2*a/3) - (1 - a)**(2/3),0.9836498959851684,1218219.6047388527,290527747.0203799
F1/3,1 - (1 - a)**(2/3),0.9809881593239088,597429.3403961444,66106321.121187516
D2,a + (1 - a)*np.log(1 - a),0.9803227506882953,1202152.7819223641,284579323.68610847
D1,a**2,0.9737632091592542,1170561.3083451467,269822083.8401722
P3/2,a**(3/2),0.9735881838665241,875154.6024279764,147788231.45039076
F0/R1/P1,a,0.9732331614150953,579747.8965108063,62143074.533739015
P2,a**(1/2),0.9721268184244566,284341.19059363595,12884973.751542611
P3,a**(1/3),0.9709548535198074,185872.28862124588,4549739.692895277
D7,1 + (2*a/3) - (1 + a)**(2/3),0.9705779042782872,1152423.1517688318,257884057.11702392
P4,a**(1/4),0.9697121159403785,136637.8376350509,1896338.351239967
D6,((1 + a)**(1/3) - 1)**2,0.9689730857655211,1143789.798974961,253739712.21509245
D8,((1 + a)**(-1/3) - 1)**2,0.9639309348270236,1118724.7579072458,241895963.49901718
G1,1 - (1 - a)**2,0.9559821562973199,545143.8087796723,54667773.452799216
G2,1 - (1 - a)**3,0.943600630881106,522659.02488601377,50033654.05606945
G3,1 - (1 - a)**4,0.9338146167527334,505836.03285083006,46688296.896662846
F2,(1 - a)**(-1) - 1,0.931788716954382,867625.9052089091,148720754.329225
B1,np.log(a / (1 - a)),0.816637536420664,892277.1424835023,154325955.97723466
F3,(1 - a)**(-2) - 1,0.8090779892921286,1120899.826175918,256310886.65576816
