temperature,rate_3_diff_reaction_0_conversion,rate_3_diff_reaction_1_conversion,rate_3_diff_reaction_2_conversion,rate_3_diff_reaction_3_conversion,rate_3_diff_reaction_4_conversion,rate_3_diff_reaction_5_conversion,rate_3_diff_reaction_6_conversion,rate_5_diff_reaction_0_conversion,rate_5_diff_reaction_1_conversion,rate_5_diff_reaction_2_conversion,rate_5_diff_reaction_3_conversion,rate_5_diff_reaction_4_conversion,rate_5_diff_reaction_5_conversion,rate_5_diff_reaction_6_conversion,rate_10_diff_reaction_0_conversion,rate_10_diff_reaction_1_conversion,rate_10_diff_reaction_2_conversion,rate_10_diff_reaction_3_conversion,rate_10_diff_reaction_4_conversion,rate_10_diff_reaction_5_conversion,rate_10_diff_reaction_6_conversion
50.73022,4.110540353995124e-07,5.247014826973415e-13,5.364734463569711e-16,2.011703315318862e-05,3.5038606400179574e-181,3.933991386686414e-34,3.0871431369836973e-21,1.3318691039402893e-07,1.349718817351919e-29,2.1287071480796512e-16,3.413039164445183e-05,4.765833562423623e-189,7.19124607623755e-36,1.0873661877471587e-25,8.233299300460963e-08,1.436056602185249e-16,1.7802551165538993e-15,1.3971244959107465e-06,7.581162411075078e-190,2.1784570357048523e-50,4.602035777452579e-32
51.68513,4.529724472838394e-07,6.061299257885562e-13,6.323513679049121e-16,2.1524974055893482e-05,1.3699204319900449e-180,4.998329729450004e-34,3.566935366738197e-21,1.4713548991936546e-07,1.8580767409151168e-29,2.508745002499547e-16,3.6446490281685845e-05,1.8630817741337136e-188,9.145767117052443e-36,1.2817497546457062e-25,9.074626312681516e-08,1.6929186801765565e-16,2.0557297960980234e-15,1.5008492788695273e-06,2.6943258219285863e-189,2.997011083526512e-50,5.588102201710606e-32
52.64005,4.983964914787774e-07,6.992606601024603e-13,7.449037105916255e-16,2.298679024824266e-05,5.3594027415092795e-180,6.351823575738962e-34,4.1146981623745835e-21,1.6233210024433734e-07,2.5557720543768524e-29,2.9543919979105e-16,3.8841804018890416e-05,7.28715112033776e-188,1.1623702267102512e-35,1.5095493644911738e-25,9.981796308467157e-08,1.9942376562817443e-16,2.3720155392783132e-15,1.6090353428157824e-06,9.575885988158917e-189,4.1240057870490866e-50,6.785118159516368e-32
53.59496,5.475499317488334e-07,8.060440675095022e-13,8.764753148897511e-16,2.450607341621245e-05,2.0959301515911418e-179,8.068299862623595e-34,4.742426329636719e-21,1.7885015494539374e-07,3.5154273182461544e-29,3.4767893091977834e-16,4.132010500368317e-05,2.8545751439754194e-187,1.477081241756717e-35,1.776877708066535e-25,1.0969441061943458e-07,2.3474230135197923e-16,2.734213729049291e-15,1.7220544611651349e-06,3.399432528768589e-188,5.672140616624834e-50,8.232330075715957e-32
54.54988,6.008057077015192e-07,9.284305298801302e-13,1.0314953239142753e-15,2.6082823559802848e-05,8.199497103761597e-179,1.0252346750953505e-33,5.462114674268468e-21,1.967630675989838e-07,4.8330080589099534e-29,4.0895539278878436e-16,4.3885165383681756e-05,1.1154808062806395e-186,1.8765985934893886e-35,2.0902549888736274e-25,1.2037560573110422e-07,2.762354062582674e-16,3.149976439842737e-15,1.8399066339175846e-06,1.2081544279711515e-187,7.795635900104212e-50,9.983701784472747e-32
55.50479,6.584621710228444e-07,1.0688580245524044e-12,1.2125691159681314e-15,2.7720632364990137e-05,3.2068194682081815e-178,1.3020856891090007e-33,6.289756270594979e-21,2.1621766535800577e-07,6.645978408760337e-29,4.808778662148298e-16,4.653698515888617e-05,4.366796149250212e-186,2.3841115145959e-35,2.457423948570884e-25,1.3193470729030833e-07,3.248910114162362e-16,3.625680400351803e-15,1.9629636344887546e-06,4.291290703163952e-187,1.0719890578191736e-49,1.2103008726161638e-31
56.45971,7.208922613203208e-07,1.2297645288643853e-12,1.4249074476571854e-15,2.9419499831774322e-05,1.2549709663150667e-177,1.6539940891441297e-33,7.237345924360114e-21,2.3736077537535797e-07,9.1384884319452e-29,5.651794228467351e-16,4.928310862453173e-05,1.707506236960724e-185,3.0281096338067736e-35,2.889387430567656e-25,1.4444487416767482e-07,3.8194403066238246e-16,4.17152837648553e-15,2.091597236294268e-06,1.5242590752648778e-186,1.4735550653374806e-49,1.466874375047481e-31
57.41462,7.8846891820146e-07,1.4140756156217452e-12,1.673721075587304e-15,3.118301764613169e-05,4.9034718818582995e-177,2.100647058419486e-33,8.320876709889025e-21,2.6033922480393867e-07,1.256212342737082e-28,6.639645068294963e-16,5.2123535780618394e-05,6.678267194000744e-185,3.84304552540078e-35,3.394703201960107e-25,1.5797926523383154e-07,4.486293778332026e-16,4.796447788414329e-15,2.226179212749747e-06,5.4213433271085775e-186,2.025782470063542e-49,1.7774117116421725e-31
58.36954,8.616396691952763e-07,1.6254482508315747e-12,1.96552344551582e-15,3.3014777494038524e-05,1.920764135915163e-176,2.667884024909676e-33,9.564338238669434e-21,2.8529984079664613e-07,1.7282589860457656e-28,7.79832725636344e-16,5.5062038774763845e-05,2.606110866170397e-184,4.883248248817519e-35,3.9855966443141824e-25,1.7261103935940642e-07,5.269229150670916e-16,5.513192093524503e-15,2.3667095638551918e-06,1.9233793839972324e-185,2.7850210071734874e-49,2.1531962295434898e-31
59.32445,9.407028659877791e-07,1.8675394005009645e-12,2.3081306923515334e-15,3.491477937549484e-05,7.512858997121613e-176,3.387696661345167e-33,1.099172012218907e-20,3.1246286408282775e-07,2.3766747048763748e-28,9.160026409008019e-16,5.8102389754585696e-05,1.0218565539373195e-183,6.201721764485871e-35,4.678368266384478e-25,1.884865142856551e-07,6.18800504502444e-16,6.334514749202354e-15,2.513188289610603e-06,6.831732334104171e-185,3.828973995699662e-49,2.6084547577581404e-31
60.27937,1.0264789757154946e-06,2.1454688170398405e-12,2.7093589510032434e-15,3.689020666245319e-05,2.9335668211585805e-175,4.304381129968143e-33,1.2627011971935653e-20,3.419751218153818e-07,3.266301071111971e-28,1.0756928142563933e-15,6.124836086770161e-05,4.007439392914187e-183,7.877972013049152e-35,5.493393704114237e-25,2.0567884888320555e-07,7.264849910449537e-16,7.275719904311444e-15,2.6663589368472253e-06,2.4220620926191564e-184,5.2644093549231515e-49,3.157904705603408e-31
61.23428,1.119713877593446e-06,2.4648438483257424e-12,3.1809324238341485e-15,3.894105935491359e-05,1.1509248879655059e-174,5.467155388825475e-33,1.4502199936559486e-20,3.740568547236558e-07,4.490509948264162e-28,1.2626169706648762e-15,6.450372426172923e-05,1.566840692106467e-182,1.0004755925257901e-34,6.446973466258055e-25,2.242612020226856e-07,8.526931851349135e-16,8.354662399192595e-15,2.826221505565059e-06,8.625332278307071e-184,7.239615861623242e-49,3.825093927986948e-31
62.1892,1.2204075716216335e-06,2.8305404490347897e-12,3.733272624055983e-15,4.106733745287603e-05,4.509591618629136e-174,6.937541885475751e-33,1.664927016471087e-20,4.0892830353699706e-07,6.173797154348424e-28,1.4817267434085947e-15,6.787225208428622e-05,6.13118723127529e-182,1.2701332412077093e-34,7.567633443136474e-25,2.4445305031597886e-07,1.0006358627472146e-15,9.591747765663891e-15,2.9931477691797283e-06,3.0700588008687523e-183,9.950334701148593e-49,4.629645637331805e-31
63.14411,1.329305937015081e-06,3.247434573843104e-12,4.380709132334878e-15,4.32762243282931e-05,1.7620326217006455e-173,8.807824291256857e-33,1.9108205342202675e-20,4.4680970898475305e-07,8.487344439136039e-28,1.7379737657698926e-15,7.135771648299018e-05,2.3950896322550834e-181,1.6126713354793365e-34,8.879824397881387e-25,2.6625439376308536e-07,1.1740177653913473e-15,1.1007381535543415e-14,3.1675095011068543e-06,1.0888892394757694e-182,1.3681280324915433e-48,5.605900455378307e-31
64.09903,1.4471548529888114e-06,3.727716109440987e-12,5.1401769076399e-15,4.556771998116479e-05,6.893802601039492e-173,1.1182590767018392e-32,2.192698469201036e-20,4.879213117962711e-07,1.1677549775782639e-27,2.0387854876722854e-15,7.496388960545879e-05,9.382291354886808e-181,2.047966360501501e-34,1.0420222475190632e-24,2.8988470897588877e-07,1.3775315656459986e-15,1.2627070623603772e-14,3.3496784747620607e-06,3.86371188714929e-182,1.880614045040756e-48,6.788199003866785e-31
65.05394,1.574700198757849e-06,4.276261010504558e-12,6.031216287243047e-15,4.7949007783443674e-05,2.701170484562367e-172,1.4197190697389253e-32,2.516158397427194e-20,5.326301798537972e-07,1.606084003507756e-27,2.3915893590392897e-15,7.869454359930967e-05,3.6737107942371187e-180,2.6005326479725587e-34,1.2225503819762047e-24,3.1549031369564476e-07,1.6161169188571556e-15,1.4489075402003867e-14,3.5400264635609704e-06,1.3729747967766252e-181,2.5864686225101582e-48,8.220693510749091e-31
66.00886,1.7126878535372173e-06,4.9052591637241194e-12,7.075972986719252e-15,5.042008773512976e-05,1.0560791615709236e-171,1.802388693553349e-32,2.886797894912545e-20,5.812299674631276e-07,2.2078137905825615e-27,2.8055991315010266e-15,8.254213416930755e-05,1.4365536249002444e-179,3.3028351236551987e-34,1.4340494830670773e-24,3.4321752566360907e-07,1.8952074459054032e-15,1.6618902785516307e-14,3.738553467503583e-06,4.875417605395647e-181,3.553311447111104e-48,9.952442007082838e-31
66.96377,1.8626095757569631e-06,5.626900455789973e-12,8.300500789097847e-15,5.2984551522199336e-05,4.1249117073549507e-171,2.288416029266202e-32,3.3106143645290184e-20,6.340143289300589e-07,3.0351922478104196e-27,3.291031262427292e-15,8.654061064401125e-05,5.610117069962148e-179,4.190651460838913e-34,1.682224728855789e-24,3.7321266262103753e-07,2.223694526413518e-15,1.9067566603686297e-14,3.946003033421144e-06,1.7331288157174562e-180,4.887910438124679e-48,1.2047219933242921e-30
67.91869,2.024465365417087e-06,6.4533747733924204e-12,9.733458855711096e-15,5.564958251660497e-05,1.6144505845009057e-170,2.903640504852092e-32,3.798403131446092e-20,6.913503321368368e-07,4.1712165872016475e-27,3.86020912914952e-15,9.068997302342073e-05,2.202300702245278e-178,5.32361111500619e-34,1.973188810125313e-24,4.056952011798137e-07,2.6089876434004794e-15,2.1873327228672743e-14,4.162746934729278e-06,6.1605125068943175e-180,6.720759719116656e-48,1.4583520138921524e-30
68.8736,2.199746980947636e-06,7.401747957897884e-12,1.1413927861102996e-14,5.841518071834667e-05,6.319993821369747e-170,3.684975588846172e-32,4.358160732826341e-20,7.536784585421562e-07,5.7326016381457556e-27,4.527580359677269e-15,9.495249983135955e-05,8.595512121834485e-178,6.761343541639518e-34,2.3142769558152173e-24,4.4088461795182123e-07,3.060966107558261e-15,2.5087198490020856e-14,4.389156944843607e-06,2.1822844784873745e-179,9.235737373293349e-48,1.765455288312811e-30
69.82852,2.389946180778657e-06,8.486647873334726e-12,1.3394015371332214e-14,6.128493781340071e-05,2.4732989096073915e-169,4.681639239295314e-32,4.9978837058323396e-20,8.21365776028263e-07,7.880154498912734e-27,5.310084491469438e-15,9.936591254400418e-05,3.360563014467735e-177,8.583354681382215e-34,2.7140469330216638e-24,4.790003895489437e-07,3.589509229578836e-15,2.8772947674662144e-14,4.625604837179752e-06,7.768927409136731e-179,1.26938316477863e-47,2.137315163729519e-30
70.78343,2.5958088441251738e-06,9.732454293083549e-12,1.5712802060942746e-14,6.426603717371968e-05,9.668006322501058e-169,5.942849414246388e-32,5.729566856207951e-20,8.947793524774025e-07,1.0836930176780313e-26,6.227582525621507e-15,0.00010393021116135461,1.3161403014669283e-176,1.089565245509204e-33,3.182686559716275e-24,5.202619925830648e-07,4.209435975500165e-15,3.299434206952811e-14,4.872462385153338e-06,2.7624325021378366e-178,1.74509356068658e-47,2.5876678888384083e-30
71.73835,2.8188267294172335e-06,1.1158671035848834e-11,1.8422395495993252e-14,6.735847879930358e-05,3.7798971325521304e-168,7.54858529552556e-32,6.569203258278324e-20,9.748001508069646e-07,1.4883044262283316e-26,7.303365707185304e-15,0.00010868311715958729,5.1458146237147416e-176,1.3830746763841184e-33,3.732828730183863e-24,5.649620625366959e-07,4.935565311360208e-15,3.784065587632288e-14,5.130101362179987e-06,9.804315754678193e-178,2.397564178515439e-47,3.132212033577915e-30
72.69326,3.060491595084884e-06,1.2794553829687307e-11,2.1600957025571733e-14,7.056944606210497e-05,1.481064522767583e-167,9.584978309714856e-32,7.532785986368609e-20,1.0614281710169493e-06,2.0459419444226558e-26,8.564732390446388e-15,0.00011358690906252577,2.0136254113656182e-175,1.7560900479023505e-33,4.3766988259903724e-24,6.133200760217207e-07,5.7876558585429114e-15,4.338840983936426e-14,5.399265315090944e-06,3.4839382309243733e-177,3.299159941333499e-47,3.789589649749931e-30
73.64818,3.322295199558172e-06,1.466935840265569e-11,2.532664799876618e-14,7.390253064810015e-05,5.794479156564022e-167,1.2168921107175594e-31,8.636308114803957e-20,1.1561316846363394e-06,2.813666155518098e-26,1.0043710977383284e-14,0.00011864158687017005,7.875371822969415e-175,2.229812944235452e-33,5.130597355890399e-24,6.657018273912786e-07,6.787936066105214e-15,4.9752385075128976e-14,5.680326017301834e-06,1.2375703248580409e-176,4.53292256413716e-47,4.5892355559890265e-30
74.60309,3.605729301267144e-06,1.681721643748683e-11,2.9703683547693917e-14,7.73649159292417e-05,2.267305815837617e-166,1.544806756204839e-31,9.899760986490804e-20,1.2589106916651348e-06,3.8666932828990074e-26,1.1777834848276154e-14,0.00012388487205869657,3.0853417756456296e-174,2.8307453455978617e-33,6.014899955827188e-24,7.223999521278811e-07,7.958634383104059e-15,5.703460924270744e-14,5.974027015643901e-06,4.394701870655469e-176,6.235277721563365e-47,5.555678767824006e-30
75.55801,3.912285658641849e-06,1.927957354892775e-11,3.483627880447228e-14,8.095660190552961e-05,8.865295789273277e-166,1.9613137261764864e-31,1.1351132481498165e-19,1.3704993278678268e-06,5.316550830204251e-26,1.3811136402088243e-14,0.00012931676462810533,1.2057721616340507e-173,3.59267727676299e-33,7.05405738893263e-24,7.837802445846676e-07,9.331858569288356e-15,6.538812383073526e-14,6.28074008353277e-06,1.5604985367256493e-175,8.572308843604915e-47,6.7232599069952e-30
76.51292,4.244201909327356e-06,2.2107627261077716e-11,4.084945284696752e-14,8.469195532086905e-05,3.4609391034461508e-165,2.490406775180352e-31,1.3014412211313758e-19,1.491631729008907e-06,7.308483918451883e-26,1.619521165762158e-14,0.00013493726457839637,4.722820008596329e-173,4.559999554590022e-33,8.272520418338621e-24,8.502816579854052e-07,1.0942186212080014e-14,7.496597032784808e-14,6.600836994384061e-06,5.543910604274747e-175,1.1787209524179837e-46,8.141037004560222e-30
77.46784,4.603715690968737e-06,2.535013712069794e-11,4.7900010368341656e-14,8.857097617526e-05,1.3571037434834642e-164,3.161001453568972e-31,1.4917588056006605e-19,1.6230420308528668e-06,1.0057766566293667e-25,1.89905819526696e-14,0.00014074637190956965,1.846275359739563e-172,5.792341634561446e-33,9.702890061554348e-24,9.222699866832334e-07,1.283160438191992e-14,8.593394368006783e-14,6.935061295029022e-06,1.9726337470161627e-174,1.6206215072202564e-46,9.853162288470923e-30
78.42275,4.993064641211062e-06,2.905586267454962e-11,5.616690177733167e-14,9.259366446870247e-05,5.3124879136050995e-164,4.016163474633359e-31,1.7100642701389574e-19,1.766198504928689e-06,1.3818577735511201e-25,2.22681918130851e-14,0.00014674408662162516,7.223450734650778e-172,7.355958467213361e-33,1.1377767336089004e-23,1.0005499782550588e-06,1.504456997692196e-14,9.850885266296163e-14,7.284156532298897e-06,7.004312148130813e-174,2.225639716479744e-46,1.192831700220796e-29
79.37767,5.414486397699403e-06,3.329794324277457e-11,6.585997726934731e-14,9.676002020119644e-05,2.077599413041684e-163,5.098958551664526e-31,1.960355883327554e-19,1.921835287000865e-06,1.9005903486156076e-25,2.6111253436177865e-14,0.0001529681301907394,2.8325737816424445e-171,9.336981488242694e-33,1.3341978641017724e-23,1.084682679477114e-06,1.7637889033564967e-14,1.1292025950948292e-13,7.648866253024932e-06,2.4886502544249057e-173,3.0619884175149178e-46,1.4440088192357757e-29
80.33258,5.8709644772938535e-06,3.817389791889521e-11,7.722526271753454e-14,0.00010110596023250483,8.130019156115739e-163,6.47090913222106e-31,2.247031740605867e-19,2.0906865128338857e-06,2.6112539764539556e-25,3.061730161852686e-14,0.00015941850261691232,1.1070281405416314e-170,1.1854669608614421e-32,1.5644425502604293e-23,1.1761312677619568e-06,2.0675777071346776e-14,1.2949975411167555e-13,8.028075136960259e-06,8.827578436221303e-173,4.206777774251006e-46,1.7481686117929775e-29
