error_min,error_max,true
,,
10000.0,150000.0,76000.0
15000.0,150000.0,83000.0
21000.0,147000.0,84000.0
25000.0,145000.0,85000.0
28000.0,143000.0,86000.0
31000.0,142000.0,86000.0
33000.0,141000.0,87000.0
35000.0,139000.0,87000.0
36000.0,138000.0,87000.0
38000.0,138000.0,88000.0
39000.0,137000.0,88000.0
40000.0,136000.0,88000.0
41000.0,136000.0,88000.0
42000.0,135000.0,88000.0
42000.0,135000.0,89000.0
43000.0,135000.0,89000.0
44000.0,134000.0,89000.0
44000.0,134000.0,89000.0
45000.0,134000.0,89000.0
45000.0,134000.0,89000.0
45000.0,133000.0,89000.0
46000.0,133000.0,89000.0
46000.0,133000.0,90000.0
46000.0,133000.0,90000.0
47000.0,133000.0,90000.0
47000.0,133000.0,90000.0
47000.0,133000.0,90000.0
47000.0,133000.0,90000.0
47000.0,133000.0,90000.0
48000.0,133000.0,90000.0
48000.0,133000.0,90000.0
48000.0,133000.0,90000.0
48000.0,133000.0,90000.0
48000.0,133000.0,90000.0
48000.0,133000.0,90000.0
48000.0,133000.0,90000.0
48000.0,133000.0,90000.0
48000.0,133000.0,90000.0
48000.0,133000.0,91000.0
48000.0,133000.0,91000.0
48000.0,133000.0,91000.0
48000.0,133000.0,91000.0
48000.0,134000.0,91000.0
48000.0,134000.0,91000.0
48000.0,134000.0,91000.0
47000.0,134000.0,91000.0
47000.0,134000.0,91000.0
47000.0,134000.0,91000.0
47000.0,134000.0,91000.0
47000.0,134000.0,91000.0
47000.0,134000.0,91000.0
47000.0,135000.0,91000.0
47000.0,135000.0,91000.0
47000.0,135000.0,91000.0
46000.0,135000.0,91000.0
46000.0,135000.0,91000.0
46000.0,135000.0,91000.0
46000.0,135000.0,91000.0
46000.0,135000.0,90000.0
46000.0,135000.0,90000.0
45000.0,135000.0,90000.0
45000.0,135000.0,90000.0
45000.0,135000.0,90000.0
45000.0,135000.0,90000.0
45000.0,135000.0,90000.0
45000.0,135000.0,90000.0
45000.0,135000.0,90000.0
44000.0,135000.0,90000.0
44000.0,135000.0,90000.0
44000.0,135000.0,90000.0
44000.0,135000.0,90000.0
44000.0,135000.0,89000.0
44000.0,135000.0,89000.0
43000.0,135000.0,89000.0
43000.0,135000.0,89000.0
43000.0,134000.0,89000.0
43000.0,134000.0,89000.0
43000.0,134000.0,88000.0
43000.0,134000.0,88000.0
43000.0,133000.0,88000.0
42000.0,133000.0,88000.0
42000.0,133000.0,87000.0
42000.0,132000.0,87000.0
42000.0,132000.0,87000.0
42000.0,131000.0,87000.0
42000.0,130000.0,86000.0
42000.0,130000.0,86000.0
42000.0,129000.0,85000.0
42000.0,128000.0,85000.0
42000.0,127000.0,84000.0
42000.0,126000.0,84000.0
41000.0,125000.0,83000.0
42000.0,124000.0,83000.0
41000.0,122000.0,82000.0
42000.0,120000.0,81000.0
41000.0,118000.0,80000.0
42000.0,115000.0,78000.0
42000.0,112000.0,77000.0
42000.0,105000.0,74000.0
