rate,slope,intercept,std_err
3,0.0001953820182529,-3.009566697304562,3.659491566471056e-06
5,0.0001916663141141,-2.6331906883653664,4.082293405991786e-06
10,0.00018919942020764204,-1.929461651855556,3.290904598696987e-06
