rate,slope,intercept,std_err
3,0.0001889135660762,-5.048709895172488,1.329725539121915e-06
5,0.0001843139151136,-4.534535612005087,1.2635170068652703e-06
10,0.00017863869836454434,-3.468033789043128,9.514448378678011e-07
