,conversion,A,Ea
0,1e-05,2197683572116.5488,142160.3251059277
1,0.01001,2766848316.803386,111855.44494957756
2,0.02001,1721609198.202174,109702.20785761462
3,0.03001,1325841769.6325684,108516.72622454066
4,0.04001,1099521994.6341577,107667.26641412386
5,0.05001,943674578.9399564,106973.57592552368
6,0.06001,839785158.1720232,106444.2393952641
7,0.07001,754454737.6487089,105957.9471320605
8,0.08001,688033819.7678534,105539.70130358404
9,0.0900099999999999,638576517.7505069,105201.15328766468
10,0.10001,602000583.6900198,104933.46494901407
11,0.11001,559418749.54762,104600.5280534428
12,0.1200099999999999,525066585.29852885,104312.91563147905
13,0.13001,494815982.21656847,104043.6113983696
14,0.14001,469779403.1582741,103807.96583575378
15,0.15001,449197158.9622966,103604.6398774564
16,0.16001,423839963.6964821,103340.93232013508
17,0.17001,408879652.8310345,103177.84490209392
18,0.18001,386670982.3108092,102924.39070208596
19,0.19001,374682627.45588523,102781.45491461248
20,0.20001,357042663.04196274,102562.59526692033
21,0.21001,345647341.4796487,102415.38680084878
22,0.22001,330639352.7069315,102213.92400120191
23,0.23001,320320393.2656779,102070.02755897868
24,0.24001,307977880.1957463,101891.69710830796
25,0.25001,297597130.5676167,101736.08792674849
26,0.26001,288387868.9464724,101593.426693324
27,0.27001,276333355.70395577,101399.644687823
28,0.28001,269218200.0842513,101281.25738290952
29,0.29001,260916194.98790425,101139.10163549682
30,0.30001,251467637.3225654,100971.70326042068
31,0.31001,244231080.21580198,100839.18462438008
32,0.32001,237234169.2821976,100707.2666789514
33,0.33001,229641165.68997392,100559.633873501
34,0.34001,222516991.75263104,100416.6088627954
35,0.35001,215643387.45471966,100274.205922604
36,0.36001,210577155.67393672,100166.310496418
37,0.37001,203690397.83317828,100015.40473974512
38,0.38001,197056254.13670105,99865.12980349825
39,0.39001,192261232.68645185,99753.33013695964
40,0.40001,187277665.12385598,99634.13983421876
41,0.41001,180940057.04361084,99477.8986631164
42,0.42001,175750610.60777783,99345.83241640858
43,0.43001,171401817.5969996,99232.12124010114
44,0.44001,166583959.9644079,99102.72642977542
45,0.45001,161283278.7170107,98955.96787987386
46,0.46001,156979617.3185713,98833.22100020506
47,0.47001,152590699.02329022,98704.52673671242
48,0.48001,148028381.49685618,98566.76322169496
49,0.49001,144150194.70322555,98446.27689474927
50,0.50001,139977984.27286828,98312.98153896262
51,0.51001,135748782.42206335,98173.7474906711
52,0.52001,131672727.55097294,98035.38791426504
53,0.53001,128192027.23332395,97913.80371762034
54,0.54001,124520515.76567031,97781.92322720334
55,0.55001,120545631.51093355,97634.68819499027
56,0.56001,116872376.71006905,97494.24394685683
57,0.57001,113442096.22806494,97359.04527606854
58,0.5800099999999999,110123283.31889333,97224.29116359608
59,0.5900099999999999,106667257.09460689,97079.5788791772
60,0.6000099999999999,103221135.25668764,96930.53534497258
61,0.6100099999999999,99897950.61049488,96782.01895055856
62,0.62001,96692951.35829978,96634.02808803828
63,0.63001,93601008.78675526,96486.53334511691
64,0.64001,90483306.33984433,96332.79177562815
65,0.65001,87319906.80294347,96171.28446876149
66,0.66001,84278660.90827174,96010.39957865786
67,0.67001,81268692.09434746,95845.34806107444
68,0.68001,78310100.8225038,95677.04521228578
69,0.69001,75466760.43150067,95509.19601625424
70,0.70001,72644913.90424295,95336.24283386212
71,0.7100099999999999,69682427.87383857,95147.28599835832
72,0.7200099999999999,66867539.617725946,94960.1475643974
73,0.7300099999999999,64187847.53266306,94774.52855374764
74,0.74001,61449255.43871058,94576.64480131358
75,0.75001,58658621.55622088,94365.71330011231
76,0.76001,56058308.69071619,94159.9327195098
77,0.77001,53639161.84301258,93959.73093690808
78,0.78001,50844540.018700145,93716.89665639344
79,0.79001,48189616.3194136,93473.5064981099
80,0.80001,45758278.41264655,93238.55016407424
81,0.81001,43333037.67633991,92991.40125738484
82,0.82001,40830935.17760763,92721.47895747764
83,0.83001,38489407.755044416,92453.45552312626
84,0.8400099999999999,35942143.5630985,92142.70028418906
85,0.8500099999999999,33472569.77514111,91819.63840901497
86,0.8600099999999999,31482782.483496755,91541.50092930808
87,0.87001,29080364.69189132,91181.25427707098
88,0.88001,26735882.50908721,90799.77248790913
89,0.89001,24637907.206461422,90428.8934652565
90,0.90001,22259157.767351978,89968.09841461688
91,0.91001,20366643.978630453,89564.83947745332
92,0.92001,18076704.525001246,89023.52562937517
93,0.93001,15969067.854395248,88460.89914553674
94,0.94001,13866672.15710701,87820.23574163514
95,0.95001,11852668.428789537,87108.00222501517
96,0.96001,9678008.480400652,86188.08452568873
97,0.97001,7740927.597774245,85174.50470200964
98,0.98001,5552016.3476914205,83666.12345245898
99,0.99001,3342301.886438507,81362.88362669971
