rate,slope,intercept,std_err
3,0.0001937960127168,-2.699610625583724,5.984746740326172e-07
5,0.0001896723093897,-2.382745280139304,5.509166768061931e-07
10,0.00018286220227501922,-1.809484057654629,4.964067324011337e-07
