,conversion,A,Ea
0,1e-05,1.7244906617853553,15977.527394159924
1,0.01001,135.26314660107647,38688.021399833335
2,0.02001,591.9814540159576,46373.53436657201
3,0.03001,1625.8848736708064,51633.41871129535
4,0.04001,3562.9876089819713,55717.84524589724
5,0.05001,6851.7583161517505,59122.14085995093
6,0.06001,12041.267101019579,62057.51560951644
7,0.07001,19769.85163846476,64638.79313435006
8,0.08001,30814.928768211856,66949.47185573312
9,0.0900099999999999,46105.34601220702,69047.16143917844
10,0.10001,66724.99704742485,70971.5979713074
11,0.11001,93859.33853949305,72748.00895321413
12,0.1200099999999999,128672.18474935033,74390.37910783464
13,0.13001,172845.07156946973,75926.84160345039
14,0.14001,228887.19388743286,77388.88787409222
15,0.15001,295771.5540497493,78723.51225712622
16,0.16001,377438.78099730687,79992.86735003498
17,0.17001,474666.7535756639,81186.12805801995
18,0.18001,590784.3199064642,82325.41939140568
19,0.19001,725270.6723860218,83393.15761141751
20,0.20001,881688.8361446933,84409.87796997312
21,0.21001,1062505.9003919708,85381.05531332584
22,0.22001,1267975.2343210378,86301.44666564307
23,0.23001,1494521.758308757,87157.25010934366
24,0.24001,1754311.863138861,87991.63297839684
25,0.25001,2044741.5052518006,88789.17899017864
26,0.26001,2362030.9497294542,89540.16036248197
27,0.27001,2708233.1529854513,90252.22194211584
28,0.28001,3091874.1820232267,90941.9304328876
29,0.29001,3513522.1820160677,91607.48565275644
30,0.30001,3968372.428436828,92241.26012276432
31,0.31001,4452149.690349953,92840.12239604292
32,0.32001,4969490.918865813,93412.43012761432
33,0.33001,5522879.468676089,93962.09975826154
34,0.34001,6110543.479011264,94488.5209931605
35,0.35001,6737840.74404569,94997.28024009347
36,0.36001,7385398.230680102,95475.01917705518
37,0.37001,8056682.102709958,95927.9336541986
38,0.38001,8767063.211629275,96367.8489184289
39,0.39001,9506772.643367955,96789.55592543229
40,0.40001,10266359.20660862,97189.73795829626
41,0.41001,11037802.624811796,97566.93785010804
42,0.42001,11829665.757761145,97927.6391634012
43,0.43001,12628254.139384693,98267.73387854113
44,0.44001,13475973.741317494,98605.98256308942
45,0.45001,14330079.271226464,98925.90952018376
46,0.46001,15182682.708801975,99226.794212409
47,0.47001,16025142.240125366,99507.94097147242
48,0.48001,16874783.213907953,99776.89565783336
49,0.49001,17719472.09094357,100031.18088175629
50,0.50001,18576563.29124122,100277.09903863388
51,0.51001,19444630.80924822,100514.86256681036
52,0.52001,20279293.099176962,100733.67126429234
53,0.53001,21094074.713642053,100938.74899624358
54,0.54001,21891471.054624174,101131.92074982382
55,0.55001,22681932.87809944,101316.5891718614
56,0.56001,23429084.177726407,101485.31589516209
57,0.57001,24165698.099155992,101646.47589673102
58,0.5800099999999999,24881894.561447717,101798.5262209664
59,0.5900099999999999,25522742.85452561,101930.9146855104
60,0.6000099999999999,26173532.805844095,102061.99773347058
61,0.6100099999999999,26797080.71336995,102184.57131896495
62,0.62001,27368440.018673696,102294.40726536028
63,0.63001,27930400.96161791,102400.22222244472
64,0.64001,28482583.242949333,102502.14218810112
65,0.65001,28969703.581088733,102590.42605666778
66,0.66001,29405331.9279293,102668.12928132244
67,0.67001,29828963.025107816,102742.59630897878
68,0.68001,30190304.932285674,102805.28293439628
69,0.69001,30523160.281833947,102862.36726034628
70,0.70001,30846953.97930885,102917.30331859823
71,0.7100099999999999,31100276.21221546,102959.88235622646
72,0.7200099999999999,31325356.59999343,102997.42445853991
73,0.7300099999999999,31502562.792731162,103026.79212062906
74,0.74001,31634886.612804264,103048.61407474312
75,0.75001,31740871.2709194,103066.02661958782
76,0.76001,31778352.311022107,103072.17058142392
77,0.77001,31812818.076372325,103077.81388166934
78,0.78001,31815573.1241282,103078.26471933746
79,0.79001,31754184.032117248,103068.20970258974
80,0.80001,31686905.28303957,103057.16765930776
81,0.81001,31559798.91885889,103036.24234513092
82,0.82001,31411223.665416356,103011.67554765692
83,0.83001,31228966.06762809,102981.380209207
84,0.8400099999999999,30996990.774079837,102942.56390639422
85,0.8500099999999999,30732596.463047367,102897.96713748285
86,0.8600099999999999,30382498.133880526,102838.32017856315
87,0.87001,29993796.682075065,102771.28578093924
88,0.88001,29529659.04804031,102690.0944884283
89,0.89001,28993819.252285548,102594.75803835568
90,0.90001,28340318.851985306,102476.07370794546
91,0.91001,27619236.52809166,102341.89715229336
92,0.92001,26796012.863732375,102184.3638547086
93,0.93001,25767392.72445161,101980.58037187216
94,0.94001,24528610.516051233,101724.07803190028
95,0.95001,23272736.789954506,101450.45805748893
96,0.96001,21766327.188554395,101102.07442004776
97,0.97001,19593053.596395146,100554.4502997994
98,0.98001,17039380.286308546,99827.42997625408
99,0.99001,13614497.264416337,98659.22436723734
