conversion,OFW,KAS,Starink
1e-05,63782.90082308323,77230.28445677042,76215.33486620545
0.01001,69863.20187039468,84076.9565594472,82989.80340453918
0.02001,70501.23329820186,84795.58483513087,83700.846566383
0.03001,70896.40660293362,85239.70475993039,84140.31484065938
0.040010000000000004,71176.13846077149,85554.24204775292,84451.551857413
0.050010000000000006,71404.30757051331,85810.40915012846,84705.04568124078
0.06001,71586.74194335511,86015.85581602695,84908.32508369267
0.07001,71787.16857724659,86238.304494555,85128.54798462612
0.08001,71925.69115732759,86394.07936166931,85282.68776895109
0.09000999999999999,72037.16094248202,86520.63449645627,85407.86988993835
0.10001,72192.6175636653,86692.42159759307,85577.96634996853
0.11001,72278.09778726108,86790.11034889382,85674.57171609714
0.12000999999999999,72412.07903748204,86938.09291860893,85821.10068230366
0.13001000000000001,72505.5666038706,87043.16986800428,85925.07670235644
0.14001000000000002,72601.00215887446,87149.82583293824,86030.63786752593
0.15001,72720.78221878817,87281.89883720776,86161.42202329962
0.16001,72776.05899534404,87345.7194249294,86224.51112148461
0.17001000000000002,72877.29905708748,87457.58898050833,86335.2799262005
0.18001,72976.36887760344,87567.08139804842,86443.6941909682
0.19001,73033.1510601291,87631.84491805012,86507.74416462133
0.20001000000000002,73121.46065845153,87729.55748262467,86604.49032522558
0.21001,73218.00814458224,87835.87160265491,86709.77234253248
0.22001,73277.18871360294,87902.65219550852,86775.84346106827
0.23001000000000002,73345.27455078225,87978.74387636695,86851.15404207264
0.24001,73434.02673477975,88076.41346451147,86947.87774893893
0.25001,73508.89186491068,88159.38815217973,87030.02658310295
0.26001,73569.10820507718,88226.87970409641,87096.81804484362
0.27001000000000003,73639.84402289629,88305.35495753786,87174.50932115068
0.28001000000000004,73722.77083408619,88396.55938249662,87264.8325435468
0.29001,73791.04478176904,88472.26509994236,87339.78339321594
0.30001,73852.77102108145,88541.04934433922,87407.86902294922
0.31001,73919.4537498877,88615.00902683927,87481.09055511994
0.32001,73998.07779370096,88701.4374143733,87566.68554698158
0.33001,74066.94464981426,88777.54841108953,87642.04712848218
0.34001000000000003,74130.49997040926,88848.04151566644,87711.83660098654
0.35001000000000004,74194.07956069849,88918.56014661104,87781.65139748115
0.36001,74267.73429519031,88999.59911985435,87861.90616488298
0.37001,74339.29824886045,89078.40451282941,87939.94643117869
0.38001,74405.00530511954,89151.01356404524,88011.84091738371
0.39001,74470.73911030783,89223.65074988206,88083.7633151273
0.40001000000000003,74537.77163491942,89297.64425271752,88157.03165972853
0.41001000000000004,74611.16732478245,89378.2836035917,88236.89502031221
0.42001,74679.3957233537,89453.4560690563,88311.336109457
0.43001,74747.65439498247,89528.66037659871,88385.8087881701
0.44001,74815.94327765274,89603.89646118307,88460.31299192399
0.45001,74885.62161837153,89680.58500739463,88536.25849682504
0.46001000000000003,74957.21731201725,89759.26679093178,88614.1823648652
0.47001000000000004,75028.3671016462,89837.47636794273,88691.63789768086
0.48001,75099.55188997221,89915.72275858556,88769.12995215484
