conversion,OFW,KAS,Starink
1e-05,64958.954040322846,75518.69951650068,74634.34952565221
0.01001,66586.61122214451,78192.65208491983,77248.91924776886
0.02001,66812.11619090426,78529.08421671728,77578.74473944647
0.03001,66917.29307677463,78698.78134699028,77744.75177160837
0.040010000000000004,67006.96731572179,78835.83342790438,77879.02110658128
0.050010000000000006,67048.09779543256,78912.8528393012,77954.08996127082
0.06001,67103.05802446225,78998.6952489352,78038.13900857832
0.07001,67135.48106202188,79056.82234372752,78094.85167963123
0.08001,67146.3336314231,79089.52654793931,78126.4515924921
0.09000999999999999,67174.66848881773,79138.36002543403,78174.14253415295
0.10001,67195.8605998679,79177.99553498878,78212.77532503128
0.11001,67206.76515683519,79205.42293172193,78239.35187723475
0.12000999999999999,67213.38307198061,79227.1994138129,78260.36765568372
0.13001000000000001,67220.62312750619,79248.70265137561,78281.14917314088
0.14001000000000002,67231.99759993504,79273.80488291207,78305.53089940551
0.15001,67225.28776480925,79279.13248850316,78310.32470050197
0.16001,67214.40900696137,79279.42364307473,78310.14784559961
0.17001000000000002,67223.29911329212,79300.004778793,78330.12005389755
0.18001,67218.27085241661,79305.50444316599,78335.14791955272
0.19001,67199.99077844336,79296.64928478535,78325.95131483221
0.20001000000000002,67205.6170156646,79312.6223073403,78341.39859034315
0.21001,67184.03096333443,79299.51823443724,78328.0173888858
0.22001,67173.53412005318,79297.92618226411,78326.06294716804
0.23001000000000002,67154.61906330027,79287.09470374585,78314.95762478151
0.24001,67144.0067672467,79284.8347919742,78312.3623066082
0.25001,67115.38962433164,79263.38736131607,78290.74153001513
0.26001,67105.75425250322,79261.71491659783,78288.74648698319
0.27001000000000003,67071.29190905362,79233.74284794596,78260.66775551692
0.28001000000000004,67060.45899898489,79230.47114488638,78257.09961683356
0.29001,67022.96582347954,79198.9685240062,78225.53192946238
0.30001,67004.10584931086,79186.96623565811,78213.31384957416
0.31001,66966.83518541153,79155.43614241341,78181.72928702294
0.32001,66937.85735250001,79132.52701975407,78158.7013654336
0.33001,66903.80782746385,79104.18716325096,78130.28959335374
0.34001000000000003,66865.95929365377,79071.72436039249,78097.79261215648
0.35001000000000004,66834.12288747939,79045.54601160262,78071.53180778139
