conversion,Friedman
1e-05,76093.70644372643
0.01001,69895.89699133021
0.02001,68935.55614878258
0.03001,68337.73450973204
0.040010000000000004,67926.89151354547
0.050010000000000006,67598.9831284277
0.06001,67320.84294899744
0.07001,67082.63880020118
0.08001,66877.51793617688
0.09000999999999999,66681.5620327296
0.10001,66515.05105310702
0.11001,66367.58436130662
0.12000999999999999,66209.12298310881
0.13001000000000001,66092.98567900983
0.14001000000000002,65957.95540904901
0.15001,65845.04519438779
0.16001,65722.1617471015
0.17001000000000002,65630.35597715764
0.18001,65512.09711793738
0.19001,65423.28275965185
0.20001000000000002,65325.5801343426
0.21001,65230.89309329429
0.22001,65152.090633641266
0.23001000000000002,65056.81403053406
0.24001,64982.07006286256
0.25001,64900.06020953141
0.26001,64822.344820666876
0.27001000000000003,64746.839937053395
0.28001000000000004,64675.134482777816
0.29001,64597.26268305271
0.30001,64533.608016776045
0.31001,64465.310715468324
0.32001,64397.919243466255
0.33001,64335.90851158592
0.34001000000000003,64271.852267073315
0.35001000000000004,64207.96326215549
0.36001,64144.71161479394
0.37001,64090.22398952015
0.38001,64027.27944240593
0.39001,63969.26890171604
0.40001000000000003,63913.604640608246
0.41001000000000004,63851.67894357417
0.42001,63793.33855890459
0.43001,63735.13261696797
0.44001,63679.528361871395
0.45001,63620.81598376959
0.46001000000000003,63564.2463219937
0.47001000000000004,63511.79644429106
0.48001,63455.50722723806
0.49001,63403.05883894565
0.50001,63352.00704108665
0.51001,63300.78967276233
0.52001,63248.13670001688
0.53001,63195.56511762446
0.54001,63144.80443203202
0.55001,63093.81083062626
0.56001,63041.402426533125
0.57001,62991.775419369456
0.5800099999999999,62942.37528698831
0.5900099999999999,62891.73737853697
0.6000099999999999,62842.41856422747
0.6100099999999999,62793.27463345627
0.62001,62744.24708189405
0.63001,62692.52941906893
0.64001,62641.06809392204
0.65001,62592.3845759034
0.66001,62543.64580356998
0.67001,62493.15922948027
0.68001,62441.12516777998
0.69001,62389.303882860026
0.70001,62337.304178193146
0.7100099999999999,62284.640901095925
0.7200099999999999,62232.08710592526
0.7300099999999999,62177.50718819224
0.74001,62122.427184497785
0.75001,62064.808235761906
0.76001,62004.69287739722
0.77001,61945.074979146164
0.78001,61879.039138293134
0.79001,61812.142552833786
0.80001,61743.73277805004
0.81001,61669.165235296074
0.82001,61597.13452015338
0.83001,61514.391322873984
0.8400099999999999,61428.73106583572
0.8500099999999999,61336.4500147319
0.8600099999999999,61239.26432525662
0.87001,61137.543005099214
0.88001,61014.06316176002
0.89001,60891.71388161508
0.90001,60751.818811061596
0.91001,60606.0191442009
0.92001,60420.09854868853
0.93001,60235.82418852681
0.94001,60031.03502370328
0.95001,59740.17319383149
0.9600099999999999,59437.91762973546
0.9700099999999999,59035.042339575455
0.9800099999999999,58484.30316798891
0.99001,57515.97476840928
