Model,Equation,R2_score_13,Ea_13,R2_score_14,Ea_14
F1/3,(3/2)*(1 - a)**(1/3),0.9882371988415806,-44.264901301056916,0.9299437015757669,659841.715117064
R3,3*(1 - a)**(2/3),0.9882371988415803,-22.13245065052845,0.9299437015812511,659841.7151345083
F3/4,4*(1 - a)**(3/4),0.9882371988415801,-19.673289467136392,0.9299437015808485,659841.715135285
G3,1 / (4*(1 - a)**3),0.9882371988415797,4.918322366784097,0.9299437015834071,659841.7151391194
R2,2*(1 - a)**(1/2),0.9882371988415795,-29.509934200704595,0.9299437015844316,659841.7151392236
F1/A1,(1 - a),0.9882371988415795,-14.754967100352298,0.929943701583539,659841.7151396789
F3/2,2*(1 - a)**(3/2),0.9882371988415792,-9.836644733568193,0.9299437015834122,659841.7151391619
F2,(1 - a)**2,0.988237198841579,-7.377483550176146,0.929943701583225,659841.7151389613
G1,1 / (2*(1 - a)),0.9882371988415788,14.754967100352285,0.929943701583512,659841.7151398549
G2,1 / (3*(1 - a)**2),0.9882371988415788,7.3774835501761435,0.9299437015833908,659841.7151390129
A3/2,(3/2)*(1 - a)*(-np.log(1 - a))**(1/3),0.9881951526986915,-12.020445079041197,0.9851791622175048,310982.5323405377
A2,2*(1 - a)*(-np.log(1 - a))**(1/2),0.9880560603997508,-10.999665744706071,0.9927214059633718,141612.95992353885
A5/2,(5/2)*(1 - a)*(-np.log(1 - a))**(3/5),0.9879567372008099,-10.466098658057248,0.9785638437365513,63530.014652247846
E2,a / 2,0.9879287269121534,-17.560768532948284,0.935198905855066,-865871.9480539572
P2,2*a**(1/2),0.9879287269121534,-35.12153706589657,0.9351989058547888,-865871.948056917
P4,4*a**(3/4),0.9879287269121527,-23.41435804393103,0.935198905855674,-865871.9480543016
E1,a,0.9879287269121527,-17.560768532948277,0.9351989058541024,-865871.9480497112
D1,1 / (2*a),0.9879287269121527,17.560768532948277,0.9351989058524891,-865871.9480458421
P3/2,(2/3)/a**(1/2),0.9879287269121527,35.12153706589655,0.9351989058510988,-865871.9480386274
P3,3*a**(2/3),0.9879287269121514,-26.341152799422392,0.9351989058595385,-865871.9480686848
A3,3*(1 - a)*(-np.log(1 - a))**(2/3),0.987886630866028,-10.138151097847125,0.575700083473677,20594.869946196603
A4,4*(1 - a)*(-np.log(1 - a))**(3/4),0.9877962268846154,-9.755942469541623,0.5787089421671948,-30734.623474507298
D4,(3/2) / ((1 - a)**(-1/3) - 1),0.9876235869413454,32.26708196494562,0.9848518905174063,-2558469.3876274284
G4,(1/2)*(1 - a)*(-np.log(1 - a)),0.9875180346494784,-8.764270661124757,0.9932834210672967,-176278.361099317
A3/4,(3/4)*(1 - a)*(-np.log(1 - a))**(-1/3),0.9873127995842016,-19.080859057543933,0.9830979374807635,1541578.7778029165
A2/3,(2/3)*(1 - a)*(-np.log(1 - a))**(-1/2),0.9858030372015963,-22.34005809417349,0.9813276736892278,2049319.1801322806
G7,(1/4)*(1 - a)**(1/2) / (1 - (1 - a)**(1/2)),0.9826978584566406,46.782333531885996,0.9840493932152518,-4176165.9080002774
D2,1 / (-np.log(1 - a)),0.9823224396455578,21.495556626812977,0.9693219197841233,-1325365.5149276361
D5,((3/2)*(1 - a)**(4/3)) / ((1 - a)**(-1/3) - 1),0.9807204022060871,-16.708946659835867,0.9760089457419394,2636214.3872640934
D7,(3/2) / (1 - (1 + a)**(-1/3)),0.9736037135011999,17.442683187796316,0.9352004034299807,-865863.8462958512
G5,(1/3)*(1 - a)*(-np.log(1 - a))**2,0.9654301428810398,-6.2382104742171,0.99999999999999,447662.4010880996
D6,((3/2)*(1 + a)**(2/3)) / ((1 + a)**(1/3) - 1),0.9628357691870668,17.32052261000202,0.9352012325177157,-865859.5232588815
D8,((3/2)*(1 + a)**(4/3)) / (1 - (1 + a)**(-1/3)),0.9165605019423565,16.693488805055104,0.935204924689801,-865884.1947615696
G8,(1/3)*(1 - a)**(2/3) / (1 - (1 - a)**(1/3)),0.8962815434261528,108.21716675071889,0.8986700036309946,-10840162.806968251
D3,((3/2)*(1 - a)**(2/3)) / (1 - (1 - a)**(1/3)),0.8962815434261526,108.21716675071903,0.8986700036309937,-10840162.806968264
G6,(1/4)*(1 - a)*(-np.log(1 - a))**3,0.5277253703703167,-3.9415662788169046,0.9787665429832437,828136.5898115853
F3,(1 - a)**3,0.3929631774747425,-3.5146251488773963,0.9824909236843676,-1045762.7090192761
B1,1 / (a - (1 - a)),0.00012938269226101938,-0.011107071083314737,0.8624032148641992,759620.8171611355
F0/R1/P1,"np.full_like(a, 1)",0.0,0.0,0.0,0.0
