Model,Equation,R2_score_13,Ea_13,R2_score_14,Ea_14
G4,(1/2)*(1 - a)*(-np.log(1 - a)),0.9888991727410549,-9.165337945403143,0.5524784960815878,7148.101352999815
A4,4*(1 - a)*(-np.log(1 - a))**(3/4),0.9886078160627866,-9.266018887855322,0.9984698028858847,38741.692778620316
A3,3*(1 - a)*(-np.log(1 - a))**(2/3),0.9881235537630788,-9.296443671134911,0.9998929980276632,47235.3462546058
A5/2,(5/2)*(1 - a)*(-np.log(1 - a))**(3/5),0.987592225852825,-9.319591286723552,0.9876720393041124,52563.09518696126
A2,2*(1 - a)*(-np.log(1 - a))**(1/2),0.9865509154029709,-9.352260782929186,0.9911299661545412,61559.009119183145
A3/2,(3/2)*(1 - a)*(-np.log(1 - a))**(1/3),0.9841489931634684,-9.401012020322359,0.9924544957086753,75566.26606967875
F1/A1,(1 - a),0.9767573611178407,-9.475687242421975,0.9473999464591616,52797.70272558219
F2,(1 - a)**2,0.9767573611178405,-4.7378436212109865,0.9473999464560555,52797.70272516614
R2,2*(1 - a)**(1/2),0.9767573611178403,-18.95137448484395,0.9473999464550408,52797.70272499391
G1,1 / (2*(1 - a)),0.9767573611178403,9.475687242421973,0.9473999464548787,52797.702725126204
G2,1 / (3*(1 - a)**2),0.9767573611178398,4.737843621210986,0.9473999464551283,52797.702725175506
F3/2,2*(1 - a)**(3/2),0.9767573611178395,-6.317124828281313,0.947399946464887,52797.70272630887
G3,1 / (4*(1 - a)**3),0.9767573611178395,3.158562414140656,0.9473999464547308,52797.702725079034
F1/3,(3/2)*(1 - a)**(1/3),0.9767573611178391,-28.4270617272659,0.9473999464564825,52797.70272466798
R3,3*(1 - a)**(2/3),0.9767573611178386,-14.213530863632943,0.9473999464704665,52797.70272691689
F3/4,4*(1 - a)**(3/4),0.9767573611178386,-12.634249656562618,0.9473999464647548,52797.70272652819
A3/4,(3/4)*(1 - a)*(-np.log(1 - a))**(-1/3),0.9657862049150203,-9.517449948495127,0.8819921557845294,95052.80683848627
G5,(1/3)*(1 - a)*(-np.log(1 - a))**2,0.9594269141000984,-8.594126572148483,0.9417520141479158,49678.99481290423
A2/3,(2/3)*(1 - a)*(-np.log(1 - a))**(-1/2),0.9589260378143649,-9.525176650879862,0.8657376389062776,107473.03052088236
D5,((3/2)*(1 - a)**(4/3)) / ((1 - a)**(-1/3) - 1),0.9556402163607067,-6.1218691360052215,0.8543207945890616,118266.2496146254
P3,3*a**(2/3),0.9280773816083389,-69.28681204700686,0.9414858179392356,-399973.64298424067
P4,4*a**(3/4),0.9280773816083384,-61.5882773751172,0.9414858179409984,-399973.6429862538
D1,1 / (2*a),0.9280773816083384,46.19120803133791,0.9414858179383389,-399973.6429831812
P3/2,(2/3)/a**(1/2),0.9280773816083377,92.38241606267579,0.9414858179424412,-399973.6429864746
P2,2*a**(1/2),0.9280773816083377,-92.38241606267579,0.9414858179390664,-399973.6429820372
E2,a / 2,0.9280773816083377,-46.191208031337894,0.9414858179388867,-399973.64298317314
E1,a,0.9280773816083369,-46.19120803133786,0.9414858179402568,-399973.64298500714
D7,(3/2) / (1 - (1 + a)**(-1/3)),0.9266132034138748,47.082469093049,0.9414909837928862,-399959.54620071437
D6,((3/2)*(1 + a)**(2/3)) / ((1 + a)**(1/3) - 1),0.9050770089260108,46.48172930594753,0.9414934778310038,-399952.4909203814
D3,((3/2)*(1 - a)**(2/3)) / (1 - (1 - a)**(1/3)),0.8924090262812098,-16.830819856942703,0.769238652544922,199443.99803907188
G8,(1/3)*(1 - a)**(2/3) / (1 - (1 - a)**(1/3)),0.8924090262812093,-16.8308198569427,0.769238652544922,199443.99803907194
G7,(1/4)*(1 - a)**(1/2) / (1 - (1 - a)**(1/2)),0.8456439911932576,-25.12682394977415,0.7148406261712787,260533.28403441305
D8,((3/2)*(1 + a)**(4/3)) / (1 - (1 + a)**(-1/3)),0.7729954320189444,41.0191073152014,0.9414927792725358,-399950.0883322357
G6,(1/4)*(1 - a)*(-np.log(1 - a))**3,0.6591950499834798,-6.521007091681318,0.9739597812132864,64624.98045279157
D4,(3/2) / ((1 - a)**(-1/3) - 1),0.650338414053463,-34.847913643418586,0.5719517922260102,339069.36008633784
F3,(1 - a)**3,0.4280752229713242,-2.6846852046191256,0.9865162260884672,-462788.62189860904
D2,1 / (-np.log(1 - a)),0.12639411449062313,26.249106031405013,0.41082418442856317,-614423.6657461302
B1,1 / (a - (1 - a)),0.0011964707088369456,-0.024050058093447076,0.8850114523422454,69955.65107161313
F0/R1/P1,"np.full_like(a, 1)",0.0,0.0,0.0,0.0
