Model,Equation,R2_score_13,Ea_13,R2_score_14,Ea_14
D6,((3/2)*(1 + a)**(2/3)) / ((1 + a)**(1/3) - 1),0.9767392734200274,8.883004636619146,0.9356771441972545,-528574.7879757365
D7,(3/2) / (1 - (1 + a)**(-1/3)),0.9762787614489152,8.858818606670761,0.9356766724912623,-528575.5827752786
G5,(1/3)*(1 - a)*(-np.log(1 - a))**2,0.9756138478343829,-4.2236479514543355,0.9999801366126191,-416088.6722162561
D8,((3/2)*(1 + a)**(4/3)) / (1 - (1 + a)**(-1/3)),0.9750027585099963,8.927671742656386,0.9356867985858196,-528584.9156967186
D3,((3/2)*(1 - a)**(2/3)) / (1 - (1 - a)**(1/3)),0.974437832371102,10.253733255005216,0.9657689396742715,-1100556.37143963
G8,(1/3)*(1 - a)**(2/3) / (1 - (1 - a)**(1/3)),0.974437832371102,10.25373325500522,0.965768939674271,-1100556.3714396302
D4,(3/2) / ((1 - a)**(-1/3) - 1),0.9744262925264306,9.518540695975073,0.9780459404929922,-847535.2214235826
G7,(1/4)*(1 - a)**(1/2) / (1 - (1 - a)**(1/2)),0.9742578632518653,9.821959276044527,0.9675364201992369,-951739.5870379766
E2,a / 2,0.9738442850915204,-8.797646625960134,0.93567606599966,-528576.8864185115
P3/2,(2/3)/a**(1/2),0.9738442850915202,17.595293251920264,0.9356760659998737,-528576.8864169796
P2,2*a**(1/2),0.9738442850915202,-17.595293251920264,0.9356760659993321,-528576.8864174939
E1,a,0.9738442850915202,-8.79764662596013,0.9356760659985275,-528576.8864170356
D1,1 / (2*a),0.9738442850915202,8.797646625960132,0.9356760659946276,-528576.8864123889
P3,3*a**(2/3),0.9738442850915199,-13.196469938940192,0.9356760660105844,-528576.8864368483
P4,4*a**(3/4),0.9738442850915192,-11.730195501280168,0.935676065997833,-528576.8864120964
D2,1 / (-np.log(1 - a)),0.9730698155065495,9.064053775537083,0.9735972492708673,-670380.3735132988
G4,(1/2)*(1 - a)*(-np.log(1 - a)),0.9643944869838305,-7.45445728497764,0.9995646697179141,-256732.94349953195
A4,4*(1 - a)*(-np.log(1 - a))**(3/4),0.961003227789253,-9.372640302502184,0.9908090983174666,-203370.31865161355
A3,3*(1 - a)*(-np.log(1 - a))**(2/3),0.9592892971187863,-10.250286483848674,0.9994811895147326,-187745.03225088547
A5/2,(5/2)*(1 - a)*(-np.log(1 - a))**(3/5),0.9575757295644519,-11.07925722264158,0.957701355186818,-172946.53740741493
D5,((3/2)*(1 - a)**(4/3)) / ((1 - a)**(-1/3) - 1),0.9560637658326083,13.093932492588507,0.8728540860309631,-2002587.6778180401
A2,2*(1 - a)*(-np.log(1 - a))**(1/2),0.9541769003241212,-12.605694672142157,0.9184271550911398,-145189.34268336714
A3/2,(3/2)*(1 - a)*(-np.log(1 - a))**(1/3),0.9444958746719522,-16.34029383125687,0.09191031038941785,-34930.50093353596
A2/3,(2/3)*(1 - a)*(-np.log(1 - a))**(-1/2),0.9364284827314213,29.576998636870627,0.822653467950035,-2515768.468649545
R2,2*(1 - a)**(1/2),0.8406812480830165,-76.36757241377792,0.975652279062138,2002455.7086503855
G1,1 / (2*(1 - a)),0.8406812480830163,38.18378620688897,0.9756522790621418,2002455.7086501368
F2,(1 - a)**2,0.840681248083016,-19.091893103444484,0.9756522790621043,2002455.7086504656
F1/A1,(1 - a),0.840681248083016,-38.18378620688897,0.9756522790621005,2002455.7086505105
G3,1 / (4*(1 - a)**3),0.840681248083016,12.727928735629646,0.9756522790620823,2002455.7086507601
F1/3,(3/2)*(1 - a)**(1/3),0.8406812480830158,-114.55135862066682,0.9756522790621073,2002455.7086507224
F3/2,2*(1 - a)**(3/2),0.8406812480830156,-25.455857471259286,0.9756522790620816,2002455.7086507594
F3/4,4*(1 - a)**(3/4),0.8406812480830155,-50.91171494251858,0.9756522790621652,2002455.708649305
R3,3*(1 - a)**(2/3),0.8406812480830155,-57.275679310333395,0.9756522790619759,2002455.7086519417
G2,1 / (3*(1 - a)**2),0.8406812480830153,19.09189310344446,0.9756522790621411,2002455.7086501343
A3/4,(3/4)*(1 - a)*(-np.log(1 - a))**(-1/3),0.76489039090356,55.554732898869034,0.5478822218516061,-3312651.266443442
G6,(1/4)*(1 - a)*(-np.log(1 - a))**3,0.4965274680848952,-2.7598173368362797,0.9643693946926928,2549164.5181882065
F3,(1 - a)**3,0.15065763068900526,-4.199007760974809,0.9850215064853609,-609750.4107464855
B1,1 / (a - (1 - a)),4.614677966343375e-05,0.008865639271720951,0.5556040069401865,1544175.4712196023
F0/R1/P1,"np.full_like(a, 1)",0.0,0.0,0.0,0.0
