temperature,rate_3,rate_10,rate_5,rate_3_diff,rate_3_diff_reaction_0,rate_3_diff_reaction_1,rate_3_diff_reaction_2,rate_3_diff_reaction_3,rate_3_diff_reaction_4,rate_3_diff_reaction_5,rate_3_diff_cumulative,rate_5_diff,rate_5_diff_reaction_0,rate_5_diff_reaction_1,rate_5_diff_reaction_2,rate_5_diff_reaction_3,rate_5_diff_reaction_4,rate_5_diff_reaction_5,rate_5_diff_cumulative,rate_10_diff,rate_10_diff_reaction_0,rate_10_diff_reaction_1,rate_10_diff_reaction_2,rate_10_diff_reaction_3,rate_10_diff_reaction_4,rate_10_diff_reaction_5,rate_10_diff_cumulative
154.81595,99.88041,99.89425,99.93762,0.005208199,0.003014033,2.00937E-06,0.002232077,5.7703E-117,2.72968E-23,2.99717E-15,0.00524812,0.006648868,0.001485941,2.57242E-09,0.002431336,8.5607E-125,4.64247E-25,1.39103E-18,0.00391728,0.003402721,0.000618712,7.12811E-09,0.000568656,4.4778E-130,1.17281E-35,1.82647E-23,0.001187375
155.77087,99.87971,99.89092,99.93322,0.006487534,0.003261693,2.2822E-06,0.002316952,2.2576E-116,3.4657E-23,3.43524E-15,0.005580927,0.006069093,0.001613851,3.11376E-09,0.002515307,3.3494E-124,5.89425E-25,1.631E-18,0.00412916,0.003644251,0.000669835,8.28093E-09,0.000591709,1.5907E-129,1.61237E-35,2.21083E-23,0.001261552
156.72578,99.86537,99.88801,99.92842,0.008312423,0.003529522,2.59208E-06,0.002405041,8.8327E-116,4.40017E-23,3.93733E-15,0.005937156,0.005832337,0.001752699,3.76901E-09,0.002602162,1.3104E-123,7.48353E-25,1.91238E-18,0.004354865,0.003830117,0.00072517,9.62017E-09,0.000615695,5.6504E-129,2.21668E-35,2.67607E-23,0.001340874
157.6807,99.86415,99.88548,99.92042,0.009234463,0.003819139,2.94404E-06,0.002496468,3.4558E-115,5.58661E-23,4.51281E-15,0.006318551,0.005249745,0.001903413,4.56216E-09,0.002692004,5.127E-123,9.50135E-25,2.2423E-18,0.004595422,0.003770534,0.000785064,1.1176E-08,0.000640652,2.0072E-128,3.04748E-35,3.23922E-23,0.001425727
158.63561,99.85762,99.8813,99.91802,0.009463577,0.004132274,3.34379E-06,0.002591355,1.3521E-114,7.09294E-23,5.17239E-15,0.006726973,0.005096034,0.002066988,5.52222E-09,0.002784931,2.0059E-122,1.20632E-24,2.62913E-18,0.004851925,0.003809139,0.000849889,1.29835E-08,0.000666619,7.1302E-128,4.18966E-35,3.92088E-23,0.001516521
159.59053,99.8454,99.87672,99.91323,0.009642707,0.004470801,3.79782E-06,0.002689836,5.2899E-114,9.00545E-23,5.92839E-15,0.007164435,0.005461829,0.002244509,6.68431E-09,0.00288105,7.848E-122,1.53159E-24,3.0827E-18,0.005125566,0.004017568,0.000920049,1.50833E-08,0.000693638,2.5329E-127,5.75993E-35,4.74599E-23,0.001613702
160.54544,99.8314,99.87211,99.90683,0.009614378,0.004836724,4.31349E-06,0.002792042,2.0696E-113,1.14336E-22,6.79487E-15,0.00763308,0.005875072,0.002437138,8.09094E-09,0.002980468,3.0705E-121,1.94456E-24,3.61452E-18,0.005417614,0.004215636,0.00099598,1.75227E-08,0.000721749,8.9974E-127,7.91871E-35,5.74472E-23,0.001717747
161.50036,99.8235,99.86874,99.90363,0.010598649,0.00523221,4.89918E-06,0.002898116,8.0974E-113,1.45165E-22,7.78801E-15,0.008135226,0.005616814,0.002646144,9.7936E-09,0.003083299,1.2013E-120,2.46888E-24,4.23808E-18,0.005729452,0.004369898,0.001078154,2.03566E-08,0.000750999,3.1962E-126,1.08866E-34,6.95364E-23,0.001829173
162.45527,99.8138,99.86505,99.8954,0.011083755,0.005659573,5.56439E-06,0.003008201,3.168E-112,1.84306E-22,8.92629E-15,0.008673339,0.005406489,0.002872884,1.18545E-08,0.003189655,4.7E-120,3.13457E-24,4.96922E-18,0.006062551,0.004344156,0.001167077,2.36488E-08,0.000781431,1.1354E-125,1.49669E-34,8.41695E-23,0.001948532
163.41019,99.80556,99.86123,99.88963,0.010717039,0.006121314,6.31994E-06,0.003122448,1.2395E-111,2.34002E-22,1.0231E-14,0.009250082,0.005094612,0.003118835,1.43492E-08,0.003299661,1.8389E-119,3.97976E-24,5.8265E-18,0.00641851,0.004358633,0.001263302,2.74734E-08,0.000813095,4.0332E-125,2.05764E-34,1.01882E-22,0.002076424
164.3651,99.79899,99.85623,99.88517,0.011635322,0.006620096,7.17806E-06,0.003241012,4.8494E-111,2.97097E-22,1.17263E-14,0.009868286,0.0039839,0.003385581,1.73688E-08,0.003413435,7.1945E-119,5.05283E-24,6.83166E-18,0.006799033,0.004580646,0.00136742,3.19166E-08,0.000846039,1.4327E-124,2.82883E-34,1.23322E-22,0.002213491
165.32002,99.78141,99.85162,99.88044,0.012470232,0.007158796,8.1527E-06,0.003364057,1.8973E-110,3.77204E-22,1.34402E-14,0.010531005,0.004152288,0.003674838,2.10239E-08,0.003531109,2.8148E-118,6.41526E-24,8.01024E-18,0.007205968,0.005224046,0.001480074,3.70785E-08,0.000880316,5.0894E-124,3.88907E-34,1.49274E-22,0.002360427
166.27493,99.76863,99.84684,99.88024,0.012553011,0.007740472,9.25967E-06,0.003491747,7.4231E-110,4.78911E-22,1.54046E-14,0.011241479,0.005688927,0.003988448,2.54482E-08,0.003652812,1.1013E-117,8.14502E-24,9.39214E-18,0.007641285,0.005912355,0.001601954,4.3075E-08,0.000915978,1.8079E-123,5.34667E-34,1.80687E-22,0.002517975
167.22985,99.76111,99.84192,99.87284,0.012362907,0.008368422,1.0517E-05,0.003624258,2.9043E-109,6.08042E-22,1.76561E-14,0.012003197,0.00784242,0.004328401,3.08035E-08,0.003778682,4.3087E-117,1.03412E-23,1.10124E-17,0.008107114,0.005920047,0.001733808,5.00415E-08,0.000953083,6.4223E-123,7.35059E-34,2.1871E-22,0.002686941
168.18476,99.74148,99.83576,99.86912,0.012123891,0.009046144,1.19449E-05,0.003761768,1.1363E-108,7.7199E-22,2.02367E-14,0.012819857,0.009908356,0.00469683,3.72857E-08,0.003908857,1.6858E-116,1.31295E-23,1.29123E-17,0.008605724,0.005098567,0.001876439,5.81345E-08,0.000991687,2.2814E-122,1.01055E-33,2.64735E-22,0.002868184
169.13968,99.7321,99.82992,99.85862,0.01233532,0.0097774,1.35668E-05,0.003904466,4.4456E-108,9.80147E-22,2.31945E-14,0.013695433,0.010913855,0.005096039,4.51321E-08,0.004043486,6.5955E-116,1.66697E-23,1.51399E-17,0.00913957,0.004383902,0.002030718,6.75366E-08,0.001031852,8.1041E-122,1.38931E-33,3.20446E-22,0.003062637
170.09459,99.72669,99.8228,99.83797,0.01301235,0.010566174,1.54089E-05,0.004052543,1.7393E-107,1.24443E-21,2.65846E-14,0.014634126,0.012230745,0.005528487,5.46296E-08,0.004182716,2.5804E-115,2.11644E-23,1.77517E-17,0.009711257,0.004309064,0.002197578,7.8459E-08,0.001073639,2.8788E-121,1.91001E-33,3.8788E-22,0.003271295
171.04951,99.71313,99.82153,99.8253,0.014062139,0.01141674,1.75011E-05,0.004206201,6.8051E-107,1.57997E-21,3.04702E-14,0.015640443,0.013056272,0.005996831,6.61258E-08,0.004326703,1.0096E-114,2.68711E-23,2.08142E-17,0.010323601,0.004032975,0.002378032,9.11481E-08,0.001117115,1.0226E-120,2.62588E-33,4.69506E-22,0.003495238
172.00442,99.69831,99.82066,99.81536,0.015128653,0.01233361,1.98773E-05,0.004365645,2.6624E-106,2.00598E-21,3.49237E-14,0.016719133,0.012375496,0.006503897,8.00412E-08,0.004475606,3.9499E-114,3.41164E-23,2.4405E-17,0.010979584,0.004099417,0.002573161,1.05889E-07,0.001162346,3.6327E-120,3.61004E-33,5.68308E-22,0.003735614
172.95934,99.68022,99.81817,99.81006,0.016806519,0.013321611,2.25762E-05,0.004531094,1.0417E-105,2.54686E-21,4.00281E-14,0.017875281,0.01135072,0.007052732,9.6885E-08,0.004629593,1.5454E-113,4.33154E-23,2.86153E-17,0.011682421,0.005604064,0.002784142,1.23014E-07,0.001209405,1.2905E-119,4.96307E-33,6.87902E-22,0.00399367
173.91425,99.65814,99.80775,99.79911,0.019340311,0.014385818,2.56415E-05,0.004702766,4.0755E-105,3.23358E-21,4.58786E-14,0.019114226,0.010234374,0.007646568,1.17273E-07,0.00478883,6.0463E-113,5.49947E-23,3.35519E-17,0.012435515,0.00772993,0.003012227,1.42909E-07,0.001258364,4.5841E-119,6.8232E-33,8.32663E-22,0.004270734
174.86917,99.64749,99.80106,99.78184,0.021614244,0.015531646,2.9123E-05,0.004880896,1.5945E-104,4.10547E-21,5.25842E-14,0.020441665,0.010853661,0.00828888,1.41952E-07,0.004953496,2.3656E-112,6.98232E-23,3.93402E-17,0.013242518,0.009706025,0.003258778,1.66022E-07,0.001309299,1.6284E-118,9.38052E-33,1.00789E-21,0.004568243
175.82408,99.6228,99.79377,99.77571,0.024688949,0.016764761,3.30771E-05,0.00506572,6.2384E-104,5.21243E-21,6.02698E-14,0.021863558,0.012807653,0.008983342,1.71824E-07,0.005123772,9.2552E-112,8.86498E-23,4.6127E-17,0.014107286,0.011185824,0.003525244,1.92872E-07,0.001362289,5.7845E-118,1.28963E-32,1.21999E-21,0.004887727
176.779,99.60019,99.77841,99.76603,0.02762522,0.018091184,3.75681E-05,0.005257489,2.4408E-103,6.61789E-21,6.90788E-14,0.023386241,0.014580306,0.009733894,2.07983E-07,0.005299846,3.6211E-111,1.12553E-22,5.40847E-17,0.015033947,0.010842368,0.003813197,2.24064E-07,0.001417419,2.0549E-117,1.77298E-32,1.47672E-21,0.00523084
177.73391,99.57351,99.76426,99.748,0.030063617,0.019517184,4.26687E-05,0.005456455,9.5493E-103,8.40229E-21,7.91753E-14,0.025016308,0.015534622,0.010544681,2.51751E-07,0.005481909,1.4167E-110,1.42901E-22,6.34152E-17,0.016026842,0.009081854,0.004124311,2.60302E-07,0.001474771,7.2994E-117,2.43748E-32,1.78748E-21,0.005599343
178.68883,99.54008,99.75882,99.73405,0.033350835,0.021049387,4.84619E-05,0.005662889,3.7362E-102,1.06678E-20,9.07475E-14,0.026760737,0.016090327,0.011420132,3.04729E-07,0.005670164,5.5429E-110,1.81432E-22,7.43554E-17,0.017090601,0.007895985,0.004460395,3.024E-07,0.001534437,2.593E-116,3.35104E-32,2.16363E-21,0.005995135
179.64374,99.50292,99.75257,99.71245,0.035494325,0.022694649,5.50414E-05,0.005877061,1.4617E-101,1.35442E-20,1.04011E-13,0.028626751,0.018451973,0.012364887,3.68855E-07,0.005864814,2.1686E-109,2.30352E-22,8.71829E-17,0.01823007,0.006994235,0.004823375,3.51306E-07,0.001596509,9.211E-116,4.60699E-32,2.61894E-21,0.006420235
180.59866,99.46696,99.74796,99.69729,0.0373834,0.024460174,6.25142E-05,0.00609926,5.719E-101,1.71963E-20,1.19213E-13,0.030621948,0.021173526,0.013383875,4.46477E-07,0.006066075,8.4847E-109,2.92463E-22,1.02223E-16,0.019450397,0.005726817,0.005215328,4.08122E-07,0.001661083,3.272E-115,6.33367E-32,3.17008E-21,0.006876819
181.55357,99.43896,99.74785,99.67651,0.039685052,0.026353355,7.10012E-05,0.006329777,2.2375E-100,2.18329E-20,1.36637E-13,0.032754133,0.023022835,0.014482235,5.40433E-07,0.006274163,3.3196E-108,3.71321E-22,1.19859E-16,0.020756938,0.005465997,0.005638464,4.74126E-07,0.001728258,1.1623E-114,8.70749E-32,3.83718E-21,0.007367196
182.50849,99.39767,99.73877,99.65889,0.041103067,0.028381901,8.06405E-05,0.006568921,8.7543E-100,2.77199E-20,1.56608E-13,0.035031463,0.025061151,0.015665392,6.54161E-07,0.006489307,1.2988E-107,4.71442E-22,1.40536E-16,0.022155353,0.006331937,0.006095159,5.50806E-07,0.001798141,4.1289E-114,1.1971E-31,4.64468E-21,0.007893851
183.4634,99.35734,99.72923,99.6297,0.042578086,0.030553648,9.1588E-05,0.006817005,3.4251E-99,3.5194E-20,1.79498E-13,0.037462241,0.027532702,0.016938961,7.91821E-07,0.006711736,5.0814E-107,5.98558E-22,1.64781E-16,0.023651489,0.007239806,0.006587935,6.39885E-07,0.001870837,1.4667E-113,1.64577E-31,5.62209E-21,0.008459412
184.41832,99.31524,99.72296,99.59922,0.045363532,0.032876685,0.000104022,0.00707436,1.34005E-98,4.46836E-20,2.05733E-13,0.040055067,0.029494098,0.01830883,9.58451E-07,0.006941697,1.9881E-106,7.59951E-22,1.93209E-16,0.025251485,0.008609813,0.007119502,7.43373E-07,0.001946461,5.2102E-113,2.2626E-31,6.8052E-21,0.009066706
185.37323,99.26532,99.71365,99.57051,0.049280236,0.035359132,0.000118142,0.00734132,5.24283E-98,5.67318E-20,2.35803E-13,0.042818594,0.030514538,0.019781037,1.16015E-06,0.007179432,7.7782E-106,9.64859E-22,2.2654E-16,0.026961629,0.010085572,0.007692724,8.63596E-07,0.002025127,1.8508E-112,3.11061E-31,8.23727E-21,0.009718715
186.32815,99.22165,99.70486,99.54109,0.053084582,0.038009269,0.00013418,0.00761824,2.05125E-97,7.20287E-20,2.70268E-13,0.045761688,0.031726656,0.021361859,1.40429E-06,0.007425202,3.0432E-105,1.22502E-21,2.65623E-16,0.028788465,0.010813122,0.008310674,1.00326E-06,0.00210696,6.5747E-112,4.27646E-31,9.97073E-21,0.010418637
187.28306,99.1715,99.69651,99.51103,0.05652509,0.040835264,0.000152394,0.007905476,8.02534E-97,9.145E-20,3.09769E-13,0.048893134,0.033213447,0.023057659,1.6998E-06,0.007679266,1.1906E-104,1.55532E-21,3.11447E-16,0.030738624,0.012035765,0.008976587,1.16552E-06,0.002192082,2.3355E-111,5.87925E-31,1.20689E-20,0.011169835
188.23798,99.1176,99.68268,99.47681,0.059725901,0.043845315,0.000173079,0.008203411,3.1399E-96,1.16108E-19,3.55045E-13,0.052221805,0.034911292,0.024874981,2.0575E-06,0.0079419,4.6583E-104,1.97469E-21,3.65177E-16,0.032818938,0.013393556,0.009693926,1.35401E-06,0.002280628,8.2965E-111,8.08277E-31,1.46087E-20,0.011975908
189.19289,99.05285,99.6668,99.45144,0.063185345,0.047047314,0.000196571,0.008512425,1.22846E-95,1.47415E-19,4.06938E-13,0.05575631,0.036934433,0.02682036,2.49048E-06,0.008213381,1.8225E-103,2.50714E-21,4.28175E-16,0.035036231,0.013833273,0.010466322,1.57299E-06,0.002372732,2.9471E-110,1.11121E-30,1.7683E-20,0.012840627
190.14781,98.99116,99.65636,99.41052,0.067031866,0.050449002,0.00022325,0.008832927,4.80633E-95,1.87163E-19,4.66416E-13,0.059505178,0.03970102,0.028900421,3.01457E-06,0.008494002,7.1306E-103,3.18315E-21,5.02043E-16,0.037397437,0.013855755,0.011297647,1.82739E-06,0.002468536,1.0469E-109,1.5277E-30,2.14042E-20,0.013768011
191.10272,98.92224,99.6392,99.36746,0.069323495,0.054057573,0.000253548,0.009165323,1.88044E-94,2.37628E-19,5.34587E-13,0.063476444,0.042693693,0.031121652,3.64894E-06,0.008784054,2.7898E-102,4.04143E-21,5.88654E-16,0.039909355,0.013652947,0.012191944,2.12292E-06,0.002568187,3.7189E-109,2.10026E-30,2.59084E-20,0.014762254
192.05764,98.86336,99.62543,99.324,0.070546471,0.057879832,0.000287956,0.009510051,7.35718E-94,3.01701E-19,6.12722E-13,0.067677838,0.045336697,0.033490502,4.41681E-06,0.009083852,1.0915E-101,5.13115E-21,6.90207E-16,0.042578771,0.013164112,0.013153505,2.46626E-06,0.002671838,1.3211E-108,2.88744E-30,3.13606E-20,0.01582781
193.01255,98.79092,99.61799,99.28342,0.072061573,0.061921741,0.000327029,0.009867546,2.87844E-93,3.8305E-19,7.02276E-13,0.072116315,0.048105947,0.036013114,5.34627E-06,0.009393704,4.2704E-101,6.51467E-21,8.09278E-16,0.045412164,0.013036738,0.014186789,2.86511E-06,0.002779647,4.6929E-108,3.96963E-30,3.796E-20,0.016969301
193.96747,98.71736,99.60457,99.23866,0.075186473,0.066188582,0.000371401,0.010238273,1.12618E-92,4.86333E-19,8.04921E-13,0.076798256,0.050075283,0.038695424,6.47132E-06,0.009713942,1.6708E-100,8.27126E-21,9.48893E-16,0.048415838,0.014424289,0.015296501,3.32848E-06,0.00289178,1.6671E-107,5.45744E-30,4.59483E-20,0.018191609
194.92238,98.64732,99.5912,99.184,0.079265973,0.070684445,0.000421788,0.010622699,4.40611E-92,6.17465E-19,9.22567E-13,0.081728932,0.051351475,0.041542853,7.8331E-06,0.010044895,6.5368E-100,1.05015E-20,1.11259E-15,0.05159558,0.015895661,0.016487499,3.86678E-06,0.003008406,5.9218E-107,7.50285E-30,5.56176E-20,0.019499772
195.8773,98.57631,99.57501,99.13828,0.084623469,0.075412406,0.000479005,0.01102132,1.72388E-91,7.83955E-19,1.05741E-12,0.086912731,0.053323291,0.044560409,9.48145E-06,0.010386913,2.5575E-99,1.3333E-20,1.30453E-15,0.054956804,0.017351304,0.017764879,4.49214E-06,0.003129706,2.1036E-106,1.03149E-29,6.73218E-20,0.020899077
196.83221,98.48776,99.55629,99.08306,0.09034406,0.080373954,0.000543975,0.011434635,6.74456E-91,9.95335E-19,1.21196E-12,0.092352563,0.055985279,0.047752333,1.14767E-05,0.010740347,1.00061E-98,1.6928E-20,1.52959E-15,0.058504156,0.019920361,0.019133856,5.21863E-06,0.003255861,7.4726E-106,1.41809E-29,8.14888E-20,0.022394936
197.78713,98.40034,99.53481,99.03024,0.096214662,0.085569196,0.000617746,0.011863172,2.6388E-90,1.26371E-18,1.3891E-12,0.098050114,0.058612253,0.05112222,1.38917E-05,0.011105567,3.91488E-98,2.14924E-20,1.79347E-15,0.062241678,0.022029955,0.02059986,6.06261E-06,0.003387065,2.6545E-105,1.94958E-29,9.86373E-20,0.023992988
198.74204,98.29847,99.51016,98.97061,0.103657495,0.090996241,0.000701507,0.012307462,1.03241E-89,1.60445E-18,1.59213E-12,0.104005211,0.061543251,0.054672615,1.68149E-05,0.011482942,1.53167E-97,2.72875E-20,2.10287E-15,0.066172373,0.023672122,0.02216839,7.04307E-06,0.003523516,9.4296E-105,2.68027E-29,1.19394E-19,0.025698949
199.69696,98.20437,99.4926,98.9156,0.109903716,0.096651437,0.000796609,0.012768072,4.03928E-89,2.03707E-18,1.82483E-12,0.110216117,0.066652271,0.058405163,2.03533E-05,0.011872868,5.99261E-97,3.46452E-20,2.46565E-15,0.070298385,0.025883771,0.023845116,8.18211E-06,0.003665422,3.3497E-104,3.68483E-29,1.4452E-19,0.027518719
200.65187,98.08709,99.46486,98.84653,0.116257328,0.102528726,0.000904578,0.013245565,1.58034E-88,2.58633E-18,2.09154E-12,0.116678868,0.072738936,0.062320171,2.46361E-05,0.012275734,2.34456E-96,4.39867E-20,2.89101E-15,0.074620541,0.028781134,0.025635706,9.50534E-06,0.003812994,1.1899E-103,5.06588E-29,1.74932E-19,0.029458206
201.60679,97.98224,99.43587,98.7773,0.123617124,0.108619939,0.001027152,0.013740544,6.18304E-88,3.28369E-18,2.39724E-12,0.123387635,0.078381825,0.066416787,2.98201E-05,0.012691958,9.17306E-96,5.5847E-20,3.38977E-15,0.079138565,0.031617596,0.027545932,1.10426E-05,0.003966459,4.2269E-103,6.96456E-29,2.11745E-19,0.031523434
202.5617,97.85366,99.40589,98.69852,0.131767712,0.114914142,0.001166296,0.01425361,2.41907E-87,4.16909E-18,2.74762E-12,0.130334048,0.084109503,0.070692551,3.60948E-05,0.013121952,3.58889E-95,7.09052E-20,3.97455E-15,0.083850598,0.034375207,0.029581464,1.28284E-05,0.004126045,1.5015E-102,9.57484E-29,2.56304E-19,0.033720338
203.51662,97.73303,99.37113,98.61413,0.13940146,0.121398002,0.00132424,0.014785404,9.46455E-87,5.29322E-18,3.14921E-12,0.137507647,0.088461036,0.075143622,4.36898E-05,0.013566157,1.40415E-94,9.00238E-20,4.66024E-15,0.088753469,0.037736865,0.031747982,1.4903E-05,0.004291994,5.3339E-102,1.31635E-28,3.1024E-19,0.036054878
204.47153,97.59609,99.32964,98.52096,0.144660805,0.128055152,0.001503507,0.015336566,3.70293E-86,6.72044E-18,3.6095E-12,0.144895226,0.092208761,0.079764324,5.28825E-05,0.014025009,5.49362E-94,1.14297E-19,5.4642E-15,0.093842216,0.040542389,0.034050933,1.73131E-05,0.004464551,1.8947E-101,1.8097E-28,3.75527E-19,0.038532797
205.42645,97.44305,99.28943,98.43417,0.150105497,0.134866652,0.001706962,0.015907777,1.44877E-85,8.53251E-18,4.13706E-12,0.152481391,0.096474465,0.084547444,6.40093E-05,0.014498974,2.14937E-93,1.45116E-19,6.40687E-15,0.099110427,0.042900436,0.036495649,2.01129E-05,0.004643979,6.7307E-101,2.48798E-28,4.54552E-19,0.041159741
206.38136,97.29857,99.25099,98.34164,0.157434531,0.141810391,0.001937838,0.016499717,5.66818E-85,1.08332E-17,4.74173E-12,0.160247946,0.10082384,0.089483794,7.74766E-05,0.014988512,8.40923E-93,1.84244E-19,7.51216E-15,0.104549782,0.046454235,0.039087071,2.33655E-05,0.004830541,2.3909E-100,3.42045E-28,5.50207E-19,0.043940977
207.33628,97.14105,99.20438,98.24559,0.16607106,0.148861662,0.002199807,0.017113109,2.21767E-84,1.37542E-17,5.43478E-12,0.168174578,0.106004733,0.094562593,9.37768E-05,0.015494114,3.2901E-92,2.33922E-19,8.80814E-15,0.110150484,0.0505152,0.041829865,2.71441E-05,0.005024519,8.4934E-100,4.70243E-28,6.65993E-19,0.046881527
208.29119,96.99694,99.15526,98.14864,0.174010271,0.155992631,0.002497009,0.017748673,8.67645E-84,1.74627E-17,6.22912E-12,0.176238312,0.112427929,0.099771068,0.000113505,0.016016264,1.28722E-91,2.96995E-19,1.03277E-14,0.115900837,0.054671618,0.044728112,3.15336E-05,0.005226196,3.0171E-99,6.46487E-28,8.06143E-19,0.049985842
209.24611,96.82824,99.10292,98.02772,0.181543471,0.163173017,0.002834139,0.018407178,3.39464E-83,2.21713E-17,7.13956E-12,0.184414335,0.11975312,0.105094922,0.000137383,0.016555482,5.03624E-91,3.77076E-19,1.21094E-14,0.121787786,0.059232364,0.047785438,3.66329E-05,0.005435877,1.07176E-98,8.88789E-28,9.75788E-19,0.053257948
210.20102,96.64434,99.04412,97.91364,0.189890586,0.170369652,0.003216489,0.019089386,1.32813E-82,2.81494E-17,8.18307E-12,0.192675528,0.126835065,0.110517988,0.000166281,0.017112276,1.97039E-90,4.78748E-19,1.41984E-14,0.127796545,0.061840245,0.051004664,4.25566E-05,0.005653865,3.80719E-98,1.2219E-27,1.18113E-18,0.056701086
211.15594,96.44455,98.9772,97.78671,0.197284051,0.17754727,0.003650046,0.019796113,5.19627E-82,3.57395E-17,9.3791E-12,0.200993429,0.133718473,0.116022793,0.000201255,0.017687193,7.70912E-90,6.07835E-19,1.66479E-14,0.133911242,0.062498433,0.05438795,4.94382E-05,0.005880487,1.35244E-97,1.67987E-27,1.42969E-18,0.060317876
212.11085,96.25683,98.91548,97.65353,0.205673807,0.184668148,0.004141552,0.020528164,2.033E-81,4.5376E-17,1.07499E-11,0.209337863,0.140919354,0.121590263,0.00024358,0.018280769,3.01613E-89,7.71727E-19,1.952E-14,0.140114613,0.064238535,0.057936417,5.74323E-05,0.00611607,4.80423E-97,2.30947E-27,1.73055E-18,0.06410992
213.06577,96.06238,98.85125,97.51885,0.212658729,0.191692995,0.004698621,0.021286401,7.95408E-81,5.7611E-17,1.23211E-11,0.217678017,0.145855496,0.127200369,0.000294801,0.018893577,1.18006E-88,9.79813E-19,2.28875E-14,0.146388747,0.066921415,0.061650316,6.67188E-05,0.006360965,1.70662E-96,3.17505E-27,2.09472E-18,0.068078
214.02068,95.85526,98.79322,97.38011,0.217768318,0.198580679,0.005329808,0.022071677,3.11197E-80,7.31448E-17,1.4122E-11,0.225982164,0.15116147,0.132831878,0.000356781,0.019526181,4.61688E-88,1.244E-18,2.6836E-14,0.15271484,0.069526593,0.065528624,7.75065E-05,0.006615522,6.06236E-96,4.36504E-27,2.53553E-18,0.072221653
214.9756,95.65537,98.738,97.23304,0.224296418,0.205289173,0.006044759,0.022884902,1.21755E-79,9.28673E-17,1.61861E-11,0.234218834,0.15638334,0.138463062,0.000431779,0.020179183,1.80634E-87,1.57943E-18,3.14656E-14,0.159074025,0.072865816,0.069569249,9.00381E-05,0.006880119,2.15355E-95,6.00105E-27,3.06911E-18,0.076539406
215.93051,95.43021,98.65711,97.07531,0.232145316,0.211775367,0.006854276,0.023726974,4.76359E-79,1.17907E-16,1.85518E-11,0.242356618,0.159901635,0.144071479,0.00052252,0.020853174,7.06719E-87,2.00529E-18,3.68939E-14,0.165447173,0.076315143,0.073768617,0.000104595,0.007155132,7.64999E-95,8.25021E-27,3.71497E-18,0.081028344
216.88543,95.19536,98.57245,96.91995,0.241365252,0.217996031,0.007770509,0.024598854,1.86374E-78,1.49699E-16,2.12633E-11,0.250365395,0.165067303,0.149634704,0.000632301,0.021548784,2.76502E-86,2.54599E-18,4.32588E-14,0.171815789,0.083366297,0.078121922,0.000121505,0.007440964,2.71752E-94,1.13424E-26,4.49675E-18,0.085684391
217.84034,94.96756,98.49105,96.76612,0.251359,0.223907702,0.00880702,0.025501489,7.29176E-78,1.90063E-16,2.43711E-11,0.258216211,0.170023052,0.155130118,0.0007651,0.022266633,1.08179E-85,3.23248E-18,5.07216E-14,0.17816185,0.094261238,0.082622716,0.000141147,0.007738021,9.65338E-94,1.55934E-26,5.44303E-18,0.090501884
218.79526,94.72143,98.40384,96.59344,0.262200665,0.229467629,0.009979,0.026435888,2.85289E-77,2.41311E-16,2.79332E-11,0.265882517,0.175746232,0.160535628,0.000925725,0.023007381,4.2325E-85,4.10407E-18,5.9472E-14,0.184468734,0.101833941,0.087263221,0.000163963,0.008046733,3.42919E-93,2.14378E-26,6.58846E-18,0.095473918
219.75017,94.47364,98.30921,96.43443,0.270845601,0.23463372,0.011303337,0.027403046,1.11617E-76,3.06376E-16,3.20159E-11,0.273340103,0.183894541,0.165829441,0.001119973,0.023771674,1.65593E-84,5.21066E-18,6.97319E-14,0.190721089,0.105143785,0.092033931,0.000190465,0.008367536,1.21814E-92,2.94725E-26,7.97492E-18,0.100591932
220.70509,94.21285,98.21062,96.25151,0.277560438,0.239365442,0.012798855,0.028404025,4.36699E-76,3.88986E-16,3.66953E-11,0.280568322,0.19180404,0.17099073,0.001354842,0.024560203,6.4788E-84,6.61564E-18,8.17619E-14,0.196905775,0.109406634,0.096924002,0.000221248,0.008700891,4.32723E-92,4.05188E-26,9.65317E-18,0.105846141
221.66,93.93031,98.06865,96.0614,0.288978026,0.243623822,0.014486358,0.029439869,1.70855E-75,4.9387E-16,4.20586E-11,0.287550049,0.201986326,0.17599937,0.001638754,0.025373643,2.53478E-83,8.39943E-18,9.58671E-14,0.203011767,0.115800103,0.101920878,0.000257002,0.009047262,1.53715E-91,5.57049E-26,1.16846E-17,0.111225142
222.61492,93.6486,97.96896,95.87053,0.300160298,0.247372276,0.016388891,0.030511689,6.68468E-75,6.27035E-16,4.82059E-11,0.294272856,0.211224323,0.180836527,0.001981861,0.026212714,9.91729E-83,1.06642E-17,1.12406E-13,0.209031102,0.121482051,0.107010758,0.000298529,0.009407145,5.46046E-91,7.6583E-26,1.41435E-17,0.116716432
223.56983,93.366,97.87083,95.65114,0.305516092,0.250576674,0.018531729,0.031620577,2.61533E-74,7.96103E-16,5.52516E-11,0.30072898,0.220584651,0.185484351,0.002396356,0.027078117,3.88006E-82,1.35396E-17,1.31798E-13,0.214958825,0.126830169,0.112178261,0.000346758,0.009781035,1.9397E-90,1.05286E-25,1.71198E-17,0.122306054
