temperature,rate_3,rate_10,rate_5,rate_3_diff,rate_3_diff_reaction_0,rate_3_diff_reaction_1,rate_3_diff_reaction_2,rate_3_diff_reaction_3,rate_3_diff_reaction_4,rate_3_diff_reaction_5,rate_3_diff_cumulative,rate_5_diff,rate_5_diff_reaction_0,rate_5_diff_reaction_1,rate_5_diff_reaction_2,rate_5_diff_reaction_3,rate_5_diff_reaction_4,rate_5_diff_reaction_5,rate_5_diff_cumulative,rate_10_diff,rate_10_diff_reaction_0,rate_10_diff_reaction_1,rate_10_diff_reaction_2,rate_10_diff_reaction_3,rate_10_diff_reaction_4,rate_10_diff_reaction_5,rate_10_diff_cumulative
87.9719,100.00896,99.97936,100.04759,-0.002217872,1.15654E-05,2.70641E-10,0.000162791,1.9488E-158,1.50873E-30,2.13584E-19,0.000174357,0.001589888,4.46651E-06,4.02107E-15,0.000224272,2.8912E-166,2.56595E-32,2.01838E-23,0.000228738,0.001969139,2.36206E-06,1.97549E-13,3.51366E-05,1.3044E-168,2.46921E-45,2.85504E-29,3.74986E-05
88.92682,100.01034,99.97739,100.04919,-0.001529535,1.25233E-05,3.0739E-10,0.000169002,7.6246E-158,1.91554E-30,2.44801E-19,0.000181525,0.000617585,4.85322E-06,4.86726E-15,0.000232049,1.1312E-165,3.25783E-32,2.36658E-23,0.000236902,0.001246428,2.5577E-06,2.29498E-13,3.65627E-05,4.6336E-168,3.39467E-45,3.45585E-29,3.91204E-05
89.88173,100.01621,99.97852,100.04436,-0.001704215,1.35606E-05,3.49128E-10,0.000175449,2.9831E-157,2.43203E-30,2.80581E-19,0.00018901,0.000120591,5.27341E-06,5.89152E-15,0.000240096,4.4256E-165,4.13624E-32,2.77485E-23,0.00024537,-0.000358876,2.76955E-06,2.66614E-13,3.80466E-05,1.646E-167,4.66697E-45,4.18309E-29,4.08162E-05
90.83665,100.02,99.97896,100.04359,-0.001487497,1.46837E-05,3.96534E-10,0.000182142,1.1671E-156,3.08779E-30,3.21591E-19,0.000196826,-0.000709902,5.72998E-06,7.13133E-15,0.000248422,1.7315E-164,5.25152E-32,3.25357E-23,0.000254152,-0.001749347,2.99894E-06,3.09733E-13,3.95908E-05,5.8471E-167,6.41614E-45,5.06338E-29,4.25898E-05
91.79156,100.02009,99.97932,100.04641,-0.000546685,1.58999E-05,4.50376E-10,0.00018909,4.5663E-156,3.92036E-30,3.68594E-19,0.00020499,-0.00106547,6.22607E-06,8.63203E-15,0.000257036,6.7744E-164,6.6675E-32,3.81486E-23,0.000263262,-0.002711564,3.24734E-06,3.59825E-13,4.11977E-05,2.0771E-166,8.82086E-45,6.12891E-29,4.4445E-05
92.74648,100.01596,99.98344,100.04839,-0.000537748,1.72168E-05,5.11529E-10,0.000196303,1.7865E-155,4.97743E-30,4.22468E-19,0.00021352,-0.001032229,6.76512E-06,1.04486E-14,0.000265949,2.6505E-163,8.4653E-32,4.47299E-23,0.000272714,-0.002576303,3.51631E-06,4.18019E-13,4.28698E-05,7.3784E-166,1.21269E-44,7.41867E-29,4.63861E-05
93.70139,100.01448,99.98751,100.05038,1.60E-05,1.86428E-05,5.80986E-10,0.000203791,6.9897E-155,6.3195E-30,4.84215E-19,0.000222434,-0.001060109,7.35083E-06,1.26473E-14,0.000275171,1.037E-162,1.07478E-31,5.24465E-23,0.000282522,-0.00121146,3.80755E-06,4.85624E-13,4.46097E-05,2.621E-165,1.6672E-44,8.97984E-29,4.84172E-05
94.65631,100.01414,99.98955,100.05038,0.000520104,2.01869E-05,6.59874E-10,0.000211565,2.7347E-154,8.02346E-30,5.54988E-19,0.000231752,-0.000329449,7.98726E-06,1.53088E-14,0.000284713,4.0572E-162,1.36458E-31,6.14944E-23,0.0002927,8.56E-05,4.12292E-06,5.64163E-13,4.64202E-05,9.3106E-165,2.29206E-44,1.08696E-28,5.05432E-05
95.61122,100.01859,99.98827,100.05038,-0.000137147,2.18588E-05,7.49473E-10,0.000219635,1.0699E-153,1.01869E-29,6.36104E-19,0.000241494,0.000953564,8.67878E-06,1.85304E-14,0.000294585,1.5873E-161,1.73252E-31,7.21032E-23,0.000303263,0.001115092,4.46441E-06,6.55403E-13,4.83042E-05,3.3074E-164,3.15111E-44,1.31569E-28,5.27686E-05
96.56614,100.02062,99.98704,100.04959,-0.000874821,2.36692E-05,8.51239E-10,0.000228013,4.1861E-153,1.29336E-29,7.29077E-19,0.000251683,0.001599897,9.43017E-06,2.24299E-14,0.000304799,6.2104E-161,2.19966E-31,8.45423E-23,0.000314229,0.002114791,4.83418E-06,7.614E-13,5.02647E-05,1.1749E-163,4.33214E-44,1.59257E-28,5.50989E-05
97.52105,100.0209,99.97785,100.04607,-0.001237724,2.56296E-05,9.66822E-10,0.00023671,1.6378E-152,1.64209E-29,8.35637E-19,0.00026234,0.001863983,1.02466E-05,2.715E-14,0.000315367,2.4298E-160,2.79277E-31,9.91272E-23,0.000325614,0.002717904,5.23458E-06,8.84539E-13,5.23047E-05,4.1735E-163,5.9558E-44,1.9277E-28,5.75393E-05
98.47597,100.01517,99.97701,100.04319,-0.000938827,2.77523E-05,1.0981E-09,0.000245739,6.4078E-152,2.08486E-29,9.57774E-19,0.000273492,0.002049942,1.11337E-05,3.28635E-14,0.000326302,9.5065E-160,3.54579E-31,1.16228E-22,0.000337435,0.00259065,5.66814E-06,1.02759E-12,5.44276E-05,1.4826E-162,8.18801E-44,2.33337E-28,6.00957E-05
99.43088,100.01931,99.97701,100.04128,0.000460758,3.00508E-05,1.2472E-09,0.000255112,2.507E-151,2.647E-29,1.09776E-18,0.000285164,0.002133434,1.20977E-05,3.97792E-14,0.000337615,3.7193E-159,4.50186E-31,1.3628E-22,0.000349713,0.001962509,6.13761E-06,1.19378E-12,5.66365E-05,5.2665E-162,1.12568E-43,2.8244E-28,6.27741E-05
100.3858,100.02103,99.9766,100.0408,0.000994291,3.25397E-05,1.41655E-09,0.000264843,9.8086E-151,3.36073E-29,1.25821E-18,0.000297384,0.002600342,1.31451E-05,4.81503E-14,0.00034932,1.4552E-158,5.71572E-31,1.5979E-22,0.000362465,0.001371232,6.64596E-06,1.38685E-12,5.89351E-05,1.8708E-161,1.54759E-43,3.41876E-28,6.55811E-05
101.34071,100.02103,99.97533,100.04007,-0.000637272,3.52346E-05,1.60889E-09,0.000274944,3.8375E-150,4.26689E-29,1.44211E-18,0.000310181,0.003066147,1.42831E-05,5.8283E-14,0.000361431,5.6933E-158,7.25686E-31,1.87357E-22,0.000375714,0.001162955,7.19642E-06,1.61114E-12,6.1327E-05,6.6457E-161,2.12761E-43,4.1382E-28,6.85234E-05
102.29563,100.02207,99.97367,100.036,-0.002093685,3.81528E-05,1.82735E-09,0.000285431,1.5014E-149,5.4174E-29,1.65288E-18,0.000323586,0.002869366,1.55197E-05,7.0548E-14,0.000373962,2.2275E-157,9.21357E-31,2.19679E-22,0.000389482,0.001827713,7.79247E-06,1.87171E-12,6.3816E-05,2.3608E-160,2.92503E-43,5.00904E-28,7.16084E-05
103.25054,100.01726,99.972,100.03319,-0.001644607,4.13126E-05,2.07548E-09,0.000296318,5.8742E-149,6.8781E-29,1.89447E-18,0.000337632,0.002377494,1.68633E-05,8.5394E-14,0.000386926,8.7149E-157,1.16978E-30,2.57577E-22,0.00040379,0.002511419,8.43788E-06,2.17442E-12,6.64059E-05,8.3861E-160,4.02132E-43,6.06314E-28,7.48438E-05
104.20546,100.01655,99.9696,100.02918,-0.000805449,4.47341E-05,2.35729E-09,0.000307619,2.2983E-148,8.73268E-29,2.17136E-18,0.000352356,0.001794188,1.83233E-05,1.03364E-13,0.00040034,3.4097E-156,1.4852E-30,3.02014E-22,0.000418663,0.00244025,9.13676E-06,2.52608E-12,6.91009E-05,2.979E-159,5.5285E-43,7.33906E-28,7.82377E-05
105.16037,100.02843,99.96572,100.02479,-0.000655132,4.84389E-05,2.67737E-09,0.000319351,8.9918E-148,1.10873E-28,2.48873E-18,0.000367793,0.000779002,1.99096E-05,1.25116E-13,0.000414219,1.334E-155,1.88566E-30,3.54116E-22,0.000434128,0.002264459,9.89351E-06,2.93462E-12,7.19053E-05,1.0582E-158,7.60054E-43,8.88348E-28,8.17988E-05
106.11529,100.03274,99.96197,100.02768,-0.000401774,5.24505E-05,3.04091E-09,0.000331531,3.518E-147,1.40768E-28,2.85248E-18,0.000383985,-0.000776791,2.16333E-05,1.51446E-13,0.000428578,5.2193E-155,2.3941E-30,4.15207E-22,0.000450211,0.001984922,1.07129E-05,3.40923E-12,7.48235E-05,3.7592E-158,1.04492E-42,1.07529E-27,8.55365E-05
107.0702,100.02445,99.96197,100.03239,-2.25E-05,5.67943E-05,3.45381E-09,0.000344175,1.3764E-146,1.78724E-28,3.26939E-18,0.000400973,-0.00210755,2.35061E-05,1.83315E-13,0.000443434,2.042E-154,3.03963E-30,4.86837E-22,0.000466941,0.001690983,1.16002E-05,3.96059E-12,7.78601E-05,1.3354E-157,1.43655E-42,1.30157E-27,8.94604E-05
108.02512,100.02103,99.9628,100.03279,0.000866484,6.14977E-05,3.92278E-09,0.000357301,5.3851E-146,2.26914E-28,3.74724E-18,0.000418803,-0.002690527,2.55411E-05,2.21892E-13,0.000458806,7.9893E-154,3.85922E-30,5.70824E-22,0.000484347,0.001404402,1.2561E-05,4.60113E-12,8.102E-05,4.7436E-157,1.97497E-42,1.57548E-27,9.3581E-05
108.98003,100.02103,99.96071,100.03519,0.002366925,6.65906E-05,4.45543E-09,0.000370927,2.1069E-145,2.88098E-28,4.29493E-18,0.000437522,-0.0026136,2.77523E-05,2.68587E-13,0.000474709,3.1258E-153,4.89979E-30,6.69301E-22,0.000502461,0.001026574,1.36014E-05,5.34526E-12,8.4308E-05,1.6851E-156,2.71517E-42,1.90702E-27,9.79094E-05
109.93495,100.02103,99.95905,100.03799,0.0024649,7.21053E-05,5.0604E-09,0.000385073,8.2432E-145,3.65779E-28,4.92268E-18,0.000457183,-0.001656805,3.01548E-05,3.25108E-13,0.000491164,1.2229E-152,6.22095E-30,7.84767E-22,0.000521318,0.000837283,1.47279E-05,6.20974E-12,8.77294E-05,5.9859E-156,3.73281E-42,2.30833E-27,0.000102457
110.88986,100.01965,99.95817,100.04039,0.001082174,7.80765E-05,5.74751E-09,0.000399757,3.2251E-144,4.64405E-28,5.64217E-18,0.000477839,-0.000515298,3.27654E-05,3.93523E-13,0.000508188,4.7847E-152,7.89832E-30,9.20152E-22,0.000540953,0.001179864,1.59477E-05,7.21402E-12,9.12897E-05,2.1263E-155,5.13184E-42,2.79409E-27,0.000107237
111.84478,100.01828,99.95654,100.03919,0.00021686,8.45421E-05,6.52793E-09,0.000415001,1.2618E-143,5.89626E-28,6.46683E-18,0.00049955,8.47E-05,3.56019E-05,4.76336E-13,0.000525801,1.872E-151,1.0028E-29,1.07889E-21,0.000561403,0.001275611,1.72685E-05,8.38073E-12,9.49944E-05,7.5535E-155,7.05524E-42,3.38208E-27,0.000112263
112.79969,100.01762,99.95611,100.03798,-7.42E-05,9.1543E-05,7.4143E-09,0.000430827,4.9367E-143,7.48608E-28,7.41201E-18,0.000522377,0.000675928,3.86839E-05,5.76575E-13,0.000544025,7.3241E-151,1.27319E-29,1.26502E-21,0.000582709,0.000535318,1.86988E-05,9.73611E-12,9.88495E-05,2.6832E-154,9.6995E-42,4.09379E-27,0.000117548
113.75461,100.01618,99.95611,100.03722,-0.000127679,9.91236E-05,8.42104E-09,0.000447255,1.9315E-142,9.50459E-28,8.49535E-18,0.000546387,0.001227607,4.20327E-05,6.9791E-13,0.000562879,2.8655E-150,1.61648E-29,1.48326E-21,0.000604912,-0.000246795,2.02474E-05,1.13107E-11,0.000102861,9.5316E-154,1.33349E-41,4.95529E-27,0.000123108
114.70952,100.01758,99.95528,100.03599,7.49E-05,0.000107332,9.56446E-09,0.000464309,7.5568E-142,1.20673E-27,9.73702E-18,0.00057165,0.001245183,4.56713E-05,8.44776E-13,0.000582387,1.1211E-149,2.05234E-29,1.73914E-21,0.000628058,-0.000501372,2.19244E-05,1.314E-11,0.000107035,3.3859E-153,1.83327E-41,5.99807E-27,0.000128959
115.66444,100.01793,99.95489,100.03479,0.000965923,0.000116219,1.08632E-08,0.000482013,2.9566E-141,1.53211E-27,1.11602E-17,0.000598243,0.00089416,4.96249E-05,1.02255E-12,0.000602569,4.3863E-149,2.60572E-29,2.03918E-21,0.000652194,-0.00033587,2.37402E-05,1.52651E-11,0.000111379,1.2028E-152,2.52037E-41,7.26031E-27,0.000135119
116.61935,100.02069,99.95828,100.03399,0.001551159,0.000125843,1.23382E-08,0.000500392,1.1567E-140,1.94522E-27,1.27913E-17,0.000626247,0.000525803,5.39206E-05,1.23773E-12,0.00062345,1.7161E-148,3.30831E-29,2.39097E-21,0.000677371,7.53E-05,2.57063E-05,1.77338E-11,0.000115898,4.2726E-152,3.46499E-41,8.78815E-27,0.000141605
117.57427,100.01758,99.95904,100.03359,0.001249799,0.000136262,1.40135E-08,0.000519471,4.5257E-140,2.46972E-27,1.46609E-17,0.000655747,0.000176685,5.85881E-05,1.4982E-12,0.000645055,6.7143E-148,4.20035E-29,2.80345E-21,0.000703643,0.000536405,2.78353E-05,2.06019E-11,0.000120602,1.5178E-151,4.76366E-41,1.06375E-26,0.000148437
118.52918,100.01251,99.95743,100.03399,0.000603352,0.000147545,1.59163E-08,0.000539276,1.7707E-139,3.13564E-27,1.68037E-17,0.000686837,0.000107689,6.36596E-05,1.81348E-12,0.000667406,2.6269E-147,5.3329E-29,3.28709E-21,0.000731066,0.00086208,3.01406E-05,2.39338E-11,0.000125496,5.3915E-151,6.54905E-41,1.28761E-26,0.000155636
119.4841,100.00965,99.95423,100.03399,0.000494526,0.000159761,1.80774E-08,0.000559837,6.9277E-139,3.98112E-27,1.92598E-17,0.000719616,0.000481766,6.917E-05,2.19511E-12,0.000690532,1.0278E-146,6.77084E-29,3.85417E-21,0.000759702,0.001096045,3.26368E-05,2.78046E-11,0.000130588,1.9152E-150,9.00361E-41,1.55857E-26,0.000163225
120.43901,100.00724,99.95235,100.03319,0.001070947,0.000172988,2.0532E-08,0.00058118,2.7104E-138,5.05456E-27,2.20747E-17,0.000754189,0.000942734,7.51571E-05,2.65704E-12,0.000714457,4.0211E-146,8.59647E-29,4.51908E-21,0.000789614,0.001269986,3.53397E-05,3.23013E-11,0.000135887,6.8034E-150,1.23781E-40,1.88655E-26,0.000171227
121.39393,100.0155,99.95194,100.03319,0.00177537,0.00018731,2.332E-08,0.000603336,1.0604E-137,6.41744E-27,2.53012E-17,0.00079067,0.001471709,8.16624E-05,3.21619E-12,0.000739211,1.5732E-145,1.09144E-28,5.2987E-21,0.000820873,0.00095139,3.82664E-05,3.75253E-11,0.000141401,2.4168E-149,1.70174E-40,2.28356E-26,0.000179668
122.34884,100.01448,99.95194,100.03194,0.002571746,0.000202817,2.64864E-08,0.000626337,4.1489E-137,8.1478E-27,2.89991E-17,0.00082918,0.001975788,8.87306E-05,3.893E-12,0.00076482,6.1552E-145,1.38573E-28,6.21281E-21,0.000853551,0.000213115,4.14355E-05,4.35942E-11,0.000147139,8.5851E-149,2.33954E-40,2.7641E-26,0.000188574
123.30376,100.01345,99.95235,100.02719,0.003024398,0.000219607,3.00828E-08,0.000650213,1.6232E-136,1.03447E-26,3.32377E-17,0.00086985,0.00213226,9.64103E-05,4.71225E-12,0.000791316,2.4082E-144,1.75937E-28,7.28463E-21,0.000887727,-0.00057079,4.4867E-05,5.06446E-11,0.000153109,3.0497E-148,3.21639E-40,3.34578E-26,0.000197976
124.25867,100.00038,99.95319,100.02559,0.003377323,0.000237786,3.41675E-08,0.000674998,6.3508E-136,1.3134E-26,3.80956E-17,0.000912818,0.001866916,0.000104754,5.70388E-12,0.000818729,9.4219E-144,2.23375E-28,8.54134E-21,0.000923483,-0.000908098,4.85825E-05,5.88352E-11,0.000159322,1.0833E-147,4.42188E-40,4.04986E-26,0.000207905
125.21359,99.99759,99.95361,100.02439,0.003980423,0.000257469,3.88069E-08,0.000700727,2.4847E-135,1.66754E-26,4.36637E-17,0.000958236,0.00117781,0.000113821,6.9042E-12,0.00084709,3.6863E-143,2.83605E-28,1.00149E-20,0.00096091,-0.000489364,5.26058E-05,6.83505E-11,0.000165787,3.8484E-147,6.07919E-40,4.90212E-26,0.000218392
126.1685,99.99029,99.95403,100.02279,0.003757697,0.00027878,4.40761E-08,0.000727436,9.7213E-135,2.11716E-26,5.00455E-17,0.001006261,0.000232434,0.000123671,8.35711E-12,0.000876431,1.4422E-142,3.60074E-28,1.17426E-20,0.001000102,0.000196365,5.69621E-05,7.94046E-11,0.000172513,1.367E-146,8.35763E-40,5.93371E-26,0.000229476
127.12342,99.99434,99.95403,100.02279,0.002739392,0.000301855,5.00609E-08,0.000755162,3.8035E-134,2.68803E-26,5.73601E-17,0.001057067,0.000176045,0.000134373,1.01158E-11,0.000906787,5.6427E-142,4.57163E-28,1.37684E-20,0.001041161,0.001040896,6.16792E-05,9.22466E-11,0.000179513,4.8562E-146,1.149E-39,7.18239E-26,0.000241192
128.07833,99.99517,99.95445,100.02359,0.001490957,0.000326837,5.68583E-08,0.000783943,1.4881E-133,3.41281E-26,6.57438E-17,0.001110837,0.001467897,0.000146001,1.22445E-11,0.000938193,2.2077E-141,5.80429E-28,1.61437E-20,0.001084194,0.001879047,6.67867E-05,1.07165E-10,0.000186797,1.7251E-145,1.57964E-39,8.69384E-26,0.000253583
129.03325,99.99207,99.95021,100.02399,0.001234168,0.000353885,6.45787E-08,0.00081382,5.8221E-133,4.33302E-26,7.53529E-17,0.00116777,0.002690573,0.000158635,1.48213E-11,0.000970685,8.6375E-141,7.36933E-28,1.89287E-20,0.00112932,0.002378489,7.23171E-05,1.24497E-10,0.000194376,6.1279E-145,2.17169E-39,1.05234E-25,0.000266693
129.98816,99.9872,99.94693,100.02359,0.002559079,0.000383169,7.33474E-08,0.000844834,2.2778E-132,5.50134E-26,8.63663E-17,0.001228077,0.002922569,0.000172361,1.79402E-11,0.0010043,3.3794E-140,9.35634E-28,2.21942E-20,0.001176661,0.002480648,7.83052E-05,1.44631E-10,0.000202262,2.1768E-144,2.98563E-39,1.27379E-25,0.000280567
130.94308,99.98414,99.94441,100.01759,0.004158896,0.000414875,8.33067E-08,0.000877028,8.912E-132,6.9847E-26,9.89896E-17,0.001291987,0.002674866,0.000187275,2.17155E-11,0.001039077,1.3222E-139,1.18791E-27,2.60231E-20,0.001226351,0.002046316,8.47891E-05,1.68022E-10,0.000210468,7.7327E-144,4.10463E-39,1.54185E-25,0.000295258
131.89799,99.98107,99.94187,100.00758,0.005337136,0.000449201,9.46183E-08,0.000910448,3.4867E-131,8.86801E-26,1.13458E-16,0.001359743,0.002303718,0.000203477,2.62853E-11,0.001075055,5.1729E-139,1.50822E-27,3.05126E-20,0.001278532,0.001373828,9.18097E-05,1.95196E-10,0.000219007,2.7469E-143,5.64302E-39,1.86631E-25,0.000310817
132.85291,99.97897,99.94149,100.00644,0.006081713,0.000486364,1.07466E-07,0.000945139,1.3642E-130,1.12591E-25,1.30041E-16,0.00143161,0.001650979,0.000221081,3.18168E-11,0.001112277,2.0239E-138,1.91488E-27,3.57765E-20,0.001333358,0.001118408,9.94114E-05,2.26765E-10,0.000227893,9.7578E-143,7.75801E-39,2.25905E-25,0.000327304
133.80782,99.96977,99.94149,100.01036,0.006163273,0.000526597,1.22058E-07,0.00098115,5.3373E-130,1.4295E-25,1.49047E-16,0.001507869,0.000648387,0.000240205,3.85123E-11,0.001150785,7.9183E-138,2.4312E-27,4.19485E-20,0.001390991,0.001617055,0.000107642,2.63439E-10,0.000237138,3.4662E-142,1.06657E-38,2.73444E-25,0.000344781
134.76274,99.96138,99.94149,100.0136,0.005908137,0.000570154,1.38631E-07,0.001018531,2.0882E-129,1.81494E-25,1.70832E-16,0.001588824,-0.000930423,0.000260983,4.66168E-11,0.001190624,3.098E-137,3.08674E-27,4.91854E-20,0.001451607,0.002593865,0.000116554,3.06045E-10,0.000246759,1.2313E-141,1.46631E-38,3.30988E-25,0.000363313
135.71765,99.95828,99.94065,100.01319,0.005772141,0.000617308,1.57455E-07,0.001057334,8.1699E-129,2.30431E-25,1.958E-16,0.001674799,-0.001329555,0.000283556,5.64267E-11,0.001231839,1.2121E-136,3.91902E-27,5.76706E-20,0.001515395,0.003244714,0.000126204,3.5554E-10,0.000256769,4.374E-141,2.01588E-38,4.0064E-25,0.000382973
136.67257,99.9507,99.93487,100.012,0.005179982,0.000668355,1.78835E-07,0.001097613,3.1965E-128,2.92563E-25,2.24419E-16,0.001766147,0.000487934,0.00030808,6.83011E-11,0.001274477,4.7422E-136,4.97573E-27,6.76198E-20,0.001582557,0.00311196,0.000136652,4.13041E-10,0.000267185,1.5538E-140,2.77142E-38,4.84951E-25,0.000403838
137.62748,99.94548,99.92764,100.0112,0.004029112,0.000723617,2.03117E-07,0.001139423,1.2506E-127,3.71447E-25,2.57219E-16,0.001863243,0.002454571,0.000334722,8.26743E-11,0.001318587,1.8554E-135,6.31735E-27,7.92853E-20,0.001653309,0.002392592,0.000147965,4.79841E-10,0.000278024,5.5194E-140,3.81013E-38,5.87003E-25,0.000425989
138.5824,99.94863,99.92477,100.0104,0.003224001,0.000783439,2.30697E-07,0.001182824,4.8929E-127,4.71603E-25,2.94814E-16,0.001966494,0.003287941,0.000363664,1.00072E-10,0.001364221,7.259E-135,8.02073E-27,9.29635E-20,0.001727885,0.001689932,0.000160213,5.57445E-10,0.000289302,1.9607E-139,5.23816E-38,7.10532E-25,0.000449516
139.53731,99.94104,99.92477,100.00831,0.003474194,0.000848196,2.62021E-07,0.001227874,1.9143E-126,5.98762E-25,3.37904E-16,0.002076332,0.003181993,0.000395106,1.21131E-10,0.001411429,2.84E-134,1.01834E-26,1.09001E-19,0.001806535,0.000889059,0.000173475,6.47598E-10,0.000301038,6.9649E-139,7.20139E-38,8.60055E-25,0.000474513
140.49223,99.93897,99.92852,99.9968,0.003965769,0.000918294,2.976E-07,0.001274637,7.4897E-126,7.6021E-25,3.87292E-16,0.002193229,0.003059502,0.000429262,1.46622E-10,0.001460268,1.1112E-133,1.29292E-26,1.27806E-19,0.00188953,-0.000234483,0.000187834,7.52333E-10,0.000313249,2.4742E-138,9.90046E-38,1.04104E-24,0.000501083
141.44714,99.93483,99.93187,99.9964,0.004190952,0.000994171,3.38008E-07,0.001323178,2.9303E-125,9.65188E-25,4.43898E-16,0.002317687,0.003162567,0.000466366,1.77477E-10,0.001510791,4.3473E-133,1.64153E-26,1.49854E-19,0.001977157,-0.001174601,0.00020338,8.74006E-10,0.000325955,8.7889E-138,1.36111E-37,1.26012E-24,0.000529336
142.40206,99.93242,99.93024,99.9964,0.003637539,0.001076302,3.83904E-07,0.001373563,1.1465E-124,1.22544E-24,5.08778E-16,0.002450248,0.0029937,0.000506671,2.14825E-10,0.001563058,1.7009E-132,2.08415E-26,1.75707E-19,0.002069729,-0.000977325,0.000220212,1.01536E-09,0.000339176,3.1221E-137,1.87125E-37,1.5253E-24,0.000559389
143.35697,99.92583,99.92726,99.9956,0.002190327,0.001165197,4.36031E-07,0.001425862,4.4855E-124,1.55585E-24,5.8314E-16,0.002591495,0.002289656,0.000550452,2.60032E-10,0.001617127,6.6546E-132,2.6461E-26,2.06019E-19,0.002167579,0.000268318,0.000238436,1.17957E-09,0.000352933,1.1091E-136,2.57258E-37,1.84628E-24,0.00059137
144.31189,99.92242,99.92811,99.99288,0.001899153,0.001261413,4.95237E-07,0.001480149,1.7549E-123,1.97537E-24,6.68372E-16,0.002742057,0.00170784,0.000598009,3.14754E-10,0.001673061,2.6036E-131,3.35958E-26,2.41561E-19,0.002271071,0.001404997,0.000258167,1.37034E-09,0.000367247,3.9397E-136,3.53678E-37,2.23481E-24,0.000625416
145.2668,99.91932,99.92769,99.98851,0.002599104,0.001365546,5.62481E-07,0.001536497,6.866E-123,2.50799E-24,7.6606E-16,0.002902605,0.002067863,0.000649664,3.8099E-10,0.001730924,1.0186E-130,4.26544E-26,2.83234E-19,0.002380589,0.00208005,0.000279529,1.59196E-09,0.000382142,1.3995E-135,4.86234E-37,2.7051E-24,0.000661672
146.22172,99.92484,99.92728,99.9864,0.0030507,0.001478245,6.38857E-07,0.001594986,2.6863E-122,3.18424E-24,8.78027E-16,0.00307387,0.002796105,0.000705771,4.61165E-10,0.001790782,3.9854E-130,5.41555E-26,3.32097E-19,0.002496553,0.002415096,0.000302657,1.84942E-09,0.00039764,4.9714E-135,6.68473E-37,3.27436E-24,0.000700298
147.17663,99.92484,99.92142,99.9848,0.003861391,0.001600209,7.25602E-07,0.001655695,1.051E-121,4.04281E-24,1.00636E-15,0.003256629,0.00352987,0.000766709,5.58212E-10,0.001852703,1.5593E-129,6.87576E-26,3.89389E-19,0.002619412,0.002799483,0.000327695,2.14852E-09,0.000413766,1.766E-134,9.19012E-37,3.96341E-24,0.000741463
148.13155,99.91587,99.9185,99.9824,0.004583041,0.001732193,8.24126E-07,0.001718709,4.112E-121,5.13289E-24,1.15345E-15,0.003451727,0.004060512,0.000832893,6.75682E-10,0.001916757,6.1006E-129,8.72971E-26,4.56565E-19,0.002749651,0.003330667,0.000354803,2.496E-09,0.000430545,6.2734E-134,1.26346E-36,4.79747E-24,0.000785351
149.08646,99.9048,99.91684,99.97601,0.004625237,0.001875012,9.36027E-07,0.001784115,1.6088E-120,6.51689E-24,1.32203E-15,0.003660063,0.004467713,0.000904771,8.17871E-10,0.001983018,2.3868E-128,1.10835E-25,5.3533E-19,0.002887791,0.003693895,0.00038415,2.89967E-09,0.000448005,2.2285E-133,1.73699E-36,5.80704E-24,0.000832157
150.04138,99.90277,99.91203,99.97481,0.005112587,0.002029549,1.06312E-06,0.001852003,6.2944E-120,8.27408E-24,1.51526E-15,0.003882615,0.005530532,0.000982832,9.89984E-10,0.002051562,9.3383E-128,1.4072E-25,6.27684E-19,0.003034395,0.003820886,0.00041592,3.36863E-09,0.000466171,7.9163E-133,2.38801E-36,7.02907E-24,0.000882095
150.99629,99.89707,99.90807,99.96563,0.004838632,0.002196752,1.20748E-06,0.001922467,2.4626E-119,1.0505E-23,1.73673E-15,0.004120426,0.006669687,0.0010676,1.19831E-09,0.002122466,3.6535E-127,1.78663E-25,7.35969E-19,0.003190066,0.003669096,0.000450314,3.91343E-09,0.000485074,2.8121E-132,3.28302E-36,8.50825E-24,0.000935392
151.95121,99.89381,99.90554,99.95841,0.003835394,0.002377651,1.37143E-06,0.001995604,9.635E-119,1.33376E-23,1.99057E-15,0.004374627,0.007013093,0.001159649,1.45049E-09,0.00219581,1.4294E-126,2.26837E-25,8.62937E-19,0.003355461,0.003703186,0.000487547,4.54634E-09,0.000504742,9.9894E-132,4.51349E-36,1.02987E-23,0.000992294
152.90612,99.89528,99.90303,99.95441,0.003992079,0.002573351,1.55765E-06,0.002071514,3.7696E-118,1.69338E-23,2.28151E-15,0.004646423,0.007109021,0.001259598,1.75572E-09,0.002271679,5.5926E-126,2.88E-25,1.01181E-18,0.003531279,0.003828378,0.000527852,5.2816E-09,0.000525207,3.5485E-131,6.20512E-36,1.2466E-23,0.001053064
153.86104,99.89277,99.89764,99.94602,0.004565667,0.00278505,1.76915E-06,0.002150303,1.4749E-117,2.14998E-23,2.61497E-15,0.004937122,0.007273114,0.00136812,2.1252E-09,0.002350158,2.1881E-125,3.65655E-25,1.18636E-18,0.003718281,0.003544144,0.000571483,6.13579E-09,0.0005465,1.2605E-130,8.53078E-36,1.50893E-23,0.001117989
