Model,Equation,R2_score,Ea,A
G5,(1/3)*(1 - a)*(-np.log(1 - a))**2,0.9993299196171288,-895165.9681779504,6.832899019872355e-69
G6,(1/4)*(1 - a)*(-np.log(1 - a))**3,0.9984389714850547,-1736667.6454183217,1.706839601204096e-133
D5,((3/2)*(1 - a)**(4/3)) / ((1 - a)**(-1/3) - 1),0.9980991849045266,1865272.2850628006,7.405551805467165e+143
F3/2,2*(1 - a)**(3/2),0.9890880254402337,1008646.4476495918,1.9020949151809002e+78
A2/3,(2/3)*(1 - a)*(-np.log(1 - a))**(-1/2),0.9882885156012223,1208588.2249229758,2.2488090393640336e+93
A3/4,(3/4)*(1 - a)*(-np.log(1 - a))**(-1/3),0.9870437244033254,1068337.9453829136,3.257678471171163e+82
F1/A1,(1 - a),0.982828274958632,787837.3863027904,6.48911999315274e+60
A3/2,(3/2)*(1 - a)*(-np.log(1 - a))**(1/3),0.9720587710377943,507336.8272226669,1.1489757686353054e+39
A2,2*(1 - a)*(-np.log(1 - a))**(1/2),0.9578158887439491,367086.547682605,1.4043659626644594e+28
D3,((3/2)*(1 - a)**(2/3)) / (1 - (1 - a)**(1/3)),0.9459110644124691,1423654.1623691577,2.1547886227592338e+108
G8,(1/3)*(1 - a)**(2/3) / (1 - (1 - a)**(1/3)),0.9459110644124691,1423654.1623691577,9.696548802416488e+108
F2,(1 - a)**2,0.9411063765865659,1229455.5089963935,2.2301730096993136e+96
A5/2,(5/2)*(1 - a)*(-np.log(1 - a))**(3/5),0.9396723842823697,282936.37995856785,3.782989876940678e+21
A3,3*(1 - a)*(-np.log(1 - a))**(2/3),0.9172203959386594,226836.26814254327,1.52579855007776e+17
F3/4,4*(1 - a)**(3/4),0.9165641953419759,677432.8556293893,2.118788592260168e+51
G7,(1/4)*(1 - a)**(1/2) / (1 - (1 - a)**(1/2)),0.9085113516335427,1329883.9261013477,5.498652423307296e+101
R3,3*(1 - a)**(2/3),0.8786217512452223,640631.3454049226,3.0880213908643215e+48
D4,(3/2) / ((1 - a)**(-1/3) - 1),0.8781471100856871,1276448.1214713303,3.0762414781698455e+96
A4,4*(1 - a)*(-np.log(1 - a))**(3/4),0.8580390570554698,156711.12837251235,461968690030.7589
F3,(1 - a)**3,0.8454954596967891,1671073.6316899962,7.664631966181703e+131
D2,1 / (-np.log(1 - a)),0.8173665127559014,1187720.940849557,1.0078225767001192e+90
B1,1 / (a - (1 - a)),0.8130423606630522,-1667992.9968990795,1.585897584435837e-129
R2,2*(1 - a)**(1/2),0.7747965701766709,567028.3249559887,5.5345132818368425e+42
D1,1 / (2*a),0.7301244876779782,1067702.70791367,4.329159002359701e+80
D7,(3/2) / (1 - (1 + a)**(-1/3)),0.7105801306479232,1033417.4089140727,8.148081991648392e+76
D6,((3/2)*(1 + a)**(2/3)) / ((1 + a)**(1/3) - 1),0.7007076179257069,1016865.2453939439,3.742269387999418e+75
D8,((3/2)*(1 + a)**(4/3)) / (1 - (1 + a)**(-1/3)),0.6691021335408148,967208.7548339728,3.625550983857481e+71
F1/3,(3/2)*(1 - a)**(1/3),0.6358529861540838,493425.3045070546,8.817105666559449e+36
P3/2,(2/3)/a**(1/2),0.598503725260223,706960.9857614286,9.589468941790239e+52
G4,(1/2)*(1 - a)*(-np.log(1 - a)),0.5274284135242089,-53664.290937580234,0.00024314468022432832
E1,a,0.5083367817707154,-375264.18069529574,1.6469960874274266e-30
E2,a / 2,0.5083367817707153,-375264.1806952957,3.293992174854906e-30
F0/R1/P1,"np.full_like(a, 1)",0.3163409668900271,346219.263609187,1.8881350506170407e+25
G3,1 / (4*(1 - a)**3),0.24227047171690935,-978635.1044716226,1.8605219324807227e-81
P4,4*a**(3/4),0.18878547141979304,-194893.31961917502,2.395894540316892e-17
G2,1 / (3*(1 - a)**2),0.1413858083221751,-537016.9817780192,4.795664668880879e-46
P3,3*a**(2/3),0.09512831983421279,-134769.69926046807,1.237897849261967e-12
G1,1 / (2*(1 - a)),0.010728258790172052,-95398.85908441617,1.0987788708270416e-10
P2,2*a**(1/2),0.0010932958275904597,-14522.458543054321,0.002788257090415507
