Model,Equation,R2_score,Ea,A
E2,a / 2,0.9972788768281772,-725340.806318926,1.4570617539425874e-59
E1,a,0.997278876828177,-725340.8063189259,7.285308769713338e-60
F3,(1 - a)**3,0.9938842280387705,1512371.7923557304,1.1852377438472245e+123
B1,1 / (a - (1 - a)),0.970422861617278,-661873.076783706,5.216966721455957e-55
P4,4*a**(3/4),0.9686831502608727,-652168.9084855544,8.185267563390242e-55
F2,(1 - a)**2,0.9524045422837508,864030.123242007,7.473881046139127e+69
P3,3*a**(2/3),0.9492030768637366,-627778.2758744303,8.359620966760886e-53
G3,1 / (4*(1 - a)**3),0.9301041840705189,-2377678.222326609,2.980641294072538e-196
G2,1 / (3*(1 - a)**2),0.9057617193986822,-1729336.553212886,3.545114520282419e-143
P2,2*a**(1/2),0.8919173186424704,-578997.0106521827,7.357119068206846e-49
G4,(1/2)*(1 - a)*(-np.log(1 - a)),0.8820478893597623,-223686.31317600462,1.6728460706122877e-18
G1,1 / (2*(1 - a)),0.844264327343362,-1080994.8840991626,3.747988949569956e-90
F3/2,2*(1 - a)**(3/2),0.8395283050174552,539859.2886851452,9.383968468578504e+42
A4,4*(1 - a)*(-np.log(1 - a))**(3/4),0.8307666793865411,-113842.62134993258,1.0187818981127656e-10
D5,((3/2)*(1 - a)**(4/3)) / ((1 - a)**(-1/3) - 1),0.7593091005617996,1007009.0361371121,4.2681620541659967e+79
G5,(1/3)*(1 - a)*(-np.log(1 - a))**2,0.7213839770422952,-663061.0804802929,4.45334493572095e-53
G6,(1/4)*(1 - a)*(-np.log(1 - a))**3,0.6815124293169575,-1102435.8477845816,1.053814492288223e-87
F0/R1/P1,"np.full_like(a, 1)",0.5755462723990104,-432653.21498543967,2.971854876421454e-37
A3,3*(1 - a)*(-np.log(1 - a))**(2/3),0.567013477990942,-77228.0574079085,1.0688703540538812e-07
A2/3,(2/3)*(1 - a)*(-np.log(1 - a))**(-1/2),0.48318086303452656,435375.83778042794,1.6780643113221413e+34
A3/4,(3/4)*(1 - a)*(-np.log(1 - a))**(-1/3),0.4585714223711464,362146.70989638014,2.40905063171396e+28
F1/A1,(1 - a),0.37171416654728656,215688.4541282838,4.71288551025417e+16
F1/3,(3/2)*(1 - a)**(1/3),0.287449207301294,-216539.32528086507,1.0723982650855175e-19
A5/2,(5/2)*(1 - a)*(-np.log(1 - a))**(3/5),0.24039044731724196,-47936.40625428931,2.6596858214342854e-05
G8,(1/3)*(1 - a)**(2/3) / (1 - (1 - a)**(1/3)),0.22855783825752102,358667.36702344235,1.2111393718241638e+27
D3,((3/2)*(1 - a)**(2/3)) / (1 - (1 - a)**(1/3)),0.2285578382575209,358667.3670234423,2.691420826275899e+26
P3/2,(2/3)/a**(1/2),0.21819917728525207,-286309.4193186964,9.003444138219087e-26
A3/2,(3/2)*(1 - a)*(-np.log(1 - a))**(1/3),0.14380888927654445,69230.19836018763,81954.97628951108
G7,(1/4)*(1 - a)**(1/2) / (1 - (1 - a)**(1/2)),0.10159469837949739,226521.42654257364,3.3212380913310736e+16
R2,2*(1 - a)**(1/2),0.09986168558341524,-108482.38042857783,5.917349868324779e-11
D8,((3/2)*(1 + a)**(4/3)) / (1 - (1 + a)**(-1/3)),0.08906063662947633,-210951.39493674727,2.2547913545255978e-21
D6,((3/2)*(1 + a)**(2/3)) / ((1 + a)**(1/3) - 1),0.06054317447167139,-175964.7406173131,2.233405383555501e-18
D7,(3/2) / (1 - (1 + a)**(-1/3)),0.05229766503868059,-164302.52251088322,2.2263218972754882e-17
D4,(3/2) / ((1 - a)**(-1/3) - 1),0.04096018475518495,142553.47731881437,497235176.35843223
D1,1 / (2*a),0.03715987656433646,-139965.62365195327,2.4245839636136177e-14
F3/4,4*(1 - a)**(3/4),0.030352591024363145,53603.03684985301,590.4213797527619
A2,2*(1 - a)*(-np.log(1 - a))**(1/2),0.001202725767899416,-3998.929523860456,0.09927192457509182
D2,1 / (-np.log(1 - a)),8.870642638635702e-05,6721.552318848928,0.01674512919235749
R3,3*(1 - a)**(2/3),1.8770064771139224e-06,-425.43557629063713,0.029023238518881344
