Model,Equation,R2_score,Ea,A
G6,(1/4)*(1 - a)*(-np.log(1 - a))**3,0.999554249641798,-644075.1966887409,1.8322359203534e-59
G5,(1/3)*(1 - a)*(-np.log(1 - a))**2,0.9989754424013576,-329259.74190016335,9.997299162788923e-31
A2/3,(2/3)*(1 - a)*(-np.log(1 - a))**(-1/2),0.9972007112429029,457778.89507128065,7.135966000367459e+41
A3/4,(3/4)*(1 - a)*(-np.log(1 - a))**(-1/3),0.9968018770407058,405309.65260651754,9.817334252372121e+36
F1/A1,(1 - a),0.9953967107661524,300371.16767699167,1.7637681553442482e+27
D5,((3/2)*(1 - a)**(4/3)) / ((1 - a)**(-1/3) - 1),0.991788672403039,690408.3062194033,1.178080828914182e+63
A3/2,(3/2)*(1 - a)*(-np.log(1 - a))**(1/3),0.9915824822131999,195432.68274746582,2.8166760057813107e+17
A2,2*(1 - a)*(-np.log(1 - a))**(1/2),0.986294138158565,142963.440282703,3269576367425.115
A5/2,(5/2)*(1 - a)*(-np.log(1 - a))**(3/5),0.9793608890904705,111481.89480384527,3399362423.6279416
F3/2,2*(1 - a)**(3/2),0.9736448246297622,370924.2560534741,1.230687543277227e+34
A3,3*(1 - a)*(-np.log(1 - a))**(2/3),0.9706046865065346,90494.19781794006,33735997.404924415
D3,((3/2)*(1 - a)**(2/3)) / (1 - (1 - a)**(1/3)),0.9699402316828283,549302.1294664158,6.049263218842274e+48
G8,(1/3)*(1 - a)**(2/3) / (1 - (1 - a)**(1/3)),0.9699402316828281,549302.1294664158,2.7221684484790054e+49
F3/4,4*(1 - a)**(3/4),0.9539638285258113,265094.6234887504,1.1803569301975669e+23
A4,4*(1 - a)*(-np.log(1 - a))**(3/4),0.9468944880625972,64259.57658555861,99540.88141253177
G7,(1/4)*(1 - a)**(1/2) / (1 - (1 - a)**(1/2)),0.9424474605173082,519164.77568072267,4.814596573161499e+46
R3,3*(1 - a)**(2/3),0.9268093971993581,253335.77542600333,1.014291315388863e+22
D4,(3/2) / ((1 - a)**(-1/3) - 1),0.9193795933345246,502266.73721545044,1.0436261356934095e+44
F2,(1 - a)**2,0.9095950601539717,441477.3444299566,3.434900045311589e+41
D2,1 / (-np.log(1 - a)),0.8719032939216055,474080.44571260456,6.588839408122516e+41
R2,2*(1 - a)**(1/2),0.8482264943438332,229818.07930050927,6.319390577242856e+19
D1,1 / (2*a),0.8014282214732062,434724.3498879005,1.3372140898723218e+38
F3,(1 - a)**3,0.7946888593401682,582583.5211829212,6.689392982592805e+55
D7,(3/2) / (1 - (1 + a)**(-1/3)),0.7851844947636303,422520.34710842895,8.41889171192999e+35
D6,((3/2)*(1 + a)**(2/3)) / ((1 + a)**(1/3) - 1),0.7769321577817337,416621.39602914633,2.101633729361664e+35
D8,((3/2)*(1 + a)**(4/3)) / (1 - (1 + a)**(-1/3)),0.7503019584745741,398924.54279118904,3.269364549675847e+33
F1/3,(3/2)*(1 - a)**(1/3),0.7367931405055489,206300.38317501507,3.499735050854757e+17
B1,1 / (a - (1 - a)),0.703545358526481,-709481.4326386356,1.2579078302393119e-66
P3/2,(2/3)/a**(1/2),0.6967251352240798,296994.6704059638,3.691145616553838e+25
G4,(1/2)*(1 - a)*(-np.log(1 - a)),0.5252153092522147,-14444.287111585756,0.048487686275696565
F0/R1/P1,"np.full_like(a, 1)",0.4514273884868732,159264.99092402682,9056677238840.549
E2,a / 2,0.42507293286392617,-116194.36803984658,2.4535608240972264e-12
E1,a,0.425072932863926,-116194.36803984657,1.2267804120486152e-12
G3,1 / (4*(1 - a)**3),0.14289737397325233,-264053.53933486715,4.90468434561884e-30
P4,4*a**(3/4),0.09606145055913855,-47329.52829887818,5.055421325261796e-07
G2,1 / (3*(1 - a)**2),0.059316933670081326,-122947.36258190252,7.163824407685192e-16
P3,3*a**(2/3),0.026218265167961788,-24374.58171855536,7.962441675546913e-05
P2,2*a**(1/2),0.018870616445648115,21535.311442090242,1.6666249004242628
G1,1 / (2*(1 - a)),0.002972770387683531,18158.814171062193,0.09300927943392473
