Model,Equation,R2_score,Ea,A
F2,(1 - a)**2,0.9989676776041504,1218308.0128498673,3.1187117197874706e+95
F3/2,2*(1 - a)**(3/2),0.9844405627697306,919771.0137000427,1.946908386039647e+71
D5,((3/2)*(1 - a)**(4/3)) / ((1 - a)**(-1/3) - 1),0.9669762263231919,1717176.1548976735,1.696257254281051e+132
G5,(1/3)*(1 - a)*(-np.log(1 - a))**2,0.9666030814501414,-929906.585101561,1.1614051989275962e-71
F3,(1 - a)**3,0.9654385502881269,1815382.0111495159,2.000666379489434e+143
B1,1 / (a - (1 - a)),0.956213214581231,-1101331.1806943587,1.9824342609347238e-86
G6,(1/4)*(1 - a)*(-np.log(1 - a))**3,0.9503793693361827,-1705476.8849274514,4.3698432891424927e-131
G4,(1/2)*(1 - a)*(-np.log(1 - a)),0.8806902472743082,-154336.28527567108,2.7437791179118842e-12
A2/3,(2/3)*(1 - a)*(-np.log(1 - a))**(-1/2),0.8775912860402456,1009019.1644631642,4.3410558122469367e+77
A3/4,(3/4)*(1 - a)*(-np.log(1 - a))**(-1/3),0.8696623495233223,879757.4478255159,4.587049292794915e+67
F1/A1,(1 - a),0.8429286214955366,621234.0145502192,4.861561573110667e+47
E2,a / 2,0.7983304429344524,-597223.513622275,1.0138241764370735e-47
E1,a,0.7983304429344524,-597223.5136222749,5.0691208821854303e-48
A3/2,(3/2)*(1 - a)*(-np.log(1 - a))**(1/3),0.7739465692691813,362710.5812749222,4.580001830858871e+27
G8,(1/3)*(1 - a)**(2/3) / (1 - (1 - a)**(1/3)),0.7637890635541253,1120102.1565978173,1.1898844528669787e+85
D3,((3/2)*(1 - a)**(2/3)) / (1 - (1 - a)**(1/3)),0.7637890635541253,1120102.1565978173,2.6441876730377476e+84
A2,2*(1 - a)*(-np.log(1 - a))**(1/2),0.6799386673151628,233448.8646372739,4.083358165276339e+17
G7,(1/4)*(1 - a)**(1/2) / (1 - (1 - a)**(1/2)),0.6798034416910838,994772.875213891,2.1682512281040767e+75
F3/4,4*(1 - a)**(3/4),0.6523640896582338,471965.51497530675,1.3580505596075541e+35
D4,(3/2) / ((1 - a)**(-1/3) - 1),0.6175999872568114,921077.4904981425,3.0659080732601383e+68
P4,4*a**(3/4),0.5897716389809309,-441877.6311540636,7.880133621763798e-37
G3,1 / (4*(1 - a)**3),0.584279731813728,-1767061.978648374,1.1482541270674339e-143
R3,3*(1 - a)**(2/3),0.5656336307687724,422209.34845033614,1.8789766736412917e+31
A5/2,(5/2)*(1 - a)*(-np.log(1 - a))**(3/5),0.5578556632267778,155891.83465468485,362377978564.82275
D2,1 / (-np.log(1 - a)),0.5052906823197514,799730.3160764609,2.685548429853556e+59
P3,3*a**(2/3),0.4984315525913098,-390095.6703313265,8.967938613749657e-33
G2,1 / (3*(1 - a)**2),0.49366401977698365,-1169987.980348726,5.524573045397119e-96
A3,3*(1 - a)*(-np.log(1 - a))**(2/3),0.4114114987959376,104187.14799962567,32360615.702204645
R2,2*(1 - a)**(1/2),0.37018901314485353,322697.01540039486,3.034911798959968e+23
D1,1 / (2*a),0.3672744258075536,645543.5461234165,2.2659485545187394e+47
D7,(3/2) / (1 - (1 + a)**(-1/3)),0.3400354282578106,608079.4069773227,2.3617121332435973e+43
D6,((3/2)*(1 + a)**(2/3)) / ((1 + a)**(1/3) - 1),0.3266899863815299,590040.221898071,8.225503641513364e+41
P2,2*a**(1/2),0.30074624931375477,-286531.7486858522,9.799964505100863e-25
G1,1 / (2*(1 - a)),0.29801663572481824,-572913.9820490777,2.3626908685471938e-48
D8,((3/2)*(1 + a)**(4/3)) / (1 - (1 + a)**(-1/3)),0.2857926832213993,535922.6666605216,3.4751144600651993e+37
F1/3,(3/2)*(1 - a)**(1/3),0.1828354924704946,223184.68235045337,4357307774871145.0
P3/2,(2/3)/a**(1/2),0.18174980386592487,334851.7811869934,4.395309466308318e+23
A4,4*(1 - a)*(-np.log(1 - a))**(3/4),0.12012479527612376,39556.28968080141,264.62039869452997
F0/R1/P1,"np.full_like(a, 1)",0.0017703927301951508,24160.01625057051,0.757837948893687
