Model,Equation,R2_score,Ea,A
G7,(1/4)*(1 - a)**(1/2) / (1 - (1 - a)**(1/2)),0.9786961577066721,139233.61032544816,32017603920.819923
D4,(3/2) / ((1 - a)**(-1/3) - 1),0.9778258685124095,137508.31043657553,2142369015.582618
G5,(1/3)*(1 - a)*(-np.log(1 - a))**2,0.9758820549143643,-73708.26798734613,3.262331799273268e-07
D3,((3/2)*(1 - a)**(2/3)) / (1 - (1 - a)**(1/3)),0.9753953961991363,142542.9962711235,9432877189.366894
G8,(1/3)*(1 - a)**(2/3) / (1 - (1 - a)**(1/3)),0.9753953961991363,142542.9962711235,42447947352.15105
D2,1 / (-np.log(1 - a)),0.9727205714286583,134570.3620355377,4062356392.9400797
R3,3*(1 - a)**(2/3),0.9720920624960662,70178.83786245558,17835.404065409646
G6,(1/4)*(1 - a)*(-np.log(1 - a))**3,0.9702984522450644,-148169.16382951982,2.955243350126916e-13
R2,2*(1 - a)**(1/2),0.9694165094805839,67661.49494518268,12749.679307559167
F3/4,4*(1 - a)**(3/4),0.9691419616308448,71437.50932109199,19376.78371279595
D1,1 / (2*a),0.9625435890055024,129878.14614021176,2031371735.421154
D7,(3/2) / (1 - (1 + a)**(-1/3)),0.9609600397527204,127894.40610922372,124769275.9282184
D6,((3/2)*(1 + a)**(2/3)) / ((1 + a)**(1/3) - 1),0.9599949916057355,126930.35725504634,93532372.68797588
D8,((3/2)*(1 + a)**(4/3)) / (1 - (1 + a)**(-1/3)),0.9561735793495327,124038.21069251165,39402596.52753317
F1/3,(3/2)*(1 - a)**(1/3),0.9533247184306953,65144.1520279099,8101.455427241692
A2/3,(2/3)*(1 - a)*(-np.log(1 - a))**(-1/2),0.9529878802047512,112443.97161808799,428728324.5909823
A3/4,(3/4)*(1 - a)*(-np.log(1 - a))**(-1/3),0.9515429415969985,100033.82231105912,35731456.39176284
F1/A1,(1 - a),0.947056088659817,75213.52369700118,235588.51199016836
P3/2,(2/3)/a**(1/2),0.9409091539983534,94993.806166788,2511442.076547927
A3/2,(3/2)*(1 - a)*(-np.log(1 - a))**(1/3),0.937435448334082,50393.22508294334,1380.7179713823625
A2,2*(1 - a)*(-np.log(1 - a))**(1/2),0.9270265150988044,37983.07577591437,97.09286242288539
D5,((3/2)*(1 - a)**(4/3)) / ((1 - a)**(-1/3) - 1),0.9182958465183947,157647.05377475818,805181679841.889
A5/2,(5/2)*(1 - a)*(-np.log(1 - a))**(3/5),0.9159174416592379,30536.986191696986,18.771108937035134
A3,3*(1 - a)*(-np.log(1 - a))**(2/3),0.9041943617711533,25572.926468885427,6.06899960993557
A4,4*(1 - a)*(-np.log(1 - a))**(3/4),0.8792357358174837,19367.851815370952,1.3937629155168065
F0/R1/P1,"np.full_like(a, 1)",0.8751623833105419,60109.466193364206,2759.9702731241296
F3/2,2*(1 - a)**(3/2),0.8691968537340989,82765.55244881978,1088300.8435521387
F2,(1 - a)**2,0.780934378322137,90317.58120063828,20109617.673134837
F3,(1 - a)**3,0.6334363202863422,105421.63870427525,1716538381.0247793
P2,2*a**(1/2),0.5587640273619052,25225.126219940303,2.274819309888021
G1,1 / (2*(1 - a)),0.41242358085952563,45005.40868972715,64.66729505763506
P3,3*a**(2/3),0.26733263012842334,13597.012895465676,0.1791484876207328
B1,1 / (a - (1 - a)),0.2103144558029089,-272371.89814492397,6.065688384979053e-26
E2,a / 2,0.15018742545536298,-9659.213753483562,0.014999590229011785
E1,a,0.15018742545536298,-9659.213753483562,0.007499795114505892
G2,1 / (3*(1 - a)**2),0.1074469415133139,29901.351186090138,1.1363869814449985
P4,4*a**(3/4),0.10608967672572074,7782.9562332283695,0.04617991818242247
G4,(1/2)*(1 - a)*(-np.log(1 - a)),0.03487550651143187,752.6278548275282,0.32011828943043386
G3,1 / (4*(1 - a)**3),0.015249289153648437,14797.293682453099,0.0177506917240757
