Model,Equation,R2_score,Ea,A
F3,(1 - a)**(-2) - 1,0.988909443362458,1176443.6162162414,92655228.41042069
F2,(1 - a)**(-1) - 1,0.9326753889346864,700073.2542191967,31317787.03319478
F3/2,(1 - a)**(-1/2) - 1,0.8181138927738111,480119.2628457971,13865211.666889334
B1,np.log(a / (1 - a)),0.8011208307926346,133651.43653207383,694528.9937634045
D5,((1 - a)**(-1/3) - 1)**2,0.7562583172852052,839941.8403932711,44493450.03134611
G6,(-np.log(1 - a))**4,0.6039231739876079,1266995.9365788356,104208181.80026717
G5,(-np.log(1 - a))**3,0.6025565182862211,947581.8516191351,57330252.22986863
G4,(-np.log(1 - a))**2,0.5998070087279376,628167.7666594357,24337250.979941495
A2/3,(-np.log(1 - a))**(3/2),0.5970358020000937,468460.7241795859,13047515.990498904
A3/4,(-np.log(1 - a))**(4/3),0.5956420252603627,415225.0433529692,10055618.381141296
F1/A1,-np.log(1 - a),0.5914278270960228,308753.6816997361,5228772.6729008565
A3/2,(-np.log(1 - a))**(2/3),0.5828502514867492,202282.32004650286,1944270.025459229
A2,(-np.log(1 - a))**(1/2),0.5740713254218435,149046.63921988627,880079.3731935138
A5/2,(-np.log(1 - a))**(2/5),0.565088295810661,117105.23072391629,426265.90282874345
A3,(-np.log(1 - a))**(1/3),0.5558986451664516,95810.9583932696,200456.577269369
A4,(-np.log(1 - a))**(1/4),0.536890801812445,69193.11797996133,3895.8309816090687
F3/4,1 - (1 - a)**(1/4),0.4930873701038122,258125.69146620051,3296702.8044785033
D3,(1 - (1 - a)**(1/3))**2,0.47954599712538637,502903.58777965256,14572364.137209037
R3,1 - (1 - a)**(1/3),0.4687271112254554,246121.59225984465,2955588.6154313716
G8,(1 - (1 - a)**(1/3))**(1/2),0.44648120817684395,117730.59449994049,394993.5441792737
R2,1 - (1 - a)**(1/2),0.43064942203358564,227340.57338572855,2453022.34943124
D4,1 - (2*a/3) - (1 - a)**(2/3),0.4275420610935972,451292.57084222045,11393789.409123354
D2,a + (1 - a)*np.log(1 - a),0.40777424958959996,431420.9912313049,10508175.264389496
G7,(1 - (1 - a)**(1/2))**(1/2),0.40701227013898633,108340.08506288253,294280.76473840245
F1/3,1 - (1 - a)**(2/3),0.40307021281720257,213512.77048125706,2109627.3073851126
D1,a**2,0.3792158914629535,399692.1538579782,8902711.853642615
P3/2,a**(3/2),0.3749790365853446,297104.01457849285,4595789.316716466
D7,1 + (2*a/3) - (1 + a)**(2/3),0.3702008966147054,386707.1074132126,7918390.4529997995
F0/R1/P1,a,0.36645029853133965,194515.87529900743,1676655.6218810224
D6,((1 + a)**(1/3) - 1)**2,0.3658949018184742,380612.89505257405,7617753.1997871855
D8,((1 + a)**(-1/3) - 1)**2,0.35312117235306173,363089.13076251466,6783999.747406582
P2,a**(1/2),0.3404557043311629,91927.73601952186,143542.44178172338
G1,1 - (1 - a)**2,0.3142320157961457,165328.8583758528,1101386.50204871
P3,a**(1/3),0.31393469613107583,57731.68959302668,-62017.910828915745
G2,1 - (1 - a)**3,0.28967745403119555,150388.15133162425,849650.3770544479
P4,a**(1/4),0.28701969055842624,40633.66637977915,-110434.35501801009
G3,1 - (1 - a)**4,0.2744575133224791,140644.24902746535,701159.3603482831
