Model,Equation,R2_score,Ea,A
D5,((1 - a)**(-1/3) - 1)**2,0.9975188344616017,611416.7853849289,44037288.988431245
G6,(-np.log(1 - a))**4,0.996904845310748,1123453.7326808372,156050504.4096356
G5,(-np.log(1 - a))**3,0.9968822269388736,840400.5909329171,85927975.13568744
G4,(-np.log(1 - a))**2,0.9968363721560295,557347.4491849972,36546634.775406435
A2/3,(-np.log(1 - a))**(3/2),0.9967896779217005,415820.87831103767,19633807.07346198
A3/4,(-np.log(1 - a))**(4/3),0.996766010117569,368645.35468638415,15148439.175262816
F1/A1,-np.log(1 - a),0.9966936948959797,274294.3074370774,7905976.228717014
A3/2,(-np.log(1 - a))**(2/3),0.9965429342112412,179943.26018777082,2967559.551097838
A2,(-np.log(1 - a))**(1/2),0.9963835198231087,132767.73656311748,1361977.5666560521
A5/2,(-np.log(1 - a))**(2/5),0.9962148319031042,104462.42238832546,674649.891125293
A3,(-np.log(1 - a))**(1/3),0.9960361959033914,85592.21293846413,331169.1191497219
A4,(-np.log(1 - a))**(1/4),0.995646072334664,62004.4511261375,30161.558311287285
F3/2,(1 - a)**(-1/2) - 1,0.9895029314016642,317536.95916622656,11004924.186074143
F3/4,1 - (1 - a)**(1/4),0.9875769387093074,259930.88217852564,6725192.053711008
D3,(1 - (1 - a)**(1/3))**2,0.9849019305139344,521085.3244817126,30739479.64314987
R3,1 - (1 - a)**(1/3),0.984286486516858,256163.24508543487,6532999.568228239
G8,(1 - (1 - a)**(1/3))**(1/2),0.9829515628168494,123702.20538729626,1057785.3010106245
R2,1 - (1 - a)**(1/2),0.9780439749852805,249788.36348884882,6201292.1100605605
D4,1 - (2*a/3) - (1 - a)**(2/3),0.9762977354795005,503593.1778554316,28432341.570242446
G7,(1 - (1 - a)**(1/2))**(1/2),0.9761867289385219,120514.76458900311,988702.6340863789
F1/3,1 - (1 - a)**(2/3),0.9724248055000527,244584.6373426752,5930089.094523382
D2,a + (1 - a)*np.log(1 - a),0.9721848043936465,496125.9362977096,27930629.49924006
D1,a**2,0.9643491971446053,481667.00586369244,26309385.340631153
P3/2,a**(3/2),0.963872050787408,359060.5458200588,13999085.014756996
F0/R1/P1,a,0.9628913496776702,236454.08577642497,5511482.238177389
D7,1 + (2*a/3) - (1 + a)**(2/3),0.9607249663597988,473605.42991549347,24674053.137137827
P2,a**(1/2),0.959722392718973,113847.62573279122,845163.3731323577
D6,((1 + a)**(1/3) - 1)**2,0.9589078244776714,469773.4574314362,24211441.18006371
P3,a**(1/3),0.9561725617415721,72978.80571824666,137097.24799741784
D8,((1 + a)**(-1/3) - 1)**2,0.9532241133434235,458658.31614072603,22893598.75295688
P4,a**(1/4),0.9521812826466789,52544.39571097435,-59791.873815072315
G1,1 - (1 - a)**2,0.9425426468289606,220833.37980586078,4736470.402641916
F2,(1 - a)**(-1) - 1,0.9408995344621185,371951.2771311992,15974450.845932003
G2,1 - (1 - a)**3,0.9284237009273951,210880.164029523,4267001.797723571
G3,1 - (1 - a)**4,0.917463730260077,203521.29442965114,3933275.546844598
F3,(1 - a)**(-2) - 1,0.8273012223881409,491827.7625154421,29833795.649500325
B1,np.log(a / (1 - a)),0.8102696877408193,302651.40512576385,9744241.287762493
