Model,Equation,R2_score,Ea,A
G6,(-np.log(1 - a))**4,0.9933844541767763,418903.9050574178,22264187.208754882
D5,((1 - a)**(-1/3) - 1)**2,0.9933212452746095,230400.0636341306,5945124.910152239
G5,(-np.log(1 - a))**3,0.993294699341831,312318.3896832047,11844690.883585509
G4,(-np.log(1 - a))**2,0.9931091128221846,205732.87430899157,4661115.342217044
A2/3,(-np.log(1 - a))**(3/2),0.9929150639354877,152440.11662188466,2282556.402331459
A3/4,(-np.log(1 - a))**(4/3),0.9928147246797874,134675.86405951597,1669363.7858620093
F1/A1,-np.log(1 - a),0.99249972462947,99147.3589347782,712237.4893432589
A3/2,(-np.log(1 - a))**(2/3),0.9918008289623735,63618.853810040506,113211.46527829563
A2,(-np.log(1 - a))**(1/2),0.9909964286990078,45854.60124767163,-53311.41698166288
A5/2,(-np.log(1 - a))**(2/5),0.9900669773039846,35196.04971025034,-112049.72890040472
A3,(-np.log(1 - a))**(1/3),0.9889884181346013,28090.34868530278,-135487.61990518536
A4,(-np.log(1 - a))**(1/4),0.9862571376609098,19208.22240411835,-152993.62570885906
F3/2,(1 - a)**(-1/2) - 1,0.9843394276174473,118922.25927668462,1243412.0078663002
F3/4,1 - (1 - a)**(1/4),0.9823692937049572,92720.66937557035,467909.80221260997
D3,(1 - (1 - a)**(1/3))**2,0.9808345966243818,189565.83733328467,3468908.1511555337
R3,1 - (1 - a)**(1/3),0.9787996962289892,91063.84044692495,447569.7242608236
G8,(1 - (1 - a)**(1/3))**(1/2),0.9737997327947315,41812.842003745,-104100.39305768622
D4,1 - (2*a/3) - (1 - a)**(2/3),0.9722636345118914,181967.6256468959,3072879.517851483
R2,1 - (1 - a)**(1/2),0.9721794300710243,88296.58955107395,410068.8735202422
D2,a + (1 - a)*np.log(1 - a),0.9682758590678964,178774.89359443853,3081448.662923702
F1/3,1 - (1 - a)**(2/3),0.9663814303769406,86075.05666664151,378742.95373541606
G7,(1 - (1 - a)**(1/2))**(1/2),0.9655026354090824,40429.216555819505,-107940.92955939971
D1,a**2,0.9611539682889592,172788.34846690894,2859595.100739536
P3/2,a**(3/2),0.9597737974775602,127731.722240323,1321193.444721675
D7,1 + (2*a/3) - (1 + a)**(2/3),0.958170124411455,169616.7237942704,2470295.7124495385
F0/R1/P1,a,0.9568191047087058,82675.09601373701,330688.16537240654
D6,((1 + a)**(1/3) - 1)**2,0.9566542866974876,168112.1728671633,2400270.9806380095
D8,((1 + a)**(-1/3) - 1)**2,0.9518252990091328,163753.98974661645,2202116.178238569
P2,a**(1/2),0.9461017120030762,37618.46978715103,-116721.19647067548
G1,1 - (1 - a)**2,0.9369845736333139,76375.59143405914,244856.86316252424
F2,(1 - a)**(-1) - 1,0.934134090305768,143926.43546493445,2236218.2933582347
P3,a**(1/3),0.9316907624291562,22599.594378289046,-154376.3123061887
G2,1 - (1 - a)**3,0.9232929907071791,72497.38977392358,195233.08732952326
G3,1 - (1 - a)**4,0.9125810460432379,69683.0878986242,161025.16113284943
P4,a**(1/4),0.911879053793646,15090.156673858055,-170380.27685779496
F3,(1 - a)**(-2) - 1,0.8293238044089003,198878.27033645698,5180354.449577761
B1,np.log(a / (1 - a)),0.7661679804949314,80129.35236732091,355680.1328617894
