Model,Equation,R2_score,Ea,A
G6,(-np.log(1 - a))**4,0.9982956100777538,743301.702294665,122170924.32938801
G5,(-np.log(1 - a))**3,0.9982944154292142,555221.1766269212,66255092.62974205
G4,(-np.log(1 - a))**2,0.9982919432274975,367140.6509591778,27256449.294390794
A2/3,(-np.log(1 - a))**(3/2),0.9982893567190554,273100.3881253059,14100708.022387393
A3/4,(-np.log(1 - a))**(4/3),0.9982880191380727,241753.63384734862,10655136.760882918
F1/A1,-np.log(1 - a),0.9982838217426553,179060.12529143417,5173178.630265289
A3/2,(-np.log(1 - a))**(2/3),0.9982745369345645,116366.6167355198,1568911.0611953393
A2,(-np.log(1 - a))**(1/2),0.9982639355382746,85019.86245756257,469316.8769311632
A5/2,(-np.log(1 - a))**(2/5),0.9982518407992329,66211.80989078814,32875.41461712922
A3,(-np.log(1 - a))**(1/3),0.9982380482087386,53673.10817960529,-166360.84192816875
A4,(-np.log(1 - a))**(1/4),0.9982043804829429,37999.73104062665,-316366.2172602881
F3/4,1 - (1 - a)**(1/4),0.9980512238566465,171999.22037119744,4311790.583232328
D3,(1 - (1 - a)**(1/3))**2,0.9973455482034896,349224.0298884503,23181373.887038726
R3,1 - (1 - a)**(1/3),0.9971725161912667,170101.81475607055,4231788.633638649
G8,(1 - (1 - a)**(1/3))**(1/2),0.9967702643129807,80540.70718988073,271545.77361187496
R2,1 - (1 - a)**(1/2),0.9949873973323513,166833.583332365,4076447.0250303634
D4,1 - (2*a/3) - (1 - a)**(2/3),0.9942893551553201,340267.00297890697,21708494.61416944
G7,(1 - (1 - a)**(1/2))**(1/2),0.9942277391953193,78906.59147802793,246853.82832477114
F1/3,1 - (1 - a)**(2/3),0.9926074858732044,164104.6429200409,3938163.8422111804
D2,a + (1 - a)*np.log(1 - a),0.9925217621603206,336362.23925496393,21705825.75200833
D1,a**2,0.9887345365310355,328460.51435503276,20726631.00972737
P3/2,a**(3/2),0.9884737573746529,244090.28567219718,10554240.152657565
F0/R1/P1,a,0.987927820324315,159720.0569893617,3709034.6457016775
D7,1 + (2*a/3) - (1 + a)**(2/3),0.9868298385792269,323725.95002749254,19101339.524382316
P2,a**(1/2),0.9860706045909846,75349.82830652624,185629.4592628916
D5,((1 - a)**(-1/3) - 1)**2,0.9858486301278423,392984.4622322686,31021204.488004353
D6,((1 + a)**(1/3) - 1)**2,0.9858374213106512,321468.5198221001,18756621.35746158
P3,a**(1/3),0.9838159126931489,47226.418745581104,-258468.33839221488
D8,((1 + a)**(-1/3) - 1)**2,0.9825959316573322,314907.01684343576,17771200.340547618
P4,a**(1/4),0.9810505354261596,33164.71396510853,-352783.004690585
G1,1 - (1 - a)**2,0.9760430296949772,150873.64117101574,3241809.483253524
F3/2,(1 - a)**(-1/2) - 1,0.9710694681676657,199653.90759026268,6787564.9347654125
G2,1 - (1 - a)**3,0.9666909518420588,144966.851128768,2935036.8353419797
G3,1 - (1 - a)**4,0.9589447836557313,140481.98030853106,2707549.866822439
B1,np.log(a / (1 - a)),0.9341623142149815,296588.53104193514,16697400.774762474
F2,(1 - a)**(-1) - 1,0.9062232038083143,225360.7055050992,9532320.12288094
F3,(1 - a)**(-2) - 1,0.7662504979484005,282154.93820249947,16785600.66064169
