conversion,Friedman
1e-05,16863.216683843006
0.01001,40206.76651939691
0.02001,43799.69773330194
0.03001,46029.89288338571
0.040010000000000004,47674.09607772763
0.050010000000000006,48976.24125616481
0.06001,50053.76844805458
0.07001,50976.62778686813
0.08001,51784.79142236937
0.09000999999999999,52520.671540059375
0.10001,53169.586071894366
0.11001,53763.8955323593
0.12000999999999999,54310.71245130039
0.13001000000000001,54806.99594939114
0.14001000000000002,55266.07753815019
0.15001,55704.29894101428
0.16001,56114.60179074221
0.17001000000000002,56499.67694972199
0.18001,56862.44580734282
0.19001,57215.00165260419
0.20001000000000002,57537.6644833598
0.21001,57843.29903980703
0.22001,58141.739262880736
0.23001000000000002,58423.98891230675
0.24001,58693.99815025726
0.25001,58947.28934360238
0.26001,59196.993976998
0.27001000000000003,59436.94433692962
0.28001000000000004,59661.56462552107
0.29001,59888.1218953003
0.30001,60095.561492829474
0.31001,60302.28456392545
0.32001,60500.97753815392
0.33001,60691.39821838882
0.34001000000000003,60879.824324425295
0.35001000000000004,61056.29810779107
0.36001,61231.621494566614
0.37001,61396.70502600804
0.38001,61560.308994171464
0.39001,61716.15951741398
0.40001000000000003,61871.633948025614
0.41001000000000004,62017.81006464374
0.42001,62165.14060584182
0.43001,62302.63325304315
0.44001,62443.60839543544
0.45001,62572.63688328598
0.46001000000000003,62705.959828074396
0.47001000000000004,62829.13622384405
0.48001,62955.98311437685
0.49001,63072.49499055525
0.50001,63190.56896166551
0.51001,63303.7047846727
0.52001,63415.37090125604
0.53001,63523.810237080215
0.54001,63628.24324476264
0.55001,63732.357000429365
0.56001,63831.708455720305
0.57001,63932.14467676738
0.5800099999999999,64026.06496047349
0.5900099999999999,64120.43714866705
0.6000099999999999,64211.97129502124
0.6100099999999999,64301.49419808865
0.62001,64391.21664487123
0.63001,64474.892118350464
0.64001,64559.62998977671
0.65001,64640.567980621774
0.66001,64720.003572637164
0.67001,64799.42668916724
0.68001,64873.681868984386
0.69001,64948.76775050405
0.70001,65021.041231538984
0.7100099999999999,65091.39984027395
0.7200099999999999,65161.97477373758
0.7300099999999999,65228.9865284552
0.74001,65296.22434772718
0.75001,65361.80305896323
0.76001,65423.61829844874
0.77001,65485.65577367901
0.78001,65544.05443222301
0.79001,65601.08897993444
0.80001,65657.6362332317
0.81001,65709.56082814303
0.82001,65761.46403542407
0.83001,65809.5674268911
0.8400099999999999,65855.4698331387
0.8500099999999999,65898.92687911275
0.8600099999999999,65937.59863891923
0.87001,65977.17315499991
0.88001,66003.340886693
0.89001,66036.82475715151
0.90001,66057.11052262346
0.91001,66071.54958097685
0.92001,66091.90857327993
0.93001,66074.507380275
0.94001,66093.54953110554
0.95001,66056.47163938811
0.9600099999999999,66037.26257804577
0.9700099999999999,65957.27003469212
0.9800099999999999,65915.03947616652
0.99001,65667.85684510728
