error_min,error_max,true
,,
10000.0,61000.0,34000.0
19000.0,74000.0,47000.0
26000.0,79000.0,53000.0
33000.0,82000.0,57000.0
39000.0,83000.0,61000.0
44000.0,85000.0,65000.0
50000.0,85000.0,68000.0
55000.0,86000.0,70000.0
60000.0,86000.0,73000.0
65000.0,86000.0,75000.0
70000.0,85000.0,78000.0
75000.0,85000.0,80000.0
80000.0,84000.0,82000.0
83000.0,84000.0,84000.0
83000.0,89000.0,86000.0
82000.0,92000.0,87000.0
81000.0,97000.0,89000.0
80000.0,101000.0,91000.0
79000.0,105000.0,92000.0
78000.0,110000.0,94000.0
76000.0,114000.0,95000.0
75000.0,118000.0,96000.0
74000.0,122000.0,98000.0
72000.0,125000.0,99000.0
71000.0,129000.0,100000.0
69000.0,133000.0,101000.0
68000.0,137000.0,102000.0
66000.0,141000.0,104000.0
65000.0,144000.0,105000.0
63000.0,148000.0,106000.0
62000.0,151000.0,107000.0
60000.0,155000.0,108000.0
59000.0,158000.0,109000.0
57000.0,162000.0,109000.0
56000.0,165000.0,110000.0
54000.0,168000.0,111000.0
53000.0,171000.0,112000.0
51000.0,174000.0,113000.0
50000.0,177000.0,113000.0
48000.0,180000.0,114000.0
46000.0,183000.0,115000.0
45000.0,186000.0,116000.0
43000.0,189000.0,116000.0
42000.0,192000.0,117000.0
40000.0,194000.0,117000.0
39000.0,197000.0,118000.0
37000.0,200000.0,119000.0
36000.0,202000.0,119000.0
34000.0,205000.0,120000.0
33000.0,207000.0,120000.0
32000.0,209000.0,121000.0
30000.0,212000.0,121000.0
29000.0,214000.0,121000.0
27000.0,216000.0,122000.0
26000.0,218000.0,122000.0
25000.0,221000.0,123000.0
23000.0,223000.0,123000.0
22000.0,225000.0,123000.0
21000.0,226000.0,124000.0
20000.0,228000.0,124000.0
18000.0,230000.0,124000.0
17000.0,232000.0,125000.0
16000.0,234000.0,125000.0
15000.0,235000.0,125000.0
14000.0,237000.0,125000.0
12000.0,239000.0,125000.0
11000.0,240000.0,126000.0
10000.0,242000.0,126000.0
10000.0,243000.0,126000.0
10000.0,244000.0,126000.0
10000.0,246000.0,126000.0
10000.0,247000.0,126000.0
10000.0,248000.0,126000.0
10000.0,249000.0,126000.0
10000.0,250000.0,126000.0
10000.0,251000.0,126000.0
10000.0,252000.0,126000.0
10000.0,253000.0,126000.0
10000.0,254000.0,126000.0
10000.0,255000.0,126000.0
10000.0,255000.0,126000.0
10000.0,256000.0,126000.0
10000.0,256000.0,126000.0
10000.0,257000.0,125000.0
10000.0,257000.0,125000.0
10000.0,258000.0,125000.0
10000.0,258000.0,124000.0
10000.0,258000.0,124000.0
10000.0,258000.0,123000.0
10000.0,258000.0,122000.0
10000.0,257000.0,122000.0
10000.0,257000.0,121000.0
10000.0,256000.0,120000.0
10000.0,255000.0,118000.0
10000.0,254000.0,117000.0
10000.0,252000.0,115000.0
10000.0,250000.0,113000.0
10000.0,247000.0,110000.0
10000.0,240000.0,105000.0
