Model,Equation,R2_score,Ea,A
F3,(1 - a)**(-2) - 1,0.9876646791858037,1529599.0084386223,253512846.33765563
F2,(1 - a)**(-1) - 1,0.9276978806100608,905530.1080656513,85622790.84547484
F3/2,(1 - a)**(-1/2) - 1,0.8095310812959565,616947.2179426636,37883487.53767394
B1,np.log(a / (1 - a)),0.8014751780007147,169781.72179925535,2075179.264316301
D5,((1 - a)**(-1/3) - 1)**2,0.7451131427074483,1072972.19390992,118898247.30836456
G6,(-np.log(1 - a))**4,0.5879683665068708,1601655.402085475,271030155.81350875
G5,(-np.log(1 - a))**3,0.5868421952925796,1198488.446399677,149734255.06215218
G4,(-np.log(1 - a))**2,0.5845794359534392,795321.4907138782,64132422.663250215
A2/3,(-np.log(1 - a))**(3/2),0.5823027421505688,593738.0128709791,34716667.90233052
A3/4,(-np.log(1 - a))**(4/3),0.5811591530742303,526543.5202566794,26894368.395561658
F1/A1,-np.log(1 - a),0.5777073381857991,392154.5350280798,14224099.920947207
A3/2,(-np.log(1 - a))**(2/3),0.570708418940473,257765.5497994805,5519260.855890744
A2,(-np.log(1 - a))**(1/2),0.5635813462786998,190571.0571851808,2653457.8974243654
A5/2,(-np.log(1 - a))**(2/5),0.5563248834993523,150254.36161660103,1409335.5858273352
A3,(-np.log(1 - a))**(1/3),0.5489379001366409,123376.5645708811,777706.1528892406
A4,(-np.log(1 - a))**(1/4),0.5337684520527836,89779.31826373118,209935.1308530846
F3/4,1 - (1 - a)**(1/4),0.4784036328086632,326235.0432422275,9087108.092576701
D3,(1 - (1 - a)**(1/3))**2,0.46286734215485525,632437.242070544,38385822.58426522
R3,1 - (1 - a)**(1/3),0.45406143418488876,310712.4107064129,8153686.661672272
G8,(1 - (1 - a)**(1/3))**(1/2),0.43607180658614586,149849.99502434724,1317875.370315209
R2,1 - (1 - a)**(1/2),0.41629986469587327,286546.0040631785,6788735.496535591
D4,1 - (2*a/3) - (1 - a)**(2/3),0.4111192211922552,566044.2359921889,30027411.590750523
G7,(1 - (1 - a)**(1/2))**(1/2),0.3972277332267923,137766.79170272988,1030617.021463811
D2,a + (1 - a)*np.log(1 - a),0.3916589770620668,540651.4961382917,27588537.0840338
F1/3,1 - (1 - a)**(2/3),0.3892110961414416,268860.9942989521,5862749.697291758
D1,a**2,0.363956900556741,500467.78127132537,23393985.051679052
P3/2,a**(3/2),0.36052996952929184,372597.7307890648,12298972.814656302
D7,1 + (2*a/3) - (1 + a)**(2/3),0.35538366710726577,484173.7745199043,21032820.680280376
F0/R1/P1,a,0.35364358766193116,244727.6803068035,4702476.570297682
D6,((1 + a)**(1/3) - 1)**2,0.35129029522812966,476528.0836615268,20263556.713422947
D8,((1 + a)**(-1/3) - 1)**2,0.3391487677228552,454545.9643925234,18128717.26387142
P2,a**(1/2),0.3327423162446393,116857.62982454266,602175.4594546619
P3,a**(1/3),0.31152493978878315,74234.27966378894,9234.43561915629
G1,1 - (1 - a)**2,0.303807714703898,207994.1529209687,3170263.9631688814
P4,a**(1/4),0.29006099927814455,52922.604583412125,-145375.09852990086
G2,1 - (1 - a)**3,0.2807192184864271,189310.73310696764,2500371.9879648956
G3,1 - (1 - a)**4,0.26649419083006454,177148.86326923186,2104138.248468012
