Model,Equation,R2_score,Ea,A
D3,(1 - (1 - a)**(1/3))**2,0.9977122112666985,331093.08737434587,19394514.43205382
R3,1 - (1 - a)**(1/3),0.9976789965087939,160941.64567035856,3358525.0558951367
R2,1 - (1 - a)**(1/2),0.9976316997783209,158499.8613717785,3277703.724570301
G8,(1 - (1 - a)**(1/3))**(1/2),0.9976008256999328,75865.92481836493,88277.11809629395
D4,1 - (2*a/3) - (1 - a)**(2/3),0.997498618363945,324411.1924361456,18389601.175853614
G7,(1 - (1 - a)**(1/2))**(1/2),0.9974578486892219,74645.03266907475,78691.60540008104
F3/4,1 - (1 - a)**(1/4),0.9973591225092252,162344.16692007278,3393970.561725916
F1/3,1 - (1 - a)**(2/3),0.9970799498331975,156429.9739616211,3198624.6066279295
D2,a + (1 - a)*np.log(1 - a),0.9970182827682031,321460.24350826046,18552474.903338496
D1,a**2,0.9956485236466742,315280.291658253,17913371.15810206
P3/2,a**(3/2),0.9955551605288917,234157.76973528255,9011116.794681663
F0/R1/P1,a,0.9953584621524351,153035.24781231218,3057803.951675235
D7,1 + (2*a/3) - (1 + a)**(2/3),0.9948774582753395,311351.59802755754,16492615.13222334
P2,a**(1/2),0.9946774458096095,71912.7258893417,47312.57982923095
D6,((1 + a)**(1/3) - 1)**2,0.9944345465110729,309473.5074103777,16226952.134312885
P3,a**(1/3),0.9938281630721618,44871.885248351515,-311338.71906768734
G6,(-np.log(1 - a))**4,0.9937764312070033,697631.1649089989,101876349.8213612
G5,(-np.log(1 - a))**3,0.9937521268490536,520920.92467334215,54982159.5514482
G4,(-np.log(1 - a))**2,0.9937026984349564,344210.6844376851,22372951.5362779
A2/3,(-np.log(1 - a))**(3/2),0.9936521474332488,255855.56431985667,11424798.191848237
A3/4,(-np.log(1 - a))**(4/3),0.9936264394880912,226403.8576139139,8568831.169563767
F1/A1,-np.log(1 - a),0.9935475284366443,167500.44420202804,4046642.3817672925
A3/2,(-np.log(1 - a))**(2/3),0.9933812044653526,108597.03079014244,1109352.5181951018
A2,(-np.log(1 - a))**(1/2),0.9932025419352959,79145.32408419964,233152.89820445675
A5/2,(-np.log(1 - a))**(2/5),0.9930101886142442,61474.300060634,-104799.90487745432
D8,((1 + a)**(-1/3) - 1)**2,0.9928401963025366,304004.94308070577,15464646.131988117
A3,(-np.log(1 - a))**(1/3),0.9928025947166143,49693.61737825686,-253513.5858744344
P4,a**(1/4),0.9927562996056531,31351.46492785644,-380990.23343370674
A4,(-np.log(1 - a))**(1/4),0.992334271695997,34967.764025285454,-358634.15295587154
G1,1 - (1 - a)**2,0.9892888190583871,145917.74361743208,2742517.839683945
G2,1 - (1 - a)**3,0.98359183305262,140984.3023594331,2519473.2189107807
G3,1 - (1 - a)**4,0.9784744208179157,137156.24792411146,2347425.4437648254
D5,((1 - a)**(-1/3) - 1)**2,0.9761746610170133,362836.1278227997,24501294.865194567
F3/2,(1 - a)**(-1/2) - 1,0.9586941645364899,182307.14170811456,5016965.859506382
B1,np.log(a / (1 - a)),0.9480707971741644,406409.08328093425,31780633.41221113
F2,(1 - a)**(-1) - 1,0.8883016224011849,200649.80848501422,6746560.641656481
F3,(1 - a)**(-2) - 1,0.7357865450732427,241146.86496282325,11084459.046546847
