temperature,rate_3_diff_reaction_0_conversion,rate_3_diff_reaction_1_conversion,rate_3_diff_reaction_2_conversion,rate_3_diff_reaction_3_conversion,rate_3_diff_reaction_4_conversion,rate_3_diff_reaction_5_conversion,rate_3_diff_reaction_6_conversion,rate_5_diff_reaction_0_conversion,rate_5_diff_reaction_1_conversion,rate_5_diff_reaction_2_conversion,rate_5_diff_reaction_3_conversion,rate_5_diff_reaction_4_conversion,rate_5_diff_reaction_5_conversion,rate_5_diff_reaction_6_conversion,rate_10_diff_reaction_0_conversion,rate_10_diff_reaction_1_conversion,rate_10_diff_reaction_2_conversion,rate_10_diff_reaction_3_conversion,rate_10_diff_reaction_4_conversion,rate_10_diff_reaction_5_conversion,rate_10_diff_reaction_6_conversion
40.21015,1.1273901362140562e-06,1.6359888931413394e-21,4.1370834838069588e-22,2.484059462020251e-06,1.3611702094865486e-174,1.9931886900069437e-48,1.2606329218630104e-37,6.963203169315522e-07,1.8949782967530605e-15,1.8489954818565753e-16,1.2525670574348039e-08,5.047590276282451e-142,4.600651995163058e-49,1.3455752367664518e-30,2.1783006875017907e-07,5.431644717006125e-19,1.2225960899500646e-17,9.901450340708033e-11,1.0472978539846355e-169,2.1308296991022034e-52,3.144620003284531e-40
41.16506,1.2691011868554877e-06,2.0277269332119682e-21,5.128487061689862e-22,2.765987317917359e-06,4.486118989796837e-174,2.763762874500525e-48,1.6273805211272997e-37,7.857023373720378e-07,2.2521570893147686e-15,2.1969022486161648e-16,1.4096167496514003e-08,1.3112664109646776e-141,6.3737521034137266e-49,1.6679991151484336e-30,2.4568288815611273e-07,6.565610582615601e-19,1.4525514673701395e-17,1.122611516190352e-10,3.0226988772370234e-169,2.9542168816840786e-52,4.057191103422757e-40
42.11998,1.4186850736436654e-06,2.5023544716163823e-21,6.331888888931374e-22,3.059089143712828e-06,1.4803410200980014e-173,3.8210623369452065e-48,2.093249093165721e-37,8.80241012837936e-07,2.6612233416067244e-15,2.5957051956832693e-16,1.5756042292299168e-08,3.410775310246446e-141,8.816287966820258e-49,2.05841353131113e-30,2.751998697278097e-07,7.898926611813958e-19,1.7160420039973082e-17,1.2643003483308818e-10,8.733633886767966e-169,4.087234341838526e-52,5.2197816830509074e-40
43.07489,1.5770165561504502e-06,3.076903597053305e-21,7.784700421300661e-22,3.363364939406658e-06,4.8830630253247606e-173,5.27260905657265e-48,2.6842578933314843e-37,9.807957858334824e-07,3.1294171642889626e-15,3.052376402552069e-16,1.7513807140143456e-08,8.858399722920284e-141,1.2172513171723307e-48,2.53116023931766e-30,3.065561884300872e-07,9.452304509909134e-19,2.018542827865383e-17,1.4160499259488456e-10,2.5195309080537865e-168,5.6468535177596254e-52,6.694896612041465e-40
44.02981,1.744095634375842e-06,3.771812815961203e-21,9.54303884245147e-22,3.6796742411448767e-06,1.6093196745168017e-172,7.270725837294378e-48,3.43386024993586e-37,1.0873666563586767e-06,3.666392038241531e-15,3.575979572564998e-16,1.937371812926683e-08,2.3009274682837047e-140,1.6786192024824535e-48,3.104830401842438e-30,3.398394317453538e-07,1.1277523540170961e-18,2.3648446760039478e-17,1.5786986445006964e-10,7.293416714247057e-168,7.79132988465114e-52,8.563792221228654e-40
44.98472,1.920797067891701e-06,4.61319799767812e-21,1.1669256578665749e-21,4.008017048927484e-06,5.319576321615366e-172,1.0021496472637741e-47,4.387899612886883e-37,1.199953624413519e-06,4.281801444344473e-15,4.176275617013909e-16,2.1340031348889252e-08,5.982004745438523e-140,2.312773884055779e-48,3.795359301177819e-30,3.752247746384267e-07,1.3426362965869287e-18,2.7617914584552674e-17,1.7526657017146607e-10,2.1095898222869515e-167,1.0738551415619688e-51,1.093897727638294e-39
45.93964,2.1079956162698886e-06,5.631716901861755e-21,1.424441178411002e-21,4.349252898900508e-06,1.7521757273303162e-171,1.3802686075617871e-47,5.5959364685716194e-37,1.3202755750064803e-06,4.987712233697848e-15,4.864419863089489e-16,2.3417002888230685e-08,1.5508410764206016e-139,3.184849651583148e-48,4.6346175019085124e-30,4.127122171093059e-07,1.5937657234456484e-18,3.216911476265833e-17,1.9387894930471908e-10,6.098380350008119e-167,1.4786680600179603e-51,1.3957962491223782e-39
46.89455,2.3056912795104043e-06,6.869382013968959e-21,1.73620330982072e-21,4.7038115591369625e-06,5.789807960937578e-171,1.899958173848156e-47,7.13231154657067e-37,1.4474730656333252e-06,5.796191257401714e-15,5.652264845931847e-16,2.5617401014951017e-08,4.038805366758908e-139,4.3880247250389583e-48,5.6491638078551105e-30,4.5256452160521723e-07,1.8889075240837314e-18,3.7384174214863594e-17,2.1383276116829663e-10,1.760889015857492e-166,2.034855780842765e-51,1.778951101440688e-39
47.84947,2.514758817185109e-06,8.356851093657433e-21,2.1140590130892985e-21,5.072122797709861e-06,1.908324086765436e-170,2.6149793357387113e-47,9.083755698061398e-37,1.582405538798289e-06,6.722925421886145e-15,6.558635180175266e-16,2.7945481818270207e-08,1.0494564008603287e-138,6.034474825557436e-48,6.876180544366441e-30,4.948692756085693e-07,2.2345341064099077e-18,4.3365751591802445e-17,2.351699255350214e-10,5.091212535827865e-166,2.7997572443275987e-51,2.2652389890485925e-39
48.80438,2.7360729888658635e-06,1.0162252495722071e-20,2.5711022977359452e-21,5.454616382692218e-06,6.303093323836732e-170,3.6005974786956183e-47,1.1561780017414705e-36,1.725932437005607e-06,7.784808318691221e-15,7.597475024808108e-16,3.040550138740822e-08,2.7235141575563636e-138,8.305128535613137e-48,8.36347355831957e-30,5.397140666017706e-07,2.639706841496399e-18,5.0209661634066576e-17,2.5801620172336125e-10,1.470229828357506e-165,3.851353409268517e-51,2.882787103388707e-39
49.7593,2.9705085541245283e-06,1.2353714574957762e-20,3.124168318856785e-21,5.852151850230061e-06,2.078698290876696e-169,4.953582384027371e-47,1.470267584219502e-36,1.87805376025528e-06,9.00356027979705e-15,8.782728538818733e-16,3.301022799002494e-08,7.079763900118975e-138,1.142614658329926e-47,1.0164160457355678e-29,5.873616570320471e-07,3.114781581997173e-18,5.808015818267033e-17,2.8249734905178414e-10,4.2433889571541273e-165,5.296294704607184e-51,3.664097976794722e-39
50.71421,3.218065512961103e-06,1.49993656861594e-20,3.7913392800735826e-21,6.265158968396405e-06,6.86036594836736e-169,6.80833652577355e-47,1.8692294996353842e-36,2.039628951051542e-06,1.0403315007403742e-14,1.0142284040183863e-15,3.5763917715340326e-08,1.836346811652319e-137,1.5714153987946282e-47,1.2341982370644188e-29,6.378996343818071e-07,3.671408662147944e-18,6.711411943845898e-17,3.0869720706593537e-10,1.2271621320884986e-164,7.28022203868329e-51,4.657925407767174e-39
51.66913,3.4804933845193097e-06,1.8201398361519322e-20,4.6019208217388495e-21,6.694497273337275e-06,2.2633916934695483e-168,9.361983532525535e-47,2.3759854729431353e-36,2.2115174518986298e-06,1.2008206203711416e-14,1.1704029846880216e-15,3.86750827417943e-08,4.777509058223254e-137,2.1603379347493142e-47,1.497661570964687e-29,6.915907610982766e-07,4.3251218609296636e-18,7.744842360227781e-17,3.3674153508428286e-10,3.544459486288415e-164,1.0009555596545216e-50,5.920523779191295e-39
52.62404,3.757792168799148e-06,2.2073359859029016e-20,5.5808539143653645e-21,7.1414560692717145e-06,7.461719188334917e-168,1.2874368187426509e-46,3.0202717959749955e-36,2.393719262796543e-06,1.3842367570920188e-14,1.3488882197390334e-15,4.175649133704675e-08,1.2426380686884145e-136,2.9699933413229607e-47,1.8168983928881977e-29,7.485226246638643e-07,5.091454957323282e-18,8.928838797539476e-17,3.6675609242529447e-10,1.024309500744555e-163,1.3759522291590803e-50,7.526898934914062e-39
53.57896,4.050836625372479e-06,2.6762861614077414e-20,6.7655500137222925e-21,7.605605588126709e-06,2.4624136299245394e-167,1.770389708791535e-46,3.838019821361586e-36,2.5870938262495164e-06,1.5941999662330228e-14,1.55386735686793e-15,4.501665567953762e-08,3.2311597133826e-136,4.082704123541492e-47,2.2030634004395994e-29,8.089579875257958e-07,5.9898251750549914e-18,1.0283932985907775e-16,3.989085581802609e-10,2.961722042780551e-163,1.8920026917800326e-50,9.564557692756951e-39
54.53387,4.361376273383023e-06,3.2440224513651746e-20,8.20589106083519e-21,8.08694582990226e-06,8.127003323756842e-167,2.434337930547051e-46,4.872594974691591e-36,2.7925005847617862e-06,1.8355369882341766e-14,1.7888264358218007e-15,4.84640879477068e-08,8.392067051705184e-136,5.611550645451507e-47,2.670498347682011e-29,8.731596121312969e-07,7.042238701014473e-18,1.1837500565501732e-16,4.333246916676499e-10,8.558691608662317e-163,2.6018587725852984e-50,1.2152259305477675e-38
55.48879,4.689411112830782e-06,3.9321188347935834e-20,9.945523754101418e-21,8.585476794598366e-06,2.6777491282434124e-166,3.3482747540161822e-46,6.192142924747226e-36,3.0099395383333518e-06,2.111867878425498e-14,2.0579487042971546e-15,5.21115564092142e-08,2.1803026981038064e-135,7.719368631280107e-47,3.238856749442671e-29,9.413026734451848e-07,8.277174130000135e-18,1.3616917176490406e-16,4.701721719787522e-10,2.4767110260989603e-162,3.5777675363418103e-50,1.543376497378294e-38
56.4437,5.036690662859476e-06,4.7644202358711806e-20,1.2053035762431113e-20,9.105496162945165e-06,8.838362437997983e-166,4.602697845052245e-46,7.864809340310707e-36,3.241129571972685e-06,2.4280193772470097e-14,2.3668118258893353e-15,5.596757324249974e-08,5.667152279730355e-135,1.0614225950873034e-46,3.9240738880139336e-29,1.0136499339146854e-06,9.72699350155563e-18,1.565640236908512e-16,5.096186782048583e-10,7.149294215715185e-162,4.919498739156287e-50,1.9602839794277438e-38
57.39862,5.404089683040964e-06,5.771584414255666e-20,1.4603249997362607e-20,9.64700393494266e-06,2.917533069081097e-165,6.323049512758845e-46,9.989715194156167e-36,3.4869301281840205e-06,2.7912315953587467e-14,2.7202962562442687e-15,6.004916280444325e-08,1.4721862466500624e-134,1.4594654765313307e-46,4.752708567216391e-29,1.0904641559870245e-06,1.1422764373642863e-17,1.7997019603539452e-16,5.519576487557267e-10,2.057189091217372e-161,6.765812616533472e-50,2.48970022724766e-38
58.35353,5.79248293294711e-06,6.986540074764574e-20,1.7689695098318817e-20,1.020570242986071e-05,9.62377235635016e-165,8.697493220791393e-46,1.2684566641452888e-35,3.747341206967359e-06,3.206331273200731e-14,3.1253740748561352e-15,6.434781291660483e-08,3.8214164687538905e-134,2.0058697956044956e-46,5.756631351634752e-29,1.1720081021094277e-06,1.3416266009531669e-17,2.0679832340106992e-16,5.9723100340418e-10,5.957339829433626e-161,9.30019377740526e-50,3.164752821870457e-38
59.30845,6.2036199317216346e-06,8.462654428653899e-20,2.142460543260724e-20,1.079018700915959e-05,3.1746425626483317e-164,1.1958993257485156e-45,1.6104240202160452e-35,4.02408169333117e-06,3.6829718916530103e-14,3.589714569168533e-15,6.890182838196412e-08,9.934964408953224e-134,2.7576280557862837e-46,6.973024566617847e-29,1.2585445347291207e-06,1.574633285667443e-17,2.375274794908359e-16,6.454387421502182e-10,1.7214593096557812e-160,1.2786401347111251e-49,4.02106953912345e-38
60.26336,6.638375438936397e-06,1.0245346379120241e-19,2.5945156338048152e-20,1.1396159992109168e-05,1.0476110189024119e-163,1.6439075725471093e-45,2.044697782182712e-35,4.317151587275455e-06,4.229600246485624e-14,4.122381442523897e-15,7.371120920052113e-08,2.584313756650671e-133,3.788920975891264e-46,8.444382298278621e-29,1.3505113912581468e-06,1.8477688994158444e-17,2.7277361620849614e-16,6.974192604502942e-10,4.975805867193369e-160,1.7579936755456988e-49,5.102403787917374e-38
61.21828,7.09849897373512e-06,1.2402744280958487e-19,3.14196993656028e-20,1.2023621378709437e-05,3.458285792284635e-163,2.2594709036483774e-45,2.596058193238823e-35,4.628269773808683e-06,4.855869818578619e-14,4.73243839826466e-15,7.881851626447548e-08,6.709340052155819e-133,5.2092103483165435e-46,1.0223822154258258e-28,1.4477334967316887e-06,2.168800331688847e-17,3.131526854578545e-16,7.527533605761817e-10,1.4371623554714341e-159,2.4173914888946935e-49,6.477510925111962e-38
