T;DTG;Synthesis;Sublimation;Destruction;Undefined;Cumulative
450.8396;-7.32E-04;-1.34E-06;-4.86E-60;-4.29E-10;-1.39E-05;-1.53E-05
451.79452;-6.28E-04;-1.19E-06;-1.03E-60;-2.96E-10;-9.81E-06;-1.10E-05
452.74943;-6.71E-04;-1.05E-06;-2.18E-61;-2.03E-10;-6.85E-06;-7.90E-06
453.70435;-5.86E-04;-9.25E-07;-4.56E-62;-1.39E-10;-4.75E-06;-5.67E-06
454.65926;-7.44E-04;-8.17E-07;-9.45E-63;-9.49E-11;-3.27E-06;-4.08E-06
455.61418;-4.10E-04;-7.20E-07;-1.94E-63;-6.46E-11;-2.23E-06;-2.95E-06
456.56909;2.04E-04;-6.35E-07;-3.95E-64;-4.37E-11;-1.51E-06;-2.14E-06
457.52401;6.28E-04;-5.59E-07;-7.97E-65;-2.95E-11;-1.01E-06;-1.57E-06
458.47892;5.32E-04;-4.92E-07;-1.59E-65;-1.99E-11;-6.75E-07;-1.17E-06
459.43384;-1.53E-04;-4.33E-07;-3.16E-66;-1.33E-11;-4.47E-07;-8.79E-07
460.38875;-6.31E-04;-3.80E-07;-6.20E-67;-8.90E-12;-2.93E-07;-6.73E-07
461.34367;-6.80E-04;-3.34E-07;-1.21E-67;-5.92E-12;-1.91E-07;-5.25E-07
462.29858;-5.75E-04;-2.93E-07;-2.33E-68;-3.93E-12;-1.23E-07;-4.16E-07
463.2535;-3.76E-06;-2.57E-07;-4.45E-69;-2.60E-12;-7.90E-08;-3.36E-07
464.20841;-1.65E-04;-2.25E-07;-8.43E-70;-1.71E-12;-5.02E-08;-2.76E-07
465.16333;-0.001152564;-1.97E-07;-1.58E-70;-1.12E-12;-3.17E-08;-2.29E-07
466.11824;-9.93E-04;-1.73E-07;-2.95E-71;-7.33E-13;-1.99E-08;-1.93E-07
467.07316;1.22E-04;-1.51E-07;-5.44E-72;-4.78E-13;-1.23E-08;-1.64E-07
468.02807;3.73E-04;-1.32E-07;-9.94E-73;-3.10E-13;-7.60E-09;-1.40E-07
468.98299;-1.74E-04;-1.15E-07;-1.80E-73;-2.01E-13;-4.65E-09;-1.20E-07
469.9379;-9.96E-04;-1.01E-07;-3.24E-74;-1.29E-13;-2.82E-09;-1.04E-07
470.89282;-8.89E-04;-8.79E-08;-5.76E-75;-8.30E-14;-1.70E-09;-8.96E-08
471.84773;-2.09E-04;-7.67E-08;-1.02E-75;-5.31E-14;-1.02E-09;-7.77E-08
472.80265;-2.62E-04;-6.68E-08;-1.78E-76;-3.39E-14;-6.02E-10;-6.74E-08
473.75756;-4.18E-04;-5.81E-08;-3.08E-77;-2.15E-14;-3.54E-10;-5.85E-08
474.71248;-2.62E-04;-5.06E-08;-5.29E-78;-1.36E-14;-2.07E-10;-5.08E-08
475.66739;-5.26E-05;-4.40E-08;-9.00E-79;-8.60E-15;-1.20E-10;-4.41E-08
476.62231;-6.73E-04;-3.82E-08;-1.52E-79;-5.41E-15;-6.88E-11;-3.83E-08
477.57722;-0.001306657;-3.32E-08;-2.54E-80;-3.39E-15;-3.92E-11;-3.32E-08
478.53214;-5.84E-04;-2.88E-08;-4.21E-81;-2.11E-15;-2.22E-11;-2.88E-08
479.48705;1.69E-04;-2.50E-08;-6.91E-82;-1.31E-15;-1.25E-11;-2.50E-08
480.44197;-2.64E-04;-2.16E-08;-1.13E-82;-8.15E-16;-6.94E-12;-2.16E-08
481.39688;-4.00E-04;-1.87E-08;-1.82E-83;-5.03E-16;-3.83E-12;-1.87E-08
482.3518;-3.26E-05;-1.62E-08;-2.90E-84;-3.09E-16;-2.10E-12;-1.62E-08
483.30671;-3.38E-05;-1.40E-08;-4.60E-85;-1.90E-16;-1.14E-12;-1.40E-08
484.26163;-4.36E-04;-1.21E-08;-7.23E-86;-1.16E-16;-6.18E-13;-1.21E-08
485.21654;-8.44E-04;-1.05E-08;-1.13E-86;-7.06E-17;-3.31E-13;-1.05E-08
486.17146;-8.38E-04;-9.02E-09;-1.74E-87;-4.28E-17;-1.76E-13;-9.02E-09
487.12637;-4.65E-04;-7.78E-09;-2.66E-88;-2.59E-17;-9.27E-14;-7.78E-09
488.08129;-1.64E-04;-6.71E-09;-4.02E-89;-1.56E-17;-4.85E-14;-6.71E-09
489.0362;-3.17E-04;-5.78E-09;-6.05E-90;-9.35E-18;-2.52E-14;-5.78E-09
489.99112;-4.65E-04;-4.97E-09;-9.00E-91;-5.59E-18;-1.30E-14;-4.97E-09
490.94603;-4.69E-04;-4.28E-09;-1.33E-91;-3.33E-18;-6.63E-15;-4.28E-09
491.90095;-3.13E-04;-3.67E-09;-1.94E-92;-1.98E-18;-3.36E-15;-3.67E-09
492.85586;-5.26E-05;-3.16E-09;-2.81E-93;-1.17E-18;-1.69E-15;-3.16E-09
493.81078;0;-2.71E-09;-4.04E-94;-6.90E-19;-8.45E-16;-2.71E-09
494.76569;-3.23E-04;-2.32E-09;-5.76E-95;-4.05E-19;-4.19E-16;-2.32E-09
495.72061;-9.43E-04;-1.99E-09;-8.12E-96;-2.37E-19;-2.06E-16;-1.99E-09
496.67552;-6.71E-04;-1.71E-09;-1.14E-96;-1.38E-19;-1.00E-16;-1.71E-09
497.63044;0;-1.46E-09;-1.57E-97;-8.04E-20;-4.86E-17;-1.46E-09
498.58535;0;-1.25E-09;-2.16E-98;-4.66E-20;-2.33E-17;-1.25E-09
499.54027;0;-1.07E-09;-2.95E-99;-2.69E-20;-1.11E-17;-1.07E-09
500.49518;0;-9.12E-10;-3.97E-100;-1.55E-20;-5.25E-18;-9.12E-10
